ocid,id,tender/id,tender/documents/0/id,tender/documents/0/documentType,tender/documents/0/description,tender/documents/0/datePublished,tender/documents/0/format,tender/documents/0/url,tender/documents/0/title
ocds-lcuori-jRDkQG-267-2014-2,ocds-lcuori-jRDkQG-267-2014-2/3,jRDkQG-267-2014-2,48621,biddingDocuments,Pliego o Terminos de Referencia,2014-07-09T09:21:14.420000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic104267-2014201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-jRDkQG-267-2014-2,ocds-lcuori-jRDkQG-267-2014-2/3,jRDkQG-267-2014-2,50274,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-08-11T14:52:58.327000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104267-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-jRDkQG-HMCR-114-2014-2,ocds-lcuori-jRDkQG-HMCR-114-2014-2/3,jRDkQG-HMCR-114-2014-2,45222,tenderNotice,Aviso de Prensa,2014-04-08T13:38:09.890000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-114-2014102-AvisodePrensa.xlsx,Aviso de Prensa
ocds-lcuori-jRDkQG-HMCR-114-2014-2,ocds-lcuori-jRDkQG-HMCR-114-2014-2/3,jRDkQG-HMCR-114-2014-2,45223,tenderNotice,Aviso de Prensa,2014-04-08T13:39:04.207000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-114-2014102-AvisodePrensa.xlsx,Aviso de Prensa
ocds-lcuori-jRDkQG-HMCR-114-2014-2,ocds-lcuori-jRDkQG-HMCR-114-2014-2/3,jRDkQG-HMCR-114-2014-2,45219,biddingDocuments,Pliego o Terminos de Referencia,2014-04-08T13:37:49.283000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-114-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-jRDkQG-268-2014-2,ocds-lcuori-jRDkQG-268-2014-2/3,jRDkQG-268-2014-2,48546,tenderNotice,Aviso de Prensa,2014-07-08T10:38:43.033000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104268-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-jRDkQG-268-2014-2,ocds-lcuori-jRDkQG-268-2014-2/3,jRDkQG-268-2014-2,48622,biddingDocuments,Pliego o Terminos de Referencia,2014-07-09T09:21:37.270000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic104268-2014201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-jRDkQG-268-2014-2,ocds-lcuori-jRDkQG-268-2014-2/3,jRDkQG-268-2014-2,50272,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-08-11T14:44:10.743000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104268-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-jRDkQG-269-2014-2,ocds-lcuori-jRDkQG-269-2014-2/3,jRDkQG-269-2014-2,48547,tenderNotice,Aviso de Prensa,2014-07-08T10:41:51.800000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104269-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-jRDkQG-269-2014-2,ocds-lcuori-jRDkQG-269-2014-2/3,jRDkQG-269-2014-2,48623,biddingDocuments,Pliego o Terminos de Referencia,2014-07-09T09:22:02.673000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic104269-2014201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-jRDkQG-269-2014-2,ocds-lcuori-jRDkQG-269-2014-2/3,jRDkQG-269-2014-2,50268,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-08-11T14:05:03.483000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104269-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-jRDkQG-HMCR-115-2014-2,ocds-lcuori-jRDkQG-HMCR-115-2014-2/4,jRDkQG-HMCR-115-2014-2,45225,tenderNotice,Aviso de Prensa,2014-04-08T13:41:20.547000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-115-2014101-AvisodePrensa.xlsx,Aviso de Prensa
ocds-lcuori-jRDkQG-HMCR-115-2014-2,ocds-lcuori-jRDkQG-HMCR-115-2014-2/4,jRDkQG-HMCR-115-2014-2,45224,biddingDocuments,Pliego o Terminos de Referencia,2014-04-08T13:40:57.413000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-115-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-jRDkQG-HMCR-115-2014-2,ocds-lcuori-jRDkQG-HMCR-115-2014-2/4,jRDkQG-HMCR-115-2014-2,45459,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-04-21T09:17:00.827000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-115-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-jRDkQG-HMCR-116-2014-2,ocds-lcuori-jRDkQG-HMCR-116-2014-2/4,jRDkQG-HMCR-116-2014-2,45227,tenderNotice,Aviso de Prensa,2014-04-08T13:44:16.780000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-116-2014101-AvisodePrensa.xlsx,Aviso de Prensa
ocds-lcuori-jRDkQG-HMCR-116-2014-2,ocds-lcuori-jRDkQG-HMCR-116-2014-2/4,jRDkQG-HMCR-116-2014-2,45226,biddingDocuments,Pliego o Terminos de Referencia,2014-04-08T13:44:03.787000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-116-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-jRDkQG-HMCR-116-2014-2,ocds-lcuori-jRDkQG-HMCR-116-2014-2/4,jRDkQG-HMCR-116-2014-2,45518,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-04-23T10:53:31.830000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-116-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-jRDVyL-LP_BANH_005_2014-2,ocds-lcuori-jRDVyL-LP_BANH_005_2014-2/3,jRDVyL-LP_BANH_005_2014-2,47053,tenderNotice,Aviso de Prensa,2014-06-02T15:20:05.880000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic204LP_BANH_005_2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-jRDVyL-LP_BANH_005_2014-2,ocds-lcuori-jRDVyL-LP_BANH_005_2014-2/3,jRDVyL-LP_BANH_005_2014-2,47054,biddingDocuments,Pliego o Terminos de Referencia,2014-06-02T15:20:18.993000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic204LP_BANH_005_2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-JL7W2L-LP 001-2014-2,ocds-lcuori-JL7W2L-LP 001-2014-2/3,JL7W2L-LP 001-2014-2,48560,tenderNotice,Aviso de Prensa,2014-07-08T13:24:24.290000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic643LP%20001-2014100-AvisodePrensa.xlsx,Aviso de Prensa
ocds-lcuori-JL7W2L-LP 001-2014-2,ocds-lcuori-JL7W2L-LP 001-2014-2/3,JL7W2L-LP 001-2014-2,48720,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-07-10T13:41:15.890000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic643LP%20001-2014601-ActadeRecepcionyAperturadeOfertas.doc,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-2LAakL-20-2014-2,ocds-lcuori-2LAakL-20-2014-2/3,2LAakL-20-2014-2,49646,tenderNotice,Aviso de Prensa,2014-07-30T11:07:39.587000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8120-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-2LAakL-20-2014-2,ocds-lcuori-2LAakL-20-2014-2/3,2LAakL-20-2014-2,49647,biddingDocuments,Pliego o Terminos de Referencia,2014-07-30T11:07:54.383000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8120-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-7rBxpG-Lprivada No.03-2014-2,ocds-lcuori-7rBxpG-Lprivada No.03-2014-2/3,7rBxpG-Lprivada No.03-2014-2,49633,tenderNotice,Aviso de Prensa,2014-07-30T09:15:25.510000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123Lprivada%20No.03-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-7rBxpG-Lprivada No.03-2014-2,ocds-lcuori-7rBxpG-Lprivada No.03-2014-2/3,7rBxpG-Lprivada No.03-2014-2,49634,biddingDocuments,Pliego o Terminos de Referencia,2014-07-30T09:15:37.733000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123Lprivada%20No.03-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-7rBxpG-Lprivada No.03-2014-2,ocds-lcuori-7rBxpG-Lprivada No.03-2014-2/3,7rBxpG-Lprivada No.03-2014-2,54286,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-19T09:29:53.690000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123Lprivada%20No.03-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-jRDkVG-LP-01-2014-2,ocds-lcuori-jRDkVG-LP-01-2014-2/3,jRDkVG-LP-01-2014-2,45228,tenderNotice,Aviso de Prensa,2014-04-08T16:49:12.553000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic92LP-01-2014100-AvisodePrensa.xls,Aviso de Prensa
ocds-lcuori-jRDkVG-LP-01-2014-2,ocds-lcuori-jRDkVG-LP-01-2014-2/3,jRDkVG-LP-01-2014-2,46217,biddingDocuments,Pliego o Terminos de Referencia,2014-05-12T15:30:20.343000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic92LP-01-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-jRDkVG-LP-01-2014-2,ocds-lcuori-jRDkVG-LP-01-2014-2/3,jRDkVG-LP-01-2014-2,46221,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-05-12T15:54:08.110000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic92LP-01-2014602-ActadeRecepcionyAperturadeOfertas.doc,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2/3,wrV3LP-COT-FHIS-14-2014-2,47083,tenderNotice,Aviso de Prensa,2014-06-03T16:52:05.217000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-14-2014103-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2/3,wrV3LP-COT-FHIS-14-2014-2,47060,biddingDocuments,Pliego o Terminos de Referencia,2014-06-03T10:15:08.347000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-14-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2/3,wrV3LP-COT-FHIS-14-2014-2,56086,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2015-01-28T14:48:19.447000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-14-2014605-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2/3,wrV3LP-COT-FHIS-14-2014-2,47061,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-06-03T10:15:38.857000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-14-20141401-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2/3,wrV3LP-COT-FHIS-14-2014-2,47062,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-06-03T10:15:52.450000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-14-20141402-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-14-2014-2/3,wrV3LP-COT-FHIS-14-2014-2,47084,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-06-03T16:52:15.450000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-14-20141404-AnexosalPliego.xlsx,Anexos al Pliego 
ocds-lcuori-jRDkVG-LP-02-2014-2,ocds-lcuori-jRDkVG-LP-02-2014-2/3,jRDkVG-LP-02-2014-2,45229,tenderNotice,Aviso de Prensa,2014-04-08T16:54:02.210000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic92LP-02-2014100-AvisodePrensa.xls,Aviso de Prensa
ocds-lcuori-jRDkVG-LP-02-2014-2,ocds-lcuori-jRDkVG-LP-02-2014-2/3,jRDkVG-LP-02-2014-2,46218,biddingDocuments,Pliego o Terminos de Referencia,2014-05-12T15:31:40.437000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic92LP-02-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-jRDkVG-LP-02-2014-2,ocds-lcuori-jRDkVG-LP-02-2014-2/3,jRDkVG-LP-02-2014-2,46222,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-05-12T15:54:51.637000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic92LP-02-2014602-ActadeRecepcionyAperturadeOfertas.doc,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-yRl6pL-CI 001 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 001 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 001 SSIS PRAF BM 4774 2014-2,48667,tenderNotice,Aviso de Prensa,2014-07-09T15:07:56.203000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic232CI%20001%20SSIS%20PRAF%20BM%204774%202014101-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-yRl6pL-CI 001 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 001 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 001 SSIS PRAF BM 4774 2014-2,48568,biddingDocuments,Pliego o Terminos de Referencia,2014-07-08T14:02:23.307000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic232CI%20001%20SSIS%20PRAF%20BM%204774%202014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2,48669,tenderNotice,Aviso de Prensa,2014-07-09T15:10:39.723000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic232CI%20002%20SSIS%20PRAF%20BM%204774%202014101-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2,48576,biddingDocuments,Pliego o Terminos de Referencia,2014-07-08T14:19:22.490000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic232CI%20002%20SSIS%20PRAF%20BM%204774%202014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 002 SSIS PRAF BM 4774 2014-2,50348,x_amendment,Enmienda o Adendum,2014-08-12T14:02:50.147000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic232CI%20002%20SSIS%20PRAF%20BM%204774%202014402-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2,ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2/3,7GX7XL-Adquisición de 46 motocicletas para el PNT-2,50233,tenderNotice,Aviso de Prensa,2014-08-11T11:17:45.980000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic559Adquisici%C3%B3n%20de%2046%20motocicletas%20para%20el%20PNT100-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2,ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2/3,7GX7XL-Adquisición de 46 motocicletas para el PNT-2,50234,biddingDocuments,Pliego o Terminos de Referencia,2014-08-11T11:17:58.220000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic559Adquisici%C3%B3n%20de%2046%20motocicletas%20para%20el%20PNT201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2,ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2/3,7GX7XL-Adquisición de 46 motocicletas para el PNT-2,50946,clarifications,Aclaratoria,2014-08-26T11:35:33.263000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic559Adquisici%C3%B3n%20de%2046%20motocicletas%20para%20el%20PNT502-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2,ocds-lcuori-7GX7XL-Adquisición de 46 motocicletas para el PNT-2/3,7GX7XL-Adquisición de 46 motocicletas para el PNT-2,51214,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-04T10:53:50.617000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic559Adquisici%C3%B3n%20de%2046%20motocicletas%20para%20el%20PNT603-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-yRl6pL-CI 003 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 003 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 003 SSIS PRAF BM 4774 2014-2,48672,tenderNotice,Aviso de Prensa,2014-07-09T15:12:08.743000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic232CI%20003%20SSIS%20PRAF%20BM%204774%202014101-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-yRl6pL-CI 003 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 003 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 003 SSIS PRAF BM 4774 2014-2,48582,biddingDocuments,Pliego o Terminos de Referencia,2014-07-08T14:51:37.233000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic232CI%20003%20SSIS%20PRAF%20BM%204774%202014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-yRl6pL-CI 004 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 004 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 004 SSIS PRAF BM 4774 2014-2,48674,tenderNotice,Aviso de Prensa,2014-07-09T15:15:14.543000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic232CI%20004%20SSIS%20PRAF%20BM%204774%202014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-yRl6pL-CI 004 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 004 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 004 SSIS PRAF BM 4774 2014-2,48675,biddingDocuments,Pliego o Terminos de Referencia,2014-07-09T15:15:35.240000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic232CI%20004%20SSIS%20PRAF%20BM%204774%202014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-2LAakL-31-2014-2,ocds-lcuori-2LAakL-31-2014-2/4,2LAakL-31-2014-2,50603,tenderNotice,Aviso de Prensa,2014-08-18T14:34:05.453000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8131-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-2LAakL-31-2014-2,ocds-lcuori-2LAakL-31-2014-2/4,2LAakL-31-2014-2,50604,biddingDocuments,Pliego o Terminos de Referencia,2014-08-18T14:34:57.020000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8131-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-2LAakL-31-2014-2,ocds-lcuori-2LAakL-31-2014-2/4,2LAakL-31-2014-2,54606,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-27T11:08:01.227000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8131-2014602-ActadeRecepcionyAperturadeOfertas.docx,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-2LAakL-32-2014-2,ocds-lcuori-2LAakL-32-2014-2/4,2LAakL-32-2014-2,50606,tenderNotice,Aviso de Prensa,2014-08-18T15:00:04.700000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8132-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-2LAakL-32-2014-2,ocds-lcuori-2LAakL-32-2014-2/4,2LAakL-32-2014-2,50607,biddingDocuments,Pliego o Terminos de Referencia,2014-08-18T15:00:19.650000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8132-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-2LAakL-32-2014-2,ocds-lcuori-2LAakL-32-2014-2/4,2LAakL-32-2014-2,54660,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-28T09:28:24.650000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8132-2014602-ActadeRecepcionyAperturadeOfertas.docx,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-2LAakL-32-2014-2,ocds-lcuori-2LAakL-32-2014-2/4,2LAakL-32-2014-2,54661,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-28T09:28:26.070000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8132-2014602-ActadeRecepcionyAperturadeOfertas.docx,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-8L4j7R-EI-PAR-05-2014-2,ocds-lcuori-8L4j7R-EI-PAR-05-2014-2/3,8L4j7R-EI-PAR-05-2014-2,45233,tenderNotice,Aviso de Prensa,2014-04-09T10:16:00.120000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706EI-PAR-05-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-yRl6pL-CI 005 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 005 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 005 SSIS PRAF BM 4774 2014-2,48676,tenderNotice,Aviso de Prensa,2014-07-09T15:17:25.203000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic232CI%20005%20SSIS%20PRAF%20BM%204774%202014101-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-yRl6pL-CI 005 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 005 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 005 SSIS PRAF BM 4774 2014-2,48599,biddingDocuments,Pliego o Terminos de Referencia,2014-07-08T15:56:01.153000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic232CI%20005%20SSIS%20PRAF%20BM%204774%202014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-0rw5YG-16-2014-2,ocds-lcuori-0rw5YG-16-2014-2/3,0rw5YG-16-2014-2,50262,biddingDocuments,Pliego o Terminos de Referencia,2014-08-11T13:41:31.097000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic7816-2014200-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-0rw5YG-16-2014-2,ocds-lcuori-0rw5YG-16-2014-2/3,0rw5YG-16-2014-2,50357,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-08-12T14:48:52.877000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic7816-2014601-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-2LAakL-33-2014-2,ocds-lcuori-2LAakL-33-2014-2/4,2LAakL-33-2014-2,50610,tenderNotice,Aviso de Prensa,2014-08-18T15:06:42.433000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8133-2014100-AvisodePrensa.docx,Aviso de Prensa
