ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/documentType,awards/0/documents/0/description,awards/0/documents/0/datePublished,awards/0/documents/0/format,awards/0/documents/0/url,awards/0/documents/0/title
ocds-lcuori-8L47ar-LP-HSMO 007-2014-2,ocds-lcuori-8L47ar-LP-HSMO 007-2014-2/3,8L47ar-LP-HSMO 007-2014-2,49060,awardNotice,Resolucion de la Adjudicacion,2014-07-16T15:12:10.367000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic106LP-HSMO%20007-2014802-ResoluciondelaAdjudicacion.docx,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-028-2014-2,ocds-lcuori-jRDkQG-HMCR-028-2014-2/4,jRDkQG-HMCR-028-2014-2,45643,awardNotice,Resolucion de la Adjudicacion,2014-04-25T12:06:15.690000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-028-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-029-2014-2,ocds-lcuori-jRDkQG-HMCR-029-2014-2/4,jRDkQG-HMCR-029-2014-2,45414,awardNotice,Resolucion de la Adjudicacion,2014-04-12T12:13:27.310000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-029-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-030-2014-2,ocds-lcuori-jRDkQG-HMCR-030-2014-2/4,jRDkQG-HMCR-030-2014-2,45372,awardNotice,Resolucion de la Adjudicacion,2014-04-11T16:10:33.293000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-030-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-7G3ovG-CI-SDP-UAP-BIDTEC-015-2014-2,ocds-lcuori-7G3ovG-CI-SDP-UAP-BIDTEC-015-2014-2/3,7G3ovG-CI-SDP-UAP-BIDTEC-015-2014-2,50530,awardNotice,Resolucion de la Adjudicacion,2014-08-15T12:01:03.223000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic596CI-SDP-UAP-BIDTEC-015-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-CI-IDECOAS-FHIS-02-2014-2,ocds-lcuori-wrV3LP-CI-IDECOAS-FHIS-02-2014-2/4,wrV3LP-CI-IDECOAS-FHIS-02-2014-2,71226,awardNotice,Resolucion de la Adjudicacion,2016-01-27T11:35:45.470000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11CI-IDECOAS-FHIS-02-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-CI-IDECOAS-FHIS-03-2014-2,ocds-lcuori-wrV3LP-CI-IDECOAS-FHIS-03-2014-2/4,wrV3LP-CI-IDECOAS-FHIS-03-2014-2,71227,awardNotice,Resolucion de la Adjudicacion,2016-01-27T11:36:22.620000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11CI-IDECOAS-FHIS-03-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-orvovL-LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO-2,ocds-lcuori-orvovL-LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO-2/4,orvovL-LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO-2,51290,awardNotice,Resolucion de la Adjudicacion,2014-09-05T13:59:09.080000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-CI-01-IDECOAS-FHIS-2014-2,ocds-lcuori-wrV3LP-CI-01-IDECOAS-FHIS-2014-2/4,wrV3LP-CI-01-IDECOAS-FHIS-2014-2,71225,awardNotice,Resolucion de la Adjudicacion,2016-01-27T11:35:14.320000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11CI-01-IDECOAS-FHIS-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-MrMagr-LP-071-2014-2,ocds-lcuori-MrMagr-LP-071-2014-2/4,MrMagr-LP-071-2014-2,51190,awardNotice,Resolucion de la Adjudicacion,2014-09-03T14:50:58.550000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic84LP-071-2014802-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-031-2014-2,ocds-lcuori-jRDkQG-HMCR-031-2014-2/4,jRDkQG-HMCR-031-2014-2,45412,awardNotice,Resolucion de la Adjudicacion,2014-04-12T12:11:51.747000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-031-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-032-2014-2,ocds-lcuori-jRDkQG-HMCR-032-2014-2/4,jRDkQG-HMCR-032-2014-2,45410,awardNotice,Resolucion de la Adjudicacion,2014-04-12T12:09:27.623000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-032-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-grxXor-LP-002-HAME-2014-2,ocds-lcuori-grxXor-LP-002-HAME-2014-2/3,grxXor-LP-002-HAME-2014-2,46899,awardNotice,Resolucion de la Adjudicacion,2014-05-29T18:10:54.703000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic109LP-002-HAME-2014807-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-033-2014-2,ocds-lcuori-jRDkQG-HMCR-033-2014-2/4,jRDkQG-HMCR-033-2014-2,46584,awardNotice,Resolucion de la Adjudicacion,2014-05-23T08:47:58.857000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-033-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-7G3ovG-CI-SDP-UAP-BIDTEC-017-2014-2,ocds-lcuori-7G3ovG-CI-SDP-UAP-BIDTEC-017-2014-2/3,7G3ovG-CI-SDP-UAP-BIDTEC-017-2014-2,52235,awardNotice,Resolucion de la Adjudicacion,2014-10-02T14:18:35.227000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic596CI-SDP-UAP-BIDTEC-017-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-7G3oBG-LP-008-2014-2,ocds-lcuori-7G3oBG-LP-008-2014-2/3,7G3oBG-LP-008-2014-2,51076,awardNotice,Resolucion de la Adjudicacion,2014-09-01T08:53:03.413000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic608LP-008-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-COT-FHIS-06-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-06-2014-2/3,wrV3LP-COT-FHIS-06-2014-2,56068,awardNotice,Resolucion de la Adjudicacion,2015-01-28T10:11:35.340000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-06-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-034-2014-2,ocds-lcuori-jRDkQG-HMCR-034-2014-2/4,jRDkQG-HMCR-034-2014-2,45370,awardNotice,Resolucion de la Adjudicacion,2014-04-11T16:08:22.620000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-034-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-COT-FHIS-08-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-08-2014-2/3,wrV3LP-COT-FHIS-08-2014-2,56117,awardNotice,Resolucion de la Adjudicacion,2015-01-29T14:55:16.327000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-08-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-035-2014-2,ocds-lcuori-jRDkQG-HMCR-035-2014-2/4,jRDkQG-HMCR-035-2014-2,45368,awardNotice,Resolucion de la Adjudicacion,2014-04-11T16:03:04.770000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-035-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-COT-FHIS-01-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-01-2014-2/3,wrV3LP-COT-FHIS-01-2014-2,56118,awardNotice,Resolucion de la Adjudicacion,2015-01-29T15:31:47.837000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-01-2014804-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-1RaEMR-0015-2014-2,ocds-lcuori-1RaEMR-0015-2014-2/3,1RaEMR-0015-2014-2,48526,awardNotice,Resolucion de la Adjudicacion,2014-07-08T08:52:26.613000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic1030015-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-COT-FHIS-03-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-03-2014-2/3,wrV3LP-COT-FHIS-03-2014-2,60554,awardNotice,Resolucion de la Adjudicacion,2015-05-14T13:50:50.407000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-03-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-036-2014-2,ocds-lcuori-jRDkQG-HMCR-036-2014-2/4,jRDkQG-HMCR-036-2014-2,45366,awardNotice,Resolucion de la Adjudicacion,2014-04-11T16:01:20.597000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-036-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-037-2014-2,ocds-lcuori-jRDkQG-HMCR-037-2014-2/4,jRDkQG-HMCR-037-2014-2,45454,awardNotice,Resolucion de la Adjudicacion,2014-04-21T08:55:23.547000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-037-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-lRo9xL-LP-8-2014-2,ocds-lcuori-lRo9xL-LP-8-2014-2/3,lRo9xL-LP-8-2014-2,48953,awardNotice,Resolucion de la Adjudicacion,2014-07-15T15:09:08.310000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic101LP-8-2014802-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-NLP4qL-LPI-001-2014-2,ocds-lcuori-NLP4qL-LPI-001-2014-2/3,NLP4qL-LPI-001-2014-2,50072,awardNotice,Resolucion de la Adjudicacion,2014-08-06T14:09:44.567000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic222LPI-001-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-038-2014-2,ocds-lcuori-jRDkQG-HMCR-038-2014-2/4,jRDkQG-HMCR-038-2014-2,45641,awardNotice,Resolucion de la Adjudicacion,2014-04-25T12:04:57.800000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-038-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-lRo9xL-LP-9-2014-2,ocds-lcuori-lRo9xL-LP-9-2014-2/3,lRo9xL-LP-9-2014-2,48970,awardNotice,Resolucion de la Adjudicacion,2014-07-15T15:42:36.173000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic101LP-9-2014802-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-lRo9xL-LP-10-2014-2,ocds-lcuori-lRo9xL-LP-10-2014-2/3,lRo9xL-LP-10-2014-2,48960,awardNotice,Resolucion de la Adjudicacion,2014-07-15T15:37:25.630000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic101LP-10-2014802-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-039-2014-2,ocds-lcuori-jRDkQG-HMCR-039-2014-2/4,jRDkQG-HMCR-039-2014-2,45639,awardNotice,Resolucion de la Adjudicacion,2014-04-25T12:03:13.700000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-039-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-lRo9xL-LP-11-2014-2,ocds-lcuori-lRo9xL-LP-11-2014-2/3,lRo9xL-LP-11-2014-2,48979,awardNotice,Resolucion de la Adjudicacion,2014-07-15T15:50:08.807000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic101LP-11-2014802-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-040-2014-2,ocds-lcuori-jRDkQG-HMCR-040-2014-2/4,jRDkQG-HMCR-040-2014-2,45408,awardNotice,Resolucion de la Adjudicacion,2014-04-12T12:05:07.743000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-040-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-lRo9xL-LP-12-2014-2,ocds-lcuori-lRo9xL-LP-12-2014-2/3,lRo9xL-LP-12-2014-2,50324,awardNotice,Resolucion de la Adjudicacion,2014-08-12T13:38:09.457000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic101LP-12-2014802-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-LPR-FHIS-11-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-11-2014-2/3,wrV3LP-LPR-FHIS-11-2014-2,64883,awardNotice,Resolucion de la Adjudicacion,2015-08-21T14:53:39.510000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-11-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-041-2014-2,ocds-lcuori-jRDkQG-HMCR-041-2014-2/4,jRDkQG-HMCR-041-2014-2,45637,awardNotice,Resolucion de la Adjudicacion,2014-04-25T12:01:45.853000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-041-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-WRzj0R-LPU-001-2014-2,ocds-lcuori-WRzj0R-LPU-001-2014-2/4,WRzj0R-LPU-001-2014-2,51095,awardNotice,Resolucion de la Adjudicacion,2014-09-01T11:43:31.253000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic154LPU-001-2014807-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-lRo9xL-LP-13-2014-2,ocds-lcuori-lRo9xL-LP-13-2014-2/3,lRo9xL-LP-13-2014-2,50396,awardNotice,Resolucion de la Adjudicacion,2014-08-13T13:50:09.277000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic101LP-13-2014802-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-wrV3LP-COT-FHIS-20-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-20-2014-2/3,wrV3LP-COT-FHIS-20-2014-2,56026,awardNotice,Resolucion de la Adjudicacion,2015-01-27T14:28:58.247000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-20-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-042-2014-2,ocds-lcuori-jRDkQG-HMCR-042-2014-2/4,jRDkQG-HMCR-042-2014-2,45364,awardNotice,Resolucion de la Adjudicacion,2014-04-11T15:58:38.367000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-042-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-orvovL-LPN-13-2014-SEAF-TELEPUERTO-SUBIDA SATELITAL-2,ocds-lcuori-orvovL-LPN-13-2014-SEAF-TELEPUERTO-SUBIDA SATELITAL-2/3,orvovL-LPN-13-2014-SEAF-TELEPUERTO-SUBIDA SATELITAL-2,58525,awardNotice,Resolucion de la Adjudicacion,2015-03-20T09:09:17.210000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-13-2014-SEAF-TELEPUERTO-SUBIDA%20SATELITAL803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-043-2014-2,ocds-lcuori-jRDkQG-HMCR-043-2014-2/4,jRDkQG-HMCR-043-2014-2,45635,awardNotice,Resolucion de la Adjudicacion,2014-04-25T12:00:34.740000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-043-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-orvovL-LPN-14-2014-SEAF-IMPRESION-PERIODICOS-2,ocds-lcuori-orvovL-LPN-14-2014-SEAF-IMPRESION-PERIODICOS-2/3,orvovL-LPN-14-2014-SEAF-IMPRESION-PERIODICOS-2,58528,awardNotice,Resolucion de la Adjudicacion,2015-03-20T09:21:41.943000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-14-2014-SEAF-IMPRESION-PERIODICOS803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-044-2014-2,ocds-lcuori-jRDkQG-HMCR-044-2014-2/4,jRDkQG-HMCR-044-2014-2,45362,awardNotice,Resolucion de la Adjudicacion,2014-04-11T15:56:06.850000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-044-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-045-2014-2,ocds-lcuori-jRDkQG-HMCR-045-2014-2/4,jRDkQG-HMCR-045-2014-2,45360,awardNotice,Resolucion de la Adjudicacion,2014-04-11T15:53:52.147000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-045-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-046-2014-2,ocds-lcuori-jRDkQG-HMCR-046-2014-2/4,jRDkQG-HMCR-046-2014-2,45356,awardNotice,Resolucion de la Adjudicacion,2014-04-11T15:51:43.123000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-046-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-ERpaDr-LP 33-14-2,ocds-lcuori-ERpaDr-LP 33-14-2/3,ERpaDr-LP 33-14-2,49790,awardNotice,Resolucion de la Adjudicacion,2014-07-31T16:58:31.043000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic100LP%2033-14802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-047-2014-2,ocds-lcuori-jRDkQG-HMCR-047-2014-2/4,jRDkQG-HMCR-047-2014-2,45354,awardNotice,Resolucion de la Adjudicacion,2014-04-11T15:49:43.607000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-047-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-048-2014-2,ocds-lcuori-jRDkQG-HMCR-048-2014-2/4,jRDkQG-HMCR-048-2014-2,45406,awardNotice,Resolucion de la Adjudicacion,2014-04-12T12:03:54.960000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-048-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-049-2014-2,ocds-lcuori-jRDkQG-HMCR-049-2014-2/4,jRDkQG-HMCR-049-2014-2,45404,awardNotice,Resolucion de la Adjudicacion,2014-04-12T12:02:41.577000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-049-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-050-2014-2,ocds-lcuori-jRDkQG-HMCR-050-2014-2/4,jRDkQG-HMCR-050-2014-2,45633,awardNotice,Resolucion de la Adjudicacion,2014-04-25T11:59:24.423000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-050-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-grxXor-LP003-HAME-2014-2,ocds-lcuori-grxXor-LP003-HAME-2014-2/3,grxXor-LP003-HAME-2014-2,46920,awardNotice,Resolucion de la Adjudicacion,2014-05-30T10:18:24.570000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic109LP003-HAME-2014807-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-051-2014-2,ocds-lcuori-jRDkQG-HMCR-051-2014-2/4,jRDkQG-HMCR-051-2014-2,45352,awardNotice,Resolucion de la Adjudicacion,2014-04-11T15:47:10.830000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-051-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-JL7W2L-LP-005-2014-2,ocds-lcuori-JL7W2L-LP-005-2014-2/3,JL7W2L-LP-005-2014-2,50480,awardNotice,Resolucion de la Adjudicacion,2014-08-14T14:36:19.753000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic643LP-005-2014803-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-052-2014-2,ocds-lcuori-jRDkQG-HMCR-052-2014-2/4,jRDkQG-HMCR-052-2014-2,45350,awardNotice,Resolucion de la Adjudicacion,2014-04-11T15:45:08.987000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-052-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-JL7W2L-LP-006-2014-2,ocds-lcuori-JL7W2L-LP-006-2014-2/3,JL7W2L-LP-006-2014-2,50484,awardNotice,Resolucion de la Adjudicacion,2014-08-14T14:52:18.697000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic643LP-006-2014803-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-053-2014-2,ocds-lcuori-jRDkQG-HMCR-053-2014-2/4,jRDkQG-HMCR-053-2014-2,45631,awardNotice,Resolucion de la Adjudicacion,2014-04-25T11:58:08.543000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-053-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-JL7W2L-LP-007-2014-2,ocds-lcuori-JL7W2L-LP-007-2014-2/3,JL7W2L-LP-007-2014-2,50486,awardNotice,Resolucion de la Adjudicacion,2014-08-14T15:01:10.573000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic643LP-007-2014803-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-orvovL-LPN-15-2014-SEAF-CARPAS-2,ocds-lcuori-orvovL-LPN-15-2014-SEAF-CARPAS-2/3,orvovL-LPN-15-2014-SEAF-CARPAS-2,58524,awardNotice,Resolucion de la Adjudicacion,2015-03-20T09:07:01.660000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-15-2014-SEAF-CARPAS803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-054-2014-2,ocds-lcuori-jRDkQG-HMCR-054-2014-2/4,jRDkQG-HMCR-054-2014-2,45629,awardNotice,Resolucion de la Adjudicacion,2014-04-25T11:56:53.793000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-054-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-055-2014-2,ocds-lcuori-jRDkQG-HMCR-055-2014-2/3,jRDkQG-HMCR-055-2014-2,45627,awardNotice,Resolucion de la Adjudicacion,2014-04-25T11:55:45.817000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-055-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-1RaEMR-licitacion privada N° 0018-2014-2,ocds-lcuori-1RaEMR-licitacion privada N° 0018-2014-2/3,1RaEMR-licitacion privada N° 0018-2014-2,49853,awardNotice,Resolucion de la Adjudicacion,2014-08-01T11:30:06.377000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic103licitacion%20privada%20N%C2%B0%200018-2014803-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-yRlaDr-02-2014-2,ocds-lcuori-yRlaDr-02-2014-2/3,yRlaDr-02-2014-2,50313,awardNotice,Resolucion de la Adjudicacion,2014-08-12T11:40:53.190000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic7602-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-jRDkQG-HMCR-056-2014-2,ocds-lcuori-jRDkQG-HMCR-056-2014-2/4,jRDkQG-HMCR-056-2014-2,45452,awardNotice,Resolucion de la Adjudicacion,2014-04-21T08:54:35.160000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-056-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-yRlaDr-003-2014-2,ocds-lcuori-yRlaDr-003-2014-2/3,yRlaDr-003-2014-2,50315,awardNotice,Resolucion de la Adjudicacion,2014-08-12T11:50:37.070000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic76003-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-grxXor-LP004-HAME-2014-2,ocds-lcuori-grxXor-LP004-HAME-2014-2/4,grxXor-LP004-HAME-2014-2,46931,awardNotice,Resolucion de la Adjudicacion,2014-05-30T11:04:38.677000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic109LP004-HAME-2014811-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-yRlaDr-004-2014-2,ocds-lcuori-yRlaDr-004-2014-2/3,yRlaDr-004-2014-2,50318,awardNotice,Resolucion de la Adjudicacion,2014-08-12T11:59:04.260000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic76004-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
