ocid,id,awards/0/id,awards/0/value/amount,awards/0/value/currency,awards/0/description
ocds-lcuori-219064,ocds-lcuori-219064/3-contract,219064,1725.0,HNL,COMPRA DE 12 CAJAS DE CARPETAS PENDAFLEX
ocds-lcuori-220538,ocds-lcuori-220538/2-contract,220538,16200.0,HNL,Insumos para conformar kit estudiantiles
ocds-lcuori-220549,ocds-lcuori-220549/2-contract,220549,5250.0,HNL,Insumos para conformar kit estudiantil
ocds-lcuori-220560,ocds-lcuori-220560/2-contract,220560,9000.0,HNL,Insumos para conformar kit estudiantiles
ocds-lcuori-220571,ocds-lcuori-220571/2-contract,220571,11992.9,HNL,COMPRA DE MATERIAL DE OFICINA FACES
ocds-lcuori-220582,ocds-lcuori-220582/2-contract,220582,3310.56,HNL,COMPRA DE CAFE PARA REUNIONES EN EL MARCO DE LAS ELECCIONES ESTUDIANTILES UNAH 2020
ocds-lcuori-220583,ocds-lcuori-220583/2-contract,220583,2809.5,HNL,COMPRA DE SUMINISTROS FACES
ocds-lcuori-220593,ocds-lcuori-220593/2-contract,220593,4179.6,HNL,COMPRA DE UTILES DE OFICINA
ocds-lcuori-220604,ocds-lcuori-220604/2-contract,220604,5430.85,HNL,COMPRA DE UTILES DE OFICINA
ocds-lcuori-220615,ocds-lcuori-220615/2-contract,220615,2652.0,HNL,COMPRA DE PAPELERIA Y UTILES FACES
ocds-lcuori-220626,ocds-lcuori-220626/2-contract,220626,13921.7,HNL,COMPRA DE AGUA FACES
ocds-lcuori-220637,ocds-lcuori-220637/2-contract,220637,22183.5,HNL,OC 048 2020
ocds-lcuori-220648,ocds-lcuori-220648/2-contract,220648,16125.07,HNL,COMPRA DE 200 RESMAS DE PAPEL BOND CARTA 10 RESMAS DE LEGAL Y 10 RESMAS DE OFICIO PARA BANCO CENTRAL DE HONDURAS SUCURSAL SAN PEDRO SULA
ocds-lcuori-220670,ocds-lcuori-220670/2-contract,220670,1095.95,HNL,COMPRA PARA LA DIRECCION DEL INSTITUTO DE EVALUACION EDUCATIVAS DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-220681,ocds-lcuori-220681/2-contract,220681,1121.204,HNL,COMPRA PARA LA VICE RECTORIA ADMINISTRATIVA DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-220692,ocds-lcuori-220692/2-contract,220692,1628.4,HNL,COMPRA PARA LA OFICINA DE TRANSPARENCIA DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-220693,ocds-lcuori-220693/2-contract,220693,23364.136,HNL,PARA SER UTILIZADO EN LOS EQUIPOS DE OFICINA DE LA SEDE REGIONAL MISTRUCK DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-220703,ocds-lcuori-220703/2-contract,220703,5578.42,HNL,Compra de utiles de oficina para uso en actividades del INAMI
ocds-lcuori-220736,ocds-lcuori-220736/2-contract,220736,875.15,HNL,COMPRA PARA EL DEPARTAMENTO DE CIENCIAS NATURALES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-220747,ocds-lcuori-220747/2-contract,220747,2417.2425000000003,HNL,COMPRA PARA EL DEPARTAMENTO DE CIENCIAS NATURALES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-220791,ocds-lcuori-220791/2-contract,220791,750.0,HNL,60 LIBRETAS BLOCK RAYADOS 
ocds-lcuori-220802,ocds-lcuori-220802/2-contract,220802,3600.0,HNL,100 CAJAS DE LAPIZ TINTA NEGRO 
ocds-lcuori-220813,ocds-lcuori-220813/2-contract,220813,2275.781,HNL,SAC 1994 2020 COMPRA DE PAPEL BOND PARA USO EN EL DEPARTAMENTO DE AUDITORIA INTERNA
ocds-lcuori-220824,ocds-lcuori-220824/2-contract,220824,108474.486,HNL,COMPRA DE VARIAS TINTAS 
ocds-lcuori-220835,ocds-lcuori-220835/2-contract,220835,924.3125,HNL,Suministros a ser utilizados para abastecer el almacen de esta Secretaria de Estado durante el primer trimestre del a?o 2020
ocds-lcuori-220890,ocds-lcuori-220890/2-contract,220890,73550.573,HNL,oc
ocds-lcuori-220923,ocds-lcuori-220923/2-contract,220923,43359.6,HNL,PARA USO EN LAS DIFERENTES COMPUTADORAS DEL CCE Y OPERACIONES DEL CUERPO DE BOMBEROS DE SAN PEDRO SULA
ocds-lcuori-220934,ocds-lcuori-220934/2-contract,220934,1389.2,HNL,PARA COMPUTADORA ASIGNADA AL AREA DE INFRAESTRUCTURA CUERPO DE BOMBEROS DE SAN PEDRO SULA
ocds-lcuori-220956,ocds-lcuori-220956/2-contract,220956,244089.823,HNL,compra de tintas y tones
ocds-lcuori-220978,ocds-lcuori-220978/2-contract,220978,24519.334,HNL,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO REPUESTOS Y ACCESORIOS AL PROVEEDOR ACOSA
ocds-lcuori-220979,ocds-lcuori-220979/2-contract,220979,37534.0,HNL,CAJA DE CEREAL Y ESPECIES
ocds-lcuori-220989,ocds-lcuori-220989/2-contract,220989,12963.6625,HNL,compra de toner
ocds-lcuori-221000,ocds-lcuori-221000/2-contract,221000,8014.557000000001,HNL,COMPRA PARA LA VICE RECTORIA DEL CUED DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221011,ocds-lcuori-221011/2-contract,221011,275284.7,HNL,compra de tintas y toner 
ocds-lcuori-221012,ocds-lcuori-221012/2-contract,221012,3500.6,HNL,COMPRA PARA LA VICE RECTORIA DEL CUED DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221022,ocds-lcuori-221022/2-contract,221022,215.97,HNL,OC 052 2020
ocds-lcuori-221033,ocds-lcuori-221033/2-contract,221033,30084.874,HNL,solicitadas por la Fiscalia Regional de San Pedro Sula
ocds-lcuori-221055,ocds-lcuori-221055/2-contract,221055,2111.4,HNL,Para uso de Casa Presidencial
ocds-lcuori-221056,ocds-lcuori-221056/2-contract,221056,309.2925,HNL,COMPRA PARA LA VICE RECTORIA DEL CUED DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221088,ocds-lcuori-221088/2-contract,221088,24526.326,HNL,solicitadas por la Fiscalia de San Pedro Sula
ocds-lcuori-221110,ocds-lcuori-221110/2-contract,221110,23613.433,HNL,OC 053 2020
ocds-lcuori-221121,ocds-lcuori-221121/2-contract,221121,12530.4,HNL,solicitadas por la Fiscalia Regional de San Pedro Sula
ocds-lcuori-221122,ocds-lcuori-221122/2-contract,221122,126689.543,HNL,COMPRA DE PRODUCTOS DE PAPEL Y CARTON 
ocds-lcuori-221123,ocds-lcuori-221123/2-contract,221123,109314.40000000001,HNL,COMPRA DE PAPEL BOND BASE 20 PARA SER UTILIZADO Y DISTRIBUIDO EN LAS DIFERENTES UNIDADES DE SALUD Y OFICINAS ADMINISTRATIVAS PARA EL TIRAJE DE FORMULARIOS DEL SISTEMA DE INFORMACION COMPRA REALIZADA DURANTE EL PRIMER TRIMESTRE DEL A?O 2020  MEDIANTE CATALOGO ELECTRONICO
ocds-lcuori-221143,ocds-lcuori-221143/2-contract,221143,15568.125,HNL,COMPRA DE PRODUCTOS DE PAPEL Y CARTON
ocds-lcuori-221154,ocds-lcuori-221154/2-contract,221154,33626.0,HNL,COMPRA DE FOLDER TAMA?O CARTA PARA SER UTILIZADO EN LOS ESTABLECIMIENTOS DE SALUD
ocds-lcuori-221165,ocds-lcuori-221165/2-contract,221165,10838.75,HNL,COMPRA DE PAPEL DE ESCRITORIO Y CARTON
ocds-lcuori-221176,ocds-lcuori-221176/2-contract,221176,2218.3845,HNL,COMPRA PARA EL OBSERVATORIO DE LA UNIVERSIDAD DE LA EDUCACION DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221198,ocds-lcuori-221198/2-contract,221198,2244.8,HNL,COMPRA PARA EL OBSERVATORIO DE LA UNIVERSIDAD DE LA EDUCACION DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221209,ocds-lcuori-221209/2-contract,221209,4436.7,HNL,COMPRA PARA EL DEPARTAMENTO DE RECURSOS HUMANOS DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221220,ocds-lcuori-221220/2-contract,221220,659.249,HNL,COMPRA DE MATERIALES DE ESCRITORIO
ocds-lcuori-221242,ocds-lcuori-221242/2-contract,221242,39246.05,HNL,SOLICITUD DE MATERIAL DE OFICINA SOLICITADO POR EL AREA DE ALMACEN Y SUMINISTROS SEGUN REQUERIMIENTO 021 FEBRERO 2020 Y 022 FEBRERO 2020 FONDOS NACIONALES 
ocds-lcuori-221253,ocds-lcuori-221253/2-contract,221253,61134.78,HNL,Compra de materiales de ofina para regional de SPS
ocds-lcuori-221264,ocds-lcuori-221264/2-contract,221264,84679.356,HNL,Compra de materiales para uso de oficina para regional SPS
ocds-lcuori-221286,ocds-lcuori-221286/2-contract,221286,6385.214,HNL,Compra de materiales deoficina para regional SPS
ocds-lcuori-221297,ocds-lcuori-221297/2-contract,221297,3117.65,HNL,compra de laminadora para informes de la oficina de otpsci 
ocds-lcuori-221308,ocds-lcuori-221308/2-contract,221308,3882.8390000000004,HNL,Compra de alimentos y bebidas 
ocds-lcuori-221331,ocds-lcuori-221331/2-contract,221331,,,COMPRA DE PAPELERIA
ocds-lcuori-221332,ocds-lcuori-221332/2-contract,221332,,,COMPRA DE PAPELERIA
ocds-lcuori-221341,ocds-lcuori-221341/2-contract,221341,2379.465,HNL,compra para uso de la Secretaria de Consejo Universitario
ocds-lcuori-221352,ocds-lcuori-221352/2-contract,221352,415.0,HNL, SECRETARIA DE CONSEJO UNIVERSITARIO 
ocds-lcuori-221396,ocds-lcuori-221396/2-contract,221396,6474.799,HNL,COMPRA DE 2 TONER XEROX 3655 PARA LAS OFICINAS DE CHOLUTECA Y VALLE
ocds-lcuori-221407,ocds-lcuori-221407/2-contract,221407,12949.598,HNL,COMPRA DE 4 TONER PARA LA REGIONAL DE CENTRO OCCIDENTE COMAYAGUA LA PAZ Y INTIBUCA
ocds-lcuori-221418,ocds-lcuori-221418/2-contract,221418,9328.222,HNL,COMPRA DE PAPEL Y CARPETAS PARA LA REGIONAL CENTRO OCCIDENTE 
ocds-lcuori-221429,ocds-lcuori-221429/2-contract,221429,2665.7690000000002,HNL,COMPRA DE MATERIAL PARA LA REGIONAL CENTRO OCCIDENTE
ocds-lcuori-221440,ocds-lcuori-221440/2-contract,221440,4827.900000000001,HNL,PAGO POR COMPRA DE 70 BOLSAS DE CAFE PARA CENTRO ORIENTE  PARAISO Y OLANCHO
ocds-lcuori-221451,ocds-lcuori-221451/2-contract,221451,22195.0,HNL,compra de 10 toner para la delegacion de centro oriente el paraiso y Olancho
ocds-lcuori-221457,ocds-lcuori-221457/2-contract,221457,15021.800000000001,HNL,SOLICITUD DE COMPRA DE INSUMOS PARA USO EN LAS DIFERENTES REUNIONES CON LAS DIRECCIONES Y UNIDADES EXTERNAS A LA VICERRECTORIA DE RELACIONES INTERNACIONALES
ocds-lcuori-221458,ocds-lcuori-221458/2-contract,221458,1262.424,HNL,COMPRA DE LAPIZ TINTA  PARA USO EN EL ZOOLOGICO
ocds-lcuori-221460,ocds-lcuori-221460/2-contract,221460,699.2,HNL,COMPRA DE LAPIZ TINTA 
ocds-lcuori-221463,ocds-lcuori-221463/2-contract,221463,11994.5,HNL,TONER PARA CONSUMO DE LA INSTITUCION
ocds-lcuori-221464,ocds-lcuori-221464/2-contract,221464,5000.0,HNL,SOLICITUD DE COMPRA DE AGUA EN BOTELLON DE 5 LITROS PARA USO EN ATENCIONES VARIAS DE LA VICERRECTORIA DE RELACIONES INTERNACIONALES
ocds-lcuori-221465,ocds-lcuori-221465/2-contract,221465,150696.0,HNL,LECHE DESCREMADA
ocds-lcuori-221467,ocds-lcuori-221467/2-contract,221467,506.0,HNL,COMPRA DE BIENES DE CONSUMO 
ocds-lcuori-221468,ocds-lcuori-221468/2-contract,221468,19114.725,HNL,UTILES DE OFICINA 
ocds-lcuori-214939,ocds-lcuori-214939/2-contract,214939,10913.5,HNL,COMPRA DE LLANTAS PARA AMBULANCIA NISSAN PATROL
ocds-lcuori-221469,ocds-lcuori-221469/2-contract,221469,1248.325,HNL,COMPRA DE MATERIALES DE OFICINA 
ocds-lcuori-221470,ocds-lcuori-221470/2-contract,221470,34461.36,HNL,200 RESMAS DE PAPEL BOND TAMA?O CARTA 100 RESMAS DE PAPEL BOND TAMA?O OFICIO  100 RESMAS DE PAPEL BOND TAMA?O LEGAL 100 ARCHIVADORES PAMA?O OFICIO 60 CAJITAS DE CLIP GRANDE 
ocds-lcuori-214951,ocds-lcuori-214951/2-contract,214951,328.90000000000003,HNL,SUMINISTRO DE 40 NOTAS ADHESIVAS 4X6 CMS DE 100 PAGINAS PAQUETE ALTA CALIDAD
ocds-lcuori-214961,ocds-lcuori-214961/2-contract,214961,20277.6625,HNL,SE GENERA ORDEN DE COMPRA A FAVOR DE HOSPITAL EL PROGRESO POR CONCEPTO DE RESMAS DE PAPEL BOND TAMA?O CARTA BASE 20 QUE SERA UTILIZADO PARA EN ESTE MISMO CENTRO ASISTENCIAL
ocds-lcuori-214972,ocds-lcuori-214972/2-contract,214972,20205.5,HNL,SE GENERA ORDEN DE COMPRA A FAVOR DE HOSPITAL EL PROGRESO POR CONCEPTO DE RESMAS DE PAPEL BOND TAMANO CARTA BASE 20 QUE SERA UTILIZADO EN ESTE MISMO CENTRO ASISTENCIAL SEGUN ORDEN DE COMPRA INTERNA 16 001 2020 ESTA ORDEN DE COMPRA SERA CANCELADA POR PRESUPUESTO MEDIANTE F01
ocds-lcuori-221473,ocds-lcuori-221473/2-contract,221473,28854.0,HNL,CAJA DE CARTON PARA USO DE LA UNIDAD DE ARCHIVO CENTRAL DE ESTA SECRETARIA DE ESTADO 
ocds-lcuori-221474,ocds-lcuori-221474/2-contract,221474,466.8,HNL,Suministros a ser utilizados en la CICESCT
ocds-lcuori-221475,ocds-lcuori-221475/2-contract,221475,33182.1,HNL,CAJAS DE CARTON PARA USO DE LA UNIDAD DE ARCHIVO CENTRAL DE ESTA SECRETARIA DE ESTADO 
ocds-lcuori-214984,ocds-lcuori-214984/2-contract,214984,4912.8,HNL,COMPRA PARA LA DIRECCION DEL INSTITUTO DE INVESTIGACION Y EVALUACION EDUCATIVAS Y SOCIALES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-214985,ocds-lcuori-214985/2-contract,214985,481.64500000000004,HNL,UNIDAD DE CAJA COT 009
ocds-lcuori-214987,ocds-lcuori-214987/2-contract,214987,442.6,HNL,UNIDAD DE CAJA COT 009 ACT 2002
ocds-lcuori-221477,ocds-lcuori-221477/2-contract,221477,2041.25,HNL,COMPRA DE CAJAS ARCHIVADORAS PARA USO DE LAS OFICINAS PRINCIPALES DE PRONADERS
ocds-lcuori-214988,ocds-lcuori-214988/2-contract,214988,1923.1680000000001,HNL,COMPRA PARA LA DIRECCION DE SERVICIOS ESTUDIANTILES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-214989,ocds-lcuori-214989/2-contract,214989,4872.044,HNL,COMPRA PARA LA DIRECCION DE SERVICIOS ESTUDIANTILES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221478,ocds-lcuori-221478/2-contract,221478,204.70000000000002,HNL,Suministros a ser utilizados en la CICESCT
ocds-lcuori-221479,ocds-lcuori-221479/2-contract,221479,401.21200000000005,HNL,Suministros a ser utilizados en la CICESCT
ocds-lcuori-221480,ocds-lcuori-221480/2-contract,221480,145.705,HNL,MATERIALES DE OFICINA
ocds-lcuori-214992,ocds-lcuori-214992/3-contract,214992,9770.4,HNL,SAC 1984 2020 COMPRA DE LLANTAS PARA USO EN EL VEHICULO CON REGISTRO 647 ASIGNADO AL DEPARTAMENTO DE OPTIMIZACION OPERATIVA
ocds-lcuori-214994,ocds-lcuori-214994/2-contract,214994,2261.0,HNL,IMSUMOS GERENCIA 
ocds-lcuori-221483,ocds-lcuori-221483/2-contract,221483,19669.094,HNL,COMPRA DE PAPEL BOND PARA USO DE LAS OFICINAS PRINCIPALES DE PRONADERS
ocds-lcuori-214997,ocds-lcuori-214997/3-contract,214997,1637.739,HNL,Compra de suministros de alimentos y bebidas solicitadas por la DPMF
ocds-lcuori-214998,ocds-lcuori-214998/2-contract,214998,13577.64,HNL,COMPRA DE UTILES DE OFICINA PARA SER UTILIZADOS EN LAS DIFERENTES DEPARTAMENTOS ADMINISTRATIVOS Y ACADEMICOS CURA
ocds-lcuori-221484,ocds-lcuori-221484/2-contract,221484,380.9375,HNL,MATERIAL DE OFICINA
ocds-lcuori-221485,ocds-lcuori-221485/2-contract,221485,32741.253,HNL,COMPRA UTILES OFICINA PARA CCPCSO 15070 CCOP 15248 CETEP 15262 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA ADJUNTAR A FACTURA COPIA DE ESTA ORDEN DE COMPRA Y CONSTANCIA DE SOLVENCIA FISCAL VIGENTE ORDEN DE COMPRA VALIDA POR 15 DIAS HABILES DESPUES DE RECIBIDA POR EL PROVEEDOR ESTO CONFORME A LO ESTABLECIDO EN LA CIRCULAR No 005 ONCAE 2018
ocds-lcuori-221486,ocds-lcuori-221486/2-contract,221486,35443.0,HNL,COMPRA DE COMPUTADORAS DE ESCRITORIO CANTIDAD DOS PARA SER UTILIZADOS EN LAS UNIDAD DE ACUERDOS Y LA SUB DIRECCION DE TALENTO HUMANO DE LA DDEFM
ocds-lcuori-221487,ocds-lcuori-221487/2-contract,221487,2637.0075,HNL,MATERIALES DE OFICINA
ocds-lcuori-215005,ocds-lcuori-215005/2-contract,215005,1000.065,HNL,COMPRA DE ALIMENTOS Y BEBIDAS PARA USO DE LA DPMF
ocds-lcuori-221488,ocds-lcuori-221488/2-contract,221488,24462.8,HNL,STOCK ALMACEN COT 0015
ocds-lcuori-215006,ocds-lcuori-215006/2-contract,215006,4450.5,HNL,COMPRA DE GALLETAS PARA USO EN LOAS DIFERENTES REUNIONES DEL CURLA
ocds-lcuori-215007,ocds-lcuori-215007/2-contract,215007,32821.0,HNL,PAPEL SPS 
ocds-lcuori-221489,ocds-lcuori-221489/2-contract,221489,101.775,HNL,CUCHARAS PLASTICAS
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,32043.8,HNL,COMPRA DE UTILES PARA USO DE LAS DIFERENTES DEPARTAMENTOS ADMINISTRATIVOS Y ACADEMICOS
ocds-lcuori-221490,ocds-lcuori-221490/2-contract,221490,9686.050000000001,HNL,STOCK ALMACEN COT 0015 ACT 2121
ocds-lcuori-215018,ocds-lcuori-215018/2-contract,215018,658.98,HNL,COMPRA DE MATERIALES PARA EL USO DEL DEPARTAMENTO PREVISION SOCIAL
ocds-lcuori-221491,ocds-lcuori-221491/2-contract,221491,567.0095,HNL,Insumos requeridos para atenciones en reuniones
ocds-lcuori-221492,ocds-lcuori-221492/2-contract,221492,552.0,HNL,INSUMOS DE OFICINA PARA EL IHTT
ocds-lcuori-215020,ocds-lcuori-215020/3-contract,215020,13150.0,HNL,COMPRAS PARA TODAS LAS OFICINAS DEL CURLA
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,10522.065,HNL,Compra de insumos necesarios para atencion de visitas en el Despacho para el mes de febrero
ocds-lcuori-221494,ocds-lcuori-221494/2-contract,221494,750.7775,HNL,MATERIAL DE OFICINA
ocds-lcuori-215023,ocds-lcuori-215023/2-contract,215023,9595.75,HNL,MATERIAL QUE SE UTILIZARA EN LA OFICINAS DEL CURLA
ocds-lcuori-221495,ocds-lcuori-221495/2-contract,221495,12282.0,HNL,STOCK ALMACEN COT 0015 ACT 2121
ocds-lcuori-215024,ocds-lcuori-215024/2-contract,215024,2610.5,HNL,MATERIAL QUE UTILIZARA PARA TODAS LAS OFICINAS DEL CURLA
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,1626.0885,HNL,compra de materiales de oficina para el cuerpo de bomberos de yoro
ocds-lcuori-215025,ocds-lcuori-215025/2-contract,215025,257.255,HNL,COMPRA DE PLASTICOS PARA USO DE LA DPMF
ocds-lcuori-215026,ocds-lcuori-215026/2-contract,215026,1067.775,HNL,COMPRA DE MATERIALES PARA EL USO DEL DEPARTAMENTO PREVISION SOCIAL
ocds-lcuori-215027,ocds-lcuori-215027/2-contract,215027,7608.492,HNL,COMPRA PARA LA DIRECCION DE SERVICIOS ESTUDIANTILES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221499,ocds-lcuori-221499/2-contract,221499,182459.0,HNL,COMPRA DE COMPUTADORAS PORTATILES PARA USO DE DIRECTOR GERENTES JEFE DE UNIDAD DE TECNOLOGIA DE LA INFORMACION Y UNIDAD DE COMUNICACION INSTITUCIONAL
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,17141.325,HNL,INSUMOS DE OFICINA PARA EL IHTT
ocds-lcuori-221501,ocds-lcuori-221501/2-contract,221501,1285.125,HNL,INSUMOS DE OFICINA PARA EL IHTT
ocds-lcuori-221502,ocds-lcuori-221502/2-contract,221502,15197.25,HNL,Compra de proyecto para uso de la Unidad de Tecnologia de la Informacion el la sala de juntas de DIDADPOL
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,133503.615,HNL,INSUMOS DE OFICINA PARA EL IHTT
ocds-lcuori-215033,ocds-lcuori-215033/2-contract,215033,7399.284000000001,HNL,compra de tinta para impresoras 
ocds-lcuori-221504,ocds-lcuori-221504/2-contract,221504,169933.2,HNL,STOCK ALMACEN COT 0016
ocds-lcuori-215034,ocds-lcuori-215034/2-contract,215034,513.015,HNL,6 RESMAS PAPEL BOND TAMA?O OFOCIO COLOR BLANACO
ocds-lcuori-221505,ocds-lcuori-221505/2-contract,221505,108157.5,HNL,CMA 101 2020 COMPRA DE 04 COMPUTADORAS DEPARTAMENTO DE COMUNICACION INSTITUCIONAL
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,2239.107,HNL,Suministros para escritorio solicitados por la Unidad Administradora de Proyectos
ocds-lcuori-221506,ocds-lcuori-221506/2-contract,221506,304.75,HNL,SUMINISTRO DE 20 GOMAS ELASTICAS O HULES GRUESOS NO 33 BOLSA ALTA CALIDAD
ocds-lcuori-215036,ocds-lcuori-215036/2-contract,215036,1488.1000000000001,HNL,COMPRA PARA LA DIRECCION DE SERVICIOS ESTUDIANTILES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221508,ocds-lcuori-221508/2-contract,221508,31193.75,HNL,STOCK ALMACEN COT 0016
ocds-lcuori-215039,ocds-lcuori-215039/2-contract,215039,552.0,HNL,COMPRA DE REFRESCOS PARA USO DE LA DPMF
ocds-lcuori-215049,ocds-lcuori-215049/2-contract,215049,1685.9,HNL,COMPRA PARA EL INSTITUTO DE INSTIGACION Y EVALUACION EDUCATIVAS SOCIALES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-221509,ocds-lcuori-221509/2-contract,221509,2832899.995,HNL,Compra de 5 vehiculos pickup para uso de la Municipalidad de Puerto Cortes
ocds-lcuori-215050,ocds-lcuori-215050/2-contract,215050,722.4875000000001,HNL,COMPRA DE DESECHABLES PARA USO DE LA DPMF
ocds-lcuori-221510,ocds-lcuori-221510/2-contract,221510,1440.0,HNL,COMPRA DE 48 BOTELLONES DE AGUA PURIFICADA
ocds-lcuori-221511,ocds-lcuori-221511/2-contract,221511,1313.3,HNL,Suministros a ser utilizados en la CICESCT
ocds-lcuori-215053,ocds-lcuori-215053/2-contract,215053,27201.0,HNL,COMPRA BOTECITOS 355 ML Y BOTELLONES CON AGUA PURIFICADA
ocds-lcuori-221512,ocds-lcuori-221512/2-contract,221512,566579.999,HNL,Para ser utilizado en trabajos de desarrollo del Plan Manejo de la Cuenca del Rio Tulian y actividades de la seccion de proteccion y manejo de recursos naturales Fondo Ambiental
ocds-lcuori-215054,ocds-lcuori-215054/2-contract,215054,2491.475,HNL,MATERIAL DE OFICINA
ocds-lcuori-221513,ocds-lcuori-221513/2-contract,221513,619.344,HNL,Insumos requeridos para el Programa Honduras para la Juventud
ocds-lcuori-215055,ocds-lcuori-215055/2-contract,215055,14614.2,HNL,CUADERNO UNICO PEQUE?O PLASTIFICADO DE 400 PAGINAS ALTA CALIDAD ZONA 1
ocds-lcuori-221514,ocds-lcuori-221514/2-contract,221514,20635.600000000002,HNL,COMPRA DE FOLDER TAMA?O CARTA  PARA USO EN EL DEPARTAMENTO ADMISION Y ARCHIVO DE ACUERDO A SOLICITUD NUMERO 067 2020 
ocds-lcuori-215056,ocds-lcuori-215056/2-contract,215056,504.27500000000003,HNL,compra de servilletas para reuinioes del departamneto 
ocds-lcuori-221515,ocds-lcuori-221515/2-contract,221515,23989.529,HNL,COMPRA DE TONERS PARA EL USO DEL DEPARTAMENTO GESTION DE RIESGOS
ocds-lcuori-215060,ocds-lcuori-215060/2-contract,215060,160.88500000000002,HNL,suministro de utiles de escritorio Oficina y ense?anza para la Unidad Administradora de Proyectos 
ocds-lcuori-215061,ocds-lcuori-215061/2-contract,215061,,,suministro de utiles de escritorio Oficina y ense?anza para la unidad Administradora de Proyectos 
ocds-lcuori-221517,ocds-lcuori-221517/2-contract,221517,372370.989,HNL,INSUMOS DE OFICINA PARA EL IHTT
ocds-lcuori-221518,ocds-lcuori-221518/2-contract,221518,984.1700000000001,HNL,UNIDAD DE ALMACEN COT 0017
ocds-lcuori-215064,ocds-lcuori-215064/3-contract,215064,817.65,HNL,COMPRA DE MATERIALES PARA EL USO DEL DEPARTAMENTO PREVISION SOCIAL
ocds-lcuori-221519,ocds-lcuori-221519/2-contract,221519,10211.7355,HNL,COMPRA QUE SERA UTILIZADA EN LA OFICINA DE ADQUISICIONES
ocds-lcuori-215065,ocds-lcuori-215065/2-contract,215065,1125.0,HNL,TURISMO
ocds-lcuori-221520,ocds-lcuori-221520/2-contract,221520,46757.85,HNL,INSUMOS DE OFICINA PARA EL IHTT
ocds-lcuori-215066,ocds-lcuori-215066/2-contract,215066,586.5,HNL,CLIPS PEQUE?O
ocds-lcuori-221521,ocds-lcuori-221521/2-contract,221521,504.55100000000004,HNL,COMPRA QUE SERA UTILIZADA EN LA OFICINA DE ADQUISICIONES
ocds-lcuori-221522,ocds-lcuori-221522/2-contract,221522,658.565,HNL,INSUMOS REQUERIDOS PARA ATENCION DE REUNIONES
ocds-lcuori-215073,ocds-lcuori-215073/2-contract,215073,850.057,HNL,Suministros de escritorio solicitados por la Unidad Administradora de Proyectos 7mo piso de la Secretaria de Finanzas
ocds-lcuori-221524,ocds-lcuori-221524/2-contract,221524,2156.25,HNL,INSUMOS DE OFICINA PARA EL IHTT
ocds-lcuori-215075,ocds-lcuori-215075/2-contract,215075,73.47,HNL,Suministros de escritorio solicitados por la Unidad Administradora de Proyectos 7mo piso de la Secretaria de Finanzas
ocds-lcuori-215076,ocds-lcuori-215076/2-contract,215076,934.95,HNL,Suministros de escritorio solicitados por la Unidad Administradora de Proyectos 7mo piso de la Secretaria de Finanzas
ocds-lcuori-221527,ocds-lcuori-221527/2-contract,221527,233.10500000000002,HNL,Insumos requeridos para actividades del Programa Honduras para la Juventud
ocds-lcuori-215078,ocds-lcuori-215078/2-contract,215078,372.71500000000003,HNL,Suministros de escritorio solicitados por la Unidad Administradora de Proyectos 7mo piso de la Secretaria de Finanzas
ocds-lcuori-215079,ocds-lcuori-215079/2-contract,215079,1205.085,HNL,MATERIAL DE OFICINA
ocds-lcuori-221529,ocds-lcuori-221529/2-contract,221529,1615.75,HNL,STOCK ALMACEN COT 0018
