ocid,id,publisher/name,tag,tender/id,tender/localProcurementCategory,tender/procurementMethod,tender/procurementMethodDetails,language,initiationType,date,buyer/id,buyer/name
ocds-lcuori-221668,ocds-lcuori-221668/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221668,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T13:44:41-06:00,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221669,ocds-lcuori-221669/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221669,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T13:46:23-06:00,wrLQmz-byP1K8-byP1K8,RECTORIA
ocds-lcuori-221670,ocds-lcuori-221670/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221670,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T13:47:25-06:00,byPeXK-byP1K8-JyjxrP,DECANATO DE HUMANIDADES Y ARTE
ocds-lcuori-221671,ocds-lcuori-221671/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221671,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T13:47:58-06:00,byPeXK-byP1K8-7zv2zR,SECRETARIA DE DESARROLLO INSTITUCIONAL
ocds-lcuori-221673,ocds-lcuori-221673/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221673,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T13:55:12-06:00,byQwDr-xK3qzP-ero6KM,OFICINA DEL DIRECTOR DE LA CNSSP
ocds-lcuori-221677,ocds-lcuori-221677/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221677,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:06:26-06:00,byPeXK-byP1K8-wrLByx,RECTORIA
ocds-lcuori-221678,ocds-lcuori-221678/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221678,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:06:32-06:00,byQwDr-xK3qzP-ero6KM,OFICINA DEL DIRECTOR DE LA CNSSP
ocds-lcuori-221679,ocds-lcuori-221679/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221679,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:09:36-06:00,lzlBXK-qyVbya-wr13yl,DIRECCION HOSPITAL NEUROSIQUIATRICO MARIO MENDOZA
ocds-lcuori-221680,ocds-lcuori-221680/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221680,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:18:19-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221682,ocds-lcuori-221682/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221682,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:25:16-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-221683,ocds-lcuori-221683/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221683,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:37:35-06:00,yOn2lz-byP1K8-byP1K8,Gerencia Administrativa
ocds-lcuori-221684,ocds-lcuori-221684/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221684,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:38:01-06:00,z02jYK-byP1K8-byP1K8,Unidad de Compras
ocds-lcuori-221685,ocds-lcuori-221685/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221685,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:39:26-06:00,yOn2lz-byP1K8-byP1K8,Gerencia Administrativa
ocds-lcuori-221686,ocds-lcuori-221686/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221686,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:40:52-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-221687,ocds-lcuori-221687/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221687,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:41:25-06:00,yOn2lz-byP1K8-byP1K8,Gerencia Administrativa
ocds-lcuori-221688,ocds-lcuori-221688/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221688,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T14:55:06-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221693,ocds-lcuori-221693/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221693,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T15:37:40-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-221694,ocds-lcuori-221694/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221694,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T15:48:37-06:00,byPeXK-byP1K8-7zv2zR,SECRETARIA DE DESARROLLO INSTITUCIONAL
ocds-lcuori-221695,ocds-lcuori-221695/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221695,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:04:17-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221696,ocds-lcuori-221696/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221696,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:09:16-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221697,ocds-lcuori-221697/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221697,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:12:56-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221698,ocds-lcuori-221698/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221698,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:17:13-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221700,ocds-lcuori-221700/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221700,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:22:01-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221701,ocds-lcuori-221701/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221701,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:22:15-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221702,ocds-lcuori-221702/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221702,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:23:17-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-221703,ocds-lcuori-221703/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221703,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:28:27-06:00,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221704,ocds-lcuori-221704/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221704,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:30:10-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221705,ocds-lcuori-221705/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221705,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:34:01-06:00,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-221707,ocds-lcuori-221707/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221707,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:38:21-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221709,ocds-lcuori-221709/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221709,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:40:26-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221710,ocds-lcuori-221710/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221710,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:42:48-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221711,ocds-lcuori-221711/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221711,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:46:23-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-221712,ocds-lcuori-221712/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221712,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T16:55:15-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221713,ocds-lcuori-221713/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221713,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T17:01:43-06:00,gywern-byP1K8-xzkmQK,Programa Presidencial Honduras para la Juventud
ocds-lcuori-221714,ocds-lcuori-221714/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221714,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T17:06:08-06:00,gywern-byP1K8-xzkmQK,Programa Presidencial Honduras para la Juventud
ocds-lcuori-221718,ocds-lcuori-221718/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221718,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T17:24:57-06:00,K3Xo7r-byP1K8-byQqyG,Unidad Central
ocds-lcuori-221719,ocds-lcuori-221719/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221719,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T17:35:46-06:00,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221720,ocds-lcuori-221720/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221720,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T17:57:05-06:00,K3X17r-byP1K8-byP1K8,Unidad de Adquisiciones
ocds-lcuori-221726,ocds-lcuori-221726/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221726,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T21:00:26-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221727,ocds-lcuori-221727/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221727,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T21:07:18-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221728,ocds-lcuori-221728/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221728,goodsOrServices,open,Convenio Marco,es,tender,2020-02-25T21:14:47-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221748,ocds-lcuori-221748/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221748,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T08:38:11-06:00,K3Xo7r-byP1K8-byQqyG,Unidad Central
ocds-lcuori-215269,ocds-lcuori-215269/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215269,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T09:38:15-06:00,zloEAr-byP1K8-byP1K8,Direccion y Coordinacion
ocds-lcuori-221749,ocds-lcuori-221749/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221749,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T08:43:48-06:00,NzBngz-byP1K8-by4Gzd,DIVISION ADMINISTRATIVA
ocds-lcuori-215270,ocds-lcuori-215270/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215270,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T09:39:53-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-215280,ocds-lcuori-215280/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215280,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T09:59:58-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-221759,ocds-lcuori-221759/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221759,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:05:00-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-215291,ocds-lcuori-215291/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215291,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T10:45:48-06:00,zloEAr-byP1K8-byP1K8,Direccion y Coordinacion
ocds-lcuori-221760,ocds-lcuori-221760/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221760,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:11:46-06:00,ywWGQy-byP1K8-byP1K8,Unidad Central
ocds-lcuori-215292,ocds-lcuori-215292/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215292,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T10:47:22-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-221761,ocds-lcuori-221761/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221761,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:15:23-06:00,ywWGQy-byP1K8-byP1K8,Unidad Central
ocds-lcuori-215293,ocds-lcuori-215293/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215293,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T10:59:53-06:00,zloEAr-byP1K8-byP1K8,Direccion y Coordinacion
ocds-lcuori-221762,ocds-lcuori-221762/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221762,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:18:18-06:00,lzlBXK-NzBBWz-byP11K,DIRECCION DEPARTAMENTAL DE VALLE
ocds-lcuori-215303,ocds-lcuori-215303/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215303,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T11:20:44-06:00,zloEAr-byP1K8-byP1K8,Direccion y Coordinacion
ocds-lcuori-215304,ocds-lcuori-215304/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215304,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T11:24:16-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-215313,ocds-lcuori-215313/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215313,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T12:29:37-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-221763,ocds-lcuori-221763/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221763,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:19:28-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-215324,ocds-lcuori-215324/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215324,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T12:49:03-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-215335,ocds-lcuori-215335/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215335,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T13:06:40-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-215346,ocds-lcuori-215346/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215346,goodsOrServices,open,Convenio Marco,es,tender,2020-02-08T13:22:19-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-221764,ocds-lcuori-221764/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221764,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:20:42-06:00,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221770,ocds-lcuori-221770/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221770,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:39:30-06:00,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-221771,ocds-lcuori-221771/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221771,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:46:00-06:00,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-221772,ocds-lcuori-221772/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221772,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:47:23-06:00,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221773,ocds-lcuori-221773/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221773,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:50:22-06:00,RyYx4z-byP1K8-prbvrM,Hondutel - SPS
ocds-lcuori-221774,ocds-lcuori-221774/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221774,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:53:19-06:00,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221776,ocds-lcuori-221776/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221776,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T09:54:42-06:00,byPeXK-byP1K8-VyO4dK,COMISION DE CONTROL DE GESTION
ocds-lcuori-221781,ocds-lcuori-221781/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221781,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T10:13:48-06:00,wrLQmz-byP1K8-byP1K8,RECTORIA
ocds-lcuori-221782,ocds-lcuori-221782/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221782,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T10:14:10-06:00,K3Xo7r-byP1K8-byQqyG,Unidad Central
ocds-lcuori-221783,ocds-lcuori-221783/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221783,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T10:16:56-06:00,wrLQmz-byP1K8-byP1K8,RECTORIA
ocds-lcuori-221784,ocds-lcuori-221784/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221784,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T10:17:34-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-221785,ocds-lcuori-221785/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221785,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T10:25:57-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-221792,ocds-lcuori-221792/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221792,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T10:38:58-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-221793,ocds-lcuori-221793/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221793,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T10:43:55-06:00,ywWGQy-byP1K8-byP1K8,Unidad Central
ocds-lcuori-221803,ocds-lcuori-221803/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221803,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:03:38-06:00,NzBkRy-byP1K8-DznPKL,Proveeduria Centro Regional SPS
ocds-lcuori-221814,ocds-lcuori-221814/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221814,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:12:15-06:00,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221815,ocds-lcuori-221815/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221815,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:15:00-06:00,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-221825,ocds-lcuori-221825/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221825,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:28:55-06:00,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-221836,ocds-lcuori-221836/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221836,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:44:48-06:00,ZK59Kp-byP1K8-wrLByx,Programa de Vivienda Ciudadana y Credito Solidario
ocds-lcuori-221837,ocds-lcuori-221837/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221837,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:47:05-06:00,7K7oKn-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-221838,ocds-lcuori-221838/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221838,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:50:10-06:00,byPeXK-byP1K8-VyO4dK,COMISION DE CONTROL DE GESTION
ocds-lcuori-221847,ocds-lcuori-221847/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221847,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T11:54:21-06:00,ZK59Kp-byP1K8-wrLByx,Programa de Vivienda Ciudadana y Credito Solidario
ocds-lcuori-221858,ocds-lcuori-221858/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221858,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T12:01:01-06:00,yYNgRK-byP1K8-byP1K8,Jefatura de Adquisiciones y Contrataciones
ocds-lcuori-221869,ocds-lcuori-221869/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221869,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T12:13:50-06:00,yYNgRK-byP1K8-byP1K8,Jefatura de Adquisiciones y Contrataciones
ocds-lcuori-221870,ocds-lcuori-221870/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221870,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T12:22:33-06:00,byPeXK-byP1K8-VyO4dK,COMISION DE CONTROL DE GESTION
ocds-lcuori-221880,ocds-lcuori-221880/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221880,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:02:38-06:00,byPeXK-byP1K8-VyO4dK,COMISION DE CONTROL DE GESTION
ocds-lcuori-221881,ocds-lcuori-221881/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221881,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:05:00-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-221882,ocds-lcuori-221882/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221882,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:08:37-06:00,wrL8Jr-byP1K8-nz0RKj,Unidad Central
ocds-lcuori-221883,ocds-lcuori-221883/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221883,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:10:44-06:00,wrL8Jr-byP1K8-nz0RKj,Unidad Central
ocds-lcuori-221884,ocds-lcuori-221884/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221884,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:13:09-06:00,wrL8Jr-byP1K8-nz0RKj,Unidad Central
ocds-lcuori-221885,ocds-lcuori-221885/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221885,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:15:47-06:00,wrL8Jr-byP1K8-nz0RKj,Unidad Central
ocds-lcuori-221886,ocds-lcuori-221886/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221886,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:18:47-06:00,wrL8Jr-byP1K8-nz0RKj,Unidad Central
ocds-lcuori-221887,ocds-lcuori-221887/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,221887,goodsOrServices,open,Convenio Marco,es,tender,2020-02-26T13:32:09-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
