ocid,id,contracts/0/id,contracts/0/items/0/id,contracts/0/items/0/description,contracts/0/items/0/unit/name,contracts/0/items/0/unit/value/amount,contracts/0/items/0/unit/value/currency,contracts/0/items/0/classification/id,contracts/0/items/0/classification/scheme,contracts/0/items/0/classification/description,contracts/0/items/0/quantity
ocds-lcuori-221489,ocds-lcuori-221489/2-contract,221489,518436,CUCHARAS DESECHABLES MEDIANAS PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,6.785,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,15.0
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,506102,MEMORIA USB DE 128GB ALTA CALIDAD (ZONA 4),Unidad,869.94,HNL,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory),10.0
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,506103,TABLA SUJETAPAPEL TAMA?O OFICIO DE PLASTICO ALTA CALIDAD (ZONA 4),Unidad,38.74,HNL,44122003,UNSPSC,Tablas para sujetar,40.0
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,506104,"MARCADORES PARA PIZARRA DE VIDRIO, COLOR AZUL (ZONA 4)",Caja,14.44,HNL,44121711,UNSPSC,Marcadores no permanentes,500.0
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,506105,"BORRADORES PARA PIZARRAS ACRILICAS, ALTA CALIDAD (ZONA 4)",Unidad,8.14,HNL,60121536,UNSPSC,Borrador de crayola,250.0
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,506099,CLIP JUMBO COLOR PLATEADO CAJA DE 100 UNIDADES ALTA CALIDAD (ZONA 4),Caja,8.94,HNL,44122104,UNSPSC,Clips para papel,100.0
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,506100,ENGRAPADORA INDUSTRIAL DE ACERO REFORZADO CAPACIDAD HASTA 60 HOJAS ALTA CALIDAD (ZONA 4),Unidad,124.44,HNL,44101707,UNSPSC,Grapadoras para fotocopiadora,20.0
ocds-lcuori-215017,ocds-lcuori-215017/2-contract,215017,506101,CARPETA FOLDER DE CARTULINA TAMA?O LEGAL COLOR MANILA RESMA 100 UNIDADES  ALTA CALIDAD (ZONA 4),Resma,183.14,HNL,44122011,UNSPSC,Carpetas para archivos o folder,50.0
ocds-lcuori-221490,ocds-lcuori-221490/2-contract,221490,518437,CUADERNO UNICO GRANDE PLASTIFICADO  DE 200 PAGINAS ALTA CALIDAD (ZONA 1),Unidad,37.44,HNL,14111531,UNSPSC,Libros o cuadernos de registro,100.0
ocds-lcuori-221490,ocds-lcuori-221490/2-contract,221490,518438,PAPEL CARBON TAMA?O CARTA PARA MAQUINA DE ESCRIBIR PAQUETE 100 UNIDDES ALTA CALIDAD (ZONA 1),Paquete,49.956,HNL,14121810,UNSPSC,Papeles carb?n,50.0
ocds-lcuori-221490,ocds-lcuori-221490/2-contract,221490,518439,LIBRETA DE TAQUIGRAFIA MINIMO 70 HOJAS ALTA CALIDAD (ZONA 1),Unidad,6.8885,HNL,14111531,UNSPSC,Libros o cuadernos de registro,500.0
ocds-lcuori-215018,ocds-lcuori-215018/2-contract,215018,506106,DISPENSADOR DE CINTA ADHESIVA PEQUE?O ALTA CALIDAD (ZONA 1),Unidad,25.53,HNL,24102202,UNSPSC,Dispensadores de cintas de sellado para cajas,6.0
ocds-lcuori-215018,ocds-lcuori-215018/2-contract,215018,506107,FASTENERS METALICO DE 8 CM COLOR PLATEADO CAJA DE 50 UNIDADES ALTA CALIDAD (ZONA 1),Caja,16.56,HNL,44122112,UNSPSC,Fasteners de cabeza redonda,25.0
ocds-lcuori-215018,ocds-lcuori-215018/2-contract,215018,506109,LAPIZ PARA DIBUJO HB  PAQUETE 12 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,10.2,HNL,44121706,UNSPSC,L?pices grafito normal,9.0
ocds-lcuori-221491,ocds-lcuori-221491/2-contract,221491,518440,CUCHARA SOPERA DESECHABLE PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,6.509,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,2.0
ocds-lcuori-221491,ocds-lcuori-221491/2-contract,221491,518442,PLATO  FOAM NO. 9 PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,14.2485,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,2.0
ocds-lcuori-221491,ocds-lcuori-221491/2-contract,221491,518443,SERVILLETA DE PAPEL DE DOBLE HOJA CUADRADA 100 UNIDADES ALTA CALIDAD (ZONA 1) ,Unidad,10.0855,HNL,14111705,UNSPSC,Servilletas de papel,4.0
ocds-lcuori-221491,ocds-lcuori-221491/2-contract,221491,518444,TE MCCORMICK EN CAJA DE 50GR 50 BOLSITAS ALTA CALIDAD (ZONA 1),Caja,79.925,HNL,50201711,UNSPSC,T? Instantaneo,1.0
ocds-lcuori-221491,ocds-lcuori-221491/2-contract,221491,518445,CAFE EXPRESSO AMERICANO BOLSA DE 12OZ ALTA CALIDAD (ZONA 1),Bolsa,68.97,HNL,50201709,UNSPSC,Caf? Instantaneo,3.0
ocds-lcuori-221491,ocds-lcuori-221491/2-contract,221491,518446,LATA DE TE FRIO SABOR LIMON DE 2.35 A 2.90KG ALTA CALIDAD (ZONA 1),kilogramo,198.3175,HNL,50201712,UNSPSC,Bebidas de T?,1.0
ocds-lcuori-221492,ocds-lcuori-221492/2-contract,221492,518441,"CINTA ADHESIVA PEGA DOBLE, ALTA CALIDAD (ZONA 1)",Unidad,18.4,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,30.0
ocds-lcuori-215020,ocds-lcuori-215020/3-contract,215020,506110,PRESENTADOR INALAMBRICO CON APUNTADOR LASER ALTA CALIDAD (ZONA 4),Unidad,850.0,HNL,45111810,UNSPSC,Presentadores visuales,4.0
ocds-lcuori-215020,ocds-lcuori-215020/3-contract,215020,506111,BOLIGRAFOS DE TINTA DE GEL PUNTA MEDIANA COLOR AZUL CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 4),Unidad,168.0,HNL,60121524,UNSPSC,Bol?grafos de gel,50.0
ocds-lcuori-215020,ocds-lcuori-215020/3-contract,215020,506112,GOMAS ELASTICAS O HULES GRUESOS NO.64 (BOLSA) ALTA CALIDAD (ZONA 4),Unidad,27.0,HNL,44122101,UNSPSC,Gomas el?sticas o hules,50.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506114,AGUA PURIFICADA EMBOTELLADA EN ENVASE DE 500 ML A 999 ML PAQUETE DE VARIAS UNIDADES  ALTA CALIDAD (ZONA 1),Paquete,287.5,HNL,50202301,UNSPSC,Agua purificada,20.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506115,AGUA PURIFICADA EMBOTELLADA EN ENVASE DE 100 ML A 499 ML PAQUETE DE VARIAS UNIDADES ALTA CALIDAD (ZONA 1),Paquete,116.955,HNL,50202301,UNSPSC,Agua purificada,30.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506116,GALLETAS DE MANTEQUILLA  RIVIANA POZUELO 312GR ALTA CALIDAD (ZONA 1),Paquete,47.0,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,3.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506117,GALLETAS RITZ ORIGINAL EN PAQUETE DE 259.2GR ALTA CALIDAD (ZONA 1),Paquete,38.525,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,3.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506118,ZAMBO CON SAL 100-150 GRAMOS PAQUETE 6 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,129.72,HNL,50192109,UNSPSC,Papas fritas o galletas tostadas polvoreadas con sal o preparados,3.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506119,TE SUPREMO SABOR MANZANILLA 20 GR CAJA 20 BOLSITAS  ALTA CALIDAD (ZONA 1),Caja,39.1,HNL,50201711,UNSPSC,T? Instantaneo,6.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506120,TE SUPREMO SABOR LIMON 40GR CAJA 20 BOLSITAS ALTA CALIDAD (ZONA 1),Caja,45.77,HNL,50201711,UNSPSC,T? Instantaneo,4.0
ocds-lcuori-215022,ocds-lcuori-215022/2-contract,215022,506121,REFRESCO CARBONATADO MARCA PEPSI EN ENVASE LATA 230-250 ML PAQUETE 24 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,200.0,HNL,50202306,UNSPSC,Refrescos,1.0
ocds-lcuori-221494,ocds-lcuori-221494/2-contract,221494,518447,PERFORADORA DE DOS ORIFICIOS METALICA CAPACIDAD HASTA 20 HOJAS ALTA CALIDAD (ZONA 1),Unidad,30.3945,HNL,44121611,UNSPSC,Perforadora  de escritorio,15.0
ocds-lcuori-221494,ocds-lcuori-221494/2-contract,221494,518448,BORRADOR PARA LAPIZ GRAFITO QUE NO MACHE DIMENSIONES MINIMAS DE 4 CM X 1 CM X 1 CM PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,14.743,HNL,60121536,UNSPSC,Borrador de crayola,20.0
ocds-lcuori-215023,ocds-lcuori-215023/2-contract,215023,506122,CINTA DUCK TAPE CAFE DE 2  X HASTA 40 YARDAS DE LARGO PARA SELLAR ALTA CALIDAD (ZONA 4),Unidad,6.04,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,50.0
ocds-lcuori-215023,ocds-lcuori-215023/2-contract,215023,506123,BORRADOR PARA LAPIZ GRAFITO QUE NO MACHE DIMENSIONES MINIMAS DE 4 CM X 1 CM X 1 CM PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 4),Caja,12.51,HNL,60121536,UNSPSC,Borrador de crayola,25.0
ocds-lcuori-215023,ocds-lcuori-215023/2-contract,215023,506124,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 4),Resma,74.45,HNL,14111511,UNSPSC,Papel bond o de escribir,30.0
ocds-lcuori-215023,ocds-lcuori-215023/2-contract,215023,506125,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 4),Resma,62.75,HNL,14111511,UNSPSC,Papel bond o de escribir,70.0
ocds-lcuori-215023,ocds-lcuori-215023/2-contract,215023,506126,CARTULINA CORRIENTE  TAMA?O 22  X 28  COLOR BLANCO ALTA CALIDAD (ZONA 4),Pliego,1.73,HNL,14111610,UNSPSC,Cartulina,500.0
ocds-lcuori-215023,ocds-lcuori-215023/2-contract,215023,506127,MASKING TAPE DE 2  X HASTA 75 YARDAS DE LARGO  ALTA CALIDAD (ZONA 4),Unidad,29.8,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,50.0
ocds-lcuori-221495,ocds-lcuori-221495/2-contract,221495,518449,CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA RESMA 100 UNIDADES  ALTA CALIDAD (ZONA 1),Resma,102.35,HNL,44122011,UNSPSC,Carpetas para archivos o folder,120.0
ocds-lcuori-215024,ocds-lcuori-215024/2-contract,215024,506128,SOBRE MANILA TAMA?O OFICIO ALTA CALIDAD (ZONA 4),Paquete,4.25,HNL,44121506,UNSPSC,Sobres est?ndar,100.0
ocds-lcuori-215024,ocds-lcuori-215024/2-contract,215024,506129,GRAPAS DE 23/13   CAJA DE 1000 UNIDADES ALTA CALIDAD (ZONA 4),Caja,14.57,HNL,44122107,UNSPSC,Grapas,150.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518450,ALMOHADILLAS DE ENTINTAR PLASTICA # 3 ALTA CALIDAD (ZONA 4),Unidad,17.549,HNL,44121621,UNSPSC,Almohadillas de escritorio,3.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518451,ANILLO PLASTICO DE ENCUADERNACION 1/4  PAQUETE DE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,18.8025,HNL,44103503,UNSPSC,Resortes o lomos de encuadernaci?n,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518452,ROLLO DE CINTA PARA SUMADORA PAQUETE 6 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,40.986,HNL,14111515,UNSPSC,Rollo de papel para calculadoras o cajas registradoras,1.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518453,"CUBO DE NOTAS ADHESIVAS 3X3 CMS, CUATRO COLORES DE 400 PAGINAS ALTA CALIDAD (ZONA 4)",Paquete,21.1025,HNL,14111530,UNSPSC,Notas de papel autoadhesivo,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518454,TAPE TRANSPARENTE DE 2  X HASTA 40 YARDAS DE LARGO ALTA CALIDAD (ZONA 4),Unidad,7.4175,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518455,CINTA DUCK TAPE CAFE DE 2  X HASTA 40 YARDAS DE LARGO PARA SELLAR ALTA CALIDAD (ZONA 4),Unidad,7.015,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518456,MASKING TAPE DE 1/2  X HASTA 40 YARDAS DE LARGO  ALTA CALIDAD (ZONA 4),Unidad,6.2675,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518459,PEGAMENTO EN BARRA DE  20 A 39 GRAMOS ALTA CALIDAD (ZONA 4),Unidad,4.3125,HNL,31201610,UNSPSC,Colas o pegamentos,12.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518460,MASKING TAPE DE 3/4  X HASTA 40 YARDAS DE LARGO  ALTA CALIDAD (ZONA 4),Unidad,7.4175,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518461,MASKING TAPE DE 2  X HASTA 40 YARDAS DE LARGO  ALTA CALIDAD (ZONA 4),Unidad,17.94,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518462,CORRECTOR EN LIQUIDO COLOR BLANCO TIPO LAPIZ 8ML MINIMO HASTA 10ML O 10G MAXIMO CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 4),Caja,79.925,HNL,44121802,UNSPSC,L?quido corrector,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518463,CAJAS PARA ARCHIVO TAMA?O OFICIO ALTA CALIDAD (ZONA 4),Unidad,53.7625,HNL,44122019,UNSPSC,Cajas de archivo,6.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518464,CHINCHETAS Y TACHUELAS (PUSH PINS DE COLORES) ALTA CALIDAD (ZONA 4),Paquete,12.903,HNL,44122106,UNSPSC,Chinchetas y tachuelas,3.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518457,PORTALAPICES UN DEPOSITO MALLA METALICA ALTA CALIDAD (ZONA 4),Unidad,24.3225,HNL,44111509,UNSPSC,Lapiceros,3.0
ocds-lcuori-221496,ocds-lcuori-221496/2-contract,221496,518458,PORTACLIP MAGNETICO ALTA CALIDAD (ZONA 4),Unidad,17.043,HNL,44111509,UNSPSC,Lapiceros,3.0
ocds-lcuori-215025,ocds-lcuori-215025/2-contract,215025,506130,TENEDORES DESECHABLES MEDIANO PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,5.3705,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,10.0
ocds-lcuori-215025,ocds-lcuori-215025/2-contract,215025,506131,CUCHARAS DESECHABLES MEDIANAS PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,6.785,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,30.0
ocds-lcuori-215026,ocds-lcuori-215026/2-contract,215026,506132,CLIP JUMBO COLOR PLATEADO CAJA DE 100 UNIDADES ALTA CALIDAD (ZONA 1),Caja,10.281,HNL,44122104,UNSPSC,Clips para papel,65.0
ocds-lcuori-215026,ocds-lcuori-215026/2-contract,215026,506133,ENGRAPADORA ESTANDAR DE ACERO COLOR NEGRO CAPACIDAD HASTA 25 HOJAS ALTA CALIDAD (ZONA 1),Unidad,39.951,HNL,44121615,UNSPSC,Grapadoras  de escritorio,10.0
ocds-lcuori-215027,ocds-lcuori-215027/2-contract,215027,506134,"CARTUCHO DE TINTA HP 122 (CH561HL) NEGRO, ZONA 1 ",Unidad,252.862,HNL,44103103,UNSPSC,Toner,2.0
ocds-lcuori-215027,ocds-lcuori-215027/2-contract,215027,506135,"CARTUCHO DE TINTA HP 662 (CZ103AL) NEGRO, ZONA 1    ",Unidad,218.477,HNL,44103103,UNSPSC,Toner,6.0
ocds-lcuori-215027,ocds-lcuori-215027/2-contract,215027,506136,"TONER HP 85A (CE285A) NEGRO, ZONA 1 ",Unidad,1447.9765,HNL,44103103,UNSPSC,Toner,4.0
ocds-lcuori-221499,ocds-lcuori-221499/2-contract,221499,518466,"LAPTOP AVANZADA 17 PULGADAS, ALTA CALIDAD (ZONA 1)	",Unidad,52290.5,HNL,43211508,UNSPSC,Computadora personal (PC) o port?til,1.0
ocds-lcuori-221499,ocds-lcuori-221499/2-contract,221499,518467,"LAPTOP AVANZADA 15 PULGADAS, ALTA CALIDAD (ZONA 1)",Unidad,21694.75,HNL,43211508,UNSPSC,Computadora personal (PC) o port?til,6.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518472,FASTENERS METALICO DE 8 CM COLOR PLATEADO CAJA DE 50 UNIDADES ALTA CALIDAD (ZONA 1),Caja,16.56,HNL,44122112,UNSPSC,Fasteners de cabeza redonda,500.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518476,QUITAGRAPAS METALICO DE U?AS ALTA CALIDAD (ZONA 1),Unidad,6.578,HNL,44121613,UNSPSC,U?as o quitagrapas,100.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518471,SOBRE MANILA TAMA?O LEGAL PAQUETE DE 50 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,67.275,HNL,44121506,UNSPSC,Sobres est?ndar,10.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518473,PINZAS SUJETAPAPELES 14MM PAQUETE 12 UNIDADES  ALTA CALIDAD (ZONA 1),Paquete,8.51,HNL,44111521,UNSPSC,Sujetapapeles,100.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518474,BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR NEGRO  CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,18.4,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,100.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518475,LAPIZ PARA DIBUJO HB  PAQUETE 12 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,11.73,HNL,44121706,UNSPSC,L?pices grafito normal,100.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518478,DISPENSADOR DE CINTA ADHESIVA PEQUE?O ALTA CALIDAD (ZONA 1),Unidad,25.7025,HNL,24102202,UNSPSC,Dispensadores de cintas de sellado para cajas,50.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518468,SACAPUNTAS MANUAL DE 1 ORIFICIO METALICO ALTA CALIDAD (ZONA 1),Unidad,1.61,HNL,44121619,UNSPSC,Sacapuntas el?ctrico,100.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518469,TAPE TRANSPARENTE DE 3/4  X HASTA 40 YARDAS DE LARGO ALTA CALIDAD (ZONA 1),Unidad,2.5875,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,500.0
ocds-lcuori-221500,ocds-lcuori-221500/2-contract,221500,518470,PINZAS SUJETAPAPELES 25MM PAQUETE 12 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,9.269,HNL,44111521,UNSPSC,Sujetapapeles,100.0
ocds-lcuori-221501,ocds-lcuori-221501/2-contract,221501,518477,DISPENSADOR DE CINTA ADHESIVA PEQUE?O ALTA CALIDAD (ZONA 1),Unidad,25.7025,HNL,24102202,UNSPSC,Dispensadores de cintas de sellado para cajas,50.0
ocds-lcuori-221502,ocds-lcuori-221502/2-contract,221502,518479,"PROYECTOR INTERMEDIO TIPO 1, ALTA CALIDAD (ZONA 1)",Unidad,15197.25,HNL,45111609,UNSPSC,Proyectores multimedia o data show,1.0
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,518480,CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA RESMA 100 UNIDADES  ALTA CALIDAD (ZONA 1),Resma,102.35,HNL,44122011,UNSPSC,Carpetas para archivos o folder,500.0
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,518481,PORTALAPICES UN DEPOSITO MALLA METALICA ALTA CALIDAD (ZONA 1),Unidad,22.9425,HNL,44111509,UNSPSC,Lapiceros,50.0
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,518482,"CUBO DE NOTAS ADHESIVAS 5X5 CMS, CUATRO COLORES DE 400 PAGINAS ALTA CALIDAD (ZONA 1)",Paquete,89.7,HNL,14111530,UNSPSC,Notas de papel autoadhesivo,300.0
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,518483,BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR ROJO  CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 1),Caja,41.4,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,10.0
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,518484,ALMOHADILLAS DE ENTINTAR PLASTICA # 1 ALTA CALIDAD (ZONA 1),Unidad,17.135,HNL,44121621,UNSPSC,Almohadillas de escritorio,24.0
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,518485,CAJAS PARA ARCHIVO TAMA?O CARTA ALTA CALIDAD (ZONA 1),Unidad,48.3,HNL,44122019,UNSPSC,Cajas de archivo,1000.0
ocds-lcuori-221503,ocds-lcuori-221503/2-contract,221503,518486,SEPARADORES DE FOLDER PARA LEITZ ALTA CALIDAD (ZONA 1),Paquete,10.2925,HNL,24141607,UNSPSC,Separadores de cart?n,500.0
ocds-lcuori-215033,ocds-lcuori-215033/2-contract,215033,506144,"BOTELLA EPSON (T664420) AMARILLO, ZONA 5 ",Unidad,217.626,HNL,44103103,UNSPSC,Toner,8.0
ocds-lcuori-215033,ocds-lcuori-215033/2-contract,215033,506145,"BOTELLA EPSON (T664120) NEGRO, ZONA 5 ",Unidad,217.626,HNL,44103103,UNSPSC,Toner,10.0
ocds-lcuori-215033,ocds-lcuori-215033/2-contract,215033,506146,"BOTELLA EPSON (T664220) CYAN, ZONA 5 ",Unidad,217.626,HNL,44103103,UNSPSC,Toner,8.0
ocds-lcuori-215033,ocds-lcuori-215033/2-contract,215033,506147,"BOTELLA EPSON (T664320) MAGENTA, ZONA 5 ",Unidad,217.626,HNL,44103103,UNSPSC,Toner,8.0
ocds-lcuori-221504,ocds-lcuori-221504/2-contract,221504,518489,PAPEL BOND BASE 20 TAMA?O LEGAL COLOR BLANCO RESMA DE 500 HOJAS ALTA CALIDAD (ZONA 1),Resma,89.631,HNL,14111511,UNSPSC,Papel bond o de escribir,200.0
ocds-lcuori-221504,ocds-lcuori-221504/2-contract,221504,518487,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,68.701,HNL,14111511,UNSPSC,Papel bond o de escribir,1000.0
ocds-lcuori-221504,ocds-lcuori-221504/2-contract,221504,518488,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,83.306,HNL,14111511,UNSPSC,Papel bond o de escribir,1000.0
ocds-lcuori-215034,ocds-lcuori-215034/2-contract,215034,506148,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,85.5025,HNL,14111511,UNSPSC,Papel bond o de escribir,6.0
ocds-lcuori-221505,ocds-lcuori-221505/2-contract,221505,518491,"COMPUTADORA EJECUTIVA, ALTA CALIDAD (ZONA 1)",Unidad,26047.5,HNL,43211508,UNSPSC,Computadora personal (PC) o port?til,3.0
ocds-lcuori-221505,ocds-lcuori-221505/2-contract,221505,518490,"COMPUTADORA INTERMEDIA TIPO B, ALTA CALIDAD (ZONA 1)",Unidad,30015.0,HNL,43211508,UNSPSC,Computadora personal (PC) o port?til,1.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506149,LAPIZ PORTAMINAS 0.5 CON CUERPO DE PLASTICO ALTA CALIDAD (ZONA 1),Unidad,7.3485,HNL,44121705,UNSPSC,L?piz portaminas,10.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506150,MARCADOR PERMANENTE ULTRA FINO (0.3MM - 0.9MM)COLOR ROJO CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,141.197,HNL,44121708,UNSPSC,Marcadores permanentes,1.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506151,BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR NEGRO  CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,37.33,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,6.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506152,BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR ROJO  CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,37.33,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,4.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506153,BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR AZUL  CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 1),Caja,37.33,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,4.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506154,MARCADOR PERMANENTE ULTRA FINO (0.3MM - 0.9MM)COLOR AZUL ALTA CALIDAD (ZONA 1),Unidad,10.028,HNL,44121708,UNSPSC,Marcadores permanentes,15.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506155,TIJERA DE ACERO INOXIDABLE DE 8  DE LARGO ALTA CALIDAD (ZONA 1),Unidad,12.5235,HNL,44121618,UNSPSC,Tijeras,10.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506156,LAPIZ PORTAMINAS 0.7 CON CUERPO DE PLASTICO ALTA CALIDAD (ZONA 1),Unidad,4.8645,HNL,44121705,UNSPSC,L?piz portaminas,10.0
ocds-lcuori-215035,ocds-lcuori-215035/2-contract,215035,506157,BORRADOR PARA LAPIZ GRAFITO QUE NO MACHE DIMENSIONES MINIMAS DE 3 CM X 1 CM X 1 CM PAQUETE DE 12 UNIDADES  ALTA CALIDAD (ZONA 1),Caja,9.24,HNL,60121536,UNSPSC,Borrador de crayola,2.0
