ocid,id,contracts/0/id,contracts/0/title,contracts/0/description,contracts/0/status,contracts/0/statusDetails,contracts/0/value/amount,contracts/0/value/currency,contracts/0/period/startDate,contracts/0/awardID,contracts/0/localProcurementCategory,contracts/0/buyer/id,contracts/0/buyer/name
ocds-lcuori-219064,ocds-lcuori-219064/3-contract,219064,3-1-1-1250-2020,COMPRA DE 12 CAJAS DE CARPETAS PENDAFLEX,pending,Impreso,1725.0,HNL,2020-02-19T14:27:12-06:00,219064,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-220538,ocds-lcuori-220538/2-contract,220538,30-1-61-0015-2020,Insumos para conformar kit estudiantiles,pending,Impreso,16200.0,HNL,2020-02-21T08:31:58-06:00,220538,goodsOrServices,gywern-byP1K8-xzkmQK,Programa Presidencial Honduras para la Juventud
ocds-lcuori-220549,ocds-lcuori-220549/2-contract,220549,30-1-61-0016-2020,Insumos para conformar kit estudiantil,pending,Impreso,5250.0,HNL,2020-02-21T08:34:59-06:00,220549,goodsOrServices,gywern-byP1K8-xzkmQK,Programa Presidencial Honduras para la Juventud
ocds-lcuori-220560,ocds-lcuori-220560/2-contract,220560,30-1-61-0017-2020,Insumos para conformar kit estudiantiles,pending,Impreso,9000.0,HNL,2020-02-21T08:40:21-06:00,220560,goodsOrServices,gywern-byP1K8-xzkmQK,Programa Presidencial Honduras para la Juventud
ocds-lcuori-220571,ocds-lcuori-220571/2-contract,220571,701-1-18-0243-2020,COMPRA DE MATERIAL DE OFICINA FACES,pending,Impreso,11992.9,HNL,2020-02-21T08:47:25-06:00,220571,goodsOrServices,byPeXK-byP1K8-wr13yl,DECANATO DE CIENCIAS ESPACIALES
ocds-lcuori-220582,ocds-lcuori-220582/2-contract,220582,701-1-33-0343-2020,COMPRA DE CAFE PARA REUNIONES EN EL MARCO DE LAS ELECCIONES ESTUDIANTILES UNAH 2020,pending,Impreso,3310.56,HNL,2020-02-21T08:51:37-06:00,220582,goodsOrServices,byPeXK-byP1K8-ZK59Kp,VICERRECTORIA DE ORIENTACION Y ASUNTOS ESTUDIANTILES
ocds-lcuori-220583,ocds-lcuori-220583/2-contract,220583,701-1-18-0244-2020,COMPRA DE SUMINISTROS FACES,pending,Impreso,2809.5,HNL,2020-02-21T08:51:50-06:00,220583,goodsOrServices,byPeXK-byP1K8-wr13yl,DECANATO DE CIENCIAS ESPACIALES
ocds-lcuori-220593,ocds-lcuori-220593/2-contract,220593,701-1-18-0245-2020,COMPRA DE UTILES DE OFICINA,pending,Impreso,4179.6,HNL,2020-02-21T08:55:55-06:00,220593,goodsOrServices,byPeXK-byP1K8-wr13yl,DECANATO DE CIENCIAS ESPACIALES
ocds-lcuori-220604,ocds-lcuori-220604/2-contract,220604,701-1-18-0246-2020,COMPRA DE UTILES DE OFICINA,pending,Impreso,5430.85,HNL,2020-02-21T09:01:15-06:00,220604,goodsOrServices,byPeXK-byP1K8-wr13yl,DECANATO DE CIENCIAS ESPACIALES
ocds-lcuori-220615,ocds-lcuori-220615/2-contract,220615,701-1-18-0247-2020,COMPRA DE PAPELERIA Y UTILES FACES,pending,Impreso,2652.0,HNL,2020-02-21T09:05:34-06:00,220615,goodsOrServices,byPeXK-byP1K8-wr13yl,DECANATO DE CIENCIAS ESPACIALES
ocds-lcuori-220626,ocds-lcuori-220626/2-contract,220626,701-1-18-0248-2020,COMPRA DE AGUA FACES,pending,Impreso,13921.7,HNL,2020-02-21T09:08:52-06:00,220626,goodsOrServices,byPeXK-byP1K8-wr13yl,DECANATO DE CIENCIAS ESPACIALES
ocds-lcuori-220637,ocds-lcuori-220637/2-contract,220637,280-1-2-0836-2020,OC 048 2020,cancelled,Anulado,22183.5,HNL,2020-02-21T09:16:56-06:00,220637,goodsOrServices,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-220648,ocds-lcuori-220648/2-contract,220648,902-1-22-0123-2020,COMPRA DE 200 RESMAS DE PAPEL BOND CARTA 10 RESMAS DE LEGAL Y 10 RESMAS DE OFICIO PARA BANCO CENTRAL DE HONDURAS SUCURSAL SAN PEDRO SULA,pending,Impreso,16125.07,HNL,2020-02-21T09:18:29-06:00,220648,goodsOrServices,NzBo0y-byP1K8-NrAEr4,Sucursal San Pedro Sula
ocds-lcuori-220670,ocds-lcuori-220670/2-contract,220670,702-1-1-1178-2020,COMPRA PARA LA DIRECCION DEL INSTITUTO DE EVALUACION EDUCATIVAS DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,1095.95,HNL,2020-02-21T09:36:13-06:00,220670,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-220681,ocds-lcuori-220681/2-contract,220681,702-1-1-1179-2020,COMPRA PARA LA VICE RECTORIA ADMINISTRATIVA DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,1121.204,HNL,2020-02-21T09:50:56-06:00,220681,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-220692,ocds-lcuori-220692/2-contract,220692,702-1-1-1180-2020,COMPRA PARA LA OFICINA DE TRANSPARENCIA DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,1628.4,HNL,2020-02-21T09:58:46-06:00,220692,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-220693,ocds-lcuori-220693/2-contract,220693,703-1-1-1288-2020,PARA SER UTILIZADO EN LOS EQUIPOS DE OFICINA DE LA SEDE REGIONAL MISTRUCK DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA,pending,Impreso,23364.136,HNL,2020-02-21T09:59:23-06:00,220693,goodsOrServices,wrLQmz-byP1K8-byP1K8,RECTORIA
ocds-lcuori-220703,ocds-lcuori-220703/2-contract,220703,9079-1-1-0048-2020,Compra de utiles de oficina para uso en actividades del INAMI,pending,Impreso,5578.42,HNL,2020-02-21T10:04:48-06:00,220703,goodsOrServices,y6Lb5r-byP1K8-byP1K8,Direccion Ejecutiva
ocds-lcuori-220736,ocds-lcuori-220736/2-contract,220736,702-1-1-1181-2020,COMPRA PARA EL DEPARTAMENTO DE CIENCIAS NATURALES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,875.15,HNL,2020-02-21T10:28:34-06:00,220736,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-220747,ocds-lcuori-220747/2-contract,220747,702-1-1-1182-2020,COMPRA PARA EL DEPARTAMENTO DE CIENCIAS NATURALES DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,2417.2425000000003,HNL,2020-02-21T10:31:21-06:00,220747,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-220791,ocds-lcuori-220791/2-contract,220791,500-1-1-0756-2020,60 LIBRETAS BLOCK RAYADOS ,pending,Impreso,750.0,HNL,2020-02-21T11:20:28-06:00,220791,goodsOrServices,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-220802,ocds-lcuori-220802/2-contract,220802,500-1-1-0757-2020,100 CAJAS DE LAPIZ TINTA NEGRO ,pending,Impreso,3600.0,HNL,2020-02-21T11:25:14-06:00,220802,goodsOrServices,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-220813,ocds-lcuori-220813/2-contract,220813,805-1-25-1607-2020,SAC 1994 2020 COMPRA DE PAPEL BOND PARA USO EN EL DEPARTAMENTO DE AUDITORIA INTERNA,pending,Impreso,2275.781,HNL,2020-02-21T11:27:41-06:00,220813,goodsOrServices,by4dly-byP1K8-QrN6r0,SERVICIOS DE COMPRAS Y SUMINISTROS
ocds-lcuori-220824,ocds-lcuori-220824/2-contract,220824,80-1-2-0419-2020,COMPRA DE VARIAS TINTAS ,pending,Impreso,108474.486,HNL,2020-02-21T11:30:16-06:00,220824,goodsOrServices,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-220835,ocds-lcuori-220835/2-contract,220835,9069-1-1-0405-2020,Suministros a ser utilizados para abastecer el almacen de esta Secretaria de Estado durante el primer trimestre del a?o 2020,pending,Impreso,924.3125,HNL,2020-02-21T11:33:46-06:00,220835,goodsOrServices,rNxg0y-byP1K8-byP1K8,Unidad Central
ocds-lcuori-220890,ocds-lcuori-220890/2-contract,220890,280-1-2-0838-2020,oc,cancelled,Anulado,73550.573,HNL,2020-02-21T11:55:21-06:00,220890,goodsOrServices,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-220923,ocds-lcuori-220923/2-contract,220923,42-1-15-0208-2020,PARA USO EN LAS DIFERENTES COMPUTADORAS DEL CCE Y OPERACIONES DEL CUERPO DE BOMBEROS DE SAN PEDRO SULA,pending,Impreso,43359.6,HNL,2020-02-21T12:33:18-06:00,220923,goodsOrServices,7rEMr2-byP1K8-JyjxrP,"Cuerpo de Bomberos San Pedro Sula, Cortes"
ocds-lcuori-220934,ocds-lcuori-220934/2-contract,220934,42-1-15-0209-2020,PARA COMPUTADORA ASIGNADA AL AREA DE INFRAESTRUCTURA CUERPO DE BOMBEROS DE SAN PEDRO SULA,pending,Impreso,1389.2,HNL,2020-02-21T12:36:09-06:00,220934,goodsOrServices,7rEMr2-byP1K8-JyjxrP,"Cuerpo de Bomberos San Pedro Sula, Cortes"
ocds-lcuori-220956,ocds-lcuori-220956/2-contract,220956,80-1-2-0421-2020,compra de tintas y tones,pending,Impreso,244089.823,HNL,2020-02-21T13:28:36-06:00,220956,goodsOrServices,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-220978,ocds-lcuori-220978/2-contract,220978,60-20-19-0401-2020,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO REPUESTOS Y ACCESORIOS AL PROVEEDOR ACOSA,cancelled,Anulado,24519.334,HNL,2020-02-21T13:57:56-06:00,220978,goodsOrServices,lzlBXK-byQqyG-qyVbya,DIRECCION HOSPITAL DE PUERTO CORTES
ocds-lcuori-220979,ocds-lcuori-220979/2-contract,220979,60-2-1-0160-2020,CAJA DE CEREAL Y ESPECIES,pending,Impreso,37534.0,HNL,2020-02-21T13:59:11-06:00,220979,goodsOrServices,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-220989,ocds-lcuori-220989/2-contract,220989,80-1-2-0422-2020,compra de toner,pending,Impreso,12963.6625,HNL,2020-02-21T14:05:20-06:00,220989,goodsOrServices,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221000,ocds-lcuori-221000/2-contract,221000,702-1-1-1183-2020,COMPRA PARA LA VICE RECTORIA DEL CUED DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,8014.557000000001,HNL,2020-02-21T14:22:50-06:00,221000,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-221011,ocds-lcuori-221011/2-contract,221011,80-1-2-0423-2020,compra de tintas y toner ,cancelled,Anulado,275284.7,HNL,2020-02-21T14:25:50-06:00,221011,goodsOrServices,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221012,ocds-lcuori-221012/2-contract,221012,702-1-1-1184-2020,COMPRA PARA LA VICE RECTORIA DEL CUED DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,3500.6,HNL,2020-02-21T14:25:59-06:00,221012,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-221022,ocds-lcuori-221022/2-contract,221022,280-1-2-0840-2020,OC 052 2020,pending,Impreso,215.97,HNL,2020-02-21T14:28:59-06:00,221022,goodsOrServices,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221033,ocds-lcuori-221033/2-contract,221033,190-1-2-2729-2020,solicitadas por la Fiscalia Regional de San Pedro Sula,pending,Impreso,30084.874,HNL,2020-02-21T14:33:15-06:00,221033,goodsOrServices,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-221055,ocds-lcuori-221055/2-contract,221055,9021-1-1-0362-2020,Para uso de Casa Presidencial,pending,Impreso,2111.4,HNL,2020-02-21T14:36:37-06:00,221055,goodsOrServices,rbwkMz-byP1K8-byP1K8,Unidad Central
ocds-lcuori-221056,ocds-lcuori-221056/2-contract,221056,702-1-1-1185-2020,COMPRA PARA LA VICE RECTORIA DEL CUED DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,309.2925,HNL,2020-02-21T14:36:51-06:00,221056,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-221088,ocds-lcuori-221088/2-contract,221088,190-1-2-2731-2020,solicitadas por la Fiscalia de San Pedro Sula,pending,Impreso,24526.326,HNL,2020-02-21T14:49:52-06:00,221088,goodsOrServices,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-221110,ocds-lcuori-221110/2-contract,221110,280-1-2-0841-2020,OC 053 2020,pending,Impreso,23613.433,HNL,2020-02-21T14:57:51-06:00,221110,goodsOrServices,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-221121,ocds-lcuori-221121/2-contract,221121,190-1-2-2733-2020,solicitadas por la Fiscalia Regional de San Pedro Sula,pending,Impreso,12530.4,HNL,2020-02-21T15:12:57-06:00,221121,goodsOrServices,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-221122,ocds-lcuori-221122/2-contract,221122,60-49-48-0207-2020,COMPRA DE PRODUCTOS DE PAPEL Y CARTON ,pending,Impreso,126689.543,HNL,2020-02-21T15:12:57-06:00,221122,goodsOrServices,lzlBXK-by4AGK-RyYjNK,DIRECCION METROPOLITANA DE SAN PEDRO SULA
ocds-lcuori-221123,ocds-lcuori-221123/2-contract,221123,60-44-43-0173-2020,COMPRA DE PAPEL BOND BASE 20 PARA SER UTILIZADO Y DISTRIBUIDO EN LAS DIFERENTES UNIDADES DE SALUD Y OFICINAS ADMINISTRATIVAS PARA EL TIRAJE DE FORMULARIOS DEL SISTEMA DE INFORMACION COMPRA REALIZADA DURANTE EL PRIMER TRIMESTRE DEL A?O 2020  MEDIANTE CATALOGO ELECTRONICO,cancelled,Anulado,109314.40000000001,HNL,2020-02-21T15:13:12-06:00,221123,goodsOrServices,lzlBXK-BzX2jK-7K7oKn,DIRECCION DEPARTAMENTAL DE OLANCHO
ocds-lcuori-221143,ocds-lcuori-221143/2-contract,221143,60-49-48-0209-2020,COMPRA DE PRODUCTOS DE PAPEL Y CARTON,pending,Impreso,15568.125,HNL,2020-02-21T15:23:16-06:00,221143,goodsOrServices,lzlBXK-by4AGK-RyYjNK,DIRECCION METROPOLITANA DE SAN PEDRO SULA
ocds-lcuori-221154,ocds-lcuori-221154/2-contract,221154,60-49-48-0210-2020,COMPRA DE FOLDER TAMA?O CARTA PARA SER UTILIZADO EN LOS ESTABLECIMIENTOS DE SALUD,pending,Impreso,33626.0,HNL,2020-02-21T15:26:25-06:00,221154,goodsOrServices,lzlBXK-by4AGK-RyYjNK,DIRECCION METROPOLITANA DE SAN PEDRO SULA
ocds-lcuori-221165,ocds-lcuori-221165/2-contract,221165,60-49-48-0211-2020,COMPRA DE PAPEL DE ESCRITORIO Y CARTON,pending,Impreso,10838.75,HNL,2020-02-21T15:31:01-06:00,221165,goodsOrServices,lzlBXK-by4AGK-RyYjNK,DIRECCION METROPOLITANA DE SAN PEDRO SULA
ocds-lcuori-221176,ocds-lcuori-221176/2-contract,221176,702-1-1-1186-2020,COMPRA PARA EL OBSERVATORIO DE LA UNIVERSIDAD DE LA EDUCACION DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,2218.3845,HNL,2020-02-21T15:33:21-06:00,221176,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-221198,ocds-lcuori-221198/2-contract,221198,702-1-1-1188-2020,COMPRA PARA EL OBSERVATORIO DE LA UNIVERSIDAD DE LA EDUCACION DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,2244.8,HNL,2020-02-21T15:38:49-06:00,221198,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-221209,ocds-lcuori-221209/2-contract,221209,702-1-1-1189-2020,COMPRA PARA EL DEPARTAMENTO DE RECURSOS HUMANOS DE LA UPNFM SEGUN SOLICITUD DE COMPRAS,pending,Impreso,4436.7,HNL,2020-02-21T15:43:42-06:00,221209,goodsOrServices,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-221220,ocds-lcuori-221220/2-contract,221220,3-1-1-1267-2020,COMPRA DE MATERIALES DE ESCRITORIO,cancelled,Anulado,659.249,HNL,2020-02-21T15:49:36-06:00,221220,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221242,ocds-lcuori-221242/2-contract,221242,9025-1-1-0218-2020,SOLICITUD DE MATERIAL DE OFICINA SOLICITADO POR EL AREA DE ALMACEN Y SUMINISTROS SEGUN REQUERIMIENTO 021 FEBRERO 2020 Y 022 FEBRERO 2020 FONDOS NACIONALES ,pending,Impreso,39246.05,HNL,2020-02-21T15:55:03-06:00,221242,goodsOrServices,rNxn0y-byP1K8-byP1K8,Unidad de Compras
ocds-lcuori-221253,ocds-lcuori-221253/2-contract,221253,603-1-5-0452-2020,Compra de materiales de ofina para regional de SPS,pending,Impreso,61134.78,HNL,2020-02-21T16:05:23-06:00,221253,goodsOrServices,wrLvdy-byP1K8-by4Gzd,ADMINISTRATIVO
ocds-lcuori-221264,ocds-lcuori-221264/2-contract,221264,603-1-5-0453-2020,Compra de materiales para uso de oficina para regional SPS,pending,Impreso,84679.356,HNL,2020-02-21T16:12:15-06:00,221264,goodsOrServices,wrLvdy-byP1K8-by4Gzd,ADMINISTRATIVO
ocds-lcuori-221286,ocds-lcuori-221286/2-contract,221286,603-1-5-0455-2020,Compra de materiales deoficina para regional SPS,pending,Impreso,6385.214,HNL,2020-02-21T16:20:27-06:00,221286,goodsOrServices,wrLvdy-byP1K8-by4Gzd,ADMINISTRATIVO
ocds-lcuori-221297,ocds-lcuori-221297/2-contract,221297,,compra de laminadora para informes de la oficina de otpsci ,pending,Elaboracion OC,3117.65,HNL,2020-02-21T16:38:33-06:00,221297,goodsOrServices,7rEMr2-byP1K8-2rRMKL,Estacion Local Yoro
ocds-lcuori-221308,ocds-lcuori-221308/2-contract,221308,30-1-61-0018-2020,Compra de alimentos y bebidas ,pending,Impreso,3882.8390000000004,HNL,2020-02-21T17:12:00-06:00,221308,goodsOrServices,gywern-byP1K8-xzkmQK,Programa Presidencial Honduras para la Juventud
ocds-lcuori-221331,ocds-lcuori-221331/2-contract,221331,,COMPRA DE PAPELERIA,pending,Elaboracion OC,,,2020-02-21T17:45:48-06:00,221331,goodsOrServices,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-221332,ocds-lcuori-221332/2-contract,221332,60-1-102-0194-2020,COMPRA DE PAPELERIA,pending,Impreso,,,2020-02-21T17:45:49-06:00,221332,goodsOrServices,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-221341,ocds-lcuori-221341/2-contract,221341,701-1-57-0149-2020,compra para uso de la Secretaria de Consejo Universitario,pending,Impreso,2379.465,HNL,2020-02-22T09:41:14-06:00,221341,goodsOrServices,byPeXK-byP1K8-lzWAOK,CONSEJO UNIVERSITARIO
ocds-lcuori-221352,ocds-lcuori-221352/2-contract,221352,701-1-57-0150-2020, SECRETARIA DE CONSEJO UNIVERSITARIO ,pending,Impreso,415.0,HNL,2020-02-22T09:53:40-06:00,221352,goodsOrServices,byPeXK-byP1K8-lzWAOK,CONSEJO UNIVERSITARIO
ocds-lcuori-221396,ocds-lcuori-221396/2-contract,221396,3-1-1-1270-2020,COMPRA DE 2 TONER XEROX 3655 PARA LAS OFICINAS DE CHOLUTECA Y VALLE,pending,Impreso,6474.799,HNL,2020-02-22T14:26:59-06:00,221396,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221407,ocds-lcuori-221407/2-contract,221407,3-1-1-1271-2020,COMPRA DE 4 TONER PARA LA REGIONAL DE CENTRO OCCIDENTE COMAYAGUA LA PAZ Y INTIBUCA,pending,Impreso,12949.598,HNL,2020-02-22T15:00:58-06:00,221407,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221418,ocds-lcuori-221418/2-contract,221418,3-1-1-1272-2020,COMPRA DE PAPEL Y CARPETAS PARA LA REGIONAL CENTRO OCCIDENTE ,pending,Impreso,9328.222,HNL,2020-02-22T15:57:39-06:00,221418,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221429,ocds-lcuori-221429/2-contract,221429,3-1-1-1273-2020,COMPRA DE MATERIAL PARA LA REGIONAL CENTRO OCCIDENTE,pending,Impreso,2665.7690000000002,HNL,2020-02-22T16:00:45-06:00,221429,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221440,ocds-lcuori-221440/2-contract,221440,3-1-1-1274-2020,PAGO POR COMPRA DE 70 BOLSAS DE CAFE PARA CENTRO ORIENTE  PARAISO Y OLANCHO,pending,Impreso,4827.900000000001,HNL,2020-02-23T13:48:10-06:00,221440,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221451,ocds-lcuori-221451/2-contract,221451,3-1-1-1276-2020,compra de 10 toner para la delegacion de centro oriente el paraiso y Olancho,pending,Impreso,22195.0,HNL,2020-02-24T08:17:21-06:00,221451,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-221457,ocds-lcuori-221457/2-contract,221457,701-1-38-0131-2020,SOLICITUD DE COMPRA DE INSUMOS PARA USO EN LAS DIFERENTES REUNIONES CON LAS DIRECCIONES Y UNIDADES EXTERNAS A LA VICERRECTORIA DE RELACIONES INTERNACIONALES,pending,Impreso,15021.800000000001,HNL,2020-02-24T08:48:34-06:00,221457,goodsOrServices,byPeXK-byP1K8-aygBzq,VICERRECTORIA DE RELACIONES INTERNACIONALES
ocds-lcuori-221458,ocds-lcuori-221458/2-contract,221458,150-1-15-0016-2020,COMPRA DE LAPIZ TINTA  PARA USO EN EL ZOOLOGICO,pending,Impreso,1262.424,HNL,2020-02-24T08:56:22-06:00,221458,goodsOrServices,7zvjMz-byP1K8-JyjxrP,CENTRO NAC. CONSERVACION Y RECUP. DE ESPECIES ROSY WALTHER
ocds-lcuori-221460,ocds-lcuori-221460/2-contract,221460,150-1-15-0017-2020,COMPRA DE LAPIZ TINTA ,pending,Impreso,699.2,HNL,2020-02-24T09:00:16-06:00,221460,goodsOrServices,7zvjMz-byP1K8-JyjxrP,CENTRO NAC. CONSERVACION Y RECUP. DE ESPECIES ROSY WALTHER
ocds-lcuori-221463,ocds-lcuori-221463/2-contract,221463,242-1-1-0626-2020,TONER PARA CONSUMO DE LA INSTITUCION,pending,Impreso,11994.5,HNL,2020-02-24T09:16:15-06:00,221463,goodsOrServices,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-221464,ocds-lcuori-221464/2-contract,221464,701-1-38-0132-2020,SOLICITUD DE COMPRA DE AGUA EN BOTELLON DE 5 LITROS PARA USO EN ATENCIONES VARIAS DE LA VICERRECTORIA DE RELACIONES INTERNACIONALES,pending,Impreso,5000.0,HNL,2020-02-24T09:28:31-06:00,221464,goodsOrServices,byPeXK-byP1K8-aygBzq,VICERRECTORIA DE RELACIONES INTERNACIONALES
ocds-lcuori-221465,ocds-lcuori-221465/2-contract,221465,60-2-1-0162-2020,LECHE DESCREMADA,pending,Impreso,150696.0,HNL,2020-02-24T09:28:58-06:00,221465,goodsOrServices,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-221467,ocds-lcuori-221467/2-contract,221467,506-1-1-0322-2020,COMPRA DE BIENES DE CONSUMO ,cancelled,Anulado,506.0,HNL,2020-02-24T10:05:36-06:00,221467,goodsOrServices,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-221468,ocds-lcuori-221468/2-contract,221468,60-2-1-0163-2020,UTILES DE OFICINA ,pending,Impreso,19114.725,HNL,2020-02-24T10:06:11-06:00,221468,goodsOrServices,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-214939,ocds-lcuori-214939/2-contract,214939,60-1-106-0116-2020,COMPRA DE LLANTAS PARA AMBULANCIA NISSAN PATROL,pending,Impreso,10913.5,HNL,2020-02-07T07:56:40-06:00,214939,goodsOrServices,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-221469,ocds-lcuori-221469/2-contract,221469,506-1-1-0323-2020,COMPRA DE MATERIALES DE OFICINA ,pending,Impreso,1248.325,HNL,2020-02-24T10:11:35-06:00,221469,goodsOrServices,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-221470,ocds-lcuori-221470/2-contract,221470,500-1-1-0761-2020,200 RESMAS DE PAPEL BOND TAMA?O CARTA 100 RESMAS DE PAPEL BOND TAMA?O OFICIO  100 RESMAS DE PAPEL BOND TAMA?O LEGAL 100 ARCHIVADORES PAMA?O OFICIO 60 CAJITAS DE CLIP GRANDE ,pending,Impreso,34461.36,HNL,2020-02-24T10:14:20-06:00,221470,goodsOrServices,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-214951,ocds-lcuori-214951/2-contract,214951,10-1-1-1779-2020,SUMINISTRO DE 40 NOTAS ADHESIVAS 4X6 CMS DE 100 PAGINAS PAQUETE ALTA CALIDAD,pending,Impreso,328.90000000000003,HNL,2020-02-07T08:12:09-06:00,214951,goodsOrServices,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-214961,ocds-lcuori-214961/2-contract,214961,60-17-16-0198-2020,SE GENERA ORDEN DE COMPRA A FAVOR DE HOSPITAL EL PROGRESO POR CONCEPTO DE RESMAS DE PAPEL BOND TAMA?O CARTA BASE 20 QUE SERA UTILIZADO PARA EN ESTE MISMO CENTRO ASISTENCIAL,cancelled,Anulado,20277.6625,HNL,2020-02-07T08:29:38-06:00,214961,goodsOrServices,lzlBXK-xzkQKd-lzlXz1,DIRECCION HOSPITAL DE EL PROGRESO
