ocid,id,parties/0/id,parties/0/name,parties/0/identifier/id,parties/0/identifier/scheme,parties/0/roles,parties/0/address/countryName,parties/0/address/streetAddress,parties/0/identifier/legalName,parties/0/contactPoint/name,parties/0/contactPoint/telephone,parties/0/contactPoint/email,parties/0/contactPoint/faxNumber
ocds-lcuori-222270,ocds-lcuori-222270/2-contract,ArxklK,Universidad de Ciencias Forestales,ArxklK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222270,ocds-lcuori-222270/2-contract,ArxklK-byP1K8,GERENCIA CENTRAL,ArxklK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222270,ocds-lcuori-222270/2-contract,ArxklK-byP1K8-byP1K8,DIRECCION CONTROL Y ACTIVIDADES DE APOYO,ArxklK-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222270,ocds-lcuori-222270/2-contract,HN-RTN-17071984005643,DISTRIBUIDORA CHOROTEGA,17071984005643,HN-RTN,supplier,Honduras,"Colonia Santa Fe,Boulevar del Norte ,Casa 3461,Frente A Banco DaviviendaFrancisco Morazan, Distrito Central",DISTRIBUIDORA CHOROTEGA,Adolfo  Brizuela Velasquez / Jose Luis Benda?a Barahona,2223-6940,chorotega11@gmail.com,-
ocds-lcuori-215833,ocds-lcuori-215833/3-contract,wrL8Jr,Instituto Nacional de Formacion Profesional,wrL8Jr,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215833,ocds-lcuori-215833/3-contract,wrL8Jr-byP1K8,GERENCIA CENTRAL,wrL8Jr-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215833,ocds-lcuori-215833/3-contract,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA,wrL8Jr-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215833,ocds-lcuori-215833/3-contract,HN-RTN-08029995001549,K-DIPROVA,08029995001549,HN-RTN,supplier,Honduras,"Col America calle principal contiguo a estadio Los Angeles centro comercial DiprovaFrancisco Morazan, Distrito Central",K DISTRIBUIDORA DE PRODUCTOS VARIOS S.A. DE C.V. ,Leonel Saleh Kafati Bichara,9500-1004,supermercadodiprova@kdiprova.com,-
ocds-lcuori-222272,ocds-lcuori-222272/2-contract,ArxklK,Universidad de Ciencias Forestales,ArxklK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222272,ocds-lcuori-222272/2-contract,ArxklK-byP1K8,GERENCIA CENTRAL,ArxklK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222272,ocds-lcuori-222272/2-contract,ArxklK-byP1K8-byP1K8,DIRECCION CONTROL Y ACTIVIDADES DE APOYO,ArxklK-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222272,ocds-lcuori-222272/2-contract,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.,08019008165911,HN-RTN,supplier,Honduras,"Col. Las Torres, Carretera al batallon, Edificio Rendillantas, contiguo a gasolinera PumaFrancisco Morazan, Distrito Central",REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.,HECTOR ODDE FARAJ CASTA?EDA,2234-0369,administracion@reendillantas.com,-
ocds-lcuori-215836,ocds-lcuori-215836/2-contract,NzBkRy,Universidad Pedagogica Nacional Francisco Morazan,NzBkRy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215836,ocds-lcuori-215836/2-contract,NzBkRy-byP1K8,GERENCIA CENTRAL,NzBkRy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215836,ocds-lcuori-215836/2-contract,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA,NzBkRy-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215836,ocds-lcuori-215836/2-contract,HN-RTN-08019995390633,CASH BUSINESS S DE R.L.,08019995390633,HN-RTN,supplier,Honduras,"Colonia Florencia Sur ,Boulevard Suyapa,Edificio Color Rojo y Azul.Francisco Morazan, Distrito Central",CASH BUSINESS S DE R.L.,Carlos Roberto  Arias Banegas,2239-0041,carlos.arias@cash-business.net,2239-0760
ocds-lcuori-222273,ocds-lcuori-222273/2-contract,6y6kKW,Instituto Hondure?o de Geologia y Minas,6y6kKW,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222273,ocds-lcuori-222273/2-contract,6y6kKW-byP1K8,GERENCIA_CENTRAL,6y6kKW-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222273,ocds-lcuori-222273/2-contract,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA,6y6kKW-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222273,ocds-lcuori-222273/2-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-215837,ocds-lcuori-215837/2-contract,RyYD0z,Instituto de Prevision Militar,RyYD0z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215837,ocds-lcuori-215837/2-contract,RyYD0z-byP1K8,GERENCIA CENTRAL,RyYD0z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215837,ocds-lcuori-215837/2-contract,RyYD0z-byP1K8-byP1K8,GERENCIA IPM,RyYD0z-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215837,ocds-lcuori-215837/2-contract,HN-RTN-05019000040204,"Pacasa, S. de C.V. ",05019000040204,HN-RTN,supplier,Honduras,"3-4 calle, 8 y 9 avenida S. O. Barrio El Benque  Cortes, San Pedro Sula",Papelera Calpules S.A. de C.V.,Daniel Shucry Kafati Canahuati,2561-5500,pacasa_sps@pacasa.hn,-
ocds-lcuori-222274,ocds-lcuori-222274/2-contract,nz0ARy,Secretaria de Relaciones Exteriores y Cooperacion Internac.,nz0ARy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222274,ocds-lcuori-222274/2-contract,nz0ARy-byP1K8,GERENCIA CENTRAL,nz0ARy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222274,ocds-lcuori-222274/2-contract,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA,nz0ARy-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222274,ocds-lcuori-222274/2-contract,HN-RTN-08019014639780,Inversiones Del Centro S de R.L. de C.V.,08019014639780,HN-RTN,supplier,Honduras,"Aldea Las Tapias,km 8, Carretera a Mateo.Francisco Morazan, Distrito Central",Inversiones Del Centro S de R.L. de C.V.,Raul Rene  Ruiz Gonzalez,2229-0457,gerencia@invercentro.com,-
ocds-lcuori-222275,ocds-lcuori-222275/3-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222275,ocds-lcuori-222275/3-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222275,ocds-lcuori-222275/3-contract,byPeXK-byP1K8-VyO4dK,COMISION DE CONTROL DE GESTION,byPeXK-byP1K8-VyO4dK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222275,ocds-lcuori-222275/3-contract,HN-RTN-05019000040204,"Pacasa, S. de C.V. ",05019000040204,HN-RTN,supplier,Honduras,"3-4 calle, 8 y 9 avenida S. O. Barrio El Benque  Cortes, San Pedro Sula",Papelera Calpules S.A. de C.V.,Daniel Shucry Kafati Canahuati,2561-5500,pacasa_sps@pacasa.hn,-
ocds-lcuori-222276,ocds-lcuori-222276/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222276,ocds-lcuori-222276/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222276,ocds-lcuori-222276/2-contract,byPeXK-byP1K8-xzkQKd,DECANATO DE CIENCIAS,byPeXK-byP1K8-xzkQKd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222276,ocds-lcuori-222276/2-contract,HN-RTN-08029995001549,K-DIPROVA,08029995001549,HN-RTN,supplier,Honduras,"Col America calle principal contiguo a estadio Los Angeles centro comercial DiprovaFrancisco Morazan, Distrito Central",K DISTRIBUIDORA DE PRODUCTOS VARIOS S.A. DE C.V. ,Leonel Saleh Kafati Bichara,9500-1004,supermercadodiprova@kdiprova.com,-
ocds-lcuori-215841,ocds-lcuori-215841/2-contract,RyYD0z,Instituto de Prevision Militar,RyYD0z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215841,ocds-lcuori-215841/2-contract,RyYD0z-byP1K8,GERENCIA CENTRAL,RyYD0z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215841,ocds-lcuori-215841/2-contract,RyYD0z-byP1K8-byP1K8,GERENCIA IPM,RyYD0z-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215841,ocds-lcuori-215841/2-contract,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.,05019995108892,HN-RTN,supplier,Honduras,"barrio guamilito,3 calle,6 avenida,san pedro sula cortes,Cortes, San Pedro Sula",Accesorios Para Computadoras y Oficinas S .A de C.V.,Eduardo Ictech Neno /Gary Raul Vallejo Paiz/ Luis Alberto Villela Reyes/ Joel Wilberto Perla Alvarado,2561-6000,gerencia@acosa.com.hn,-
ocds-lcuori-215842,ocds-lcuori-215842/3-contract,wrL8Jr,Instituto Nacional de Formacion Profesional,wrL8Jr,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215842,ocds-lcuori-215842/3-contract,wrL8Jr-byP1K8,GERENCIA CENTRAL,wrL8Jr-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215842,ocds-lcuori-215842/3-contract,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA,wrL8Jr-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215842,ocds-lcuori-215842/3-contract,HN-RTN-08029995001549,K-DIPROVA,08029995001549,HN-RTN,supplier,Honduras,"Col America calle principal contiguo a estadio Los Angeles centro comercial DiprovaFrancisco Morazan, Distrito Central",K DISTRIBUIDORA DE PRODUCTOS VARIOS S.A. DE C.V. ,Leonel Saleh Kafati Bichara,9500-1004,supermercadodiprova@kdiprova.com,-
ocds-lcuori-215844,ocds-lcuori-215844/2-contract,RyYD0z,Instituto de Prevision Militar,RyYD0z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215844,ocds-lcuori-215844/2-contract,RyYD0z-byP1K8,GERENCIA CENTRAL,RyYD0z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215844,ocds-lcuori-215844/2-contract,RyYD0z-byP1K8-byP1K8,GERENCIA IPM,RyYD0z-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215844,ocds-lcuori-215844/2-contract,HN-RTN-08019995290621,DISPROA S. DE R.L. ,08019995290621,HN-RTN,supplier,Honduras,"Barrio Guacerique, Bv. Comunidad Economica Europea, casa 2001. Francisco Morazan, Distrito Central",Distribuidora de Productos de Oficina y Aseo S. de R.L. ,Agustin  Banegas Dominguez ,2225-2623,disproa@cablecolor.hn ,-
ocds-lcuori-222287,ocds-lcuori-222287/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222287,ocds-lcuori-222287/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222287,ocds-lcuori-222287/2-contract,byPeXK-byP1K8-xzkQKd,DECANATO DE CIENCIAS,byPeXK-byP1K8-xzkQKd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222287,ocds-lcuori-222287/2-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-215845,ocds-lcuori-215845/2-contract,Dzn3Py,Secretaria de Seguridad,Dzn3Py,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215845,ocds-lcuori-215845/2-contract,Dzn3Py-byP1K8,GERENCIA CENTRAL,Dzn3Py-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215845,ocds-lcuori-215845/2-contract,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL,Dzn3Py-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215845,ocds-lcuori-215845/2-contract,HN-RTN-08019004002160,Leoplast S.de R.L,08019004002160,HN-RTN,supplier,Honduras,"Altos de Miraflores, tegucigalpa M.D.C.Francisco Morazan, Distrito Central",Leoplast S.de R.L,Jose Manuel Agurcia Matute,2221-2077,ventas@leoplasthn.com,-
ocds-lcuori-222288,ocds-lcuori-222288/2-contract,6y6kKW,Instituto Hondure?o de Geologia y Minas,6y6kKW,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222288,ocds-lcuori-222288/2-contract,6y6kKW-byP1K8,GERENCIA_CENTRAL,6y6kKW-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222288,ocds-lcuori-222288/2-contract,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA,6y6kKW-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222288,ocds-lcuori-222288/2-contract,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV,05029995001355,HN-RTN,supplier,Honduras,"Contiguo a la Camara Junior, ComayaguelaFrancisco Morazan, Distrito Central",YIP SUPERMERCADOS SA DE CV,Sun Wa  Yip Chou,2225-3557,s_yip@yahoo.com,-
ocds-lcuori-215846,ocds-lcuori-215846/2-contract,RyYD0z,Instituto de Prevision Militar,RyYD0z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215846,ocds-lcuori-215846/2-contract,RyYD0z-byP1K8,GERENCIA CENTRAL,RyYD0z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215846,ocds-lcuori-215846/2-contract,RyYD0z-byP1K8-byP1K8,GERENCIA IPM,RyYD0z-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215846,ocds-lcuori-215846/2-contract,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.,05019995108892,HN-RTN,supplier,Honduras,"barrio guamilito,3 calle,6 avenida,san pedro sula cortes,Cortes, San Pedro Sula",Accesorios Para Computadoras y Oficinas S .A de C.V.,Eduardo Ictech Neno /Gary Raul Vallejo Paiz/ Luis Alberto Villela Reyes/ Joel Wilberto Perla Alvarado,2561-6000,gerencia@acosa.com.hn,-
ocds-lcuori-222289,ocds-lcuori-222289/2-contract,mKebrp,Comision Permanente de Contingencias,mKebrp,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222289,ocds-lcuori-222289/2-contract,mKebrp-byP1K8,GERENCIA CENTRAL,mKebrp-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222289,ocds-lcuori-222289/2-contract,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL,mKebrp-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222289,ocds-lcuori-222289/2-contract,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.,08019008165911,HN-RTN,supplier,Honduras,"Col. Las Torres, Carretera al batallon, Edificio Rendillantas, contiguo a gasolinera PumaFrancisco Morazan, Distrito Central",REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.,HECTOR ODDE FARAJ CASTA?EDA,2234-0369,administracion@reendillantas.com,-
ocds-lcuori-222290,ocds-lcuori-222290/2-contract,6y6kKW,Instituto Hondure?o de Geologia y Minas,6y6kKW,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222290,ocds-lcuori-222290/2-contract,6y6kKW-byP1K8,GERENCIA_CENTRAL,6y6kKW-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222290,ocds-lcuori-222290/2-contract,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA,6y6kKW-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222290,ocds-lcuori-222290/2-contract,HN-RTN-08029995001549,K-DIPROVA,08029995001549,HN-RTN,supplier,Honduras,"Col America calle principal contiguo a estadio Los Angeles centro comercial DiprovaFrancisco Morazan, Distrito Central",K DISTRIBUIDORA DE PRODUCTOS VARIOS S.A. DE C.V. ,Leonel Saleh Kafati Bichara,9500-1004,supermercadodiprova@kdiprova.com,-
ocds-lcuori-215848,ocds-lcuori-215848/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215848,ocds-lcuori-215848/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215848,ocds-lcuori-215848/2-contract,byPeXK-byP1K8-lzWOzp,DECANATO CIENCIAS JURIDICAS,byPeXK-byP1K8-lzWOzp,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215848,ocds-lcuori-215848/2-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-222291,ocds-lcuori-222291/2-contract,nz0ARy,Secretaria de Relaciones Exteriores y Cooperacion Internac.,nz0ARy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222291,ocds-lcuori-222291/2-contract,nz0ARy-byP1K8,GERENCIA CENTRAL,nz0ARy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222291,ocds-lcuori-222291/2-contract,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA,nz0ARy-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222291,ocds-lcuori-222291/2-contract,HN-RTN-08029995001549,K-DIPROVA,08029995001549,HN-RTN,supplier,Honduras,"Col America calle principal contiguo a estadio Los Angeles centro comercial DiprovaFrancisco Morazan, Distrito Central",K DISTRIBUIDORA DE PRODUCTOS VARIOS S.A. DE C.V. ,Leonel Saleh Kafati Bichara,9500-1004,supermercadodiprova@kdiprova.com,-
ocds-lcuori-222292,ocds-lcuori-222292/3-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222292,ocds-lcuori-222292/3-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222292,ocds-lcuori-222292/3-contract,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO,BzXX7z-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222292,ocds-lcuori-222292/3-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-215852,ocds-lcuori-215852/2-contract,NzBkRy,Universidad Pedagogica Nacional Francisco Morazan,NzBkRy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215852,ocds-lcuori-215852/2-contract,NzBkRy-byP1K8,GERENCIA CENTRAL,NzBkRy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215852,ocds-lcuori-215852/2-contract,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA,NzBkRy-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215852,ocds-lcuori-215852/2-contract,HN-RTN-08019995390633,CASH BUSINESS S DE R.L.,08019995390633,HN-RTN,supplier,Honduras,"Colonia Florencia Sur ,Boulevard Suyapa,Edificio Color Rojo y Azul.Francisco Morazan, Distrito Central",CASH BUSINESS S DE R.L.,Carlos Roberto  Arias Banegas,2239-0041,carlos.arias@cash-business.net,2239-0760
ocds-lcuori-222298,ocds-lcuori-222298/2-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222298,ocds-lcuori-222298/2-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222298,ocds-lcuori-222298/2-contract,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO,BzXX7z-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222298,ocds-lcuori-222298/2-contract,HN-RTN-08131974001970,DIREVA ,08131974001970,HN-RTN,supplier,Honduras,"Hato de Enmedio, Calle Principal, sector 5, bloque 93 Casa 3, frente a barberia Ivan
Distrito Central , Francisco Morazan , HondurasFrancisco Morazan, Distrito Central",Distribuciones y Representaciones Varias ,Ronal Saul  Ramos ,2255-1040,direva01@yahoo.com / direva01@gmail.com,-
ocds-lcuori-215853,ocds-lcuori-215853/2-contract,NzBkRy,Universidad Pedagogica Nacional Francisco Morazan,NzBkRy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215853,ocds-lcuori-215853/2-contract,NzBkRy-byP1K8,GERENCIA CENTRAL,NzBkRy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215853,ocds-lcuori-215853/2-contract,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA,NzBkRy-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215853,ocds-lcuori-215853/2-contract,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.,05019995108892,HN-RTN,supplier,Honduras,"barrio guamilito,3 calle,6 avenida,san pedro sula cortes,Cortes, San Pedro Sula",Accesorios Para Computadoras y Oficinas S .A de C.V.,Eduardo Ictech Neno /Gary Raul Vallejo Paiz/ Luis Alberto Villela Reyes/ Joel Wilberto Perla Alvarado,2561-6000,gerencia@acosa.com.hn,-
ocds-lcuori-222299,ocds-lcuori-222299/2-contract,6y6kKW,Instituto Hondure?o de Geologia y Minas,6y6kKW,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222299,ocds-lcuori-222299/2-contract,6y6kKW-byP1K8,GERENCIA_CENTRAL,6y6kKW-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222299,ocds-lcuori-222299/2-contract,6y6kKW-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA,6y6kKW-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222299,ocds-lcuori-222299/2-contract,HN-RTN-08019995383067,Supermercado Canton S de RL.,08019995383067,HN-RTN,supplier,Honduras,"barrio abajo avenidapaulino valladares calle el telegrafo fte coperativa elgaFrancisco Morazan, Distrito Central",Supermercado Canton S de RL.,Miguel Angel  Ham Chi ,2238-3032,bcanton@cablecolor.hn,-
ocds-lcuori-215854,ocds-lcuori-215854/2-contract,Dzn3Py,Secretaria de Seguridad,Dzn3Py,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215854,ocds-lcuori-215854/2-contract,Dzn3Py-byP1K8,GERENCIA CENTRAL,Dzn3Py-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215854,ocds-lcuori-215854/2-contract,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL,Dzn3Py-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215854,ocds-lcuori-215854/2-contract,HN-RTN-08019004002160,Leoplast S.de R.L,08019004002160,HN-RTN,supplier,Honduras,"Altos de Miraflores, tegucigalpa M.D.C.Francisco Morazan, Distrito Central",Leoplast S.de R.L,Jose Manuel Agurcia Matute,2221-2077,ventas@leoplasthn.com,-
ocds-lcuori-215855,ocds-lcuori-215855/2-contract,mKebrp,Comision Permanente de Contingencias,mKebrp,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215855,ocds-lcuori-215855/2-contract,mKebrp-byP1K8,GERENCIA CENTRAL,mKebrp-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215855,ocds-lcuori-215855/2-contract,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL,mKebrp-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215855,ocds-lcuori-215855/2-contract,HN-RTN-08019995390633,CASH BUSINESS S DE R.L.,08019995390633,HN-RTN,supplier,Honduras,"Colonia Florencia Sur ,Boulevard Suyapa,Edificio Color Rojo y Azul.Francisco Morazan, Distrito Central",CASH BUSINESS S DE R.L.,Carlos Roberto  Arias Banegas,2239-0041,carlos.arias@cash-business.net,2239-0760
ocds-lcuori-215856,ocds-lcuori-215856/2-contract,Dzn3Py,Secretaria de Seguridad,Dzn3Py,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215856,ocds-lcuori-215856/2-contract,Dzn3Py-byP1K8,GERENCIA CENTRAL,Dzn3Py-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215856,ocds-lcuori-215856/2-contract,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL,Dzn3Py-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-215856,ocds-lcuori-215856/2-contract,HN-RTN-08019004002160,Leoplast S.de R.L,08019004002160,HN-RTN,supplier,Honduras,"Altos de Miraflores, tegucigalpa M.D.C.Francisco Morazan, Distrito Central",Leoplast S.de R.L,Jose Manuel Agurcia Matute,2221-2077,ventas@leoplasthn.com,-
ocds-lcuori-222309,ocds-lcuori-222309/2-contract,Dzn3Py,Secretaria de Seguridad,Dzn3Py,X-HN-ONCAE-CE,buyer,,,,,,,
