ocid,id,tender/id,tender/documents/0/id,tender/documents/0/description,tender/documents/0/documentType,tender/documents/0/title,tender/documents/0/format,tender/documents/0/datePublished,tender/documents/0/url
ocds-lcuori-orvPDG-LP-006-HGA-2020-2,ocds-lcuori-orvPDG-LP-006-HGA-2020-2/2,orvPDG-LP-006-HGA-2020-2,145505,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T08:24:59.130000-06:00,http://h1.honducompras.gob.hn/Docs/Lic95LP-006-HGA-2020201-PliegooTerminosdeReferencia.docx
ocds-lcuori-gGyM4G-PCCMB-247-SBCC-CF-12-2020-2,ocds-lcuori-gGyM4G-PCCMB-247-SBCC-CF-12-2020-2/4,gGyM4G-PCCMB-247-SBCC-CF-12-2020-2,145506,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-02-24T08:58:46.277000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1138PCCMB-247-SBCC-CF-12-2020100-AvisodePrensa.pdf
ocds-lcuori-gGyM4G-PCCMB-247-SBCC-CF-12-2020-2,ocds-lcuori-gGyM4G-PCCMB-247-SBCC-CF-12-2020-2/4,gGyM4G-PCCMB-247-SBCC-CF-12-2020-2,146488,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-03-18T12:32:06.970000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1138PCCMB-247-SBCC-CF-12-2020401-EnmiendaoAdendum.pdf
ocds-lcuori-gGyM4G-PCCMB-247-SBCC-CF-12-2020-2,ocds-lcuori-gGyM4G-PCCMB-247-SBCC-CF-12-2020-2/4,gGyM4G-PCCMB-247-SBCC-CF-12-2020-2,146749,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-04-06T18:41:52.150000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1138PCCMB-247-SBCC-CF-12-2020402-EnmiendaoAdendum.pdf
ocds-lcuori-orvPDG-LP-007-HGA-2020-2,ocds-lcuori-orvPDG-LP-007-HGA-2020-2/2,orvPDG-LP-007-HGA-2020-2,145507,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T09:44:55.423000-06:00,http://h1.honducompras.gob.hn/Docs/Lic95LP-007-HGA-2020100-AvisodePrensa.docx
ocds-lcuori-orvPDG-LP-007-HGA-2020-2,ocds-lcuori-orvPDG-LP-007-HGA-2020-2/2,orvPDG-LP-007-HGA-2020-2,145509,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T09:45:23.010000-06:00,http://h1.honducompras.gob.hn/Docs/Lic95LP-007-HGA-2020200-PliegooTerminosdeReferencia.docx
ocds-lcuori-7GX4eG-LPN-INE-FN-002-2020-2,ocds-lcuori-7GX4eG-LPN-INE-FN-002-2020-2/3,7GX4eG-LPN-INE-FN-002-2020-2,144617,Aviso de Prensa,tenderNotice,Aviso de Prensa,image/jpeg,2020-01-21T10:39:28.837000-06:00,http://h1.honducompras.gob.hn/Docs/Lic159LPN-INE-FN-002-2020101-AvisodePrensa.jpg
ocds-lcuori-7GX4eG-LPN-INE-FN-002-2020-2,ocds-lcuori-7GX4eG-LPN-INE-FN-002-2020-2/3,7GX4eG-LPN-INE-FN-002-2020-2,144624,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-01-21T14:21:18.160000-06:00,http://h1.honducompras.gob.hn/Docs/Lic159LPN-INE-FN-002-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7GX4eG-LPN-INE-FN-002-2020-2,ocds-lcuori-7GX4eG-LPN-INE-FN-002-2020-2/3,7GX4eG-LPN-INE-FN-002-2020-2,145958,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-05T09:51:03.960000-06:00,http://h1.honducompras.gob.hn/Docs/Lic159LPN-INE-FN-002-2020602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-7GX4eG-LPN-INE-FN-003-2020-2,ocds-lcuori-7GX4eG-LPN-INE-FN-003-2020-2/3,7GX4eG-LPN-INE-FN-003-2020-2,144618,Aviso de Prensa,tenderNotice,Aviso de Prensa,image/jpeg,2020-01-21T10:44:47.110000-06:00,http://h1.honducompras.gob.hn/Docs/Lic159LPN-INE-FN-003-2020100-AvisodePrensa.jpg
ocds-lcuori-7GX4eG-LPN-INE-FN-003-2020-2,ocds-lcuori-7GX4eG-LPN-INE-FN-003-2020-2/3,7GX4eG-LPN-INE-FN-003-2020-2,144625,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-01-21T14:24:11.757000-06:00,http://h1.honducompras.gob.hn/Docs/Lic159LPN-INE-FN-003-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7GX4eG-LPN-INE-FN-003-2020-2,ocds-lcuori-7GX4eG-LPN-INE-FN-003-2020-2/3,7GX4eG-LPN-INE-FN-003-2020-2,145961,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-05T09:56:59.110000-06:00,http://h1.honducompras.gob.hn/Docs/Lic159LPN-INE-FN-003-2020602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,144620,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-01-21T11:19:46.047000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019100-AvisodePrensa.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,144621,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-01-21T11:21:10.483000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,144819,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-01-27T15:42:45.303000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019402-EnmiendaoAdendum.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145370,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-02-19T09:24:34.450000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019403-EnmiendaoAdendum.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145426,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-02-20T15:03:13.983000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019404-EnmiendaoAdendum.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145694,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-02-28T11:08:51.387000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019407-EnmiendaoAdendum.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145695,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-02-28T12:02:11.837000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019407-EnmiendaoAdendum.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145842,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-03-03T11:46:21.430000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019407-EnmiendaoAdendum.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145691,Aclaratoria,clarifications,Aclaratoria,application/pdf,2020-02-28T10:10:37.170000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019507-Aclaratoria.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145692,Aclaratoria,clarifications,Aclaratoria,application/pdf,2020-02-28T10:13:56.830000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019506-Aclaratoria.pdf
ocds-lcuori-PGJALo-LPN-100-025-2019-2,ocds-lcuori-PGJALo-LPN-100-025-2019-2/6,PGJALo-LPN-100-025-2019-2,145897,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T11:59:45.030000-06:00,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-025-2019607-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-NLP5KG-CI 011 2020-2,ocds-lcuori-NLP5KG-CI 011 2020-2/2,NLP5KG-CI 011 2020-2,145517,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T11:06:37.073000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1122CI%20011%202020100-AvisodePrensa.docx
ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2,ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2/3,ZGqW9r-LPP-IPM-01-2020-2,144631,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-01-21T15:09:54.230000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPP-IPM-01-2020200-PliegooTerminosdeReferencia.doc
ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2,ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2/3,ZGqW9r-LPP-IPM-01-2020-2,145231,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-02-13T10:42:06.080000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPP-IPM-01-2020603-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2,ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2/3,ZGqW9r-LPP-IPM-01-2020-2,144632,Anexos al Pliego ,x_solicitationDocumentAnnexe,Anexos al Pliego ,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-01-21T15:10:11.890000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPP-IPM-01-20201401-AnexosalPliego.docx
ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2,ocds-lcuori-ZGqW9r-LPP-IPM-01-2020-2/3,ZGqW9r-LPP-IPM-01-2020-2,144633,Anexos al Pliego ,x_solicitationDocumentAnnexe,Anexos al Pliego ,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-01-21T15:10:19.770000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPP-IPM-01-20201402-AnexosalPliego.docx
ocds-lcuori-1RaEMR-LP-HJMG-008-2020-2,ocds-lcuori-1RaEMR-LP-HJMG-008-2020-2/3,1RaEMR-LP-HJMG-008-2020-2,144635,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-01-21T15:55:04.063000-06:00,http://h1.honducompras.gob.hn/Docs/Lic103LP-HJMG-008-2020100-AvisodePrensa.pdf
ocds-lcuori-1RaEMR-LP-HJMG-008-2020-2,ocds-lcuori-1RaEMR-LP-HJMG-008-2020-2/3,1RaEMR-LP-HJMG-008-2020-2,144636,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-01-21T15:55:26.400000-06:00,http://h1.honducompras.gob.hn/Docs/Lic103LP-HJMG-008-2020201-PliegooTerminosdeReferencia.doc
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,145522,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-02-24T13:34:18.927000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-2020100-AvisodePrensa.pdf
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,145523,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T13:34:39.697000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-2020201-PliegooTerminosdeReferencia.doc
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,146529,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-24T11:02:04.260000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-2020406-EnmiendaoAdendum.docx
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,146610,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-03-30T14:40:40.293000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-2020407-EnmiendaoAdendum.pdf
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,146611,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-03-30T14:41:13.857000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-2020407-EnmiendaoAdendum.pdf
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,146237,Aclaratoria,clarifications,Aclaratoria,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-11T13:48:57.127000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-2020504-Aclaratoria.docx
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,146238,Aclaratoria,clarifications,Aclaratoria,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-11T13:48:57.333000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-2020504-Aclaratoria.docx
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,145524,Anexos al Pliego ,x_solicitationDocumentAnnexe,Anexos al Pliego ,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T13:34:50.497000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-20201402-AnexosalPliego.docx
ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-04-2020-2/5,ZGqW9r-LPN-IPM-04-2020-2,145525,Anexos al Pliego ,x_solicitationDocumentAnnexe,Anexos al Pliego ,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2020-02-24T13:34:56.313000-06:00,http://h1.honducompras.gob.hn/Docs/Lic662LPN-IPM-04-20201403-AnexosalPliego.xlsx
ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-03-2020-2,ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-03-2020-2/3,mGE4eL-CPN-SEDECOAS-FHIS-03-2020-2,146239,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-11T13:49:46.680000-06:00,http://h1.honducompras.gob.hn/Docs/Lic742CPN-SEDECOAS-FHIS-03-2020101-AvisodePrensa.pdf
ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-03-2020-2,ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-03-2020-2/3,mGE4eL-CPN-SEDECOAS-FHIS-03-2020-2,145526,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T13:43:14.590000-06:00,http://h1.honducompras.gob.hn/Docs/Lic742CPN-SEDECOAS-FHIS-03-2020200-PliegooTerminosdeReferencia.doc
ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-02-2020-2,ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-02-2020-2/2,mGE4eL-CPN-SEDECOAS-FHIS-02-2020-2,145807,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-03T08:55:58.570000-06:00,http://h1.honducompras.gob.hn/Docs/Lic742CPN-SEDECOAS-FHIS-02-2020101-AvisodePrensa.pdf
ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-02-2020-2,ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-02-2020-2/2,mGE4eL-CPN-SEDECOAS-FHIS-02-2020-2,145529,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T13:52:23.073000-06:00,http://h1.honducompras.gob.hn/Docs/Lic742CPN-SEDECOAS-FHIS-02-2020200-PliegooTerminosdeReferencia.docx
ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2,ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2/3,mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2,145535,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-02-24T14:37:22.817000-06:00,http://h1.honducompras.gob.hn/Docs/Lic742CPN-SEDECOAS-FHIS-01-2020100-AvisodePrensa.pdf
ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2,ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2/3,mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2,145741,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-02T16:03:42.260000-06:00,http://h1.honducompras.gob.hn/Docs/Lic742CPN-SEDECOAS-FHIS-01-2020102-AvisodePrensa.pdf
ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2,ocds-lcuori-mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2/3,mGE4eL-CPN-SEDECOAS-FHIS-01-2020-2,145536,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T14:41:58.670000-06:00,http://h1.honducompras.gob.hn/Docs/Lic742CPN-SEDECOAS-FHIS-01-2020201-PliegooTerminosdeReferencia.docx
ocds-lcuori-orvkNL-LPN No.39-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.39-2019-SEAF-UNAH-2/3,orvkNL-LPN No.39-2019-SEAF-UNAH-2,145539,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-02-24T15:21:25.490000-06:00,http://h1.honducompras.gob.hn/Docs/Lic907LPN%20No.39-2019-SEAF-UNAH100-AvisodePrensa.pdf
ocds-lcuori-orvkNL-LPN No.39-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.39-2019-SEAF-UNAH-2/3,orvkNL-LPN No.39-2019-SEAF-UNAH-2,145561,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-02-25T08:55:21.567000-06:00,http://h1.honducompras.gob.hn/Docs/Lic907LPN%20No.39-2019-SEAF-UNAH201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-orvkNL-LPN No.39-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.39-2019-SEAF-UNAH-2/3,orvkNL-LPN No.39-2019-SEAF-UNAH-2,146818,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-04-10T11:17:58.820000-06:00,http://h1.honducompras.gob.hn/Docs/Lic907LPN%20No.39-2019-SEAF-UNAH402-EnmiendaoAdendum.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2/4,7GX7XL-GESALUD-BID 4619-EI 001-2020-2,144220,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-01-08T14:17:39.950000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20001-2020100-AvisodePrensa.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2/4,7GX7XL-GESALUD-BID 4619-EI 001-2020-2,144222,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-01-08T14:18:42.887000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20001-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2/4,7GX7XL-GESALUD-BID 4619-EI 001-2020-2,144223,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-01-08T14:18:55.420000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20001-2020202-PliegooTerminosdeReferencia.docx
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2/4,7GX7XL-GESALUD-BID 4619-EI 001-2020-2,144649,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-01-22T12:37:22.243000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20001-2020403-EnmiendaoAdendum.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2/4,7GX7XL-GESALUD-BID 4619-EI 001-2020-2,144655,Aclaratoria,clarifications,Aclaratoria,application/pdf,2020-01-22T15:19:17.440000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20001-2020504-Aclaratoria.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 001-2020-2/4,7GX7XL-GESALUD-BID 4619-EI 001-2020-2,145520,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-02-24T12:15:27.010000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20001-2020605-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-gGyM4G-PCCMB-221-3CV-CI-01-2020-2,ocds-lcuori-gGyM4G-PCCMB-221-3CV-CI-01-2020-2/2,gGyM4G-PCCMB-221-3CV-CI-01-2020-2,145543,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-02-24T15:33:10.083000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1138PCCMB-221-3CV-CI-01-2020200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-vGZWNR-CD-IHSS-01-2020-2,ocds-lcuori-vGZWNR-CD-IHSS-01-2020-2/3,vGZWNR-CD-IHSS-01-2020-2,144641,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-01-22T07:50:59.607000-06:00,http://h1.honducompras.gob.hn/Docs/Lic117CD-IHSS-01-2020100-AvisodePrensa.PDF
ocds-lcuori-vGZWNR-CD-IHSS-01-2020-2,ocds-lcuori-vGZWNR-CD-IHSS-01-2020-2/3,vGZWNR-CD-IHSS-01-2020-2,144642,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-01-22T07:51:18.170000-06:00,http://h1.honducompras.gob.hn/Docs/Lic117CD-IHSS-01-2020201-PliegooTerminosdeReferencia.PDF
ocds-lcuori-vGZWNR-CD-IHSS-01-2020-2,ocds-lcuori-vGZWNR-CD-IHSS-01-2020-2/3,vGZWNR-CD-IHSS-01-2020-2,145023,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-02-05T14:27:22.407000-06:00,http://h1.honducompras.gob.hn/Docs/Lic117CD-IHSS-01-2020602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-NLP5KG-CI 012 2020-2,ocds-lcuori-NLP5KG-CI 012 2020-2/2,NLP5KG-CI 012 2020-2,145544,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-02-24T15:38:40.033000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1122CI%20012%202020100-AvisodePrensa.docx
ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2,ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2/4,MrMPYR-LPN-CNBS-01-2020-2,145555,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-02-24T16:34:09.410000-06:00,http://h1.honducompras.gob.hn/Docs/Lic140LPN-CNBS-01-2020100-AvisodePrensa.pdf
ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2,ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2/4,MrMPYR-LPN-CNBS-01-2020-2,145562,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-02-25T09:21:27.493000-06:00,http://h1.honducompras.gob.hn/Docs/Lic140LPN-CNBS-01-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2,ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2/4,MrMPYR-LPN-CNBS-01-2020-2,146669,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-04-02T16:04:57.593000-06:00,http://h1.honducompras.gob.hn/Docs/Lic140LPN-CNBS-01-2020403-EnmiendaoAdendum.pdf
ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2,ocds-lcuori-MrMPYR-LPN-CNBS-01-2020-2/4,MrMPYR-LPN-CNBS-01-2020-2,146639,Aclaratoria,clarifications,Aclaratoria,application/pdf,2020-04-01T07:23:59.567000-06:00,http://h1.honducompras.gob.hn/Docs/Lic140LPN-CNBS-01-2020502-Aclaratoria.pdf
