ocid,id,buyer/id,buyer/name,language,tender/id,tender/procurementMethod,tender/statusDetails,tender/tenderPeriod/endDate,tender/tenderPeriod/startDate,tender/enquiryPeriod/endDate,tender/enquiryPeriod/startDate,tender/title,tender/localProcurementCategory,tender/status,tender/procurementMethodDetails,tender/datePublished,tender/procuringEntity/id,tender/procuringEntity/name,tag,date,initiationType,publisher/name,tender/description,tender/mainProcurementCategory,planning/budget/id,tender/additionalProcurementCategories
ocds-lcuori-PR8ooG-CM-39-CONAPID-2020-1,ocds-lcuori-PR8ooG-CM-39-CONAPID-2020-1/3,PR8ooG-NrdqVL,Unidad Central,es,PR8ooG-CM-39-CONAPID-2020-1,open,Adjudicado,2020-02-18T15:38:00-06:00,2020-02-17T15:38:00-06:00,2020-02-18T15:38:00-06:00,2020-02-17T15:38:00-06:00,CM-39-CONAPID-2020,goodsOrServices,complete,Compra Menor,2020-02-17T15:38:56.503000-06:00,PR8ooG-NrdqVL,Unidad Central,tender;award,2020-02-17T15:38:56.503000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-004-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-004-2020-1/4,4LOV1r-4LOe9R,Unidad Ejecutora 01,es,4LOV1r-DICTA FUENTE 11-CM-MD-004-2020-1,open,Adjudicado,2020-02-24T09:16:00-06:00,2020-02-18T09:16:00-06:00,2020-02-24T09:16:00-06:00,2020-02-18T09:16:00-06:00,DICTA FUENTE 11-CM-MD-004-2020,goodsOrServices,complete,Compra Menor,2020-02-18T09:16:45.060000-06:00,4LOV1r-4LOe9R,Unidad Ejecutora 01,tender;award;contract,2020-02-18T09:16:45.060000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,4LOV1r-DICTA FUENTE 11-CM-MD-004-2020-1,
ocds-lcuori-8L4YaG-CM-0031-INA-2020-1,ocds-lcuori-8L4YaG-CM-0031-INA-2020-1/1,8L4YaG-KLgNr8,Unidad Central,es,8L4YaG-CM-0031-INA-2020-1,open,Elaboración,2020-03-25T11:12:00-06:00,2020-03-23T11:12:00-06:00,2020-03-25T11:12:00-06:00,2020-03-23T11:12:00-06:00,CM-0031-INA-2020,goodsOrServices,planned,Compra Menor,2020-03-16T11:13:05.130000-06:00,8L4YaG-KLgNr8,Unidad Central,tender,2020-03-16T11:13:05.130000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmXXr-CM-I-003-2020-1,ocds-lcuori-2LmXXr-CM-I-003-2020-1/3,2LmXXr-DL9wKR,Gerencia Administrativa,es,2LmXXr-CM-I-003-2020-1,open,Adjudicado,2020-02-21T10:40:00-06:00,2020-02-19T10:18:00-06:00,2020-02-21T10:40:00-06:00,2020-02-19T10:18:00-06:00,CM-I-003-2020,goodsOrServices,complete,Compra Menor,2020-02-19T10:18:49.400000-06:00,2LmXXr-DL9wKR,Gerencia Administrativa,tender;award,2020-02-19T10:18:49.400000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-gRNDyL-003-03-2020-1,ocds-lcuori-gRNDyL-003-03-2020-1/3,gRNDyL-mrYzL9,Región Departamental de Salud de Comayagua No.3,es,gRNDyL-003-03-2020-1,open,Fracasados,2020-02-19T03:00:00-06:00,2020-02-17T08:00:00-06:00,2020-02-19T03:00:00-06:00,2020-02-17T08:00:00-06:00,003-03-2020,goodsOrServices,unsuccessful,Compra Menor,2020-02-19T10:21:48.717000-06:00,gRNDyL-mrYzL9,Región Departamental de Salud de Comayagua No.3,tender,2020-02-19T10:21:48.717000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-gRNDyL-004-03-2020-1,ocds-lcuori-gRNDyL-004-03-2020-1/3,gRNDyL-mrYzL9,Región Departamental de Salud de Comayagua No.3,es,gRNDyL-004-03-2020-1,open,Fracasados,2020-02-19T15:00:00-06:00,2020-02-17T08:00:00-06:00,2020-02-19T15:00:00-06:00,2020-02-17T08:00:00-06:00,004-03-2020,goodsOrServices,unsuccessful,Compra Menor,2020-02-19T10:35:50.840000-06:00,gRNDyL-mrYzL9,Región Departamental de Salud de Comayagua No.3,tender,2020-02-19T10:35:50.840000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmXXr-CM-I-004B-2020-1,ocds-lcuori-2LmXXr-CM-I-004B-2020-1/3,2LmXXr-DL9wKR,Gerencia Administrativa,es,2LmXXr-CM-I-004B-2020-1,open,Recepción de Ofertas,2020-02-21T11:20:00-06:00,2020-02-19T11:18:00-06:00,2020-02-21T11:20:00-06:00,2020-02-19T11:18:00-06:00,CM-I-004B-2020,goodsOrServices,active,Compra Menor,2020-02-19T11:18:46.313000-06:00,2LmXXr-DL9wKR,Gerencia Administrativa,tender,2020-02-19T11:18:46.313000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-8L4YaG-CM-0032-INA-2020-1,ocds-lcuori-8L4YaG-CM-0032-INA-2020-1/1,8L4YaG-KLgNr8,Unidad Central,es,8L4YaG-CM-0032-INA-2020-1,open,Elaboración,2020-03-25T11:14:00-06:00,2020-03-23T11:14:00-06:00,2020-03-25T11:14:00-06:00,2020-03-23T11:14:00-06:00,CM-0032-INA-2020,goodsOrServices,planned,Compra Menor,2020-03-16T11:14:57.583000-06:00,8L4YaG-KLgNr8,Unidad Central,tender,2020-03-16T11:14:57.583000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PR8Q5r-55-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-55-CM-IHT-2020-1/3,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,es,PR8Q5r-55-CM-IHT-2020-1,open,Fracasados,2020-02-19T14:45:00-06:00,2020-02-19T14:39:00-06:00,2020-02-19T14:45:00-06:00,2020-02-19T14:39:00-06:00,55-CM-IHT-2020,goodsOrServices,unsuccessful,Compra Menor,2020-02-19T14:40:48.900000-06:00,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,tender,2020-02-19T14:40:48.900000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PR8ooG-CM-40-CONAPID-2020-1,ocds-lcuori-PR8ooG-CM-40-CONAPID-2020-1/3,PR8ooG-NrdqVL,Unidad Central,es,PR8ooG-CM-40-CONAPID-2020-1,open,Adjudicado,2020-02-21T10:10:00-06:00,2020-02-20T11:10:00-06:00,2020-02-21T10:10:00-06:00,2020-02-20T11:10:00-06:00,CM-40-CONAPID-2020,goodsOrServices,complete,Compra Menor,2020-02-20T11:10:18.610000-06:00,PR8ooG-NrdqVL,Unidad Central,tender;award,2020-02-20T11:10:18.610000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-kG1PpL-CM-17-INPREUNAH-2020-1,ocds-lcuori-kG1PpL-CM-17-INPREUNAH-2020-1/3,kG1PpL-Er6M0R,Unidad Central,es,kG1PpL-CM-17-INPREUNAH-2020-1,open,Fracasados,2020-02-27T14:21:00-06:00,2020-02-20T14:21:00-06:00,2020-02-27T14:21:00-06:00,2020-02-20T14:21:00-06:00,CM-17-INPREUNAH-2020,goodsOrServices,unsuccessful,Compra Menor,2020-02-20T14:21:32.967000-06:00,kG1PpL-Er6M0R,Unidad Central,tender,2020-02-20T14:21:32.967000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PR8Q5r-56-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-56-CM-IHT-2020-1/6,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,es,PR8Q5r-56-CM-IHT-2020-1,open,Adjudicado,2020-02-24T15:24:00-06:00,2020-02-20T16:36:00-06:00,2020-02-24T15:24:00-06:00,2020-02-20T16:36:00-06:00,56-CM-IHT-2020,goodsOrServices,complete,Compra Menor,2020-02-20T16:37:15.037000-06:00,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,tender;award;contract,2020-02-20T16:37:15.037000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,PR8Q5r-56-CM-IHT-2020-1,
ocds-lcuori-PR8Q5r-58-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-58-CM-IHT-2020-1/6,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,es,PR8Q5r-58-CM-IHT-2020-1,open,Adjudicado,2020-02-26T16:25:00-06:00,2020-02-21T15:01:00-06:00,2020-02-26T16:25:00-06:00,2020-02-21T15:01:00-06:00,58-CM-IHT-2020,goodsOrServices,complete,Compra Menor,2020-02-21T15:02:07.430000-06:00,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,tender;award;contract,2020-02-21T15:02:07.430000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,PR8Q5r-58-CM-IHT-2020-1,
ocds-lcuori-8L4YaG-CM-0033-INA-2020-1,ocds-lcuori-8L4YaG-CM-0033-INA-2020-1/1,8L4YaG-KLgNr8,Unidad Central,es,8L4YaG-CM-0033-INA-2020-1,open,Elaboración,2020-03-25T11:18:00-06:00,2020-03-23T11:17:00-06:00,2020-03-25T11:18:00-06:00,2020-03-23T11:17:00-06:00,CM-0033-INA-2020,goodsOrServices,planned,Compra Menor,2020-03-16T11:18:11.427000-06:00,8L4YaG-KLgNr8,Unidad Central,tender,2020-03-16T11:18:11.427000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-yRlnPL-CM-003-UPNFM-SPS-2020-1,ocds-lcuori-yRlnPL-CM-003-UPNFM-SPS-2020-1/3,yRlnPL-JLKxGl,Proveeduría Centro Regional SPS,es,yRlnPL-CM-003-UPNFM-SPS-2020-1,open,Adjudicado,2020-02-27T20:25:00-06:00,2020-02-21T20:25:00-06:00,2020-02-27T20:25:00-06:00,2020-02-21T20:25:00-06:00,CM-003-UPNFM-SPS-2020,goodsOrServices,complete,Compra Menor,2020-02-21T20:25:57.817000-06:00,yRlnPL-JLKxGl,Proveeduría Centro Regional SPS,tender;award,2020-02-21T20:25:57.817000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-8L4YaG-CM-0034-INA-2020-1,ocds-lcuori-8L4YaG-CM-0034-INA-2020-1/1,8L4YaG-KLgNr8,Unidad Central,es,8L4YaG-CM-0034-INA-2020-1,open,Elaboración,2020-03-25T11:21:00-06:00,2020-03-23T11:21:00-06:00,2020-03-25T11:21:00-06:00,2020-03-23T11:21:00-06:00,CM-0034-INA-2020,goodsOrServices,planned,Compra Menor,2020-03-16T11:21:34.740000-06:00,8L4YaG-KLgNr8,Unidad Central,tender,2020-03-16T11:21:34.740000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-kG1PpL-CM-019-INPREUNAH-2020-1,ocds-lcuori-kG1PpL-CM-019-INPREUNAH-2020-1/3,kG1PpL-Er6M0R,Unidad Central,es,kG1PpL-CM-019-INPREUNAH-2020-1,open,Fracasados,2020-02-27T10:17:00-06:00,2020-02-24T10:16:00-06:00,2020-02-27T10:17:00-06:00,2020-02-24T10:16:00-06:00,CM-019-INPREUNAH-2020,goodsOrServices,unsuccessful,Compra Menor,2020-02-24T10:17:03.847000-06:00,kG1PpL-Er6M0R,Unidad Central,tender,2020-02-24T10:17:03.847000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-NLPAVG-2020-032-FN-INAM-1,ocds-lcuori-NLPAVG-2020-032-FN-INAM-1/3,NLPAVG-ERpqPr,Unidad Central,es,NLPAVG-2020-032-FN-INAM-1,open,Fracasados,2020-03-13T10:41:00-06:00,2020-02-26T10:40:00-06:00,2020-03-13T10:41:00-06:00,2020-02-26T10:40:00-06:00,2020-032-FN-INAM,goodsOrServices,unsuccessful,Compra Menor,2020-02-26T10:41:46.007000-06:00,NLPAVG-ERpqPr,Unidad Central,tender,2020-02-26T10:41:46.007000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2Lmz0G-CM-020-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-020-BNP-2020-1/3,2Lmz0G-JL7nrj,Unidad Central,es,2Lmz0G-CM-020-BNP-2020-1,open,Adjudicado,2020-02-27T08:00:00-06:00,2020-02-26T15:03:00-06:00,2020-02-27T08:00:00-06:00,2020-02-26T15:03:00-06:00,CM-020-BNP-2020,goodsOrServices,complete,Compra Menor,2020-02-26T15:04:03.083000-06:00,2Lmz0G-JL7nrj,Unidad Central,tender;award;contract,2020-02-26T15:04:03.083000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,2Lmz0G-CM-020-BNP-2020-1,
ocds-lcuori-8L4YaG-CM-0035-INA-2020-1,ocds-lcuori-8L4YaG-CM-0035-INA-2020-1/1,8L4YaG-KLgNr8,Unidad Central,es,8L4YaG-CM-0035-INA-2020-1,open,Elaboración,2020-03-25T11:23:00-06:00,2020-03-23T11:23:00-06:00,2020-03-25T11:23:00-06:00,2020-03-23T11:23:00-06:00,CM-0035-INA-2020,goodsOrServices,planned,Compra Menor,2020-03-16T11:23:38.580000-06:00,8L4YaG-KLgNr8,Unidad Central,tender,2020-03-16T11:23:38.580000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PLeQ0L-CM-MEP-244-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-244-2020-1/3,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-244-2020-1,open,Adjudicado,2020-03-03T15:47:00-06:00,2020-02-26T15:47:00-06:00,2020-03-03T15:47:00-06:00,2020-02-26T15:47:00-06:00,CM-MEP-244-2020,goodsOrServices,complete,Compra Menor,2020-02-26T15:48:16.993000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender;award,2020-02-26T15:48:16.993000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-oLjYzr-CM-051-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-051-MSFYC-2020-1/4,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,es,oLjYzr-CM-051-MSFYC-2020-1,open,Adjudicado,2020-02-27T16:59:00-06:00,2020-02-26T16:59:00-06:00,2020-02-27T16:59:00-06:00,2020-02-26T16:59:00-06:00,CM-051-MSFYC-2020,goodsOrServices,complete,Compra Menor,2020-02-26T16:59:18.787000-06:00,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,tender;award;contract,2020-02-26T16:59:18.787000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,oLjYzr-CM-051-MSFYC-2020-1,
ocds-lcuori-PLeQ0L-CM-MEP-266-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-266-2020-1/3,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-266-2020-1,open,Adjudicado,2020-03-05T15:21:00-06:00,2020-03-02T15:21:00-06:00,2020-03-05T15:21:00-06:00,2020-03-02T15:21:00-06:00,CM-MEP-266-2020,goodsOrServices,complete,Compra Menor,2020-03-02T15:21:51.033000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender;award,2020-03-02T15:21:51.033000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PLeQ0L-CM-MEP-270-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-270-2020-1/2,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-270-2020-1,open,Fracasados,2020-03-06T09:55:00-06:00,2020-03-03T09:55:00-06:00,2020-03-06T09:55:00-06:00,2020-03-03T09:55:00-06:00,CM-MEP-270-2020,goodsOrServices,unsuccessful,Compra Menor,2020-03-03T09:56:01.337000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender,2020-03-03T09:56:01.337000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PLeQ0L-CM-MEP-271-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-271-2020-1/2,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-271-2020-1,open,Fracasados,2020-03-06T09:58:00-06:00,2020-03-03T09:58:00-06:00,2020-03-06T09:58:00-06:00,2020-03-03T09:58:00-06:00,CM-MEP-271-2020,goodsOrServices,unsuccessful,Compra Menor,2020-03-03T09:58:44.900000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender,2020-03-03T09:58:44.900000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PGJpAr-004-2020-2,ocds-lcuori-PGJpAr-004-2020-2/2,PGJpAr-mrYzL9,Región Departamental de Salud de Copán No. 4,es,PGJpAr-004-2020-2,open,Recepción de Ofertas,2020-03-19T11:23:00-06:00,2020-03-16T11:23:00-06:00,2020-03-19T11:23:00-06:00,2020-03-16T11:23:00-06:00,004-2020,goodsOrServices,active,Licitación privada,2020-03-16T11:25:26.247000-06:00,PGJpAr-mrYzL9,Región Departamental de Salud de Copán No. 4,tender,2020-03-16T11:25:26.247000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,39530 material medico quirúrgico menor,goods,PGJpAr-004-2020-2,services
ocds-lcuori-PLeQ0L-CM-MEP-272-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-272-2020-1/2,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-272-2020-1,open,Adjudicado,2020-03-06T10:19:00-06:00,2020-03-03T10:18:00-06:00,2020-03-06T10:19:00-06:00,2020-03-03T10:18:00-06:00,CM-MEP-272-2020,goodsOrServices,complete,Compra Menor,2020-03-03T10:20:26.237000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender;award,2020-03-03T10:20:26.237000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-lRo9xL-2020/19-007-1,ocds-lcuori-lRo9xL-2020/19-007-1/2,lRo9xL-mrYzL9,Hospital Puerto Cortes,es,lRo9xL-2020/19-007-1,open,Recepción de Ofertas,2020-03-06T12:00:00-06:00,2020-03-03T08:00:00-06:00,2020-03-06T12:00:00-06:00,2020-03-03T08:00:00-06:00,2020/19-007,goodsOrServices,active,Compra Menor,2020-03-03T18:15:27.563000-06:00,lRo9xL-mrYzL9,Hospital Puerto Cortes,tender,2020-03-03T18:15:27.563000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-lRo9xL-2020/19-009-1,ocds-lcuori-lRo9xL-2020/19-009-1/2,lRo9xL-mrYzL9,Hospital Puerto Cortes,es,lRo9xL-2020/19-009-1,open,Recepción de Ofertas,2020-03-06T12:00:00-06:00,2020-03-03T08:00:00-06:00,2020-03-06T12:00:00-06:00,2020-03-03T08:00:00-06:00,2020/19-009,goodsOrServices,active,Compra Menor,2020-03-03T18:17:19.700000-06:00,lRo9xL-mrYzL9,Hospital Puerto Cortes,tender,2020-03-03T18:17:19.700000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-Zr56vL-Cot.000090-2020-1,ocds-lcuori-Zr56vL-Cot.000090-2020-1/2,Zr56vL-jRDdVR,Unidad Central,es,Zr56vL-Cot.000090-2020-1,open,Adjudicado,2020-03-09T08:26:00-06:00,2020-03-05T08:25:00-06:00,2020-03-09T08:26:00-06:00,2020-03-05T08:25:00-06:00,Cot.000090-2020,goodsOrServices,complete,Compra Menor,2020-03-05T08:25:20.380000-06:00,Zr56vL-jRDdVR,Unidad Central,tender;award,2020-03-05T08:25:20.380000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-Zr56vL-Cot.000092-2020-1,ocds-lcuori-Zr56vL-Cot.000092-2020-1/2,Zr56vL-jRDdVR,Unidad Central,es,Zr56vL-Cot.000092-2020-1,open,Adjudicado,2020-03-09T08:29:00-06:00,2020-03-05T08:28:00-06:00,2020-03-09T08:29:00-06:00,2020-03-05T08:28:00-06:00,Cot.000092-2020,goodsOrServices,complete,Compra Menor,2020-03-05T08:28:46.550000-06:00,Zr56vL-jRDdVR,Unidad Central,tender;award,2020-03-05T08:28:46.550000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-Zr56vL-Cot.000095-2020-1,ocds-lcuori-Zr56vL-Cot.000095-2020-1/2,Zr56vL-jRDdVR,Unidad Central,es,Zr56vL-Cot.000095-2020-1,open,Adjudicado,2020-03-09T08:32:00-06:00,2020-03-05T08:31:00-06:00,2020-03-09T08:32:00-06:00,2020-03-05T08:31:00-06:00,Cot.000095-2020,goodsOrServices,complete,Compra Menor,2020-03-05T08:31:24.720000-06:00,Zr56vL-jRDdVR,Unidad Central,tender;award,2020-03-05T08:31:24.720000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PLeQ0L-CM-MEP-282-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-282-2020-1/2,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-282-2020-1,open,Recepción de Ofertas,2020-03-12T14:54:00-06:00,2020-03-05T14:52:00-06:00,2020-03-12T14:54:00-06:00,2020-03-05T14:52:00-06:00,CM-MEP-282-2020,goodsOrServices,active,Compra Menor,2020-03-05T14:54:54.087000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender,2020-03-05T14:54:54.087000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PLeQ0L-CM-MEP-283-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-283-2020-1/2,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-283-2020-1,open,Recepción de Ofertas,2020-03-11T15:05:00-06:00,2020-03-05T15:05:00-06:00,2020-03-11T15:05:00-06:00,2020-03-05T15:05:00-06:00,CM-MEP-283-2020,goodsOrServices,active,Compra Menor,2020-03-05T15:05:58.917000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender,2020-03-05T15:05:58.917000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-DRWKwR-35-INADI-2020-1,ocds-lcuori-DRWKwR-35-INADI-2020-1/2,DRWKwR-mrYzL9,Instituto Nacional del Diabiético,es,DRWKwR-35-INADI-2020-1,open,Recepción de Ofertas,2020-03-12T15:48:00-06:00,2020-03-05T15:47:00-06:00,2020-03-12T15:48:00-06:00,2020-03-05T15:47:00-06:00,35-INADI-2020,goodsOrServices,active,Compra Menor,2020-03-05T15:48:25.730000-06:00,DRWKwR-mrYzL9,Instituto Nacional del Diabiético,tender,2020-03-05T15:48:25.730000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-XRbOkr-CS-CSJ-2020-0209-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0209-1/2,XRbOkr-gRNyG6,Compras y Suministros,es,XRbOkr-CS-CSJ-2020-0209-1,open,Elaboración,2020-03-20T17:44:00-06:00,2020-01-13T17:44:00-06:00,2020-03-20T17:44:00-06:00,2020-01-13T17:44:00-06:00,CS-CSJ-2020-0209,goodsOrServices,planned,Compra Menor,2020-03-05T17:43:49.170000-06:00,XRbOkr-gRNyG6,Compras y Suministros,tender,2020-03-05T17:43:49.170000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PLeQ0L-CM-MEP-284-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-284-2020-1/2,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,es,PLeQ0L-CM-MEP-284-2020-1,open,Recepción de Ofertas,2020-03-11T13:10:00-06:00,2020-03-06T08:36:00-06:00,2020-03-11T13:10:00-06:00,2020-03-06T08:36:00-06:00,CM-MEP-284-2020,goodsOrServices,active,Compra Menor,2020-03-06T08:37:15.930000-06:00,PLeQ0L-yRlxYR,Alcaldía Municipal de El Progreso ,tender,2020-03-06T08:37:15.930000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-kR2paL-38-004-2020-1,ocds-lcuori-kR2paL-38-004-2020-1/2,kR2paL-mrYzL9,Región Departamental de Salud de Intibucá No.10,es,kR2paL-38-004-2020-1,open,Fracasados,2020-03-09T09:41:00-06:00,2020-03-06T09:41:00-06:00,2020-03-09T09:41:00-06:00,2020-03-06T09:41:00-06:00,38-004-2020,goodsOrServices,unsuccessful,Compra Menor,2020-03-06T09:41:16.773000-06:00,kR2paL-mrYzL9,Región Departamental de Salud de Intibucá No.10,tender,2020-03-06T09:41:16.773000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-7GXEMR-SENPRENDE-CM-0016-2020-1,ocds-lcuori-7GXEMR-SENPRENDE-CM-0016-2020-1/2,7GXEMR-7G31vr,Unidad Central,es,7GXEMR-SENPRENDE-CM-0016-2020-1,open,Elaboración,2020-03-09T10:30:00-06:00,2020-03-06T10:30:00-06:00,2020-03-09T10:30:00-06:00,2020-03-06T10:30:00-06:00,SENPRENDE-CM-0016-2020,goodsOrServices,planned,Compra Menor,2020-03-06T10:30:13.233000-06:00,7GXEMR-7G31vr,Unidad Central,tender,2020-03-06T10:30:13.233000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PGJpAr-005-2020-2,ocds-lcuori-PGJpAr-005-2020-2/2,PGJpAr-mrYzL9,Región Departamental de Salud de Copán No. 4,es,PGJpAr-005-2020-2,open,Recepción de Ofertas,2020-03-19T11:25:00-06:00,2020-03-16T11:25:00-06:00,2020-03-19T11:25:00-06:00,2020-03-16T11:25:00-06:00,005-2020,goodsOrServices,active,Licitación privada,2020-03-16T11:27:08.770000-06:00,PGJpAr-mrYzL9,Región Departamental de Salud de Copán No. 4,tender,2020-03-16T11:27:08.770000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,39530 MATERIAL MEDICO QUIRURGICO MENOR,goods,PGJpAr-005-2020-2,services
