ocid,id,awards/0/id,awards/0/items/0/id,awards/0/items/0/description,awards/0/items/0/unit/name,awards/0/items/0/unit/value/amount,awards/0/items/0/quantity,awards/0/items/0/classification/id,awards/0/items/0/classification/description,awards/0/items/0/classification/scheme
ocds-lcuori-MLQqoL-comp 17-1,ocds-lcuori-MLQqoL-comp 17-1/4,MLQqoL-comp 17-1,MLQqoLcomp 171629094,1000 unidades de libretas de 1 materia,Unidad,0.0,1000.0,14111531,Libros o cuadernos de registro,UNSPSC
ocds-lcuori-MLQqoL-comp 17-1,ocds-lcuori-MLQqoL-comp 17-1/4,MLQqoL-comp 17-1,MLQqoLcomp 171629095,100 unidades de juegos geometricos ,Unidad,0.0,100.0,41111604,Reglas,UNSPSC
ocds-lcuori-Zr56vL-Cot.0007-2020-1,ocds-lcuori-Zr56vL-Cot.0007-2020-1/3,Zr56vL-Cot.0007-2020-1,Zr56vLCot.0007-20201625383,4 cinta de color para impresora de carnet ,Cada uno,2106.8,4.0,44103112,Cinta de tinta para impresora,UNSPSC
ocds-lcuori-Zr56vL-Cot.0007-2020-1,ocds-lcuori-Zr56vL-Cot.0007-2020-1/3,Zr56vL-Cot.0007-2020-1,Zr56vLCot.0007-20201625384,200 porta carnet ,Cada uno,28.2325,200.0,53102508,Brazalete,UNSPSC
ocds-lcuori-Zr56vL-Cot.0007-2020-1,ocds-lcuori-Zr56vL-Cot.0007-2020-1/3,Zr56vL-Cot.0007-2020-1,Zr56vLCot.0007-20201625385,200 cordon azul para porta carnet ,Cada uno,0.0,200.0,11162114,Tejidos o cintas de gancho y lazo,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627454,GALON DE DESODORANTE LIQUIDO PARA PISO,Cada uno,46.0,50.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627455,UNIDADES DE DESODORANTE AMBIENTAL LYSOL,Cada uno,161.575,60.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627460,BOLSA DE DETERGENTE INDUSTRIAL 5.5 LIBRAS,Cada uno,57.5,80.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627462,PARES DE GUANTES DE JARDINERIA TALLA L,Cada uno,25.3,30.0,47131503,Gamuza o guanterías lavables,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627464,UNIDADES DE MECHAS PARA TRAPEADOR NO. 20,Cada uno,43.7,40.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627466,UNIDADES DE PALO PARA TRAPEADOR,Cada uno,33.35,12.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627469,UNIDADES DE PANAS DE JABON PARA LAVAR LOZA DE 450 GRAMOS,Cada uno,23.0,30.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627471,ROLLOS DE PAPEL TOALLA,Cada uno,15.525,300.0,14111703,Toallas de papel,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627473,UNIDADES DE PASTES VERDES,Cada uno,5.75,30.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627474,PIEZA TOALLAS ULTRA SUAVES DE MICRO FIBRAS,Cada uno,18.4,40.0,14111703,Toallas de papel,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627475,BOTE DE VENENO EN SPRAY Y ( MOSCAS Y MOSQUITOS),Cada uno,78.2,100.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627476,UNIDAD DE AROMATIZANTE EN SPRAY,Cada uno,43.7,40.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627477,UNIDAD DE BASUREROS METAL GRANDE APERTURA DE PEDAL,Cada uno,273.7,20.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627480,BOTE CLORO EN POLVO,Cada uno,43.7,60.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143294-1,ocds-lcuori-JL7qER-1012143294-1/2,JL7qER-1012143294-1,JL7qER10121432941627481,UNIDAD DE LIMPIA VIDRIOS Y SUPERFICIES EN SPRAY,Cada uno,57.5,20.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-Zr56vL-Cot.000055-2020-1,ocds-lcuori-Zr56vL-Cot.000055-2020-1/3,Zr56vL-Cot.000055-2020-1,Zr56vLCot.000055-20201627478,"2 ROLOS DE PLASTICO NEGRO
",Cada uno,3795.0,2.0,13111201,Envolturas de polietileno,UNSPSC
ocds-lcuori-Zr56vL-Cot.000055-2020-1,ocds-lcuori-Zr56vL-Cot.000055-2020-1/3,Zr56vL-Cot.000055-2020-1,Zr56vLCot.000055-20201627482,85 ROLLOS DE CINTA VERDE,Cada uno,235.75,85.0,31191507,Cintas abrasivas,UNSPSC
ocds-lcuori-Zr56vL-Cot.000055-2020-1,ocds-lcuori-Zr56vL-Cot.000055-2020-1/3,Zr56vL-Cot.000055-2020-1,Zr56vLCot.000055-20201627487,8 METROS CUBICOS DE LADRILLO QUEBRADO,Cada uno,1069.5,8.0,31371107,Ladrillos formados,UNSPSC
ocds-lcuori-JL7qER-1012143280-1,ocds-lcuori-JL7qER-1012143280-1/2,JL7qER-1012143280-1,JL7qER10121432801627483,UNIDAD DE HIELERA DE 24 LITROS,Cada uno,1119.9965,1.0,41103022,Transporte o almacenamiento refrigerado,UNSPSC
ocds-lcuori-JL7qER-1012143280-01-1,ocds-lcuori-JL7qER-1012143280-01-1/2,JL7qER-1012143280-01-1,JL7qER1012143280-011627492,UNIDADES DE MANGOS PARA BISTURI,Cada uno,258.75,10.0,41122409,Herramientas de laboratorio,UNSPSC
ocds-lcuori-JL7qER-1012143280-01-1,ocds-lcuori-JL7qER-1012143280-01-1/2,JL7qER-1012143280-01-1,JL7qER1012143280-011627493,UNIDADES DE MANTAS CONTRA FUEGO,Cada uno,6254.85,7.0,41122409,Herramientas de laboratorio,UNSPSC
ocds-lcuori-ERpbkL-CM-025-UNAHVS-2020-1,ocds-lcuori-ERpbkL-CM-025-UNAHVS-2020-1/2,ERpbkL-CM-025-UNAHVS-2020-1,ERpbkLCM-025-UNAHVS-20201629591,"Mantenimiento preventivo y correctivo del vehiculo tipo Pick-up, marca Nissan, modelo Frontier, año 2015 con placa N-11504, UNAH-VS.",Unidad,30100.0,1.0,78180103,Servicios de cambio de fluidos de aceite o de la transmisión,UNSPSC
ocds-lcuori-ERpbkL-CM-026-UNAHVS-2020-1,ocds-lcuori-ERpbkL-CM-026-UNAHVS-2020-1/2,ERpbkL-CM-026-UNAHVS-2020-1,ERpbkLCM-026-UNAHVS-20201629593,"Proyecto: Mantenimiento preventivo y correctivo del vehiculo tipo Bus, marca HYUNDAI, modelo County, año 2012 con placa N-10608, UNAH-VS.
ITEM	Cantidad	Unidad de medida	Descripción
1	1	Servicio	Cambio de aceite de motor, filtro de aceite, filtro de combustible por los 80,000 Km.
2	1	Servicio 	Revisión y reparación en el sistema de frenos, cambio de amortiguadores, alineamiento. 
",Unidad,31640.0,1.0,78180103,Servicios de cambio de fluidos de aceite o de la transmisión,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-002-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-002-2020-1/2,vGZKAR-CM-AMD-CS-002-2020-1,vGZKARCM-AMD-CS-002-20201627539,"28 ALMUERZOS, 28 BOTES CON AGUA, 5 BOLSAS DE ROSQUILLAS
Las cotizaciones se recibirán hasta el día 13 de febrero del 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 14 de febrero 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio email valerioreinaelizabeth@gmail.com",Unidad,3893.9,1.0,93131608,Servicios de suministro de alimentos,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-003-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-003-2020-1/2,vGZKAR-CM-AMD-CS-003-2020-1,vGZKARCM-AMD-CS-003-20201627541,"28 ALMUERZOS, 28 BOTES CON AGUA, 5 BOLSAS DE ROSQUILLAS
Las cotizaciones se recibirán hasta el día 13 de febrero del 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 14 de febrero 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio email valerioreinaelizabeth@gmail.com",Unidad,3893.9,1.0,93131608,Servicios de suministro de alimentos,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-004-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-004-2020-1/2,vGZKAR-CM-AMD-CS-004-2020-1,vGZKARCM-AMD-CS-004-20201627542,"28 ALMUERZOS, 28 BOTES CON AGUA,5 BOLSAS CON ROSQUILLAS 
Las cotizaciones se recibirán hasta el día 13 de febrero del 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 14 de febrero 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio email valerioreinaelizabeth@gmail.com",Unidad,3893.9,1.0,93131608,Servicios de suministro de alimentos,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-005-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-005-2020-1/2,vGZKAR-CM-AMD-CS-005-2020-1,vGZKARCM-AMD-CS-005-20201627543,"1 bateria
Las cotizaciones se recibirán hasta el día 13 de febrero del 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 14 de febrero 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio email valerioreinaelizabeth@gmail.com",Unidad,3500.0,1.0,50201706,Café,UNSPSC
ocds-lcuori-DRWQ0L-Honducor-Dc-81-2020-1,ocds-lcuori-DRWQ0L-Honducor-Dc-81-2020-1/2,DRWQ0L-Honducor-Dc-81-2020-1,DRWQ0LHonducor-Dc-81-20201629484,aceite en barril 20w50,Sin Unidad,14260.0,1.0,15121501,Aceite de motor,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-78-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-78-2020-1/4,PLeQ0L-CM-MEP-78-2020-1,PLeQ0LCM-MEP-78-20201625433,"SÍRVASE COMPRAR: ALIMENTACIÓN PARA EL DÍA 3 DE FEBRERO DEL PRESENTE AÑO PARA PERSONAL DE LA UNIDAD TÉCNICA VIAL ASIGNADO A RESGUARDAR LA SEGURIDAD EN LA CONMEMORACIÓN DE LA VIRGEN DE SUYAPA. 15 DESAYUNOS CON SUS RESPECTIVA BEBIDA, 15 ALMUERZOS CON SUS RESPECTIVA BEBIDA, 15 CENAS CON SUS RESPECTIVA BEBIDA.",Unidad,4053.75,1.0,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-lcuori-Zr56vL-Cot.0008-2020-1,ocds-lcuori-Zr56vL-Cot.0008-2020-1/3,Zr56vL-Cot.0008-2020-1,Zr56vLCot.0008-20201625440,"1 LANCE TUBERIA PVC 6""",Cada uno,1249.0149999999999,1.0,41121702,Tubos microcentrífugos,UNSPSC
ocds-lcuori-Zr56vL-Cot.0008-2020-1,ocds-lcuori-Zr56vL-Cot.0008-2020-1/3,Zr56vL-Cot.0008-2020-1,Zr56vLCot.0008-20201625441,"2 CODOS PVC INYECTADOS 6""",Cada uno,149.04,2.0,40142604,Codos de tubo,UNSPSC
ocds-lcuori-Zr56vL-Cot.0008-2020-1,ocds-lcuori-Zr56vL-Cot.0008-2020-1/3,Zr56vL-Cot.0008-2020-1,Zr56vLCot.0008-20201625442,"3 LANCE DE TUBERIA PVC 10""",Cada uno,3739.0065,3.0,31231313,Tubería de plástico o de Pvc,UNSPSC
ocds-lcuori-Zr56vL-Cot.0008-2020-1,ocds-lcuori-Zr56vL-Cot.0008-2020-1/3,Zr56vL-Cot.0008-2020-1,Zr56vLCot.0008-20201625445,"1 YEE PVC INYECTADA 10"" CON REDUCCION A 6""",Cada uno,0.0,1.0,31231313,Tubería de plástico o de Pvc,UNSPSC
ocds-lcuori-Zr56vL-Cot.0008-2020-1,ocds-lcuori-Zr56vL-Cot.0008-2020-1/3,Zr56vL-Cot.0008-2020-1,Zr56vLCot.0008-20201625447,1/4 GALON DE PEGAMENTO PVC ,Galon,255.0125,1.0,31201610,Colas o pegamentos,UNSPSC
ocds-lcuori-Zr56vL-Cot.0008-2020-1,ocds-lcuori-Zr56vL-Cot.0008-2020-1/3,Zr56vL-Cot.0008-2020-1,Zr56vLCot.0008-20201625451,"2 LANCE TUBERIA PVC 4""",Cada uno,542.0065,2.0,31231313,Tubería de plástico o de Pvc,UNSPSC
ocds-lcuori-Zr56vL-Cot.0008-2020-1,ocds-lcuori-Zr56vL-Cot.0008-2020-1/3,Zr56vL-Cot.0008-2020-1,Zr56vLCot.0008-20201625454,"25 LIBRAS CLAVO DE ACERO DE 2 1/2""",Libra,1.0350000000000001,25.0,31161503,Clavo-tornillo,UNSPSC
ocds-lcuori-DRWQ0L-Honducor-Dc-82-2020-1,ocds-lcuori-DRWQ0L-Honducor-Dc-82-2020-1/2,DRWQ0L-Honducor-Dc-82-2020-1,DRWQ0LHonducor-Dc-82-20201629485,aceite en barril 15w40,Sin Unidad,14892.5,1.0,15121501,Aceite de motor,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0061-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0061-1/3,XRbOkr-CS-CSJ-2020-0061-1,XRbOkrCS-CSJ-2020-00611625446,"Fabricación de pieza para aire acondicionado, según muestra el cual deberá incluir: 
Fabricación de base.- 
Instalación de Chumaseras.- 
Fabricación de eje con cuñero de 1/4.- 
Instalación de ventolin.-
solicitado por el Departamento de Servicios Generales en atención del Juzgado de Letras Penal.",Unidad,7475.0,1.0,72102305,Servicios de  mantenimiento o reparación de aire acondicionado,UNSPSC
ocds-lcuori-2LAzdG-ADQ-11-2020-1,ocds-lcuori-2LAzdG-ADQ-11-2020-1/3,2LAzdG-ADQ-11-2020-1,2LAzdGADQ-11-20201627563,condensadores de 5 toneladas,Unidades,21499.9975,2.0,41103024,Condensadores de frío,UNSPSC
ocds-lcuori-2LAzdG-ADQ-11-2020-1,ocds-lcuori-2LAzdG-ADQ-11-2020-1/3,2LAzdG-ADQ-11-2020-1,2LAzdGADQ-11-20201627565,cable de TCJ de 4x14 cable 4x14 45 pie,Unidad,15.662999999999998,45.0,26121635,Rollos de cable,UNSPSC
ocds-lcuori-2LAzdG-ADQ-11-2020-1,ocds-lcuori-2LAzdG-ADQ-11-2020-1/3,2LAzdG-ADQ-11-2020-1,2LAzdGADQ-11-20201627568,varilla de plata al 15%,Unidades,87.6415,3.0,30102404,Varillas de acero,UNSPSC
ocds-lcuori-2LAzdG-ADQ-11-2020-1,ocds-lcuori-2LAzdG-ADQ-11-2020-1/3,2LAzdG-ADQ-11-2020-1,2LAzdGADQ-11-20201627570,cilindro de R-410a,Unidad,2159.999,1.0,25171710,Cilindros principales,UNSPSC
ocds-lcuori-2LAzdG-ADQ-11-2020-1,ocds-lcuori-2LAzdG-ADQ-11-2020-1/3,2LAzdG-ADQ-11-2020-1,2LAzdGADQ-11-20201627574,cilindros de gas map,Unidad,300.0005,1.0,25171710,Cilindros principales,UNSPSC
ocds-lcuori-2LAzdG-ADQ-11-2020-1,ocds-lcuori-2LAzdG-ADQ-11-2020-1/3,2LAzdG-ADQ-11-2020-1,2LAzdGADQ-11-20201627581,filtros para secador,Unidades,235.0025,2.0,26131604,Filtros fijos,UNSPSC
ocds-lcuori-2LAzdG-ADQ-11-2020-1,ocds-lcuori-2LAzdG-ADQ-11-2020-1/3,2LAzdG-ADQ-11-2020-1,2LAzdGADQ-11-20201629874,cable eléctrico # 8 26 metros,Unidades,35.65,26.0,60104912,Cables o electrodos eléctricos,UNSPSC
ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0024-1,ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0024-1/3,XRbOkr-COPAN-CSJ-2020-0024-1,XRbOkrCOPAN-CSJ-2020-00241625449,"Suministro de 23 botellones de agua purificada a solicitud de Administración Regional, Juzgado de Letras de la Sección Judicial, Defensa Publica, Juzgado de Letras de la Niñez, Tribunal de Sentencia, Corte de Apelaciones, Antecedentes Penales. ",Unidad,391.0,1.0,50202301,Agua purificada,UNSPSC
ocds-lcuori-DRWQ0L-Honducor-Dc-83-2020-1,ocds-lcuori-DRWQ0L-Honducor-Dc-83-2020-1/2,DRWQ0L-Honducor-Dc-83-2020-1,DRWQ0LHonducor-Dc-83-20201629486,aceite  4tiempos,Sin Unidad,103.5,72.0,15121501,Aceite de motor,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-012-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-012-2020-1/2,vGZKAR-CM-AMD-CS-012-2020-1,vGZKARCM-AMD-CS-012-20201627572,"115 ALMUERZOZ CON REFRESCOS Y POSTRES, 300 BOCADILLOS
1 cinta epson 15335fx.
Las cotizaciones se recibirán hasta el día 13 de febrero del 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 14 de febrero 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio email valerioreinaelizabeth@gmail.com",Unidad,20585.0,1.0,93131608,Servicios de suministro de alimentos,UNSPSC
ocds-lcuori-DRWQ0L-Honducor-Dc-85-2020-1,ocds-lcuori-DRWQ0L-Honducor-Dc-85-2020-1/2,DRWQ0L-Honducor-Dc-85-2020-1,DRWQ0LHonducor-Dc-85-20201629489,aceite 2 tiempos,Sin Unidad,79.166,30.0,15121501,Aceite de motor,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-132-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-132-2020-1/2,PLeQ0L-CM-MEP-132-2020-1,PLeQ0LCM-MEP-132-20201627585,"REPARACIÓN DE LAMPARAS EN EL ESTADIO HUMBERTO MICHELETTI . SÍRVASE CONTRATAR : 20 BOMBILLOS DE 1500 WATTS , 40 CAPACITORES DE 32 MICROFARADIOS LÍQUIDOS , 10 CINTA AISLANTE , 100 TERMINALES AMARILLAS HEMBRA , 5 BOBINAS O BALASTRO PARA LAMPARA DE 1500 WATTS , 4 CONTACTORES DE 60 AMPERIOS TRIFASICOS , 1 CONTACTOR DE 40 AMPERIOS MONOFASICOS",Unidad,57804.75,1.0,32121502,Capacitores o varactores variables,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-013-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-013-2020-1/2,vGZKAR-CM-AMD-CS-013-2020-1,vGZKARCM-AMD-CS-013-20201627589,"150 PLATOS DE BOQUITAS CON REFRESCO Y 10 bote con AGUA
Las cotizaciones se recibirán hasta el día 13 de febrero del 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 14 de febrero 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio email valerioreinaelizabeth@gmail.com",Unidad,6175.5,1.0,93131608,Servicios de suministro de alimentos,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625464,4 tomacorriente aereos macho 110 v 15 amp ,Cada uno,43.7,4.0,27111704,Enchufes,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625466,"4 tomacorriente doble, metalico artificioal 110v, 15 amp ",Cada uno,55.2,4.0,27111704,Enchufes,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625468,14 angulos blancos para cielo acustico ,Cada uno,67.85,14.0,30101506,Ángulos de aluminio,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625471,30 lamina de fibra mineral 2x4,Cada uno,138.0,30.0,30161602,Paneles para techos,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625472,200 tornillos auto roscante en concreto hexagonal ,Cada uno,207.0,200.0,31161507,Tornillos roscadores,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625473,"200 tornillos autoroscante en concreto hexagonal 5/16""",Cada uno,12.65,200.0,31161507,Tornillos roscadores,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625474,"70 cross tee 4""",Cada uno,14.375,70.0,31231313,Tubería de plástico o de Pvc,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625475,"200 tornillos phillips 7/16"" frijolito ",Cada uno,28.75,200.0,31161505,Tornillos de presión,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625476,60 lamina vinil y yeso de 2x4 x 0.8 mm,Cada uno,0.40249999999999997,60.0,30161509,Tablero de yeso,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625477,8 rodos para pintar ,Cada uno,126.5,8.0,31211906,Rodillos de pintar,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625478,4 extensiones para pintar,Cada uno,31.05,4.0,47131609,Mangos o palos para escobas o trapeadores,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625480,"24 brochas de 2""",Cada uno,322.0,24.0,31211904,Brochas,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625481,"16 felpa de 1 1/4""",Cada uno,86.25,16.0,47131603,Esponjas,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625483,20 maiin tee para cielo acustico,Cada uno,112.7,20.0,30101504,Ángulos de acero,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625484,2 interruptores sencillos,Cada uno,41.4,2.0,39121704,Interruptores de pared,UNSPSC
ocds-lcuori-Zr56vL-Cot.0001-2020-1,ocds-lcuori-Zr56vL-Cot.0001-2020-1/3,Zr56vL-Cot.0001-2020-1,Zr56vLCot.0001-20201625485,3 canaleta galvanizada 2x4x0.8 mm,Cada uno,103.5,3.0,30151703,Canaletas para el tejado ,UNSPSC
