ocid,id,contracts/0/id,contracts/0/documents/0/id,contracts/0/documents/0/description,contracts/0/documents/0/documentType,contracts/0/documents/0/title,contracts/0/documents/0/format,contracts/0/documents/0/datePublished,contracts/0/documents/0/url
ocds-lcuori-4LOxWG-27-2020-2,ocds-lcuori-4LOxWG-27-2020-2/2,4LOxWG-1737-2020,65680-4LOxWG-1737-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T11:54:40.630000-06:00,http://h1.honducompras.gob.hn/Docs/Con831737-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-gLkw4L-CM-660-CBD-2020-1,ocds-lcuori-gLkw4L-CM-660-CBD-2020-1/3,gLkw4L-CM-660-CBD-2020,65154-gLkw4L-CM-660-CBD-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-03T08:38:32.137000-06:00,http://h1.honducompras.gob.hn/Docs/Con827CM-660-CBD-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-1RaEMR-HJMG-LP-002-2020-2,ocds-lcuori-1RaEMR-HJMG-LP-002-2020-2/5,1RaEMR-HJMG-LP-002-2020,65837-1RaEMR-HJMG-LP-002-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-26T14:54:57.023000-06:00,http://h1.honducompras.gob.hn/Docs/Con103HJMG-LP-002-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-ZGqwer-CM-001-BomberosElProgreso-2020-1,ocds-lcuori-ZGqwer-CM-001-BomberosElProgreso-2020-1/4,ZGqwer-361,64686-ZGqwer-361-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-27T15:34:32.510000-06:00,http://h1.honducompras.gob.hn/Docs/Con8183611200-ContratouOrdendeCompra.pdf
ocds-lcuori-gLkw4L-CM-661-CBD-2020-1,ocds-lcuori-gLkw4L-CM-661-CBD-2020-1/4,gLkw4L-CM-661-CBD-2020,65153-gLkw4L-CM-661-CBD-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-03T08:29:26.177000-06:00,http://h1.honducompras.gob.hn/Docs/Con827CM-661-CBD-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-gLkw4L-CM-662-CBD-2020-1,ocds-lcuori-gLkw4L-CM-662-CBD-2020-1/3,gLkw4L-CM-662-CBD-2020,65155-gLkw4L-CM-662-CBD-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-03T08:52:59.283000-06:00,http://h1.honducompras.gob.hn/Docs/Con827CM-662-CBD-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-15-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-15-CM-IHT-2020-1/3,PR8Q5r-OC 009-2020,65454-PR8Q5r-OC 009-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-20T10:14:31.543000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20009-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-NLPAVG-2020-02-FN-INAM-1,ocds-lcuori-NLPAVG-2020-02-FN-INAM-1/3,NLPAVG-2020-02-FN-INAM,65613-NLPAVG-2020-02-FN-INAM-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-04T09:58:13.050000-06:00,http://h1.honducompras.gob.hn/Docs/Con1662020-02-FN-INAM1200-ContratouOrdendeCompra.pdf
ocds-lcuori-JL7JBr-CM-01-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-01-HBCBHR-2020-1/3,JL7JBr-CM-007-2020,65636-JL7JBr-CM-007-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-04T19:23:59.430000-06:00,http://h1.honducompras.gob.hn/Docs/Con987CM-007-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-JL7JBr-CM-02-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-02-HBCBHR-2020-1/4,JL7JBr-CM-001-2020,65278-JL7JBr-CM-001-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T17:15:53.663000-06:00,http://h1.honducompras.gob.hn/Docs/Con987CM-001-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1,ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1/6,PGJWKR-105,64391-PGJWKR-105-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-15T10:57:41.400000-06:00,http://h1.honducompras.gob.hn/Docs/Con8331051200-ContratouOrdendeCompra.pdf
ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1,ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1/6,PGJWKR-105,65932-PGJWKR-105-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-07T18:32:55.603000-06:00,http://h1.honducompras.gob.hn/Docs/Con8331051203-ContratouOrdendeCompra.pdf
ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1,ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1/6,PGJWKR-105,65284-PGJWKR-105-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-02-05T17:47:00.357000-06:00,http://h1.honducompras.gob.hn/Docs/Con8331051501-AnexosalContrato.pdf
ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1,ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1/6,PGJWKR-105,65615-PGJWKR-105-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-03-04T11:04:11.733000-06:00,http://h1.honducompras.gob.hn/Docs/Con8331051502-AnexosalContrato.pdf
ocds-lcuori-1RaEMR-CM-HJMG-007-2020-1,ocds-lcuori-1RaEMR-CM-HJMG-007-2020-1/5,1RaEMR-CM-007-2020,65933-1RaEMR-CM-007-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-08T10:55:27.773000-06:00,http://h1.honducompras.gob.hn/Docs/Con103CM-007-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1,ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1/4,oLjwAG-CM-001-CBQ-2020,65125-oLjwAG-CM-001-CBQ-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-31T13:44:50.520000-06:00,http://h1.honducompras.gob.hn/Docs/Con820CM-001-CBQ-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1,ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1/4,oLjwAG-CM-001-CBQ-2020,65198-oLjwAG-CM-001-CBQ-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T12:24:25.333000-06:00,http://h1.honducompras.gob.hn/Docs/Con820CM-001-CBQ-20201201-ContratouOrdendeCompra.pdf
ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1,ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1/4,oLjwAG-CM-001-CBQ-2020,65647-oLjwAG-CM-001-CBQ-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T08:35:44.323000-06:00,http://h1.honducompras.gob.hn/Docs/Con820CM-001-CBQ-20201202-ContratouOrdendeCompra.pdf
ocds-lcuori-1RaEMR-CM-HJMG-008-2020-1,ocds-lcuori-1RaEMR-CM-HJMG-008-2020-1/5,1RaEMR-CM-008-2020,65934-1RaEMR-CM-008-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-08T11:02:43.800000-06:00,http://h1.honducompras.gob.hn/Docs/Con103CM-008-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-1RaEMR-CM-HJMG-009-2020-1,ocds-lcuori-1RaEMR-CM-HJMG-009-2020-1/5,1RaEMR-CM-009-2020,65935-1RaEMR-CM-009-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-08T11:06:19.423000-06:00,http://h1.honducompras.gob.hn/Docs/Con103CM-009-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-002-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-002-2020-1/3,MrM6zL-00000449,65273-MrM6zL-00000449-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T16:33:25.047000-06:00,http://h1.honducompras.gob.hn/Docs/Con240000004491200-ContratouOrdendeCompra.pdf
ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1,ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1/7,yRlwPG-CM-157-BOMBEROS-SRC-2020,64515-yRlwPG-CM-157-BOMBEROS-SRC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-20T18:44:26.910000-06:00,http://h1.honducompras.gob.hn/Docs/Con832CM-157-BOMBEROS-SRC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1,ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1/7,yRlwPG-CM-157-BOMBEROS-SRC-2020,65144-yRlwPG-CM-157-BOMBEROS-SRC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-31T16:46:48.817000-06:00,http://h1.honducompras.gob.hn/Docs/Con832CM-157-BOMBEROS-SRC-20201201-ContratouOrdendeCompra.pdf
ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1,ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1/7,yRlwPG-CM-157-BOMBEROS-SRC-2020,65592-yRlwPG-CM-157-BOMBEROS-SRC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-02T13:21:15.530000-06:00,http://h1.honducompras.gob.hn/Docs/Con832CM-157-BOMBEROS-SRC-20201202-ContratouOrdendeCompra.pdf
ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1,ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1/7,yRlwPG-CM-157-BOMBEROS-SRC-2020,65869-yRlwPG-CM-157-BOMBEROS-SRC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-01T17:53:54.593000-06:00,http://h1.honducompras.gob.hn/Docs/Con832CM-157-BOMBEROS-SRC-20201203-ContratouOrdendeCompra.pdf
ocds-lcuori-PLewkR-HBCBCH-498-2020-1,ocds-lcuori-PLewkR-HBCBCH-498-2020-1/3,PLewkR-HBCBCH-498-2020,65302-PLewkR-HBCBCH-498-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-02-06T13:39:18.857000-06:00,http://h1.honducompras.gob.hn/Docs/Con841HBCBCH-498-20201500-AnexosalContrato.pdf
ocds-lcuori-0rww4r-CM-HBCBHSC-002-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-002-2020-1/4,0rww4r-CM-002-CBSC-2020,65216-0rww4r-CM-002-CBSC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T20:29:13.337000-06:00,http://h1.honducompras.gob.hn/Docs/Con834CM-002-CBSC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-NLPAVG-2020-01-FN-INAM-1,ocds-lcuori-NLPAVG-2020-01-FN-INAM-1/4,NLPAVG-2020-01-FN-INAM,65116-NLPAVG-2020-01-FN-INAM-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-31T09:17:19.947000-06:00,http://h1.honducompras.gob.hn/Docs/Con1662020-01-FN-INAM1200-ContratouOrdendeCompra.pdf
ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1,ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1/4,gGyzvR-CBH-CBO-001-2020,65101-gGyzvR-CBH-CBO-001-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-30T16:18:01.773000-06:00,http://h1.honducompras.gob.hn/Docs/Con838CBH-CBO-001-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1,ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1/4,gGyzvR-CBH-CBO-001-2020,65103-gGyzvR-CBH-CBO-001-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-01-30T16:21:21.027000-06:00,http://h1.honducompras.gob.hn/Docs/Con838CBH-CBO-001-20201501-AnexosalContrato.pdf
ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1,ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1/4,gGyzvR-CBH-CBO-001-2020,65628-gGyzvR-CBH-CBO-001-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-03-04T14:01:56.987000-06:00,http://h1.honducompras.gob.hn/Docs/Con838CBH-CBO-001-20201502-AnexosalContrato.pdf
ocds-lcuori-ZGqwer-CM-002-BomberosElProgreso-2020-1,ocds-lcuori-ZGqwer-CM-002-BomberosElProgreso-2020-1/4,ZGqwer-362,64688-ZGqwer-362-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-27T15:47:37.537000-06:00,http://h1.honducompras.gob.hn/Docs/Con8183621200-ContratouOrdendeCompra.pdf
ocds-lcuori-0rw29R-CM-235-2020-1,ocds-lcuori-0rw29R-CM-235-2020-1/2,0rw29R-CM-235-2020,64335-0rw29R-CM-235-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-10T15:14:16.370000-06:00,http://h1.honducompras.gob.hn/Docs/Con134CM-235-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-0rw29R-CM-235-2020-1,ocds-lcuori-0rw29R-CM-235-2020-1/2,0rw29R-CM-235-2020,64336-0rw29R-CM-235-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-01-10T15:14:31.550000-06:00,http://h1.honducompras.gob.hn/Docs/Con134CM-235-20201501-AnexosalContrato.pdf
ocds-lcuori-0rw29R-CM-235-2020-1,ocds-lcuori-0rw29R-CM-235-2020-1/2,0rw29R-CM-235-2020,64337-0rw29R-CM-235-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-01-10T15:14:38.920000-06:00,http://h1.honducompras.gob.hn/Docs/Con134CM-235-20201502-AnexosalContrato.pdf
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-001-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-001-2020-1/4,MrM6zL-00565842,65171-MrM6zL-00565842-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-03T15:35:38.243000-06:00,http://h1.honducompras.gob.hn/Docs/Con240005658421200-ContratouOrdendeCompra.pdf
ocds-lcuori-grxx7r-CM-001-BSLV-2020-1,ocds-lcuori-grxx7r-CM-001-BSLV-2020-1/4,grxx7r-CM-001-BSLV-2020,65269-grxx7r-CM-001-BSLV-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T16:15:32.280000-06:00,http://h1.honducompras.gob.hn/Docs/Con853CM-001-BSLV-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDA5r-SOLICITUD 1540-1,ocds-lcuori-jRDA5r-SOLICITUD 1540-1/4,jRDA5r-SOLICITUD 1540,65142-jRDA5r-SOLICITUD 1540-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-31T15:59:19.677000-06:00,http://h1.honducompras.gob.hn/Docs/Con692SOLICITUD%2015401200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDgWG-CM-663-CBC-2019-1,ocds-lcuori-jRDgWG-CM-663-CBC-2019-1/3,jRDgWG-CM-663-CBC-2019,64089-jRDgWG-CM-663-CBC-2019-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-06T11:42:12.967000-06:00,http://h1.honducompras.gob.hn/Docs/Con848CM-663-CBC-20191200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDgWG-CM-664-CBC-2019-1,ocds-lcuori-jRDgWG-CM-664-CBC-2019-1/3,jRDgWG-CM-664-CBC-2019,64090-jRDgWG-CM-664-CBC-2019-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-06T11:42:54.907000-06:00,http://h1.honducompras.gob.hn/Docs/Con848CM-664-CBC-20191200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-11-2020-2,ocds-lcuori-4LOxWG-11-2020-2/3,4LOxWG-1714-2020,65958-4LOxWG-1714-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:44:17.637000-06:00,http://h1.honducompras.gob.hn/Docs/Con831714-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-12-2020-2,ocds-lcuori-4LOxWG-12-2020-2/3,4LOxWG-1715-2020,65954-4LOxWG-1715-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:18:38.917000-06:00,http://h1.honducompras.gob.hn/Docs/Con831715-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-13-2020-2,ocds-lcuori-4LOxWG-13-2020-2/3,4LOxWG-1716-2020,65953-4LOxWG-1716-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:14:05.930000-06:00,http://h1.honducompras.gob.hn/Docs/Con831716-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-14-2020-2,ocds-lcuori-4LOxWG-14-2020-2/3,4LOxWG-1717-2020,65942-4LOxWG-1717-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:06:46.020000-06:00,http://h1.honducompras.gob.hn/Docs/Con831717-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-14-2020-2,ocds-lcuori-4LOxWG-14-2020-2/3,4LOxWG-1718-2020,65943-4LOxWG-1718-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:08:38.607000-06:00,http://h1.honducompras.gob.hn/Docs/Con831718-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-15-2020-2,ocds-lcuori-4LOxWG-15-2020-2/3,4LOxWG-1719-2020,65955-4LOxWG-1719-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:23:54.557000-06:00,http://h1.honducompras.gob.hn/Docs/Con831719-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-16-2020-2,ocds-lcuori-4LOxWG-16-2020-2/3,4LOxWG-1720-2020,65956-4LOxWG-1720-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:35:00.383000-06:00,http://h1.honducompras.gob.hn/Docs/Con831720-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-17-2020-2,ocds-lcuori-4LOxWG-17-2020-2/3,4LOxWG-1721-2020,65957-4LOxWG-1721-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:39:07.097000-06:00,http://h1.honducompras.gob.hn/Docs/Con831721-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-18-2020-2,ocds-lcuori-4LOxWG-18-2020-2/3,4LOxWG-1722-2020,65947-4LOxWG-1722-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:51:52.960000-06:00,http://h1.honducompras.gob.hn/Docs/Con831722-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-18-2020-2,ocds-lcuori-4LOxWG-18-2020-2/3,4LOxWG-1723-2020,65948-4LOxWG-1723-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:57:20.450000-06:00,http://h1.honducompras.gob.hn/Docs/Con831723-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-18-2020-2,ocds-lcuori-4LOxWG-18-2020-2/3,4LOxWG-1724-2020,65949-4LOxWG-1724-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:59:20.953000-06:00,http://h1.honducompras.gob.hn/Docs/Con831724-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-19-2020-2,ocds-lcuori-4LOxWG-19-2020-2/3,4LOxWG-1725-2020,65944-4LOxWG-1725-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:29:03.760000-06:00,http://h1.honducompras.gob.hn/Docs/Con831725-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-19-2020-2,ocds-lcuori-4LOxWG-19-2020-2/3,4LOxWG-1726-2020,65945-4LOxWG-1726-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:32:45.597000-06:00,http://h1.honducompras.gob.hn/Docs/Con831726-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-19-2020-2,ocds-lcuori-4LOxWG-19-2020-2/3,4LOxWG-1727-2020,65946-4LOxWG-1727-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T10:34:12.307000-06:00,http://h1.honducompras.gob.hn/Docs/Con831727-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-20-2020-2,ocds-lcuori-4LOxWG-20-2020-2/3,4LOxWG-1728-2020,65950-4LOxWG-1728-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:04:44.630000-06:00,http://h1.honducompras.gob.hn/Docs/Con831728-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-20-2020-2,ocds-lcuori-4LOxWG-20-2020-2/3,4LOxWG-1729-2020,65951-4LOxWG-1729-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:06:05.383000-06:00,http://h1.honducompras.gob.hn/Docs/Con831729-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-20-2020-2,ocds-lcuori-4LOxWG-20-2020-2/3,4LOxWG-1730-2020,65952-4LOxWG-1730-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-13T11:07:33.650000-06:00,http://h1.honducompras.gob.hn/Docs/Con831730-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-089-2019-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-089-2019-1/3,MrM6zL-00565812,65095-MrM6zL-00565812-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-30T15:43:40.090000-06:00,http://h1.honducompras.gob.hn/Docs/Con240005658121200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOgQL-CM-118-HBCBHV-2020-1,ocds-lcuori-4LOgQL-CM-118-HBCBHV-2020-1/3,4LOgQL-42-220-01,65295-4LOgQL-42-220-01-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-06T11:07:01.243000-06:00,http://h1.honducompras.gob.hn/Docs/Con83942-220-011200-ContratouOrdendeCompra.pdf
ocds-lcuori-gLkw4L-CM-657-CBD-2020-1,ocds-lcuori-gLkw4L-CM-657-CBD-2020-1/3,gLkw4L-CM-657-CBD-2020,65123-gLkw4L-CM-657-CBD-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-31T11:15:40.180000-06:00,http://h1.honducompras.gob.hn/Docs/Con827CM-657-CBD-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-JLKjmr-CM-0245-HBCBL-2020-1,ocds-lcuori-JLKjmr-CM-0245-HBCBL-2020-1/3,JLKjmr-CM-0245-HBCBL-2020,65161-JLKjmr-CM-0245-HBCBL-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-03T10:38:11.747000-06:00,http://h1.honducompras.gob.hn/Docs/Con835CM-0245-HBCBL-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-003-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-003-2020-1/3,MrM6zL-00565841,65274-MrM6zL-00565841-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T16:38:00.910000-06:00,http://h1.honducompras.gob.hn/Docs/Con240005658411200-ContratouOrdendeCompra.pdf
ocds-lcuori-JL7JBr-CM-07-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-07-HBCBHR-2020-1/4,JL7JBr-CM-004-2020,65281-JL7JBr-CM-004-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T17:26:01.247000-06:00,http://h1.honducompras.gob.hn/Docs/Con987CM-004-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-JL7JBr-CM-08-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-08-HBCBHR-2020-1/4,JL7JBr-CM-005-2020,65282-JL7JBr-CM-005-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T17:29:06.560000-06:00,http://h1.honducompras.gob.hn/Docs/Con987CM-005-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-1RaMPR-CI-ACS-GAFSP-01-2020-2,ocds-lcuori-1RaMPR-CI-ACS-GAFSP-01-2020-2/4,1RaMPR-CI-BM-GAFSP-72-2020,65911-1RaMPR-CI-BM-GAFSP-72-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-05T23:32:10.553000-06:00,http://h1.honducompras.gob.hn/Docs/Con703CI-BM-GAFSP-72-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-1RaMPR-CI-ACS-GAFSP-02-2020-2,ocds-lcuori-1RaMPR-CI-ACS-GAFSP-02-2020-2/4,1RaMPR-CI-BM-GAFSP-73-2020,65910-1RaMPR-CI-BM-GAFSP-73-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-05T23:26:24.973000-06:00,http://h1.honducompras.gob.hn/Docs/Con703CI-BM-GAFSP-73-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-2Lmz0G-CM-002-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-002-BNP-2020-1/4,2Lmz0G-CA-20-0000008,65420-2Lmz0G-CA-20-0000008-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-13T13:52:58.910000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000081200-ContratouOrdendeCompra.pdf
