ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/description,contracts/0/dateSigned,contracts/0/value/amount,contracts/0/value/currency
ocds-lcuori-ZGqwer-CM-001-BomberosElProgreso-2020-1,ocds-lcuori-ZGqwer-CM-001-BomberosElProgreso-2020-1/4,ZGqwer-361,ZGqwer-CM-001-BomberosElProgreso-2020-1,ZGqwer-MLQ77R,Cuerpo de Bomberos El Progreso,361,goodsOrServices,Compra de 70 botellones de agua purificada para consumo del personal de bomberos de la Estación Local El Progreso.,2020-01-27T00:00:00-06:00,1960.0,HNL
ocds-lcuori-gLkw4L-CM-661-CBD-2020-1,ocds-lcuori-gLkw4L-CM-661-CBD-2020-1/4,gLkw4L-CM-661-CBD-2020,gLkw4L-CM-661-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-661-CBD-2020,goodsOrServices,compra de bomba de frenos nisan para la la unidad HRB-L803 Asignada a la estación local Bmberos Danli.,2020-02-04T00:00:00-06:00,3000.0,HNL
ocds-lcuori-gLkw4L-CM-662-CBD-2020-1,ocds-lcuori-gLkw4L-CM-662-CBD-2020-1/3,gLkw4L-CM-662-CBD-2020,gLkw4L-CM-662-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-662-CBD-2020,goodsOrServices,PARA CONTROL EN INCENDIOS FORESTALES DE LA ZONA DE DANLI Y ALREDEDORES,2020-02-04T00:00:00-06:00,2940.0,HNL
ocds-lcuori-PR8Q5r-15-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-15-CM-IHT-2020-1/3,PR8Q5r-OC 009-2020,PR8Q5r-15-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 009-2020,goodsOrServices,bOLETO A NOMBRE DE ANDREA AMAYA CON RUTA: TGU- MADRID-TGU DEL 17 AL 28 DE ENERO DE 2020,2020-02-21T00:00:00-06:00,24200.0,HNL
ocds-lcuori-NLPAVG-2020-02-FN-INAM-1,ocds-lcuori-NLPAVG-2020-02-FN-INAM-1/3,NLPAVG-2020-02-FN-INAM,NLPAVG-2020-02-FN-INAM-1,NLPAVG-ERpqPr,Unidad Central,2020-02-FN-INAM,goodsOrServices,REPARACION DE EQUIPO IMPRESORAS DEL INAM,2020-03-04T00:00:00-06:00,32913.0,HNL
ocds-lcuori-JL7JBr-CM-01-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-01-HBCBHR-2020-1/3,JL7JBr-CM-007-2020,JL7JBr-CM-01-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-007-2020,goodsOrServices,"Instalación de sensor y reparación de fuga en bomba de la unidad contra incendios marca Iveco, nodelo Trakker de 3000 galones HRB-2401 del Cuerpo de Bomberos de Roatan.",2020-03-04T00:00:00-06:00,24500.0,HNL
ocds-lcuori-JL7JBr-CM-02-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-02-HBCBHR-2020-1/4,JL7JBr-CM-001-2020,JL7JBr-CM-02-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-001-2020,goodsOrServices,"Compra de dos juegos de filtros de combustible, aceite, aure, separador de agu para las unidades europeas y tres juegos de filtros para las unidades livianas del Cuerpo de Bomberos de Roatan.",2020-02-05T00:00:00-06:00,131025.25,HNL
ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1,ocds-lcuori-PGJWKR-CM-105-BOMBEROSGL-2020-1/6,PGJWKR-105,PGJWKR-CM-105-BOMBEROSGL-2020-1,PGJWKR-MLQ77R,"Estación Local Gracias, Lempira",105,goodsOrServices,"Compra de 216,000.00 lempiras estimados, de combustibles Diesel y gasolina para suministro en unidades operativas de la estación local de Bomberos de los meses de enero a diciembre 2020",2020-01-15T00:00:00-06:00,216000.0,HNL
ocds-lcuori-1RaEMR-CM-HJMG-007-2020-1,ocds-lcuori-1RaEMR-CM-HJMG-007-2020-1/5,1RaEMR-CM-007-2020,1RaEMR-CM-HJMG-007-2020-1,1RaEMR-mrYzL9,Hospital Juan Manuel Gálvez ,CM-007-2020,goodsOrServices,31110 PRODUCTOS ALIMENTICIOS Y BEBIDAS,2020-04-08T00:00:00-06:00,132565.0,HNL
ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1,ocds-lcuori-oLjwAG-CM-001-CBQ-2020-1/4,oLjwAG-CM-001-CBQ-2020,oLjwAG-CM-001-CBQ-2020-1,oLjwAG-MLQ77R,"Estación Local Quimistán, Santa Bárbara",CM-001-CBQ-2020,goodsOrServices,Suministro de combustible diesel a las unidades operativas de esta estación local durante el mes de Febrero 2020.,2020-03-05T00:00:00-06:00,9531.3,HNL
ocds-lcuori-1RaEMR-CM-HJMG-008-2020-1,ocds-lcuori-1RaEMR-CM-HJMG-008-2020-1/5,1RaEMR-CM-008-2020,1RaEMR-CM-HJMG-008-2020-1,1RaEMR-mrYzL9,Hospital Juan Manuel Gálvez ,CM-008-2020,goodsOrServices,31110 PRODUCTOS ALIMENTICIOS Y BEBIDAS,2020-04-08T00:00:00-06:00,164490.82,HNL
ocds-lcuori-1RaEMR-CM-HJMG-009-2020-1,ocds-lcuori-1RaEMR-CM-HJMG-009-2020-1/5,1RaEMR-CM-009-2020,1RaEMR-CM-HJMG-009-2020-1,1RaEMR-mrYzL9,Hospital Juan Manuel Gálvez ,CM-009-2020,goodsOrServices,31110 PRODUCTOS ALIMENTICIOS Y BEBIDAS,2020-04-08T00:00:00-06:00,119620.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-002-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-002-2020-1/3,MrM6zL-00000449,MrM6zL-CM-CONEANFO-UAF-002-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00000449,goodsOrServices,"Pintura general, enderezado y alineamiento de bomper trasero, vehículo vehículo placa N08794, asignado a Olvin Rubio. ",2020-02-06T00:00:00-06:00,43125.0,HNL
ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1,ocds-lcuori-yRlwPG-CM-157-BOMBEROS-SRC-2020-1/7,yRlwPG-CM-157-BOMBEROS-SRC-2020,yRlwPG-CM-157-BOMBEROS-SRC-2020-1,yRlwPG-MLQ77R,Estación Local Santa Rosa de Copán.,CM-157-BOMBEROS-SRC-2020,goodsOrServices,"VALOR PAGADO POR LA COMPRA DE 10073.26 LITROS DE DIESEL  POR UN TOTAL 220,000.00  Y 1173.709 LITROS DE GASOLINA POR LA CANTIDAD DE 30,000.00 HACIENDO UN TOTAL DE LPS. 250,000.00 EL  CUAL SERA UTILIZADO EN EL SUMINISTRO DE LAS UNIDADES OPERATIVAS DE LA ESTACION LOCAL DEL CUERPO DE BOMBEROS DE SANTA ROSA DE COPAN PARA ATENCION EN LAS DISTINTAS EMERGENCIAS Y SE IRA CONSUMIENTO MENSUALMENTE SEGUN SEA LA DEMANDA OPERATIVA  ",2020-01-20T00:00:00-06:00,250000.0,HNL
ocds-lcuori-PLewkR-HBCBCH-498-2020-1,ocds-lcuori-PLewkR-HBCBCH-498-2020-1/3,PLewkR-HBCBCH-498-2020,PLewkR-HBCBCH-498-2020-1,PLewkR-MLQ77R,Estación Regional Choloma #011.,HBCBCH-498-2020,goodsOrServices,ABASTECIMIENTO DE COMBUSTIBLE A LAS UNIDADES DE LA ESTACION LOCAL DE CHOLOMA ENERO 2020,2020-02-07T00:00:00-06:00,59688.9,HNL
ocds-lcuori-0rww4r-CM-HBCBHSC-002-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-002-2020-1/4,0rww4r-CM-002-CBSC-2020,0rww4r-CM-HBCBHSC-002-2020-1,0rww4r-MLQ77R,"Estación Local Sabá, Colón.",CM-002-CBSC-2020,goodsOrServices,"Compra de equipo de Seguridad, Protección y Rescate paras los diferentes departamentos de la Estación Local de Saba Colon",2020-02-04T00:00:00-06:00,15852.75,HNL
ocds-lcuori-NLPAVG-2020-01-FN-INAM-1,ocds-lcuori-NLPAVG-2020-01-FN-INAM-1/4,NLPAVG-2020-01-FN-INAM,NLPAVG-2020-01-FN-INAM-1,NLPAVG-ERpqPr,Unidad Central,2020-01-FN-INAM,goodsOrServices,POR COMPRA 16 MEMORIAS USO EQUIPO INFORMATICO,2020-01-31T00:00:00-06:00,13156.0,HNL
ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1,ocds-lcuori-gGyzvR-CBH-CBO-001-2020-1/4,gGyzvR-CBH-CBO-001-2020,gGyzvR-CBH-CBO-001-2020-1,gGyzvR-MLQ77R,Estación Local Omoa #22.,CBH-CBO-001-2020,goodsOrServices,COMBUSTIBLE PARA LAS UNIDADES DEL CUERPO DE BOMBEROS DE OMOA CON CREDITO PAGADERO AL FINAL DE CADA MES.,2020-01-13T00:00:00-06:00,230000.0,HNL
ocds-lcuori-ZGqwer-CM-002-BomberosElProgreso-2020-1,ocds-lcuori-ZGqwer-CM-002-BomberosElProgreso-2020-1/4,ZGqwer-362,ZGqwer-CM-002-BomberosElProgreso-2020-1,ZGqwer-MLQ77R,Cuerpo de Bomberos El Progreso,362,goodsOrServices,"Revisión y mantenimiento preventivo de 80,000 kilómetros recorridos del vehículo Marca Nissan, tipo ambulancia con registro HRB-03-A901, asignada a la Estación Local El Progreso. ",2020-01-27T00:00:00-06:00,19351.44,HNL
ocds-lcuori-0rw29R-CM-235-2020-1,ocds-lcuori-0rw29R-CM-235-2020-1/2,0rw29R-CM-235-2020,0rw29R-CM-235-2020-1,0rw29R-7rBOL0,Unidad Central,CM-235-2020,goodsOrServices,EVENTO CENA NAVIDEÑA DE LOS EMPLEADOS DE LA SDE,2020-01-11T00:00:00-06:00,109997.5,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-001-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-001-2020-1/4,MrM6zL-00565842,MrM6zL-CM-CONEANFO-UAF-001-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565842,goodsOrServices,Elaboración de 14 talonarios de comprobantes de retención.,2020-02-04T00:00:00-06:00,1680.0,HNL
ocds-lcuori-grxx7r-CM-001-BSLV-2020-1,ocds-lcuori-grxx7r-CM-001-BSLV-2020-1/4,grxx7r-CM-001-BSLV-2020,grxx7r-CM-001-BSLV-2020-1,grxx7r-MLQ77R,"Cuerpo de Bomberos San Lorenzo, Valle.",CM-001-BSLV-2020,goodsOrServices,CUERPO DE BMBEROS REALIZA LA COMPRA DE 2 BATERIAS 190 AMP PARA UNIDAD RHB-00-T6-65 TANQUE CISTERNA MITSUBISHI FUSO,2020-02-05T00:00:00-06:00,9600.0,HNL
ocds-lcuori-jRDA5r-SOLICITUD 1540-1,ocds-lcuori-jRDA5r-SOLICITUD 1540-1/4,jRDA5r-SOLICITUD 1540,jRDA5r-SOLICITUD 1540-1,jRDA5r-MLQ77R,Gerencia de Negocios,SOLICITUD 1540,goodsOrServices,Pago de material ,2020-01-31T00:00:00-06:00,4448.7,HNL
ocds-lcuori-jRDgWG-CM-663-CBC-2019-1,ocds-lcuori-jRDgWG-CM-663-CBC-2019-1/3,jRDgWG-CM-663-CBC-2019,jRDgWG-CM-663-CBC-2019-1,jRDgWG-MLQ77R,Cuerpo de Bomberos Comayagua,CM-663-CBC-2019,goodsOrServices,PARA PERSONA CBC,2020-01-07T00:00:00-06:00,11385.0,HNL
ocds-lcuori-jRDgWG-CM-664-CBC-2019-1,ocds-lcuori-jRDgWG-CM-664-CBC-2019-1/3,jRDgWG-CM-664-CBC-2019,jRDgWG-CM-664-CBC-2019-1,jRDgWG-MLQ77R,Cuerpo de Bomberos Comayagua,CM-664-CBC-2019,goodsOrServices,PARA REPARACION Y MANTENIMIENTO DEL CBC,2020-01-07T00:00:00-06:00,3295.08,HNL
ocds-lcuori-4LOxWG-11-2020-2,ocds-lcuori-4LOxWG-11-2020-2/3,4LOxWG-1714-2020,4LOxWG-11-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1714-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,368000.0,HNL
ocds-lcuori-4LOxWG-12-2020-2,ocds-lcuori-4LOxWG-12-2020-2/3,4LOxWG-1715-2020,4LOxWG-12-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1715-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,496000.0,HNL
ocds-lcuori-4LOxWG-13-2020-2,ocds-lcuori-4LOxWG-13-2020-2/3,4LOxWG-1716-2020,4LOxWG-13-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1716-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,314000.0,HNL
ocds-lcuori-4LOxWG-14-2020-2,ocds-lcuori-4LOxWG-14-2020-2/3,4LOxWG-1717-2020,4LOxWG-14-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1717-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,272800.0,HNL
ocds-lcuori-4LOxWG-14-2020-2,ocds-lcuori-4LOxWG-14-2020-2/3,4LOxWG-1718-2020,4LOxWG-14-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1718-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,109400.0,HNL
ocds-lcuori-4LOxWG-15-2020-2,ocds-lcuori-4LOxWG-15-2020-2/3,4LOxWG-1719-2020,4LOxWG-15-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1719-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,437000.0,HNL
ocds-lcuori-4LOxWG-16-2020-2,ocds-lcuori-4LOxWG-16-2020-2/3,4LOxWG-1720-2020,4LOxWG-16-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1720-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,157275.0,HNL
ocds-lcuori-4LOxWG-17-2020-2,ocds-lcuori-4LOxWG-17-2020-2/3,4LOxWG-1721-2020,4LOxWG-17-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1721-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,282000.0,HNL
ocds-lcuori-4LOxWG-18-2020-2,ocds-lcuori-4LOxWG-18-2020-2/3,4LOxWG-1722-2020,4LOxWG-18-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1722-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,212750.0,HNL
ocds-lcuori-4LOxWG-18-2020-2,ocds-lcuori-4LOxWG-18-2020-2/3,4LOxWG-1723-2020,4LOxWG-18-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1723-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,131850.0,HNL
ocds-lcuori-4LOxWG-18-2020-2,ocds-lcuori-4LOxWG-18-2020-2/3,4LOxWG-1724-2020,4LOxWG-18-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1724-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,50900.0,HNL
ocds-lcuori-4LOxWG-19-2020-2,ocds-lcuori-4LOxWG-19-2020-2/3,4LOxWG-1725-2020,4LOxWG-19-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1725-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,254500.0,HNL
ocds-lcuori-4LOxWG-19-2020-2,ocds-lcuori-4LOxWG-19-2020-2/3,4LOxWG-1725-2020.,4LOxWG-19-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1725-2020.,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,254500.0,HNL
ocds-lcuori-4LOxWG-19-2020-2,ocds-lcuori-4LOxWG-19-2020-2/3,4LOxWG-1726-2020,4LOxWG-19-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1726-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,42650.0,HNL
ocds-lcuori-4LOxWG-19-2020-2,ocds-lcuori-4LOxWG-19-2020-2/3,4LOxWG-1727-2020,4LOxWG-19-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1727-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,51250.0,HNL
ocds-lcuori-4LOxWG-20-2020-2,ocds-lcuori-4LOxWG-20-2020-2/3,4LOxWG-1728-2020,4LOxWG-20-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1728-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,69300.0,HNL
ocds-lcuori-4LOxWG-20-2020-2,ocds-lcuori-4LOxWG-20-2020-2/3,4LOxWG-1729-2020,4LOxWG-20-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1729-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,206900.0,HNL
ocds-lcuori-4LOxWG-20-2020-2,ocds-lcuori-4LOxWG-20-2020-2/3,4LOxWG-1730-2020,4LOxWG-20-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1730-2020,goodsOrServices,"SOLICITADO POR LA BODEGA DE VIVERES, PARA SER UTILIZADO EN LA ALIMENTACION DE PACIENTES INTERNOS Y EMPLEADOS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL AÑO 2020
",2020-01-27T00:00:00-06:00,161950.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-089-2019-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-089-2019-1/3,MrM6zL-00565812,MrM6zL-CM-CONEANFO-UAF-089-2019-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565812,goodsOrServices,Mantenimiento de  vehículos.,2020-01-31T00:00:00-06:00,3703.0,HNL
ocds-lcuori-4LOgQL-CM-118-HBCBHV-2020-1,ocds-lcuori-4LOgQL-CM-118-HBCBHV-2020-1/3,4LOgQL-42-220-01,4LOgQL-CM-118-HBCBHV-2020-1,4LOgQL-MLQ77R,"Estación Local Villanueva, Cortés",42-220-01,goodsOrServices,Bomba de agua para reparación de unidad HRB-101 Asignada a Estacion Local de Villanueva Cortés.,2020-02-06T00:00:00-06:00,2710.0,HNL
ocds-lcuori-gLkw4L-CM-657-CBD-2020-1,ocds-lcuori-gLkw4L-CM-657-CBD-2020-1/3,gLkw4L-CM-657-CBD-2020,gLkw4L-CM-657-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-657-CBD-2020,goodsOrServices,compra de fricciones para la unidad HRB-A904 asignada a la estación local Bomberos Danlí.,2020-02-01T00:00:00-06:00,2300.0,HNL
ocds-lcuori-JLKjmr-CM-0245-HBCBL-2020-1,ocds-lcuori-JLKjmr-CM-0245-HBCBL-2020-1/3,JLKjmr-CM-0245-HBCBL-2020,JLKjmr-CM-0245-HBCBL-2020-1,JLKjmr-MLQ77R,"Estación Local La Lima, Cortés.",CM-0245-HBCBL-2020,goodsOrServices,CONSUMO DE COMBUSTIBLE QUE EQUIVALE A UN APROXIMADO DE 11.650.00 LITROS EN LOS PROXIMOS DOCE MESES DEL AÑO 2020,2020-02-04T00:00:00-06:00,250000.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-003-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-003-2020-1/3,MrM6zL-00565841,MrM6zL-CM-CONEANFO-UAF-003-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565841,goodsOrServices,"Pintado de Bandera Nacional en ambas puertas delanteras del vehículo, pintado de logo de CONEANFO a ambos costados de la carrocería en parte trasera del vehículo placa 08794, asignado a Olvin Rubio.",2020-02-06T00:00:00-06:00,5635.0,HNL
ocds-lcuori-JL7JBr-CM-07-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-07-HBCBHR-2020-1/4,JL7JBr-CM-004-2020,JL7JBr-CM-07-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-004-2020,goodsOrServices,Compra de una computadora portatil para el departamento de operaciones del Cuerpo de Bomberos de Roatan.,2020-02-05T00:00:00-06:00,38495.0,HNL
ocds-lcuori-JL7JBr-CM-08-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-08-HBCBHR-2020-1/4,JL7JBr-CM-005-2020,JL7JBr-CM-08-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-005-2020,goodsOrServices,Compra de 4 pares de llantas para las unidades motorizadas del Cuerpo de Bomberos de Roatan.,2020-02-05T00:00:00-06:00,16461.7,HNL
ocds-lcuori-1RaMPR-CI-ACS-GAFSP-01-2020-2,ocds-lcuori-1RaMPR-CI-ACS-GAFSP-01-2020-2/4,1RaMPR-CI-BM-GAFSP-72-2020,1RaMPR-CI-ACS-GAFSP-01-2020-2,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,CI-BM-GAFSP-72-2020,consultingServices,"TÉCNICO EN SALVAGUARDA AMBIENTAL PARA EL PROYECTO ACS-PROSASUR. 
OBJETIVO: Monitorear la gestión ambiental de los CIs del Proyecto ACS-PROSASUR en los 25 municipios del sur de Honduras, con un enfoque de aprendizaje y mejora continua mediante un análisis y seguimiento de las implicaciones ambientales derivadas de la implementación de las diferentes tipologías de subproyectos, bajo las directrices del MGAS, en todas las inversiones del proyecto, las cuales deberán dar seguimiento a las medidas de prevención y mitigación ambiental como parte de los planes de subproyectos aprobados.",2020-03-09T00:00:00-06:00,24000.0,USD
ocds-lcuori-1RaMPR-CI-ACS-GAFSP-02-2020-2,ocds-lcuori-1RaMPR-CI-ACS-GAFSP-02-2020-2/4,1RaMPR-CI-BM-GAFSP-73-2020,1RaMPR-CI-ACS-GAFSP-02-2020-2,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,CI-BM-GAFSP-73-2020,consultingServices,"TÉCNICO JUNIOR EN SALVAGUARDAS SOCIALES PARA EL PROYECTO ACS-PROSASUR.
I.	Objetivo de la Consultoría: 
Monitorear la gestión social en el entorno de intervención de los CIs del Proyecto ACS-PROSASUR en los 25 municipios del sur de Honduras, con un enfoque de aprendizaje y mejora continua mediante un análisis y seguimiento de las implicaciones sociales derivadas de la implementación de las diferentes tipologías de subproyectos, bajo las directrices del MGAS, en todas las inversiones del proyecto, las cuales deberán plantear algunas medidas de prevención y mitigación social como parte de los planes de subproyectos aprobados.
",2020-03-09T00:00:00-06:00,24000.0,USD
ocds-lcuori-2Lmz0G-CM-002-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-002-BNP-2020-1/4,2Lmz0G-CA-20-0000008,2Lmz0G-CM-002-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000008,goodsOrServices,ELABORACION DE CHEQUE,2020-01-17T00:00:00-06:00,46690.0,HNL
ocds-lcuori-2Lmz0G-CM-003-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-003-BNP-2020-1/4,2Lmz0G-CA-20-0000009,2Lmz0G-CM-003-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000009,goodsOrServices,COMPRA DE 3 SILLAS PARA OFICINA.,2020-01-23T00:00:00-06:00,6382.5,HNL
ocds-lcuori-2Lmz0G-CM-005-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-005-BNP-2020-1/4,2Lmz0G-CA-20-0000011,2Lmz0G-CM-005-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000011,goodsOrServices,"COMPRA DE TROCOS, CARRETILLA HIDRAHULICA, CINTURONES LUMBARES",2020-01-23T00:00:00-06:00,24288.0,HNL
