ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/localProcurementCategory,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-152-2015,2015-10-30T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV-152-2015,HNL,1300344.71
ocds-lcuori-kR0qDr-LPN-01-2015-2,ocds-lcuori-kR0qDr-LPN-01-2015-2/3,kR0qDr-01-2016-A,2015-12-30T00:00:00-06:00,Contratación de Seguro Contra Daños a Edificios y Bienes Propiedad del INPREMA,kR0qDr-yRlDRg,Unidad Central,goodsOrServices,kR0qDr-LPN-01-2015-2,01-2016-A,HNL,1011617.83
ocds-lcuori-2LmqDL-LPuNO-14-AMDC-240-2015-2,ocds-lcuori-2LmqDL-LPuNO-14-AMDC-240-2015-2/3,2LmqDL-737/GLCSI/AMDC/2016,2016-06-28T00:00:00-06:00,"Código: 983, Rotonda colonia Satélite - Fuerza Aérea Hondureña",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,works,2LmqDL-LPuNO-14-AMDC-240-2015-2,737/GLCSI/AMDC/2016,HNL,4160106.65
ocds-lcuori-kR0qDr-SC-10-2015-2,ocds-lcuori-kR0qDr-SC-10-2015-2/3,kR0qDr-025-2016-A,2016-05-16T00:00:00-06:00,Contratación de Servicios Profesionales de Firma Consultora para Desarrollar  Estudio de Mercado para Definir la Factibilidad de la Construcción del Centro de Día del INPREMA,kR0qDr-yRlDRg,Unidad Central,consultingServices,kR0qDr-SC-10-2015-2,025-2016-A,HNL,380198.0
ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2,ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2/3,7rBxpG-025-2016,2016-03-01T00:00:00-06:00,"Contratación del servicio de soporte, mantenimiento y actualización del producto para las licencias de la solución de software para control de dispositivos móviles, control de datos confidenciales y encriptación de información “Data Loss Prevention (DLP)” marca McAfee.",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-LPUBLICA No.27-2015-2,025-2016,HNL,437184.0
ocds-lcuori-Nrd4Yr-GSGD-002-2015-1,ocds-lcuori-Nrd4Yr-GSGD-002-2015-1/3,Nrd4Yr-GSGD-002-2015,2016-03-10T00:00:00-06:00,25700 Servicios de Internet,Nrd4Yr-gLk5AR,Gabinete Sectorial de Gobernabilidad y Descentralización,goodsOrServices,Nrd4Yr-GSGD-002-2015-1,GSGD-002-2015,HNL,56010.0
ocds-lcuori-WRzbRe-LPN-DGC-DC-001-2015-2,ocds-lcuori-WRzbRe-LPN-DGC-DC-001-2015-2/3,WRzbRe-01-DC-DGC-INSEP-2015,2016-07-05T00:00:00-06:00,"PAVIMENTACIÓN DE LA CARRETERA NAMASIGUE – EMPALME CARRETERA CA-3, 
LOCALIZADO EN EL DEPARTAMENTO DE CHOLUTECA.
",WRzbRe-8L4PLY,Dirección General de Carreteras,works,WRzbRe-LPN-DGC-DC-001-2015-2,01-DC-DGC-INSEP-2015,HNL,42427992.54
ocds-lcuori-1RaMPR-IC-UMBRAL-04-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-04-2015-2/4,1RaMPR-MCA-THP-07-2015,2015-09-21T00:00:00-06:00,"Asesor Residente, Análisis Técnico y Financiero de Alianzas Público-Privada",1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-04-2015-2,MCA-THP-07-2015,USD,360000.0
ocds-lcuori-0rwYG8-SOLPED-20001552-1,ocds-lcuori-0rwYG8-SOLPED-20001552-1/4,0rwYG8-PEDIDO-4200001378,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-692-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de motor, filtro de aceite, de aire y de combustible del registro 657.
Cambio de aceite de motor,del hidraulico y filtro de aceite y aire del registro 453.
Cambio de aceite de motor y filtro de aceite, de aire, de combustible y lavado general del registro 485.
Cambio de aceite de motor y filtro de aceite, de aire, de combustible y lavado general del registro 745.
cambio de aceite de motor, filtro de aceite y de combustible del registro 788.
INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001552-1,PEDIDO-4200001378,HNL,15226.0
ocds-lcuori-0rwYG8-SOLPED-20001555-1,ocds-lcuori-0rwYG8-SOLPED-20001555-1/3,0rwYG8-PEDIDO-4500002815,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-681-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar la reparacion de un vehiculo FORD 750 tipo Grua y mano de obra, cuyo registro es: 488.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001555-1,PEDIDO-4500002815,HNL,23813.91
ocds-lcuori-1RaMPR-QCBS-UMBRAL-02-2015-2,ocds-lcuori-1RaMPR-QCBS-UMBRAL-02-2015-2/4,1RaMPR-MCA-THP-17-2015,2015-12-18T00:00:00-06:00,PUBLIC EXPENDITURE AND FINANCIAL ACCOUNTABILITY (PEFA),1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-QCBS-UMBRAL-02-2015-2,MCA-THP-17-2015,USD,89000.0
ocds-lcuori-vGZWNR-LPN-027-2015-2,ocds-lcuori-vGZWNR-LPN-027-2015-2/3,vGZWNR-146-2015 Y ADENDUM AL CONTRATO,2017-01-27T00:00:00-06:00,Regularización de licencias y adquisición de plataforma tecnológica Oracle para el Centro de Datos del Instituto Hondureño de Seguridad Social (IHSS),vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-027-2015-2,146-2015 Y ADENDUM AL CONTRATO,HNL,13021630.17
ocds-lcuori-PR8ooG-CM-101-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-101-CONAPID-2015-1/3,PR8ooG-170-CONAPID-2015,2016-06-01T00:00:00-06:00,1 CAMBIO DE ACEITE PRA VEHICULO 3.0,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-101-CONAPID-2015-1,170-CONAPID-2015,HNL,1424.27
ocds-lcuori-PR8ooG-CM-102-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-102-CONAPID-2015-1/4,PR8ooG-171-CONAPID-2015,2016-06-01T00:00:00-06:00,COMPRA DE GRAMA NATURAL 400 METROS,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-102-CONAPID-2015-1,171-CONAPID-2015,HNL,75900.0
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,2016-05-06T00:00:00-06:00,"REFORZAMIENTO ESTRUCTURAL Y FINALIZACIÓN DEL EDIFICIO C3, CIUDAD UNIVERSITARIA",Zr5mWr-PGJALo,Secretaría Ejecutiva de Administración de Proyectos de Infraestructura,works,Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,CC-02-2016-SEAPI-UNAH,HNL,149606428.92
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2/3,kR2xaL-N° ONCAE-CM-AB-003-2015,2015-09-11T00:00:00-06:00,CONVENIO MARCO DE ALIMENTOS Y BEBIDAS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-AB-003-2015-2,N° ONCAE-CM-AB-003-2015,HNL,0.0
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2/3,kR2xaL-N° ONCAE-CM-AB-007-2015,2015-09-11T00:00:00-06:00,CONVENIO MARCO DE ALIMENTOS Y BEBIDAS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-AB-003-2015-2,N° ONCAE-CM-AB-007-2015,HNL,0.0
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-001-2015,2015-09-25T00:00:00-06:00,CONVENIO MARCO PARA EL SUMINISTRO DE BIENES INFORMATICOS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,N° ONCAE-CM-BI-001-2015,HNL,0.33
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-003-2015,2015-09-25T00:00:00-06:00,CONVENIO MARCO PARA EL SUMINISTRO DE BIENES INFORMATICOS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,N° ONCAE-CM-BI-003-2015,HNL,0.2
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-005-2015,2015-09-25T00:00:00-06:00,CONVENIO MARCO PARA EL SUMINISTRO DE BIENES INFORMATICOS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,N° ONCAE-CM-BI-005-2015,HNL,0.03
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-006-2015,2016-01-22T00:00:00-06:00,CONVENIO MARCO PARA EL SUMINISTRO DE BIENES INFORMATICOS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,N° ONCAE-CM-BI-006-2015,HNL,0.0
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-007-2015,2015-09-25T00:00:00-06:00,CONVENIO MARCO PARA EL SUMINISTRO DE BIENES INFORMATICOS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,N° ONCAE-CM-BI-007-2015,HNL,0.23
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-009-2015,2015-09-25T00:00:00-06:00,CONVENIO MARCO PARA EL SUMINISTRO DE BIENES INFORMATICOS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,N° ONCAE-CM-BI-009-2015,HNL,0.23
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N°ONCAE-CM-BI-008-2015,2015-09-25T00:00:00-06:00,CONVENIO MARCO PARA EL SUMINISTRO DE BIENES INFORMATICOS,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,N°ONCAE-CM-BI-008-2015,HNL,0.0
ocds-lcuori-0rwYG8-SOLPED-20001557-1,ocds-lcuori-0rwYG8-SOLPED-20001557-1/3,0rwYG8-PEDIDO-4200001384,2016-12-29T00:00:00-06:00,"SOLICITANTE:DEPTO.PROVEEDURIA           MEMORANDUM DPH-279-2015

JUSTIFICACION:SE REQUIERE LA REPARACION DE LA MAQUINA DE ESCRIBIR EN VISTA QUE SE ARRUINO LA BANDA QUE MOBILIZA EL RODILLO Y ES EN LA CUAL SE GENERAN TODOS LOS CHEQUES DEL FONDO ROTATORIO Y LA CAJA CHICA.
",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001557-1,PEDIDO-4200001384,HNL,4025.0
ocds-lcuori-vGZWNR-LPN-014-2015-2,ocds-lcuori-vGZWNR-LPN-014-2015-2/3,vGZWNR-003-2015,2015-09-24T00:00:00-06:00,Contratación de Servicios de Comodato para los Laboratorios Centrales para el Instituto Hondureño de Seguridad Social (IHSS),vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-014-2015-2,003-2015,USD,1167336.15
ocds-lcuori-vGZWNR-LPN-014-2015-2,ocds-lcuori-vGZWNR-LPN-014-2015-2/3,vGZWNR-137-2015,2015-09-17T00:00:00-06:00,Contratación de Servicios de Comodato para los Laboratorios Centrales para el Instituto Hondureño de Seguridad Social (IHSS),vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-014-2015-2,137-2015,USD,9791119.08
ocds-lcuori-vGZWNR-LPN-014-2015-2,ocds-lcuori-vGZWNR-LPN-014-2015-2/3,vGZWNR-138-2015,2015-09-10T00:00:00-06:00,Contratación de Servicios de Comodato para los Laboratorios Centrales para el Instituto Hondureño de Seguridad Social (IHSS),vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-014-2015-2,138-2015,USD,4141670.99
ocds-lcuori-2LAdQr-LP-FV-RVP-037-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-037-2015-2/3,2LAdQr-FV-155-2015,2015-11-06T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-037-2015-2,FV-155-2015,HNL,1927092.58
ocds-lcuori-2LAdQr-LP-FV-RVP-038-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-038-2015-2/3,2LAdQr-FV-156-2015,2015-11-06T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-038-2015-2,FV-156-2015,HNL,1957407.2
ocds-lcuori-2LAdQr-LP-FV-RVP-039-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-039-2015-2/3,2LAdQr-FV-160-2015,2015-11-12T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-039-2015-2,FV-160-2015,HNL,1933176.84
ocds-lcuori-2LAdQr-LP-FV-RVP-040-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-040-2015-2/3,2LAdQr-FV-157-2015 B,2015-11-06T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-040-2015-2,FV-157-2015 B,HNL,1963793.7
ocds-lcuori-2LAdQr-COT-FV-RVP-018-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-018-2015-2/3,2LAdQr-FV-162-2015,2015-11-16T00:00:00-06:00,CONSULTORIA PARA LA SUPERVISION DEL PROYECTO: OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-018-2015-2,FV-162-2015,HNL,460775.54
ocds-lcuori-2LAdQr-COT-FV-RVP-019-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-019-2015-2/3,2LAdQr-FV-171-2015,2015-11-19T00:00:00-06:00,CONSULTORIA PARA LA SUPERVISION DEL PROYECTO: OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-019-2015-2,FV-171-2015,HNL,232778.07
ocds-lcuori-2LAdQr-COT-FV-RVP-020-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-020-2015-2/3,2LAdQr-FV-166-2015,2015-11-16T00:00:00-06:00,CONSULTORIA PARA LA SUPERVISION DEL PROYECTO: OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-020-2015-2,FV-166-2015,HNL,243700.86
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-01-2015-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-01-2015-2/3,wrV3LP-CC-LPR-DIM-FHIS-001-2016,2016-07-28T00:00:00-06:00,"LPR-IDECOAS/FHIS-01-2015
REPARACION CAMPO DE FUTBOL,
UBICADO EN LA COLONIA NUEVA CAPITAL,  MUNICIPIO DEL DISTRITO CENTRAL, DEPARTAMENTO DE FRANCISCO MORAZAN, 
CODIGO No. 102904",wrV3LP-orvDGM,FHIS - Unidad Central,works,wrV3LP-LPR-IDECOAS-FHIS-01-2015-2,CC-LPR-DIM-FHIS-001-2016,HNL,1184600.14
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-02-2015-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-02-2015-2/3,wrV3LP-CC-LPR-DIM-FHIS-002-2016,2016-07-20T00:00:00-06:00,"LPR-IDECOAS/FHIS-02-2015
CONSTRUCCION CERCO PERIMETRAL EN CENTRO DE ALCANCE ASLA WAPAIA
UBICADO EN PUERTO LEMPIRA, DEPARTAMENTO DE GRACIAS A DIOS
CODIGO No. 105278",wrV3LP-orvDGM,FHIS - Unidad Central,works,wrV3LP-LPR-IDECOAS-FHIS-02-2015-2,CC-LPR-DIM-FHIS-002-2016,HNL,1591201.62
ocds-lcuori-kG1ger-Pub 01-2015-2,ocds-lcuori-kG1ger-Pub 01-2015-2/3,kG1ger-09-2015,2015-11-13T00:00:00-06:00,Combustible Diesel y Gasolinas para los Puertos de la ENP,kG1ger-1Ra6lr,Unidad Central,goodsOrServices,kG1ger-Pub 01-2015-2,09-2015,HNL,7037920.78
ocds-lcuori-2LAdQr-COT-FV-ODM-17-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-17-2015-2/3,2LAdQr-FV-216-2015,2015-12-14T00:00:00-06:00,CONTRATACION DIRECTA SUPERVISION DE OBRAS,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-ODM-17-2015-2,FV-216-2015,HNL,262605.98
ocds-lcuori-1Ra0dG-PC-CON-005-2015-1,ocds-lcuori-1Ra0dG-PC-CON-005-2015-1/3,1Ra0dG-489820,2016-01-04T00:00:00-06:00,"Renovación contrato de servicio de internet de la CONVIVIENDA, del 04 de enero al 04 de julio de 2016",1Ra0dG-jRD7wG,Comisión Nacional de Vivienda y Asentamientos Humanos,goodsOrServices,1Ra0dG-PC-CON-005-2015-1,489820,USD,460.0
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,2016-05-27T00:00:00-06:00,"CONSTRUCCIÓN E INSTALACIÓN DE ELEVADORES EN EDIFICIOS A1, A2, D1 Y F1, CIUDAD UNIVERSITARIA",Zr5mWr-PGJALo,Secretaría Ejecutiva de Administración de Proyectos de Infraestructura,works,Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,CC-03-2016-SEAPI-UNAH,HNL,20131826.38
ocds-lcuori-7rBxpG-LPública No.22-2015-2,ocds-lcuori-7rBxpG-LPública No.22-2015-2/3,7rBxpG-015-2016,2016-02-09T00:00:00-06:00,"Contratación del servicio de soporte de mantenimiento preventivo y correctivo para dos (2) librerías de cinta marca Sun Storage Tek SL24 tape autolader con tecnología LT04, tres (3) soluciones de almacenamiento en red San AMS-2100, cinco (5) servidores Sun Sparc Enterprise M4000, tres (3) servidores Sun Fire T2000, dos (2) servidores Sun Fire V440, cuatro (4) servidores Sun T5140, por el término de un (1) año comprendido del 1 de enero al 31 de diciembre de 2016",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-LPública No.22-2015-2,015-2016,HNL,4110410.5
ocds-lcuori-NLP4qL-LPN-006-2015-2,ocds-lcuori-NLP4qL-LPN-006-2015-2/3,NLP4qL-CB-005-2015,2015-06-19T00:00:00-06:00,"Contratación de servicios de perforación de pozos en los mjnicipios de la Lima, Danlpi y actividades de mejoramiento de producción y eficiencia energética de pozos existentes, incluyendo evaluación electromecánica en los municipios de, Villanueva, Pimiento, y San Manuel, en el Departamento de Cortés.",NLP4qL-NLPKrv,Unidad Administradora de Proyectos,goodsOrServices,NLP4qL-LPN-006-2015-2,CB-005-2015,HNL,6399338.0
ocds-lcuori-7rBxpG-CDIRECTA No.15-2015-2,ocds-lcuori-7rBxpG-CDIRECTA No.15-2015-2/3,7rBxpG-013-2016,2016-02-05T00:00:00-06:00,"Servicio de soporte y actualización de cuatrocientas dos (402) licencias del software Trustbroker Secure Client For Workstations y cinco (5) licencias del software Trustbroker Secure Client For Servers, por el período de un (1) año, comprendido del 1 de enero al 31 de diciembre de 2016.",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-CDIRECTA No.15-2015-2,013-2016,HNL,287004.47
ocds-lcuori-2LAdQr-LP-FV-RVP-053-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-053-2015-2/3,2LAdQr-F V - 0 2 - 2 0 1 6,2016-01-08T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO EN EL (LOS) TRAMO(S) DE LA RED VIAL PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-LP-FV-RVP-053-2015-2,F V - 0 2 - 2 0 1 6,HNL,1958314.34
ocds-lcuori-2LAdQr-LP-FV-RVP-054-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-054-2015-2/3,2LAdQr-FV -0 4 - 2016,2016-01-08T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO EN EL (LOS) TRAMO(S) DE LA RED VIAL PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-054-2015-2,FV -0 4 - 2016,HNL,1940373.23
ocds-lcuori-2LAdQr-COT-FV-RVP-029-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-029-2015-2/3,2LAdQr-F V - 2 2 7 - 2 0 1 5,2015-12-22T00:00:00-06:00,"CONSULTORIA PARA LA SUPERVISION DEL PROYECTO
OPERATIVO DE BACHEO ASFALTICO
",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-029-2015-2,F V - 2 2 7 - 2 0 1 5,HNL,300213.16
ocds-lcuori-0rwYG8-SOLPED-20001567-1,ocds-lcuori-0rwYG8-SOLPED-20001567-1/3,0rwYG8-PEDIDO-4200001376,2016-12-29T00:00:00-06:00,"SOLICITANTE:            FABIO ENAMORADO
                        ADMINISTRACION DE NEGOCIOS
JUSTIFICACION:          COMPRA DE 250 CAMISAS BLANCAS CON SERIGRAFIA ACTIVATE, LO ANTERIOR COMO PATROCINIO DE HONDUTEL A LA ACTIVIDAD GUBERNAMENTA.
MEMO:                   GNEG-340
CONTACTO:               7217-1070",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001567-1,PEDIDO-4200001376,HNL,14375.0
ocds-lcuori-2LAdQr-LP-FV-RVNP-17-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-17-2015-2/3,2LAdQr-FV-169-2015,2015-11-19T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-17-2015-2,FV-169-2015,HNL,1958967.1
ocds-lcuori-2LAdQr-LP-FV-RVNP-18-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-18-2015-2/3,2LAdQr-FV-170-2015,2015-11-19T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-18-2015-2,FV-170-2015,HNL,1534139.36
ocds-lcuori-2LAdQr-COT-FV-RVNP-17-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-17-2015-2/3,2LAdQr-FV-168-2015,2015-11-19T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-17-2015-2,FV-168-2015,HNL,394289.14
ocds-lcuori-vGZVoG-SS-PICSC-022-2015-2,ocds-lcuori-vGZVoG-SS-PICSC-022-2015-2/3,vGZVoG-SS-UCP-109-2016,2016-08-24T00:00:00-06:00,Adquisición de Mobiliario Modular y Accesorios para la Unidad Coordinadora del Programa,vGZVoG-MrMgGe,Programa BID-Préstamo 2745/BL/HO,goodsOrServices,vGZVoG-SS-PICSC-022-2015-2,SS-UCP-109-2016,HNL,9349030.8
ocds-lcuori-PR8ooG-CM-107-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-107-CONAPID-2015-1/4,PR8ooG-173-CONAPID-2015,2016-06-02T00:00:00-06:00,PLACA PARA INAURACION DE PISTA,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-107-CONAPID-2015-1,173-CONAPID-2015,HNL,14375.0
ocds-lcuori-ZGqW9r-LPP-007-IPM-2015-2,ocds-lcuori-ZGqW9r-LPP-007-IPM-2015-2/3,ZGqW9r-LPP-007-IPM-2015,2016-01-01T00:00:00-06:00,"MANTENIMIENTO PREVENTIVO, MANTENIMIENTO CORRECTIVO Y DIAGNÓSTICO DE LOS SISTEMAS QUE COMPONEN EL DATA CENTER
",ZGqW9r-WRzOdr,Unidad Central,goodsOrServices,ZGqW9r-LPP-007-IPM-2015-2,LPP-007-IPM-2015,HNL,472170.17
ocds-lcuori-vGZWNR-LPN-022-2015-2,ocds-lcuori-vGZWNR-LPN-022-2015-2/3,vGZWNR-160-2016,2016-09-26T00:00:00-06:00,"Adquisición de Equipo e Instrumental Medico para las Regionales de Roatán y La Ceiba, Periféricas N° 2 y Calpules y Hospital Regional del Norte del Instituto Hondureño de Seguridad Social IHSS  ",vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-022-2015-2,160-2016,HNL,1231186.0
