ocid,id,contracts/0/id,contracts/0/documents/0/id,contracts/0/documents/0/url,contracts/0/documents/0/documentType,contracts/0/documents/0/format,contracts/0/documents/0/description,contracts/0/documents/0/title,contracts/0/documents/0/datePublished
ocds-lcuori-kR0qDr-LPN-01-2015-2,ocds-lcuori-kR0qDr-LPN-01-2015-2/3,kR0qDr-01-2016-A,1575-kR0qDr-01-2016-A-12,http://h1.honducompras.gob.hn/Docs/Con15601-2016-A1200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-06T11:16:55.353000-06:00
ocds-lcuori-kR0qDr-SC-10-2015-2,ocds-lcuori-kR0qDr-SC-10-2015-2/3,kR0qDr-025-2016-A,2827-kR0qDr-025-2016-A-12,http://h1.honducompras.gob.hn/Docs/Con156025-2016-A1200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-29T12:06:58.643000-06:00
ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2,ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2/3,7rBxpG-025-2016,978-7rBxpG-025-2016-12,http://h1.honducompras.gob.hn/Docs/Con123025-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-04T19:42:14.267000-06:00
ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2,ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2/3,7rBxpG-025-2016,20429-7rBxpG-025-2016-12,http://h1.honducompras.gob.hn/Docs/Con123025-20161202-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-08-08T11:46:34.563000-06:00
ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2,ocds-lcuori-7rBxpG-LPUBLICA No.27-2015-2/3,7rBxpG-025-2016,979-7rBxpG-025-2016-15,http://h1.honducompras.gob.hn/Docs/Con123025-20161501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-04-04T19:42:55.937000-06:00
ocds-lcuori-Nrd4Yr-GSGD-002-2015-1,ocds-lcuori-Nrd4Yr-GSGD-002-2015-1/3,Nrd4Yr-GSGD-002-2015,754-Nrd4Yr-GSGD-002-2015-12,http://h1.honducompras.gob.hn/Docs/Con757GSGD-002-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-10T11:08:20.270000-06:00
ocds-lcuori-Nrd4Yr-GSGD-002-2015-1,ocds-lcuori-Nrd4Yr-GSGD-002-2015-1/3,Nrd4Yr-GSGD-002-2015,755-Nrd4Yr-GSGD-002-2015-12,http://h1.honducompras.gob.hn/Docs/Con757GSGD-002-20151201-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-10T11:08:50.397000-06:00
ocds-lcuori-Nrd4Yr-GSGD-002-2015-1,ocds-lcuori-Nrd4Yr-GSGD-002-2015-1/3,Nrd4Yr-GSGD-002-2015,756-Nrd4Yr-GSGD-002-2015-12,http://h1.honducompras.gob.hn/Docs/Con757GSGD-002-20151202-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-10T11:09:18.480000-06:00
ocds-lcuori-WRzbRe-LPN-DGC-DC-001-2015-2,ocds-lcuori-WRzbRe-LPN-DGC-DC-001-2015-2/3,WRzbRe-01-DC-DGC-INSEP-2015,2982-WRzbRe-01-DC-DGC-INSEP-2015-12,http://h1.honducompras.gob.hn/Docs/Con1001-DC-DGC-INSEP-20151200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-05T10:30:27.950000-06:00
ocds-lcuori-1RaMPR-IC-UMBRAL-04-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-04-2015-2/4,1RaMPR-MCA-THP-07-2015,34335-1RaMPR-MCA-THP-07-2015-12,http://h1.honducompras.gob.hn/Docs/Con703MCA-THP-07-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2018-07-03T14:54:40.927000-06:00
ocds-lcuori-1RaMPR-QCBS-UMBRAL-02-2015-2,ocds-lcuori-1RaMPR-QCBS-UMBRAL-02-2015-2/4,1RaMPR-MCA-THP-17-2015,34343-1RaMPR-MCA-THP-17-2015-12,http://h1.honducompras.gob.hn/Docs/Con703MCA-THP-17-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2018-07-03T15:38:57.037000-06:00
ocds-lcuori-1RaMPR-QCBS-UMBRAL-02-2015-2,ocds-lcuori-1RaMPR-QCBS-UMBRAL-02-2015-2/4,1RaMPR-MCA-THP-17-2015,34344-1RaMPR-MCA-THP-17-2015-12,http://h1.honducompras.gob.hn/Docs/Con703MCA-THP-17-20151201-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2018-07-03T15:39:34.880000-06:00
ocds-lcuori-vGZWNR-LPN-027-2015-2,ocds-lcuori-vGZWNR-LPN-027-2015-2/3,vGZWNR-146-2015 Y ADENDUM AL CONTRATO,13231-vGZWNR-146-2015 Y ADENDUM AL CONTRATO-12,http://h1.honducompras.gob.hn/Docs/Con117146-2015%20Y%20ADENDUM%20AL%20CONTRATO1200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-01-26T11:36:16.730000-06:00
ocds-lcuori-vGZWNR-LPN-027-2015-2,ocds-lcuori-vGZWNR-LPN-027-2015-2/3,vGZWNR-146-2015 Y ADENDUM AL CONTRATO,13232-vGZWNR-146-2015 Y ADENDUM AL CONTRATO-15,http://h1.honducompras.gob.hn/Docs/Con117146-2015%20Y%20ADENDUM%20AL%20CONTRATO1501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-01-26T11:36:29.317000-06:00
ocds-lcuori-PR8ooG-CM-101-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-101-CONAPID-2015-1/3,PR8ooG-170-CONAPID-2015,1952-PR8ooG-170-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180170-CONAPID-20151500-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T12:27:31.070000-06:00
ocds-lcuori-PR8ooG-CM-101-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-101-CONAPID-2015-1/3,PR8ooG-170-CONAPID-2015,1953-PR8ooG-170-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180170-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T12:29:53.557000-06:00
ocds-lcuori-PR8ooG-CM-102-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-102-CONAPID-2015-1/4,PR8ooG-171-CONAPID-2015,1963-PR8ooG-171-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180171-CONAPID-20151500-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T15:53:27.630000-06:00
ocds-lcuori-PR8ooG-CM-102-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-102-CONAPID-2015-1/4,PR8ooG-171-CONAPID-2015,1964-PR8ooG-171-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180171-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T15:53:44.847000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,1820-Zr5mWr-CC-02-2016-SEAPI-UNAH-12,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-24T14:10:50.217000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,1821-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1501-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-05-24T14:11:19.467000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,1822-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1502-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-05-24T14:11:28.697000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,10557-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1503-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-12-13T15:55:24.970000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,17509-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1504-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-05-30T09:49:52.387000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,18219-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1505-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-06-19T14:25:02.450000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,20511-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1506-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-08-09T15:02:51.330000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,21680-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1507-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-09-13T13:30:42.690000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,22068-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1508-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-09-25T15:45:15.183000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,23675-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1509-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-10-30T14:50:30.660000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,27425-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH15010-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-01-17T09:52:34.703000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,27508-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH15010-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-01-17T17:05:48.230000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,28825-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH15010-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-03-13T09:32:47.230000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,28910-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH15010-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-03-19T09:15:54.580000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,29787-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH15010-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-04-06T12:18:16.823000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,30538-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1515-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-04-24T13:50:24.783000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,31609-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1516-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-05-11T16:22:59.490000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,37241-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1517-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-08-21T10:44:12.183000-06:00
ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 03-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-02-2016-SEAPI-UNAH,37877-Zr5mWr-CC-02-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-02-2016-SEAPI-UNAH1518-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-08-31T14:01:39.297000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2/3,kR2xaL-N° ONCAE-CM-AB-003-2015,790-kR2xaL-N° ONCAE-CM-AB-003-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-AB-003-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T17:05:30.320000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-AB-003-2015-2/3,kR2xaL-N° ONCAE-CM-AB-007-2015,789-kR2xaL-N° ONCAE-CM-AB-007-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-AB-007-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T17:03:56.907000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-001-2015,780-kR2xaL-N° ONCAE-CM-BI-001-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-BI-001-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T15:29:55.597000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-003-2015,785-kR2xaL-N° ONCAE-CM-BI-003-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-BI-003-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T15:51:07.773000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-005-2015,782-kR2xaL-N° ONCAE-CM-BI-005-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-BI-005-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T15:42:48.133000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-006-2015,787-kR2xaL-N° ONCAE-CM-BI-006-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-BI-006-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T15:53:07.163000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-007-2015,784-kR2xaL-N° ONCAE-CM-BI-007-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-BI-007-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T15:48:27.137000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N° ONCAE-CM-BI-009-2015,783-kR2xaL-N° ONCAE-CM-BI-009-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0%20ONCAE-CM-BI-009-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T15:45:11.133000-06:00
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-BI-005-2015-2/3,kR2xaL-N°ONCAE-CM-BI-008-2015,781-kR2xaL-N°ONCAE-CM-BI-008-2015-12,http://h1.honducompras.gob.hn/Docs/Con690N%C2%B0ONCAE-CM-BI-008-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-14T15:32:42.320000-06:00
ocds-lcuori-vGZWNR-LPN-014-2015-2,ocds-lcuori-vGZWNR-LPN-014-2015-2/3,vGZWNR-003-2015,3612-vGZWNR-003-2015-12,http://h1.honducompras.gob.hn/Docs/Con117003-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-15T11:01:47.033000-06:00
ocds-lcuori-vGZWNR-LPN-014-2015-2,ocds-lcuori-vGZWNR-LPN-014-2015-2/3,vGZWNR-137-2015,3609-vGZWNR-137-2015-12,http://h1.honducompras.gob.hn/Docs/Con117137-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-15T10:42:25.063000-06:00
ocds-lcuori-vGZWNR-LPN-014-2015-2,ocds-lcuori-vGZWNR-LPN-014-2015-2/3,vGZWNR-138-2015,3601-vGZWNR-138-2015-12,http://h1.honducompras.gob.hn/Docs/Con117138-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-15T10:31:11.873000-06:00
ocds-lcuori-vGZWNR-LPN-014-2015-2,ocds-lcuori-vGZWNR-LPN-014-2015-2/3,vGZWNR-138-2015,3602-vGZWNR-138-2015-15,http://h1.honducompras.gob.hn/Docs/Con117138-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-07-15T10:31:28.663000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVP-037-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-037-2015-2/3,2LAdQr-FV-155-2015,616-2LAdQr-FV-155-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-155-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-25T13:36:17.627000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVP-038-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-038-2015-2/3,2LAdQr-FV-156-2015,617-2LAdQr-FV-156-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-156-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-25T13:45:51.590000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVP-039-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-039-2015-2/3,2LAdQr-FV-160-2015,621-2LAdQr-FV-160-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-160-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-25T14:28:31.790000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVP-040-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-040-2015-2/3,2LAdQr-FV-157-2015 B,618-2LAdQr-FV-157-2015 B-12,http://h1.honducompras.gob.hn/Docs/Con237FV-157-2015%20B1200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-25T13:54:50.170000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVP-018-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-018-2015-2/3,2LAdQr-FV-162-2015,622-2LAdQr-FV-162-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-162-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-25T14:43:36.740000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVP-019-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-019-2015-2/3,2LAdQr-FV-171-2015,631-2LAdQr-FV-171-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-171-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T15:39:27.900000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVP-020-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-020-2015-2/3,2LAdQr-FV-166-2015,626-2LAdQr-FV-166-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-166-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T11:32:14.107000-06:00
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-01-2015-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-01-2015-2/3,wrV3LP-CC-LPR-DIM-FHIS-001-2016,4313-wrV3LP-CC-LPR-DIM-FHIS-001-2016-12,http://h1.honducompras.gob.hn/Docs/Con11CC-LPR-DIM-FHIS-001-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-28T11:23:29.993000-06:00
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-02-2015-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-02-2015-2/3,wrV3LP-CC-LPR-DIM-FHIS-002-2016,3796-wrV3LP-CC-LPR-DIM-FHIS-002-2016-12,http://h1.honducompras.gob.hn/Docs/Con11CC-LPR-DIM-FHIS-002-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-20T10:53:51.280000-06:00
