ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount,contracts/0/localProcurementCategory
ocds-lcuori-WRzdbL-LP-023-2017-HT-2,ocds-lcuori-WRzdbL-LP-023-2017-HT-2/3,WRzdbL-137-2017,2017-11-06T00:00:00-06:00,31100 ALIMENTOS Y BEIDAS PARA PERSONAS,WRzdbL-mrYzL9,Hospital Tela Integrado,WRzdbL-LP-023-2017-HT-2,137-2017,HNL,348714.8,goodsOrServices
ocds-lcuori-orvwnL-CM-256-INP-2017-1,ocds-lcuori-orvwnL-CM-256-INP-2017-1/3,orvwnL-ORDEN DE COMPRA No. 661-2017,2018-01-05T00:00:00-06:00,"39600
35650
23200",orvwnL-DL9lKr,Instituto Nacional Penitenciario,orvwnL-CM-256-INP-2017-1,ORDEN DE COMPRA No. 661-2017,HNL,16673.99,goodsOrServices
ocds-lcuori-MrM6zL-CM-CONEANFO-UPE-006-2017-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UPE-006-2017-1/3,MrM6zL-561673  INDUFESA,2017-05-05T00:00:00-06:00,"Compra  servicio sanitario para niños para Centro de Atención Infantil en Gracias, Lempira",MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,MrM6zL-CM-CONEANFO-UPE-006-2017-1,561673  INDUFESA,HNL,2985.0,goodsOrServices
ocds-lcuori-vGZWNR-30009085-TEG-1,ocds-lcuori-vGZWNR-30009085-TEG-1/3,vGZWNR-4300006573,2018-01-05T00:00:00-06:00,MATERIAL DE ORTOPEDIA,vGZWNR-orvxDG,Unidad Central,vGZWNR-30009085-TEG-1,4300006573,HNL,133500.0,goodsOrServices
ocds-lcuori-4LOxWG-126-2017-2,ocds-lcuori-4LOxWG-126-2017-2/3,4LOxWG-17102,2017-05-04T00:00:00-06:00,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 2do. TRIMESTRE DEL 2017
",4LOxWG-mrYzL9,Hospital San Felipe,4LOxWG-126-2017-2,17102,HNL,540000.0,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-10001330-1-1,ocds-lcuori-0rwYG8-SOLPED-10001330-1-1/3,0rwYG8-PEDIDO-4100000620,2017-07-18T00:00:00-06:00,"SOLICITANTE: AREA DE TRANSMISION TERRESTRE.
MEMORANDO ATT-096-2017.

JUSTIFICACION: SE REQUIERE LA COMPRA DE ESTOS TELEFONOS INALAMBRICOS YA QUE SON NECESARIOS PARA ATENDER A LOS CLIENTES TANTO INTERNOS COMO EXTERNOS DE LA EMPRESA Y ASI HACER PRUEBAS EN CUALQUIER SITIO DE LAS SALAS DE TRANSMISION.
",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-10001330-1-1,PEDIDO-4100000620,HNL,6670.0,goodsOrServices
ocds-lcuori-PR8M9r-CM-144-IP-2017-1,ocds-lcuori-PR8M9r-CM-144-IP-2017-1/3,PR8M9r-109-2017,2017-09-19T00:00:00-06:00,compra de televisores,PR8M9r-7rBMpR,Instituto de la Propiedad,PR8M9r-CM-144-IP-2017-1,109-2017,HNL,39364.5,goodsOrServices
ocds-lcuori-yRlZYL-SEP-GA-25-2017-1,ocds-lcuori-yRlZYL-SEP-GA-25-2017-1/3,yRlZYL-GA-25-2017,2017-05-19T00:00:00-06:00,COMPRA DE MATERIALES ELECTRICOS PARA USO DE LA OFICINA DE SERVICIOS GENERALES DE ESTA SECRETARIA,yRlZYL-lRo2G5,Gerencia Administrativa,yRlZYL-SEP-GA-25-2017-1,GA-25-2017,HNL,18331.0,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-50003383-1,ocds-lcuori-0rwYG8-SOLPED-50003383-1/3,0rwYG8-PEDIDO-4301,2017-07-18T00:00:00-06:00,"OLICITANTE : DEPARTAMENTO DE EDIFICACIONES
(APROBADO MEDIANTE MEMORANDO DEDIF/N. 213/2017)

JUSTIFICACION: PARA LA NUEVO MODULO SANITARIO A CONTRUIRSE  EN LAS OFICINAS DE SOPORTE TECNICO.
",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-50003383-1,PEDIDO-4301,HNL,500.52,goodsOrServices
ocds-lcuori-Zr5B9L-C-0395-2017-PE-0327-2017-1,ocds-lcuori-Zr5B9L-C-0395-2017-PE-0327-2017-1/3,Zr5B9L-0325-2017,2017-08-15T00:00:00-06:00,"TANQUE DE PRESION DE LA CISTERNA DE AGUA(INCLUIR INSTALACION,MODIFICACION DE CONEXION DE LA TUBERIA Y MODIFICACION DEL SISTEMA ELECTRICO",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0395-2017-PE-0327-2017-1,0325-2017,HNL,49381.0,goodsOrServices
ocds-lcuori-WRz0xL-SAR-CM-342-2017-1,ocds-lcuori-WRz0xL-SAR-CM-342-2017-1/4,WRz0xL-325,2017-11-20T00:00:00-06:00,COMPRA DE COFFEE BREAKS PARA LA CAPACITACION DE TRANSITO,WRz0xL-ZGqBaR,Unidad de Compras,WRz0xL-SAR-CM-342-2017-1,325,HNL,2501.25,goodsOrServices
ocds-lcuori-Zr5B9L-C-0128-2017-PE-0104-2017-1,ocds-lcuori-Zr5B9L-C-0128-2017-PE-0104-2017-1/4,Zr5B9L-0110-2017,2017-05-31T00:00:00-06:00,"REPARACION DE AIRE ACONDICIONADO FORD RANGER,DOBLÑE CABINA,PICK-UP,GRIS,S/P (INCLUIR REPUESTOS Y MANO DE OBRA EN LA OFERTA)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0128-2017-PE-0104-2017-1,0110-2017,HNL,6555.0,goodsOrServices
ocds-lcuori-orvDGM-100-17-1,ocds-lcuori-orvDGM-100-17-1/3,orvDGM-OCA-62-1,2017-06-28T00:00:00-06:00,TELEFONO INALAMBRICO,orvDGM-jRDVLk,SANAA - Unidad Central,orvDGM-100-17-1,OCA-62-1,HNL,1725.99,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-798-2016-1,ocds-lcuori-kR0Q0r-CM-ENAG-798-2016-1/3,kR0Q0r-164,2017-05-10T00:00:00-06:00,para elaborar Gaceta,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-798-2016-1,164,HNL,60000.0,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED- 50003429-1,ocds-lcuori-0rwYG8-SOLPED- 50003429-1/3,0rwYG8-PEDIDO-4500004309,2017-08-01T00:00:00-06:00,"SOLICITANTE;  DEPARTAMENTO DE SERVICIOS GENERALES   DSGH 496-2017

SE SOLICITA LA COMPRA DE 91BATERIAS PARA VEHICULO POR LA CANTIDAD LPS 184.275.00 EN LA CUENTA PRESUPUESTARIA ACCESORIOS Y REPUESTOS-6003191004 CENTRO DE COSTO –ARMLT000001 CENTRO GESTOR  DRM-1000
JUSTIFICACION:
SE SOLICITA ESTA COMPRA DE BATERIAS DE 12 VOLTIOS/12 AMPERIOS CON EL PROPOSITO DE BRINADAR  UNA MEJOR  MANTENIMIENTO  PREVENTIVO Y CORRECTIVO  A  LA FLOTA,  VEHICULAR DE LA EMPRESA


- INFORMACION CON EL SEÑOR LEOCADEO GAMEZ BARAHONA AL TEL: 2239-6181/84

",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED- 50003429-1,PEDIDO-4500004309,HNL,177905.0,goodsOrServices
ocds-lcuori-mrY1dr-CM-111-SEDS-2017-1,ocds-lcuori-mrY1dr-CM-111-SEDS-2017-1/4,mrY1dr-4500003766,2017-08-12T00:00:00-06:00,COMPRA DE REPUESTOS PARA LOS VEHICULOS ASIGNADOS A LA UMEP 10.,mrY1dr-MrMgGe,Unidad Central,mrY1dr-CM-111-SEDS-2017-1,4500003766,HNL,20510.25,goodsOrServices
ocds-lcuori-PR8ooG-CM-66-CONAPID-2017-1,ocds-lcuori-PR8ooG-CM-66-CONAPID-2017-1/3,PR8ooG-40-CONAPID-2017,2017-05-24T00:00:00-06:00,"tub estruct cuadrado 1-112 CH16 
1 Varilla lisa 1/2 x gm gdo 40 
+ tubo, negro economico ch16 
5lb Electrodo 6013 3/32 
I Canaleta 6x21.2 mm 6mts",PR8ooG-NrdqVL,Unidad Central,PR8ooG-CM-66-CONAPID-2017-1,40-CONAPID-2017,HNL,5537.97,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-50003381-1,ocds-lcuori-0rwYG8-SOLPED-50003381-1/3,0rwYG8-PEDIDO-4500004296,2017-08-01T00:00:00-06:00,"SOLICITA : DEPARTAMENTO DE EDIFICACIONES
USO : PARA LA FABRICACION DE 4 PUERTAS QUE SERAN INSTALADAS EN LA URA EL PARAISO. (APROBADO MEDIANTE MEMORANDO DEDIF/N. 215/2017)
NOTA: PARA MAYOR INFORMACION CON EL ING. MIGUEL RAMON DURAN FLORES AL
TEL. 2239-4728  O  7215-1699",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-50003381-1,PEDIDO-4500004296,HNL,1422.94,goodsOrServices
ocds-lcuori-Er6z7r-CM-CONEANFO-UPP-UNFPA-010-2017-1,ocds-lcuori-Er6z7r-CM-CONEANFO-UPP-UNFPA-010-2017-1/4,Er6z7r-562312,2018-01-10T00:00:00-06:00,Por Elaboración de 200 Almuerzos y 200 desayunos para jovenes que participaran en el campamento juvenil en el municipio de Pespire ,Er6z7r-PR8P5R,Programas y Proyectos,Er6z7r-CM-CONEANFO-UPP-UNFPA-010-2017-1,562312,HNL,28000.0,goodsOrServices
ocds-lcuori-vGZWNR-30009088-TEG-1,ocds-lcuori-vGZWNR-30009088-TEG-1/3,vGZWNR-4300006574,2018-01-05T00:00:00-06:00,MATERIALES ORTOPEDICOS,vGZWNR-orvxDG,Unidad Central,vGZWNR-30009088-TEG-1,4300006574,HNL,178000.0,goodsOrServices
ocds-lcuori-orvDGM-S-19-17-1,ocds-lcuori-orvDGM-S-19-17-1/3,orvDGM-OCA-7-17,2017-06-29T00:00:00-06:00,PIEZAS DE RESPUESTOS PARA  IMPRESORA CANON ,orvDGM-jRDVLk,SANAA - Unidad Central,orvDGM-S-19-17-1,OCA-7-17,HNL,14896.09,goodsOrServices
ocds-lcuori-orvDGM-S-19-17-1,ocds-lcuori-orvDGM-S-19-17-1/3,orvDGM-OCS-7-17,2017-07-06T00:00:00-06:00,REPARACION Y RESPUESTOS IMPRESORA CANON,orvDGM-jRDVLk,SANAA - Unidad Central,orvDGM-S-19-17-1,OCS-7-17,HNL,14896.09,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-50003400-1,ocds-lcuori-0rwYG8-SOLPED-50003400-1/3,0rwYG8-PEDIDO-4500004299,2017-08-01T00:00:00-06:00,"SOLICITA : DEPARTAMENTO DE EDIFICACIONES
USO: ELABORACION DE 5 PUERTAS DE TAMBOR Y 1 PUERTA DE TABLERO PARA HONDUTEL EL PARAISO.
(APROBADO MEDIANTE MEMORANDO DEDIF/N. 241/2017
NOTA : PARA MAYOR INFORMACION CON EL ING. MIGUEL RAMON DURAN FLORES AL TEL. 2239-4728  O  7215-1699",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-50003400-1,PEDIDO-4500004299,HNL,3805.3,goodsOrServices
ocds-lcuori-WRz5vG-O.M._06-2017_TROJES_EL_PARAISO-2,ocds-lcuori-WRz5vG-O.M._06-2017_TROJES_EL_PARAISO-2/3,WRz5vG-05-2018,2018-05-22T00:00:00-06:00,"Cambio de Techo, Reparaciones Varias y Mejoramiento de Instalaciones Electricas en el Juzgado de Paz de Trojes, Departamento del El Paraíso",WRz5vG-gRNyG6,Unidad de Licitaciones,WRz5vG-O.M._06-2017_TROJES_EL_PARAISO-2,05-2018,HNL,637041.67,works
ocds-lcuori-vGZWNR-30008027-IHSS-SPS-1,ocds-lcuori-vGZWNR-30008027-IHSS-SPS-1/3,vGZWNR-4300005667,2017-07-13T00:00:00-06:00,ACEITE MINERAL,vGZWNR-orvxDG,Unidad Central,vGZWNR-30008027-IHSS-SPS-1,4300005667,HNL,1975.0,goodsOrServices
ocds-lcuori-vGZWNR-30008055-IHSS-SPS-1,ocds-lcuori-vGZWNR-30008055-IHSS-SPS-1/3,vGZWNR-4300005938,2017-07-13T00:00:00-06:00,"ALUMINIO POTASIO POLV
OXIDO ROJO DE MERCURIO",vGZWNR-orvxDG,Unidad Central,vGZWNR-30008055-IHSS-SPS-1,4300005938,HNL,6331.5,goodsOrServices
ocds-lcuori-vGZWNR-30009089-TEG-1,ocds-lcuori-vGZWNR-30009089-TEG-1/3,vGZWNR-4300006575,2018-01-05T00:00:00-06:00,MATERIALES ORTOPEDICOS,vGZWNR-orvxDG,Unidad Central,vGZWNR-30009089-TEG-1,4300006575,HNL,178000.0,goodsOrServices
ocds-lcuori-PR8dYR-323-2017-1,ocds-lcuori-PR8dYR-323-2017-1/3,PR8dYR-308-2017,2017-11-30T00:00:00-06:00,alquiler de toldos intibuca,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-323-2017-1,308-2017,HNL,42837.5,goodsOrServices
ocds-lcuori-vGZKAR-CM-AMD-CS-71-2017-1,ocds-lcuori-vGZKAR-CM-AMD-CS-71-2017-1/3,vGZKAR-CM-AMD-CS-71-2017,2017-03-27T00:00:00-06:00,"DONADO PARA 30 PERSONAS QUE PARTICIPARAN COMO ELENCO EN OBRA TEATRAL DE LA NOVELA "" PRISION VERDE"" EN LA CASA DE LA CULTURA  DE ESTA CIUDAD . APORTE  A LA UPNFM 01-01-01-291 COMPROMISO C32343",vGZKAR-PLe2qG,Alcaldía Municipal de Danli,vGZKAR-CM-AMD-CS-71-2017-1,CM-AMD-CS-71-2017,HNL,20010.0,goodsOrServices
ocds-lcuori-yRlZYL-SEP-GA-26-2017-1,ocds-lcuori-yRlZYL-SEP-GA-26-2017-1/3,yRlZYL-GA-26-2017,2017-05-19T00:00:00-06:00,COMPRA DE ELEMENTOS DE FERRETERIA PARA USO DE LA OFICINA DE SERVICIOS GENERALES DE ESTA SECRETARIA,yRlZYL-lRo2G5,Gerencia Administrativa,yRlZYL-SEP-GA-26-2017-1,GA-26-2017,HNL,6754.24,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-10001354-1,ocds-lcuori-0rwYG8-SOLPED-10001354-1/4,0rwYG8-PEDIDO-4100000619,2017-07-18T00:00:00-06:00,"SOLICITANTE: DEPARTAMENTO DE EDIFICACIONES
(APROBADO MEDIANTE MEMORANDO DEDIF/N. 151/2017

JUSTIFICACION: PARA SER UTILIZADA EN LA CISTERNA DE AGENCIA DANLI.
",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-10001354-1,PEDIDO-4100000619,HNL,4949.0,goodsOrServices
ocds-lcuori-Er6z7r-CM-CONEANFO-UPP-UNFPA-011-2017-1,ocds-lcuori-Er6z7r-CM-CONEANFO-UPP-UNFPA-011-2017-1/4,Er6z7r-562306,2018-01-15T00:00:00-06:00,Elaboración de 179 almuerzos y 165 desayunos para jovenes que participaran en campamento juvenil en concepción de maria,Er6z7r-PR8P5R,Programas y Proyectos,Er6z7r-CM-CONEANFO-UPP-UNFPA-011-2017-1,562306,HNL,28175.0,goodsOrServices
ocds-lcuori-PR8M9r-CM-0176-IP-2017-1,ocds-lcuori-PR8M9r-CM-0176-IP-2017-1/4,PR8M9r-140-2017,2017-12-05T00:00:00-06:00,materiales de ferreteria,PR8M9r-7rBMpR,Instituto de la Propiedad,PR8M9r-CM-0176-IP-2017-1,140-2017,HNL,44965.3,goodsOrServices
ocds-lcuori-vGZWNR-30009090-TEG-1,ocds-lcuori-vGZWNR-30009090-TEG-1/3,vGZWNR-4300006576,2018-01-05T00:00:00-06:00,MATERIALES ORTEPEDICOS,vGZWNR-orvxDG,Unidad Central,vGZWNR-30009090-TEG-1,4300006576,HNL,187600.0,goodsOrServices
ocds-lcuori-7G3mOr-CC-195-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-195-HBCBHSPS-2017-1/4,7G3mOr-195,2017-03-31T00:00:00-06:00,BUSTER PARA UNIDAD HRB-01-199,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",7G3mOr-CC-195-HBCBHSPS-2017-1,195,HNL,7500.0,goodsOrServices
ocds-lcuori-orvDGM-S-16-17-1,ocds-lcuori-orvDGM-S-16-17-1/3,orvDGM-OCA-13-17,2017-06-28T00:00:00-06:00,REPARACION DE FOTOCOPIADORA,orvDGM-jRDVLk,SANAA - Unidad Central,orvDGM-S-16-17-1,OCA-13-17,HNL,2875.0,goodsOrServices
ocds-lcuori-WRz0xL-CM-SAR-423-2017-1,ocds-lcuori-WRz0xL-CM-SAR-423-2017-1/3,WRz0xL-436-2017,2018-01-02T15:17:00-06:00,COMPRA DE SUMINISTROS PARA ATENDER SOLICITUDES DE DIFERENTES DEPARTAMENTOS,WRz0xL-ZGqBaR,Unidad de Compras,WRz0xL-CM-SAR-423-2017-1,436-2017,HNL,128680.86,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.120-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.120-2017-1/3,ERpWgG-OC No 241-2017,2017-07-24T00:00:00-06:00,EQUIPO DE COMUNICACION.,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.120-2017-1,OC No 241-2017,HNL,39307.0,goodsOrServices
ocds-lcuori-PR8dYR-558-2017-1,ocds-lcuori-PR8dYR-558-2017-1/3,PR8dYR-533-2017,2017-12-19T00:00:00-06:00,bocadillos,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-558-2017-1,533-2017,HNL,2242.5,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.121-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.121-2017-1/3,ERpWgG-OC No.203-2017,2017-04-24T00:00:00-06:00,"UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA.",ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.121-2017-1,OC No.203-2017,HNL,287.5,goodsOrServices
ocds-lcuori-orvDGM-S-98-17-1,ocds-lcuori-orvDGM-S-98-17-1/3,orvDGM-128-17,2017-10-11T00:00:00-06:00,GUANTE DE LONA DE NITRILO NEOPRENO,orvDGM-jRDVLk,SANAA - Unidad Central,orvDGM-S-98-17-1,128-17,HNL,18400.0,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-10001375-1,ocds-lcuori-0rwYG8-SOLPED-10001375-1/4,0rwYG8-PEDIDO-4100000618,2017-07-18T00:00:00-06:00,"SOLICITANTE: SUB JEFATURA REGIONAL SUR  CHOLUTECA
SEGUN MEMORANDUN SJRSCHO-041 MAYO 2017

JUSTIFICACION: ESTA HERRAMIENTA SE SOLICITA PARA SER UTILIZADA POR LA SUB JEFATURA REGIONAL SUR LOS CUALES SERAN DISTRIBUIDOS EN EL DEPARTAMENTO DE CHOLUTECA Y VALLE.
",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-10001375-1,PEDIDO-4100000618,HNL,39675.0,goodsOrServices
ocds-lcuori-WRzdbL-LP-018-2017-HT-2,ocds-lcuori-WRzdbL-LP-018-2017-HT-2/4,WRzdbL-110-2017,2017-09-06T00:00:00-06:00,23330 MANTENIMIENTO Y REPARACION DE EQUIPOS SANITARIOS Y DE LABORATORIO,WRzdbL-mrYzL9,Hospital Tela Integrado,WRzdbL-LP-018-2017-HT-2,110-2017,HNL,304160.63,goodsOrServices
ocds-lcuori-Er6z7r-CM-CONEANFO-UPP-UNFPA-012-2017-1,ocds-lcuori-Er6z7r-CM-CONEANFO-UPP-UNFPA-012-2017-1/4,Er6z7r-562307,2018-01-12T00:00:00-06:00,"Elaboración de 171 Almuerzos para jovenes que participaran en campamento Juvenil en el corpus, choluteca",Er6z7r-PR8P5R,Programas y Proyectos,Er6z7r-CM-CONEANFO-UPP-UNFPA-012-2017-1,562307,HNL,19665.0,goodsOrServices
ocds-lcuori-vGZWNR-50000891-IHSS-SPS-1,ocds-lcuori-vGZWNR-50000891-IHSS-SPS-1/3,vGZWNR-4500000532,2017-12-29T00:00:00-06:00,manómetros nebulizadores,vGZWNR-orvxDG,Unidad Central,vGZWNR-50000891-IHSS-SPS-1,4500000532,HNL,18951.46,goodsOrServices
ocds-lcuori-yRlZYL-SEP-GA-27-2017-1,ocds-lcuori-yRlZYL-SEP-GA-27-2017-1/3,yRlZYL-GA-27-2017,2017-05-25T00:00:00-06:00,COMPRA DE ACCESORIOS DE METAL PARA USO DE LA OFICINA DE SERVICIOS GENERALES DE ESAT SECRETARIA,yRlZYL-lRo2G5,Gerencia Administrativa,yRlZYL-SEP-GA-27-2017-1,GA-27-2017,HNL,6963.25,goodsOrServices
ocds-lcuori-vGZWNR-50000895-IHSS-SPS-1,ocds-lcuori-vGZWNR-50000895-IHSS-SPS-1/3,vGZWNR-4500000533,2017-12-29T00:00:00-06:00,desfibriladores externos,vGZWNR-orvxDG,Unidad Central,vGZWNR-50000895-IHSS-SPS-1,4500000533,HNL,128880.0,goodsOrServices
ocds-lcuori-orvwnL-CM-257-INP-2017-1,ocds-lcuori-orvwnL-CM-257-INP-2017-1/4,orvwnL-ORDEN DE COMPRA No. 660-2017,2017-12-30T00:00:00-06:00,39600,orvwnL-DL9lKr,Instituto Nacional Penitenciario,orvwnL-CM-257-INP-2017-1,ORDEN DE COMPRA No. 660-2017,HNL,19882.18,goodsOrServices
ocds-lcuori-PR8ooG-CM-67-CONAPID-2017-1,ocds-lcuori-PR8ooG-CM-67-CONAPID-2017-1/3,PR8ooG-41-CONAPID-2017,2017-05-24T00:00:00-06:00,"Reparación y mantenimiento de fotocopiadora (Cilindro AL-1OODRCB 
1 Revelador AL-1 
1 Cuchilla AL-l50C8)",PR8ooG-NrdqVL,Unidad Central,PR8ooG-CM-67-CONAPID-2017-1,41-CONAPID-2017,HNL,2512.75,goodsOrServices
ocds-lcuori-grxELe-193-2017-SAG-1,ocds-lcuori-grxELe-193-2017-SAG-1/3,grxELe-193-2017-SAG,2017-07-07T00:00:00-06:00,35620: 2074 LITROS DE DIESEL,grxELe-MLQALQ,Unidad Central,grxELe-193-2017-SAG-1,193-2017-SAG,HNL,36792.76,goodsOrServices
ocds-lcuori-XRb6JR-REQ-1042-2017-1,ocds-lcuori-XRb6JR-REQ-1042-2017-1/3,XRb6JR-REQ-1042-2017,2018-06-28T00:00:00-06:00,MANTENIMIENTO,XRb6JR-gGy4LO,Unidad Central,XRb6JR-REQ-1042-2017-1,REQ-1042-2017,HNL,16100.0,goodsOrServices
ocds-lcuori-gLkw4L-CM-301-CBD-2017-1,ocds-lcuori-gLkw4L-CM-301-CBD-2017-1/3,gLkw4L-CM-301-CBD-2017,2017-12-13T00:00:00-06:00, PARA LA CAJA 75W80 TRANS GEAR 9 FE BIDON 20L PARA LA UNIDAD DE RESCATE MAN HRB-706 ASIGNADA EN DANLI,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,gLkw4L-CM-301-CBD-2017-1,CM-301-CBD-2017,HNL,4880.8,goodsOrServices
ocds-lcuori-mrYQZr-CM-064-SDN-SGRMSG-2017-1,ocds-lcuori-mrYQZr-CM-064-SDN-SGRMSG-2017-1/3,mrYQZr-CM-064-SDN-SGRMSG-2017,2017-03-20T00:00:00-06:00,"ALIMENTOS Y BEBIDAS PARA PERSONAS, CEREMONIAL Y PROTOCOLO.",mrYQZr-oLj6LM,Unidad Central,mrYQZr-CM-064-SDN-SGRMSG-2017-1,CM-064-SDN-SGRMSG-2017,HNL,54809.0,goodsOrServices
ocds-lcuori-orvDGM-S-56-17-ONCAE-418-1,ocds-lcuori-orvDGM-S-56-17-ONCAE-418-1/3,orvDGM-OCA-95-17,2017-06-28T00:00:00-06:00,TONER LASER JET ,orvDGM-jRDVLk,SANAA - Unidad Central,orvDGM-S-56-17-ONCAE-418-1,OCA-95-17,HNL,8894.22,goodsOrServices
ocds-lcuori-2Lmz0G-CM-414-BNP-2017-1,ocds-lcuori-2Lmz0G-CM-414-BNP-2017-1/3,2Lmz0G-CA-17-0001113,2017-12-12T00:00:00-06:00,"MATERIAL PARA EMPAQUE, BOLSA SOLIDARIA.",2Lmz0G-JL7nrj,Unidad Central,2Lmz0G-CM-414-BNP-2017-1,CA-17-0001113,HNL,17250.0,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-10001374-1,ocds-lcuori-0rwYG8-SOLPED-10001374-1/4,0rwYG8-PEDIDO-4100000616,2017-07-12T00:00:00-06:00,"SOLICITANTE: SUB JEFATURA REGIONAL SUR CHOLUTECA
SEGUN MEMORANDUM SJRSCH 033- ABRIL 2017

JUSTIFICACION: SE  SOLICITA PARA REALIZAR EL RESPALDO DE SALVAGUARDAR LA INFORMACION MENSUAL  EN LA CENTRAL CHO2.
",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-10001374-1,PEDIDO-4100000616,HNL,17250.0,goodsOrServices
ocds-lcuori-yRlZYL-SEP-GA-28-2017-1,ocds-lcuori-yRlZYL-SEP-GA-28-2017-1/3,yRlZYL-GA-28-2017,2017-05-19T00:00:00-06:00,COMPRA DE HERRAMIENTAS MENORES PARA USO DE LA OFICINA DE SERVICIOS GENERALES,yRlZYL-lRo2G5,Gerencia Administrativa,yRlZYL-SEP-GA-28-2017-1,GA-28-2017,HNL,9936.0,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-50003382-1,ocds-lcuori-0rwYG8-SOLPED-50003382-1/3,0rwYG8-PEDIDO-4500004298,2017-09-07T00:00:00-06:00,"SOLICITA : DEPARTAMENTO DE EDIFICACIONES
USO : PARA SER UTILIZADO EN EL ENCIELADO DEL  PASILLO DEL  MDF DEL EDIFICIO MODELO. (APROBADO MEDIANTE MEMORANDO DEDIF/N. 135/2017)
NOTA : PARA MAYOR INFORMACION CON EL ING. MIGUEL RAMON DURAN FLORES
AL TEL. 2239-4728  O  7215-1699",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-50003382-1,PEDIDO-4500004298,HNL,4810.35,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.665-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.665-2017-1/3,ERpWgG-OC No.1254-2017,2018-01-04T00:00:00-06:00,EQUIPO DE COMUNICACION,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.665-2017-1,OC No.1254-2017,HNL,133282.7,goodsOrServices
ocds-lcuori-mGEMGM-DCS-057-2017-1,ocds-lcuori-mGEMGM-DCS-057-2017-1/3,mGEMGM-CONTRATO No 018-2017,2017-09-12T00:00:00-06:00,TELEFONIA CELULAR,mGEMGM-NLPKrv,Unidad Central,mGEMGM-DCS-057-2017-1,CONTRATO No 018-2017,HNL,50.0,goodsOrServices
ocds-lcuori-grxELe-194-2017-SAG-1,ocds-lcuori-grxELe-194-2017-SAG-1/3,grxELe-194-2017-SAG,2017-09-26T00:00:00-06:00,35620: 2047.84 LITROS DE DIESEL SE LE ADJUDICO DISTRIBUIDORA MODELO S. DE R.L. DE C.V.,grxELe-MLQALQ,Unidad Central,grxELe-194-2017-SAG-1,194-2017-SAG,HNL,36799.68,goodsOrServices
