ocid,id,awards/0/id,awards/0/description,awards/0/value/amount,awards/0/value/currency
ocds-lcuori-10049,ocds-lcuori-10049/3-contract,10049,MATERIAL DE OFICINA,408.25,HNL
ocds-lcuori-10050,ocds-lcuori-10050/3-contract,10050,Compra de 6 Borradores para Pizarra de Formica,53.82,HNL
ocds-lcuori-10051,ocds-lcuori-10051/3-contract,10051,MATERIAL DE OFICINA,2576.125,HNL
ocds-lcuori-10055,ocds-lcuori-10055/3-contract,10055,COMPRA DE BOLIGRAFOS PARA FIRMA DE DOCUMENTOS TALES COMO CHEQUES Y EROGACIONES ,2499.84,HNL
ocds-lcuori-10056,ocds-lcuori-10056/3-contract,10056,materiales ,12861.6165,HNL
ocds-lcuori-10053,ocds-lcuori-10053/3-contract,10053,compra de telefonos ,1723.275,HNL
ocds-lcuori-10057,ocds-lcuori-10057/3-contract,10057,MATERIALES,1140.547,HNL
ocds-lcuori-10062,ocds-lcuori-10062/3-contract,10062,Material de oficina para ser utilizado en el Depto OTPSCI de la central de Bomberos,364.15000000000003,HNL
ocds-lcuori-10063,ocds-lcuori-10063/3-contract,10063,AGUA PARA CONSUMO DE LOS EMPLEADOS ,1300.0,HNL
ocds-lcuori-10059,ocds-lcuori-10059/3-contract,10059,ESTOS INSUMOS SERAN UTILIZADOS PARA DIFERENTES REUNIONES DE TRABAJO QUE SE REALIZAN EN ESTA SECRETARIA DE ESTADO SEGUN EXPEDIENTE OS01 224 2015,22880.29,HNL
ocds-lcuori-10060,ocds-lcuori-10060/3-contract,10060,20 resmas de cartulina lino color blanco tama?o carta,3438.5,HNL
ocds-lcuori-10065,ocds-lcuori-10065/3-contract,10065,Para ser utilizados en la central y Estaciones de Bomberos,24770.850000000002,HNL
ocds-lcuori-10066,ocds-lcuori-10066/3-contract,10066,Para ser utilizados en la central y Estaciones de Bomberos,6123.75,HNL
ocds-lcuori-10067,ocds-lcuori-10067/3-contract,10067,Compra de papel bond tama?o oficio y carta para poder abastecer requerimientos realizado por parte de las oficinas adscritas a la  Secretaria de Seguridad,105771.25,HNL
ocds-lcuori-10068,ocds-lcuori-10068/3-contract,10068,492 2015,8722.4445,HNL
ocds-lcuori-10074,ocds-lcuori-10074/3-contract,10074,COMPRA DE MATERIAL DE OFICINA A SOLICITUD DE SERVICIOS GENERALES SEGUN REQUISICION 416 Y 417 ENTREGAR EN ALMACEN CENTRAL ENEE ENTRADA COLONIA LAS PALMAS EDIFICIO IHMA TEGUCIGALPA ,3742.0195000000003,HNL
ocds-lcuori-10070,ocds-lcuori-10070/3-contract,10070,compra de materiales,954.615,HNL
ocds-lcuori-10071,ocds-lcuori-10071/3-contract,10071,solicitud de materiales,1356.9885000000002,HNL
ocds-lcuori-10072,ocds-lcuori-10072/3-contract,10072,PAPEL BOND TAMA?O CARTA OFICIO Y LEGAL,24975.7,HNL
ocds-lcuori-10076,ocds-lcuori-10076/3-contract,10076,COMPRA DE MATERIAL DE OFICINA A SOLICITUD DE SERVICIOS GENERALES SEGUN REQUISICION 416 Y 417 ENTREGAR EN ALMACEN CENTRAL ENEE ENTRADA COLONIA LAS PALMAS EDIFICIO IHMA TEGUCIGALPA ,5937.312,HNL
ocds-lcuori-10077,ocds-lcuori-10077/3-contract,10077,COMPRA DE MATERIAL DE OFICINA A SOLICITUD DE SERVICIOS GENERALES SEGUN REQUISICION 416 Y 417 ENTREGAR EN ALMACEN CENTRAL ENEE ENTRADA COLONIA LAS PALMAS EDIFICIO IHMA TEGUCIGALPA ,4425.522,HNL
ocds-lcuori-10078,ocds-lcuori-10078/3-contract,10078,COMPRA DE MATERIAL DE OFICINA A SOLICITUD DE SERVICIOS GENERALES SEGUN REQUISICION 416 Y 417 ENTREGAR EN ALMACEN CENTRAL ENEE ENTRADA COLONIA LAS PALMAS EDIFICIO IHMA TEGUCIGALPA ,679.144,HNL
ocds-lcuori-10080,ocds-lcuori-10080/3-contract,10080,COMPRA DE 01 PAQUETE DE COCA COLA DE 06 UNIDADES DE 3 LITROS Y COMPRA DE 01 PAQUETE DE MIRINDA DE 06 UNIDADES DE 3 LITROS PARA CAPACITACION EN INFORMATICA QUE DARAN COMIENZO EL 24 NOVIEMBRE 2015,443.7,HNL
ocds-lcuori-10081,ocds-lcuori-10081/3-contract,10081,COMPRA DE UTILES DE ESCRITORIO,6010.0935,HNL
ocds-lcuori-10082,ocds-lcuori-10082/3-contract,10082,COMPRA DE MATERIALES DE OFICINA SEGUN REQUISICION No 50 DE LA DIRECCION DE LICITACIONES DE FECHA 22 DE SEPTIEMBRE DE 2015,66.93,HNL
ocds-lcuori-10083,ocds-lcuori-10083/3-contract,10083,Compra de Utiles de Oficina solicitados para suplir requerimientos de las oficinas adscritas a la Secretaria de Seguridad,46530.200000000004,HNL
ocds-lcuori-10085,ocds-lcuori-10085/3-contract,10085,COMPRA DE MATERIALES DE OFICINA SEGUN REQUISICION No 50 DE LA DIRECCION DE LICITACIONES DE FECHA 22 DE SEPTIEMBRE DE 2015,137.31,HNL
ocds-lcuori-10086,ocds-lcuori-10086/3-contract,10086,COMPRA DE MATERIALES DE OFICINA SEGUN REQUISICION No 50 DE LA DIRECCION DE LICITACIONES DE FECHA 22 DE SEPTIEMBRE DE 2015,6918.906,HNL
ocds-lcuori-10089,ocds-lcuori-10089/3-contract,10089,Compra de utiles de oficina para suplir requerimiento de las oficinas adscritas a esta Secretaria de Estado,27241.275,HNL
ocds-lcuori-10090,ocds-lcuori-10090/3-contract,10090,compra de un toner samsung 4521 d3 para ser utilizados en la direccion de administracion,1560.642,HNL
ocds-lcuori-10091,ocds-lcuori-10091/3-contract,10091,compra de toner,16161.3525,HNL
ocds-lcuori-10094,ocds-lcuori-10094/3-contract,10094,utiles de oficina ,2074.232,HNL
ocds-lcuori-10095,ocds-lcuori-10095/3-contract,10095,compra de un cartucho negro hp 45 para ser utilizado en la subdireccion de redes de transporte,773.7660000000001,HNL
ocds-lcuori-10096,ocds-lcuori-10096/3-contract,10096,Para abastecer proveeduria,806.0,HNL
ocds-lcuori-10097,ocds-lcuori-10097/3-contract,10097,COMPRA DE UTILES DE OFICINA PARA SUPLIR REQUERIMIENTOS DE OFICINAS ADSCRITAS A ESTA SECRETARIA DE ESTADO,1982.6000000000001,HNL
ocds-lcuori-10098,ocds-lcuori-10098/3-contract,10098,compra de dos cartuchos numero 675 negro y dos cartuchos 675 de color para ser utilizados en la seccion de transporte con numero de memorando 1297,1125.482,HNL
ocds-lcuori-10099,ocds-lcuori-10099/3-contract,10099,PARA SER UTILIZADOS EN EL DEPARTAMENTO DE CATASTRO,3645.5,HNL
ocds-lcuori-10100,ocds-lcuori-10100/3-contract,10100,compra de toner hp 85a color negro para ser utilizado en el departamento de proveeduria segun memorando 253,1242.184,HNL
ocds-lcuori-10105,ocds-lcuori-10105/3-contract,10105,compra de 6 cartuchos de tinta numero 98 y 3 cartuchos hp 95 para uso de la subgerencia segun memorando numero 044,5013.5055,HNL
ocds-lcuori-10102,ocds-lcuori-10102/3-contract,10102,Suministro de materiales de oficina para uso en el Estado Mayor General del Ejercito,31815.05,HNL
ocds-lcuori-10103,ocds-lcuori-10103/3-contract,10103,COMPRA DE CUATRO FOLDER DE TRES AGUJEROS ,201.25,HNL
ocds-lcuori-10107,ocds-lcuori-10107/3-contract,10107,Suministro de materiales de Oficina para uso en el Estado Mayor General del Ejercito,6997.49,HNL
ocds-lcuori-10108,ocds-lcuori-10108/3-contract,10108,utiles de oficina ,148557.0,HNL
ocds-lcuori-10109,ocds-lcuori-10109/3-contract,10109,utiles de oficina ,103330.076,HNL
ocds-lcuori-10110,ocds-lcuori-10110/3-contract,10110,utiles de oficina ,1871.625,HNL
ocds-lcuori-10112,ocds-lcuori-10112/3-contract,10112,JDU ATENCION REUNIONES Y VISITAS,578.7950000000001,HNL
ocds-lcuori-10113,ocds-lcuori-10113/3-contract,10113,ATENCIONES JDU,1812.8155000000002,HNL
ocds-lcuori-10114,ocds-lcuori-10114/3-contract,10114,compra de vasos conicos para tender los participantes de los talleres del CAC UNAH y papel encerado para embalar obra plastica del CAC ,1005.35,HNL
ocds-lcuori-10118,ocds-lcuori-10118/3-contract,10118,PARA SER UTILIZADA EN LA REGIONAL DEL PROGRESO CECA,14139.963,HNL
ocds-lcuori-10119,ocds-lcuori-10119/3-contract,10119,PARA SER BUTILIZADO EN EL DEPARTAMENTO DE RECONVERSION EMPRESARIAL,6245.604,HNL
ocds-lcuori-10116,ocds-lcuori-10116/3-contract,10116,COMPRA DE SUMINISTROS PARA IMPRESORA LOS CUALES SERAN UTILIZADOS EN EL EQUIPO ASIGNADO AL PROGRAMA DE TRANSFERENCIA Y PROGRAMA TRILATERAL,6607.67,HNL
ocds-lcuori-10121,ocds-lcuori-10121/3-contract,10121,COMPRA DE REFRESCOS PARA LOS EVENTOS DE LA TARDE DE BOLEROS Y LA INAUGURACION DE EXPOSICION DE OBRA DEL MES DE DICIEMBRE DEL CAC UNAH,2418.335,HNL
ocds-lcuori-10125,ocds-lcuori-10125/3-contract,10125,Suministros para la oficina IHCIETI Y SENACIT,7118.5,HNL
ocds-lcuori-10127,ocds-lcuori-10127/3-contract,10127,COMPRA DE UTILES DE OFICINA PARA ABASTECER ALMACEN,23687.8625,HNL
ocds-lcuori-10123,ocds-lcuori-10123/3-contract,10123,Porductos de oficina que seran utilizados en las oficinas centrales del IHAH,5122.405000000001,HNL
ocds-lcuori-10124,ocds-lcuori-10124/3-contract,10124,Compra de cartulina opalina,1509.375,HNL
ocds-lcuori-10129,ocds-lcuori-10129/3-contract,10129,para uso del caprodem,5009.8125,HNL
ocds-lcuori-10130,ocds-lcuori-10130/3-contract,10130,COMPRA DE 23 FOLDER TIPO LEITZ TAMA?O CARTA PARA SER UTILIZADOS EN LA GERENCIA ADMINISTRATIVA,780.2750000000001,HNL
ocds-lcuori-10132,ocds-lcuori-10132/3-contract,10132,COMPRA DE 4 RESMAS DE ACETATOS Y 60 ROLLOS DE MASKING TAPE DE 2 PULGADAS PARA EXISTENCIA EN LA PROVEEDURIA,2385.974,HNL
ocds-lcuori-10133,ocds-lcuori-10133/3-contract,10133,Solicitud N 010 15 compra de equipo para ser utilizado en la Direccion de Postgrado de la Sede Central y se enviara tambien al Centro Universitario Regional de San Pedro Sula Esto por la apertura de Programas de Doctorado y Maestria que necesitan estas atenciones,64694.699,HNL
ocds-lcuori-10138,ocds-lcuori-10138/3-contract,10138,PARA USO DE LA OFICINA,179.4,HNL
ocds-lcuori-10135,ocds-lcuori-10135/3-contract,10135,COMPRA DE TINTAS Y THONNER,21094.22,HNL
ocds-lcuori-10136,ocds-lcuori-10136/3-contract,10136,papel bond,35908.75,HNL
ocds-lcuori-10140,ocds-lcuori-10140/3-contract,10140,COMPRA DE MATERIALES DE OFICINA PARA EXISTENCIA EN LA PROVEEDURIA DEL INE,8345.627,HNL
ocds-lcuori-10141,ocds-lcuori-10141/3-contract,10141,Adquisicion de un sello foliador,409.40000000000003,HNL
ocds-lcuori-10142,ocds-lcuori-10142/3-contract,10142,PARA SER UTILIZADA EN EL DEPARTAMENTO DE AUDITORIA INTERNA,390.5975,HNL
ocds-lcuori-10143,ocds-lcuori-10143/3-contract,10143,Agua que sera consumida en las oficinas centrales del IHAH,468.0,HNL
ocds-lcuori-10146,ocds-lcuori-10146/3-contract,10146,MATERIALES UTILIZADOS EN LA ADMINISTRACION DE ESTE ALTO CENTRO DE ESTUDIOS DE LA FFAA,26291.674,HNL
ocds-lcuori-10148,ocds-lcuori-10148/3-contract,10148,ESTOS  BOTELLONES DE AGUA SERAN UTILIZADOS EN LA ADMINISTRACION CENTRAL DE LA SAG COMO APOYO DE UPEG,7228.0,HNL
ocds-lcuori-10145,ocds-lcuori-10145/3-contract,10145,gdsadfsadfsdfa,1552.5,HNL
ocds-lcuori-10150,ocds-lcuori-10150/3-contract,10150,COMPRA DE DOS VEHICULOS DOBLE CABINA TIPO PICK UP 4X2 Y CUATRO VEHICULOS DOBLE CABINA TIPO PICK UP 4X4 PARA USO EXCLUSIVO EN LA PROCURADURIA GENERAL DE LA REPUBLICA,2961266.008,HNL
ocds-lcuori-10151,ocds-lcuori-10151/3-contract,10151,COMPRA DE ELEMENTOS DE ESCRITORIO,3977.6375000000003,HNL
ocds-lcuori-10152,ocds-lcuori-10152/3-contract,10152,PARA SER UTILIZADO EN EL DEPARTAMENTO DE RECURSOS HUMANOS,1644.5,HNL
ocds-lcuori-10156,ocds-lcuori-10156/3-contract,10156,COMPRA DE TRES MULTIFUNCIONALES PARA SER ASIGNADAS A LAS OFICINAS REGIONALES DE DANLI OLANCHITO Y JUTICALPA ,86250.0,HNL
ocds-lcuori-10157,ocds-lcuori-10157/3-contract,10157,PARA SER UTILIZADO EN LA SECRETARIA GENERAL,4082.5,HNL
ocds-lcuori-10158,ocds-lcuori-10158/3-contract,10158,JDU materiales de oficina,1028.8,HNL
ocds-lcuori-10159,ocds-lcuori-10159/3-contract,10159,JDU MATERIALES DE OFICINA,1216.7,HNL
ocds-lcuori-10161,ocds-lcuori-10161/3-contract,10161,compra de 4500 botellones de agua de purificada,117000.0,HNL
ocds-lcuori-10162,ocds-lcuori-10162/3-contract,10162,compra de cinco cintas lq 590 epson para ser utilizadas en trabajos diarios de la oficina de cables segun memorando 403,1348.95,HNL
ocds-lcuori-10163,ocds-lcuori-10163/3-contract,10163,Producto Agotado en el almacen,24883.24,HNL
ocds-lcuori-10166,ocds-lcuori-10166/3-contract,10166,COMPRA DE SERVILLETAS PARA USO DE LA SECRETARIA DEL DIRECTORIO,140.875,HNL
ocds-lcuori-10167,ocds-lcuori-10167/3-contract,10167,COMPRA DE SOBRES BLANCOS ESTILO LORD,2173.5,HNL
ocds-lcuori-10168,ocds-lcuori-10168/3-contract,10168,compra de cartuchos,3672.3410000000003,HNL
ocds-lcuori-10172,ocds-lcuori-10172/3-contract,10172,COmpra de 25 cajas de vasos conicos para oasis,1133.0375000000001,HNL
ocds-lcuori-10169,ocds-lcuori-10169/3-contract,10169,COMPRA DE TONER,5568.3,HNL
ocds-lcuori-10170,ocds-lcuori-10170/3-contract,10170,Agua que sera consumida en las oficinas centrales del IHAH,286.0,HNL
ocds-lcuori-10175,ocds-lcuori-10175/3-contract,10175,PAPEL CARBON TAMA?O OFICIO,7130.0,HNL
ocds-lcuori-10176,ocds-lcuori-10176/3-contract,10176,PARA USO DE OFICINAS ADMINISTRATIVAS ,3613.07,HNL
ocds-lcuori-10177,ocds-lcuori-10177/3-contract,10177,PROGRAMA PRESIDENCIAL CON CHAMBA VIVIS MEJOR,77625.0,HNL
ocds-lcuori-10178,ocds-lcuori-10178/3-contract,10178,COMPRA DE UTILES DE OFICINA PARA ABASTECER ALMACEN,24130.6125,HNL
ocds-lcuori-10185,ocds-lcuori-10185/3-contract,10185,ASDSADSAD,2127.5,HNL
ocds-lcuori-10179,ocds-lcuori-10179/3-contract,10179,compra de dos cartuchos hp 98 y un cartucho hp 95 para ser utilizados en la impresora de la direccion de administracion en su memorando 582,1804.5685,HNL
ocds-lcuori-10180,ocds-lcuori-10180/3-contract,10180,Materiales de oficina solicitados segun requisicion  DAP 040 2015 para ser utilizados en el Departamento de Areas Protegidas,34583.122,HNL
ocds-lcuori-10181,ocds-lcuori-10181/3-contract,10181,Materiales de oficina solicitados segun requisicion  DAP 040 2015 para ser utilizados en el Departamento de Areas Protegidas,90233.7955,HNL
ocds-lcuori-10183,ocds-lcuori-10183/3-contract,10183,Materiales de oficina solicitados segun requisicion  DAP 040 2015 para ser utilizados en el Departamento de Areas Protegidas,9527.75,HNL
ocds-lcuori-10187,ocds-lcuori-10187/3-contract,10187,compra de materiales y suministros de la DDEO,12715.4925,HNL
ocds-lcuori-10188,ocds-lcuori-10188/3-contract,10188,Materiales para la DDEO,2616.25,HNL
ocds-lcuori-10189,ocds-lcuori-10189/3-contract,10189,materiales de suministro,4398.6925,HNL
ocds-lcuori-10190,ocds-lcuori-10190/3-contract,10190,materiales de suministro,7755.37,HNL
ocds-lcuori-10199,ocds-lcuori-10199/3-contract,10199,Suministros para los eventos Tarde de Boleros y la Inauguracion de la Exposicion de Afiches en el CAC UNAH,10930.382,HNL
ocds-lcuori-10194,ocds-lcuori-10194/3-contract,10194,Compra de suministro de oficina,16604.298000000003,HNL
ocds-lcuori-10195,ocds-lcuori-10195/3-contract,10195,Materiales de Oficina solicitados segun requisicion DAP 038 2015 para ser utilizados en actividades del Departamento de Areas Protegidas,1151.452,HNL
ocds-lcuori-10196,ocds-lcuori-10196/3-contract,10196,Materiales de Oficina solicitados segun requisicion DAP 038 2015 para ser utilizados en actividades del Departamento de Areas Protegidas,3592.7000000000003,HNL
ocds-lcuori-10197,ocds-lcuori-10197/3-contract,10197,Materiales de Oficina solicitados segun requisicion DAP 038 2015 para ser utilizados en actividades del Departamento de Areas Protegidas,7325.5,HNL
ocds-lcuori-10198,ocds-lcuori-10198/3-contract,10198,Materiales de Oficina solicitados segun requisicion DAP 038 2015 para ser utilizados en actividades del Departamento de Areas Protegidas,8814.39,HNL
ocds-lcuori-10201,ocds-lcuori-10201/3-contract,10201,Materiales de Oficina solicitados segun requisicion DAP 037 2015 para ser utilizados en actividades del Departamento de Areas Protegidas,63595.0,HNL
ocds-lcuori-10202,ocds-lcuori-10202/3-contract,10202,Materiales de Oficina solicitados segun requisicion DAP 037 2015 para ser utilizados en actividades del Departamento de Areas Protegidas,6009.900000000001,HNL
ocds-lcuori-10203,ocds-lcuori-10203/3-contract,10203,MATERIAL PARA SUPLIR OFICINAS DE COPECO CENTRAS SEGUN SOLICITUD DEL 6 DE NOVIEMBRE 2015,6146.175,HNL
ocds-lcuori-10204,ocds-lcuori-10204/3-contract,10204,compra de toner hp c8061 para ser utilizado en la sub direccion de tecnologia inhalambrica segun memorando numero 167,2872.7000000000003,HNL
ocds-lcuori-10205,ocds-lcuori-10205/3-contract,10205,COMPRA DE MATERIAL PARA SUPLIR COPECO OFICINA CENTRAL SEGUN SOLICITUD DEL 6 DE NOVIEMBRE,5005.95,HNL
ocds-lcuori-10212,ocds-lcuori-10212/3-contract,10212,Adquisicion de Materiales de Oficina para la Direccion Departamental de Educacion de Olancho,8696.155,HNL
ocds-lcuori-10213,ocds-lcuori-10213/3-contract,10213,MATERIAL PARA SUPLIR LA OFICINA DE COPECO CENTRAL SEGUN SOLICITUD HECHA EL 20 DE NOVIEMBRE,23588.425,HNL
ocds-lcuori-10208,ocds-lcuori-10208/3-contract,10208,compra de dos cartuchos numero 74 color negro para maquina impresora hp para ser utilizada en el departamento de formacion continua segun memorando 430,726.8000000000001,HNL
ocds-lcuori-10209,ocds-lcuori-10209/3-contract,10209,compra de un toner para fotocopiadora sharp modelo ar 5220 para uso en el departamento de servicios generales segun memorando numero 603,1725.0,HNL
ocds-lcuori-10210,ocds-lcuori-10210/3-contract,10210,borrador de marqueta,101.2,HNL
ocds-lcuori-10215,ocds-lcuori-10215/3-contract,10215,MATERIAL PARA SUPLIR LAS OFCICINAS DE COPECO CENTRAL SEGUN SOLICITUD DEL 20 DE NOVIEMBRE,5005.95,HNL
ocds-lcuori-10217,ocds-lcuori-10217/3-contract,10217,MATERIAL PARA SUPLIR LAS OFICINAS DE COPECO CENTRAL SEGUN SOLICITUD DEL 20 DE NOVIEMBRE,146.0,HNL
ocds-lcuori-10218,ocds-lcuori-10218/3-contract,10218,CORREPTOR LIQUIDO,67896.0,HNL
ocds-lcuori-10219,ocds-lcuori-10219/3-contract,10219,Compra de materiales para la Direccion Departamental de Educacion de Olancho,5741.395,HNL
ocds-lcuori-10223,ocds-lcuori-10223/3-contract,10223,MATERIAL DE OFICINA,2779.7225000000003,HNL
ocds-lcuori-10224,ocds-lcuori-10224/3-contract,10224,ARCHIVADORES DE CARTON TAMA?O OFICIO LEITHS,7684.3,HNL
ocds-lcuori-10221,ocds-lcuori-10221/3-contract,10221,SUMINITROS DE OFICINA PARA USO EN LA DIRECCION GENERAL DE CREDITO PUBLCIO,9503.4375,HNL
ocds-lcuori-10225,ocds-lcuori-10225/3-contract,10225,MATERIAL DE OFICINA PARA LA DIRECCION DE CULTURA,,
ocds-lcuori-10226,ocds-lcuori-10226/3-contract,10226,Utencilios desechables para los eventos Tarde de Boleros y la inauguracion de la exposicion de afiches y carteles del CAC UNAH,1926.25,HNL
ocds-lcuori-10227,ocds-lcuori-10227/3-contract,10227,ORDEN DE COMPRA NUMERO 107 PROHECO 2015 POR LA COMPRA DE UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA PARA CUMPLIR CON LAS ACTIVIDADES DE PROHECO 2015,34402.5,HNL
ocds-lcuori-10228,ocds-lcuori-10228/3-contract,10228,PARA CONSUMO DEL INSTITUTO NACIONAL DE MIGRACION,52750.0,HNL
ocds-lcuori-10229,ocds-lcuori-10229/3-contract,10229,CARPETAS COLGANTES PENDAFLEX,2598.0,HNL
ocds-lcuori-10233,ocds-lcuori-10233/3-contract,10233,ORDEN COMPRA DE AGUA NOVIEMBRE 2015,5705.0,HNL
ocds-lcuori-10232,ocds-lcuori-10232/3-contract,10232,DESTINADO PARA EL DESPACHO DE ADJUNTA I,3323.5,HNL
ocds-lcuori-10234,ocds-lcuori-10234/3-contract,10234,Para uso de la Adminstracion General de Organos Jurisdiccionales,4657.5,HNL
ocds-lcuori-10239,ocds-lcuori-10239/3-contract,10239,Agotado en el Almecen,25930.2,HNL
ocds-lcuori-10240,ocds-lcuori-10240/3-contract,10240,Para uso en la division de Recursos Humanos,1393.5240000000001,HNL
ocds-lcuori-10241,ocds-lcuori-10241/3-contract,10241,compra de materiales de oficina,2017.9640000000002,HNL
ocds-lcuori-10235,ocds-lcuori-10235/3-contract,10235,TONER,69420.0,HNL
ocds-lcuori-10236,ocds-lcuori-10236/3-contract,10236,TONER,19980.0,HNL
ocds-lcuori-10237,ocds-lcuori-10237/3-contract,10237,MATERIAL DE OFICINA DE LA DIVISION METROPOLITANA,3080.2000000000003,HNL
ocds-lcuori-10238,ocds-lcuori-10238/3-contract,10238,MATERIAL DE OFICINA SOLICITADO POR LA DIVISION METROLITANA,8545.765000000001,HNL
ocds-lcuori-10244,ocds-lcuori-10244/3-contract,10244,COMPRA DE CARTULINA LINO PARA IMPRESION DE DIPLOMAS PARA GUARDIANES,343.85,HNL
ocds-lcuori-10245,ocds-lcuori-10245/3-contract,10245,497 2015,15600.0,HNL
ocds-lcuori-10246,ocds-lcuori-10246/3-contract,10246,por la compra de cuatro cuadernos unicos de 400 paginas para ser utilizados en el registro de la documentacion referente a los procesos de compra y servicios del departamento de proveeduria,293.0,HNL
ocds-lcuori-10249,ocds-lcuori-10249/3-contract,10249,compra de utiles de oficina,665.12,HNL
ocds-lcuori-10248,ocds-lcuori-10248/3-contract,10248,498 2015,8528.722,HNL
ocds-lcuori-10250,ocds-lcuori-10250/3-contract,10250,ORDEN DE COMPRA 108 PROHECO 2015 POR LA COMPRA DE MATERIAL DE OFICINA PARA  CUMPLIR CON LAS NECESIDADES DE PROHECO ,3223.85,HNL
ocds-lcuori-10251,ocds-lcuori-10251/3-contract,10251,COMPRA DE 1 TONER Q2612AD DUALPACK 1 TONER Q2612A PARA SER UTILIZADOS EN LA GERENCIA ADMINISTRATIVA RECURSOS HUMANOS Y BIENES NACIONALES,4617.25,HNL
ocds-lcuori-10252,ocds-lcuori-10252/3-contract,10252,COMPRA DE SUMINISTROS DE OFICINA,24836.0065,HNL
ocds-lcuori-10254,ocds-lcuori-10254/3-contract,10254,compra de 4 cartuchos epson t090120 para impresora multifuncional para ser utilizada en planta externa segun memorando 042,917.2860000000001,HNL
ocds-lcuori-10255,ocds-lcuori-10255/3-contract,10255,compras de material de oficina,1550.43,HNL
ocds-lcuori-10256,ocds-lcuori-10256/3-contract,10256,CMA 322 C 1 2015 COSUDE DIRECCION DE PROYECTOS PAPEL TAMA?O TABLOIDE FONDOS COSUDE,25926.75,HNL
ocds-lcuori-10257,ocds-lcuori-10257/3-contract,10257,CMA 322 C 2 2015 COSUDE DIRECCION DE PROYECTOS PAPELERIA FONDOS COSUDE,5690.0275,HNL
ocds-lcuori-10262,ocds-lcuori-10262/3-contract,10262,compra de un toner sharp ar 310nt para ser utilizado en la fotocopiadora del almacen general segun memorando numero 161 ,1725.0,HNL
ocds-lcuori-10263,ocds-lcuori-10263/3-contract,10263,CAJA CHICA,415.15000000000003,HNL
ocds-lcuori-10259,ocds-lcuori-10259/3-contract,10259,compra de cuatro cartuchos de tinta hp una negra y tres de colores para imprimir planos asignada al departamento  de redes de cobre y fibra optica segun memorando numero 353,3231.0055,HNL
ocds-lcuori-10260,ocds-lcuori-10260/3-contract,10260,SACAPUNTAS  DE BUENA CALIDAD,335.8,HNL
ocds-lcuori-10266,ocds-lcuori-10266/3-contract,10266,compra de materiales de oficina,646.6220000000001,HNL
ocds-lcuori-10267,ocds-lcuori-10267/3-contract,10267,HUMECTADOR DE DEDOS,2026.875,HNL
ocds-lcuori-10264,ocds-lcuori-10264/3-contract,10264,Compra de 5 cartuchos hp 122 color negro y hp 122 de color solicitado por auditoria interna segun memorando 278,1762.6395,HNL
ocds-lcuori-10268,ocds-lcuori-10268/3-contract,10268,PARA SER UTILIZADO EN LOS DIFERENTES DEPARTAMENTOS DE LAS OFICINAS ANEXAS DEL INSTITUTO NACIONAL PENITENCIARIO EN TEGUCIGALPA,1031.941,HNL
ocds-lcuori-10270,ocds-lcuori-10270/3-contract,10270,PARA SER UTILIZADO EN LOS DIFERENTES DEPARTAMENTOS DE LAS OFICINAS ANEXAS DEL INSTITUTO NACIONAL PENITENCIARIO EN TEGUCIGALPA,3988.2000000000003,HNL
ocds-lcuori-10271,ocds-lcuori-10271/3-contract,10271,MATERIAL DE OFICINA,2903.75,HNL
ocds-lcuori-10272,ocds-lcuori-10272/3-contract,10272,compra de dos cartuchos hp21 y dos cartuchos hp22 para ser utilizados por la gerencia de operaciones en su memorando numero 198,1495.805,HNL
ocds-lcuori-10274,ocds-lcuori-10274/3-contract,10274,COMPRA DE MATERIAL DE OFICINA,911.589,HNL
ocds-lcuori-10278,ocds-lcuori-10278/3-contract,10278,materiales,4.8100000000000005,HNL
ocds-lcuori-10279,ocds-lcuori-10279/3-contract,10279,para ser utilizados en las diferentes unidades direccion registro administracion biblioteca coordinacion academica maestros  del centro universitario regional de la UPNFM en Santa Rosa de Copan,740.784,HNL
ocds-lcuori-10277,ocds-lcuori-10277/3-contract,10277,materiales de oficina,4.8100000000000005,HNL
ocds-lcuori-10285,ocds-lcuori-10285/3-contract,10285,PARA VEHICULOS DEL INM,,
ocds-lcuori-10286,ocds-lcuori-10286/3-contract,10286,Para uso en las oficinas de la Secretaria de Defensa Nacional,37998.200000000004,HNL
ocds-lcuori-10282,ocds-lcuori-10282/3-contract,10282,TAPE TRASPARENTE,825.125,HNL
ocds-lcuori-10283,ocds-lcuori-10283/3-contract,10283,Para uso en las oficinas de la Secretaria Nacional de Defensa,19709.1025,HNL
ocds-lcuori-10290,ocds-lcuori-10290/3-contract,10290,Para uso en las oficinas de la Secretaria de Defensa Nacional,444.70500000000004,HNL
ocds-lcuori-10293,ocds-lcuori-10293/3-contract,10293,Para uso en las oficinas de la Secretaria de Defensa Nacional,34888.087,HNL
ocds-lcuori-10292,ocds-lcuori-10292/3-contract,10292,PARA VEHICULOS DEL INM,,
ocds-lcuori-10294,ocds-lcuori-10294/3-contract,10294,compra de tres cartuchos epson t 073320 para ser utilizados en el departamento de control de calidad segun memorando numero 244,928.0500000000001,HNL
ocds-lcuori-10295,ocds-lcuori-10295/3-contract,10295,para ser utilizados en las diferentes unidades direccion registro administracion biblioteca coordinacion academica maestros  del centro universitario regional de la UPNFM en Santa Rosa de Copan,2925.7380000000003,HNL
