ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name,planning/budget/budgetBreakdown/0/description
ocds-lcuori-Er6z7r-CM-CONEANFO-USE-016-AECID-2019-1,ocds-lcuori-Er6z7r-CM-CONEANFO-USE-016-AECID-2019-1/2,Er6z7r-CM-CONEANFO-USE-016-AECID-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-278-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-278-CM-IHT-2019-1/2,PR8Q5r-278-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-yRlZYL-SEP-GA-121-2019-1,ocds-lcuori-yRlZYL-SEP-GA-121-2019-1/2,yRlZYL-SEP-GA-121-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-PPICPU-40-2019-1,ocds-lcuori-mGEMGM-SEFIN-PPICPU-40-2019-1/2,mGEMGM-SEFIN-PPICPU-40-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DCS-181-2019-1,ocds-lcuori-mGEMGM-SEFIN-DCS-181-2019-1/2,mGEMGM-SEFIN-DCS-181-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DCS-182-2019-1,ocds-lcuori-mGEMGM-SEFIN-DCS-182-2019-1/2,mGEMGM-SEFIN-DCS-182-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZKAR-CM-AMD-UTM-100-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-100-2019-1/2,vGZKAR-CM-AMD-UTM-100-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-XRbOkr-CS-CSJ-2019-1031-1,ocds-lcuori-XRbOkr-CS-CSJ-2019-1031-1/2,XRbOkr-CS-CSJ-2019-1031-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDkVG-LP-023-2019-2,ocds-lcuori-jRDkVG-LP-023-2019-2/2,jRDkVG-LP-023-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3MNr-LPRI 0011-2019-2,ocds-lcuori-7G3MNr-LPRI 0011-2019-2/2,7G3MNr-LPRI 0011-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR0Q0r-CM-ENAG-1509-2019-1,ocds-lcuori-kR0Q0r-CM-ENAG-1509-2019-1/2,kR0Q0r-CM-ENAG-1509-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRz0xL-CM-SAR-314-2019-1,ocds-lcuori-WRz0xL-CM-SAR-314-2019-1/2,WRz0xL-CM-SAR-314-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30010937-IHSS-SPS-1,ocds-lcuori-vGZWNR-30010937-IHSS-SPS-1/2,vGZWNR-30010937-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7rBxpG-LPÚBLICA NO.28-2019-2,ocds-lcuori-7rBxpG-LPÚBLICA NO.28-2019-2/3,7rBxpG-LPÚBLICA NO.28-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-662-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-662-SEDUC-2019-1/3,NrdVGA-CM-662-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-447-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-447-SDN-SGRMSG-2019-1/2,mrYQZr-CM-447-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gLnq2r-001-2019-UFTF-2,ocds-lcuori-gLnq2r-001-2019-UFTF-2/2,gLnq2r-001-2019-UFTF-2,1.0-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-JLKQxR-LP.020-2019-2,ocds-lcuori-JLKQxR-LP.020-2019-2/2,JLKQxR-LP.020-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpaPr-52-2019-2,ocds-lcuori-ERpaPr-52-2019-2/2,ERpaPr-52-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrY1dr-LPN-SEDS-010-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-010-2019-2/2,mrY1dr-LPN-SEDS-010-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrY1dr-LPN-SEDS-OBRAS-002-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-OBRAS-002-2019-2/2,mrY1dr-LPN-SEDS-OBRAS-002-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-KLgKNL-DNBE-AS-220-2019-2,ocds-lcuori-KLgKNL-DNBE-AS-220-2019-2/2,KLgKNL-DNBE-AS-220-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLP4qL-SEFIN-UAP-EI-012-2019-2,ocds-lcuori-NLP4qL-SEFIN-UAP-EI-012-2019-2/2,NLP4qL-SEFIN-UAP-EI-012-2019-2,3.0-FMLQALQ,FMLQALQ,BID,Prestamo
ocds-lcuori-PR8dYR-246-2019-1,ocds-lcuori-PR8dYR-246-2019-1/2,PR8dYR-246-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-239-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-239-MSFYC-2019-1/2,oLjYzr-CM-239-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-285-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-285-CM-IHT-2019-1/2,PR8Q5r-285-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gLkw4L-CM-604-CBD-2019-1,ocds-lcuori-gLkw4L-CM-604-CBD-2019-1/2,gLkw4L-CM-604-CBD-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR0Q0r-CM-ENAG-1512-2019-1,ocds-lcuori-kR0Q0r-CM-ENAG-1512-2019-1/2,kR0Q0r-CM-ENAG-1512-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0692-P-0538-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0692-P-0538-2019-1/2,Zr5B9L-CM-SESAL-NC-0692-P-0538-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-grxELe-407-2019-SAG-1,ocds-lcuori-grxELe-407-2019-SAG-1/2,grxELe-407-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-1RaMPR-SDP/ SCC-01-BID-3815-2019-2,ocds-lcuori-1RaMPR-SDP/ SCC-01-BID-3815-2019-2/2,1RaMPR-SDP/ SCC-01-BID-3815-2019-2,3.0-FMLQALQ,FMLQALQ,BID,Prestamo
ocds-lcuori-NrdVGA-CM-686-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-686-SEDUC-2019-1/3,NrdVGA-CM-686-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-680-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-680-SEDUC-2019-1/3,NrdVGA-CM-680-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-683-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-683-SEDUC-2019-1/3,NrdVGA-CM-683-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-JLKjmr-CM-0228-HBCBL-2019-1,ocds-lcuori-JLKjmr-CM-0228-HBCBL-2019-1/2,JLKjmr-CM-0228-HBCBL-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-687-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-687-SEDUC-2019-1/3,NrdVGA-CM-687-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-0rwm9G-LPN 01-2019 BANADESA-2,ocds-lcuori-0rwm9G-LPN 01-2019 BANADESA-2/3,0rwm9G-LPN 01-2019 BANADESA-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXmzR-CC-004-2019 CCIVS -1,ocds-lcuori-7GXmzR-CC-004-2019 CCIVS -1/2,7GXmzR-CC-004-2019 CCIVS -1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxXEr-L.P. 061-2019-2,ocds-lcuori-grxXEr-L.P. 061-2019-2/2,grxXEr-L.P. 061-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxy3L-LP-027-2019-2,ocds-lcuori-grxy3L-LP-027-2019-2/2,grxy3L-LP-027-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-1RaEMR-CM-048-2019-1,ocds-lcuori-1RaEMR-CM-048-2019-1/2,1RaEMR-CM-048-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3mOr-CM-786-HBCBHSPS-2019-1,ocds-lcuori-7G3mOr-CM-786-HBCBHSPS-2019-1/2,7G3mOr-CM-786-HBCBHSPS-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-DRWKwR-INADI-02-2019-2,ocds-lcuori-DRWKwR-INADI-02-2019-2/2,DRWKwR-INADI-02-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-lRoxQr-PRRCH-79-3CV-CI- AIHMER-8-3CV-CI- HO-L1186-3-3C-2,ocds-lcuori-lRoxQr-PRRCH-79-3CV-CI- AIHMER-8-3CV-CI- HO-L1186-3-3C-2/2,lRoxQr-PRRCH-79-3CV-CI- AIHMER-8-3CV-CI- HO-L1186-3-3C-2,3.0-FMLQALQ,FMLQALQ,BID,Prestamo
ocds-lcuori-NrdVGA-CM-693-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-693-SEDUC-2019-1/3,NrdVGA-CM-693-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-8L47Pr-CD-056-2019-HO-1,ocds-lcuori-8L47Pr-CD-056-2019-HO-1/2,8L47Pr-CD-056-2019-HO-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-10006287-TEG-1,ocds-lcuori-vGZWNR-10006287-TEG-1/2,vGZWNR-10006287-TEG-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-8L47ar-CC-HSMO-24-061-2019-1,ocds-lcuori-8L47ar-CC-HSMO-24-061-2019-1/2,8L47ar-CC-HSMO-24-061-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.048/DGC/UATSV/2019-2,ocds-lcuori-WRzbRe-LPR No.048/DGC/UATSV/2019-2/2,WRzbRe-LPR No.048/DGC/UATSV/2019-2,1.0-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.048-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.048-DGC-UATSV-2019-2/2,WRzbRe-LPR No.048-DGC-UATSV-2019-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-707-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-707-SEDUC-2019-1/3,NrdVGA-CM-707-SEDUC-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-jRDVyL-Concurso Directo 18-2019-2,ocds-lcuori-jRDVyL-Concurso Directo 18-2019-2/2,jRDVyL-Concurso Directo 18-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8M9r-LPN-IP-006-2019-2,ocds-lcuori-PR8M9r-LPN-IP-006-2019-2/3,PR8M9r-LPN-IP-006-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZKAR-CM-AMD-CS-1092-2019-1,ocds-lcuori-vGZKAR-CM-AMD-CS-1092-2019-1/2,vGZKAR-CM-AMD-CS-1092-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXa9R-CMA-UDH-177-2019-1,ocds-lcuori-7GXa9R-CMA-UDH-177-2019-1/2,7GXa9R-CMA-UDH-177-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQmwL-CPN-010-2,ocds-lcuori-MLQmwL-CPN-010-2/2,MLQmwL-CPN-010-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQmwL-CPN-012-19-2,ocds-lcuori-MLQmwL-CPN-012-19-2/2,MLQmwL-CPN-012-19-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-711-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-711-SEDUC-2019-1/3,NrdVGA-CM-711-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-jRDA5r-SOLICITUD1042-1,ocds-lcuori-jRDA5r-SOLICITUD1042-1/2,jRDA5r-SOLICITUD1042-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpaDr-LP16-61-2019-HEP-2,ocds-lcuori-ERpaDr-LP16-61-2019-HEP-2/2,ERpaDr-LP16-61-2019-HEP-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-709-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-709-SEDUC-2019-1/3,NrdVGA-CM-709-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-4LOxWG-216-2019-2,ocds-lcuori-4LOxWG-216-2019-2/2,4LOxWG-216-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MrMagr-LP-069-2019-2,ocds-lcuori-MrMagr-LP-069-2019-2/2,MrMagr-LP-069-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MrMagr-LP-070-2019-2,ocds-lcuori-MrMagr-LP-070-2019-2/2,MrMagr-LP-070-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MrMagr-LP-072-2019-2,ocds-lcuori-MrMagr-LP-072-2019-2/2,MrMagr-LP-072-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MrMagr-LP-073-2019-2,ocds-lcuori-MrMagr-LP-073-2019-2/2,MrMagr-LP-073-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXmzR-LP-007-2019 CCIVS -2,ocds-lcuori-7GXmzR-LP-007-2019 CCIVS -2/4,7GXmzR-LP-007-2019 CCIVS -2,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-grxELe-516-2019-SAG-1,ocds-lcuori-grxELe-516-2019-SAG-1/2,grxELe-516-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.074-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.074-DGC-UATSV-2019-2/4,WRzbRe-LPR No.074-DGC-UATSV-2019-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-8L47ar-CC-HSMO-24-053-2019-1,ocds-lcuori-8L47ar-CC-HSMO-24-053-2019-1/2,8L47ar-CC-HSMO-24-053-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDA5r-solicitud 1090-1,ocds-lcuori-jRDA5r-solicitud 1090-1/2,jRDA5r-solicitud 1090-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-921-INP-2019-1,ocds-lcuori-orvwnL-CM-921-INP-2019-1/2,orvwnL-CM-921-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rwYG8-SOLPED-50005184-1,ocds-lcuori-0rwYG8-SOLPED-50005184-1/2,0rwYG8-SOLPED-50005184-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-8L47ar-CC-HSMO-24-071-2019-1,ocds-lcuori-8L47ar-CC-HSMO-24-071-2019-1/2,8L47ar-CC-HSMO-24-071-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-8L47ar-CC-HSMO-24-073-2019-1,ocds-lcuori-8L47ar-CC-HSMO-24-073-2019-1/2,8L47ar-CC-HSMO-24-073-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-DL9JqG-CM-CELFFAA-022-2019-1,ocds-lcuori-DL9JqG-CM-CELFFAA-022-2019-1/2,DL9JqG-CM-CELFFAA-022-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30011127-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011127-IHSS-SPS-1/2,vGZWNR-30011127-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30011070-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011070-IHSS-SPS-1/2,vGZWNR-30011070-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-yRl8kR-LPN-001-FIIHTT-2019-2,ocds-lcuori-yRl8kR-LPN-001-FIIHTT-2019-2/2,yRl8kR-LPN-001-FIIHTT-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxXEr-L.P. 067-2019-2,ocds-lcuori-grxXEr-L.P. 067-2019-2/2,grxXEr-L.P. 067-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gGyzvR-CBH-CBO-051-2019-1,ocds-lcuori-gGyzvR-CBH-CBO-051-2019-1/2,gGyzvR-CBH-CBO-051-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxXEr-L.P. 068-2019-2,ocds-lcuori-grxXEr-L.P. 068-2019-2/2,grxXEr-L.P. 068-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrVggL-CM-085-CHOLU-2019-1,ocds-lcuori-wrVggL-CM-085-CHOLU-2019-1/2,wrVggL-CM-085-CHOLU-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0724-P-0561-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0724-P-0561-2019-1/2,Zr5B9L-CM-SESAL-NC-0724-P-0561-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-KLgX6G-COT-008-DPR-2019-2,ocds-lcuori-KLgX6G-COT-008-DPR-2019-2/2,KLgX6G-COT-008-DPR-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3MNr-LPRI 0015-2019-2,ocds-lcuori-7G3MNr-LPRI 0015-2019-2/2,7G3MNr-LPRI 0015-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0731-P-0568-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0731-P-0568-2019-1/2,Zr5B9L-CM-SESAL-NC-0731-P-0568-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-mGEMGM-LPN-SEFIN-008-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-008-2019-2/3,mGEMGM-LPN-SEFIN-008-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.078-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.078-DGC-UATSV-2019-2/4,WRzbRe-LPR No.078-DGC-UATSV-2019-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-wrVn3r-15-057-2019-2,ocds-lcuori-wrVn3r-15-057-2019-2/2,wrVn3r-15-057-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-2LAgaR-CBH-CBPC-054-2019-1,ocds-lcuori-2LAgaR-CBH-CBPC-054-2019-1/2,2LAgaR-CBH-CBPC-054-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-7GXMRV-LP-021-DGOP-OOUU. -2019-2,ocds-lcuori-7GXMRV-LP-021-DGOP-OOUU. -2019-2/2,7GXMRV-LP-021-DGOP-OOUU. -2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXMRV-LP-012-DGOP-OOUU. -2019-2,ocds-lcuori-7GXMRV-LP-012-DGOP-OOUU. -2019-2/2,7GXMRV-LP-012-DGOP-OOUU. -2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXMRV-LP-014-DGOP-OOUU. -2019-2,ocds-lcuori-7GXMRV-LP-014-DGOP-OOUU. -2019-2/2,7GXMRV-LP-014-DGOP-OOUU. -2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3MNr-LPRI 0016-2019-2,ocds-lcuori-7G3MNr-LPRI 0016-2019-2/2,7G3MNr-LPRI 0016-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gLkw4L-CM-618-CBD-2019-1,ocds-lcuori-gLkw4L-CM-618-CBD-2019-1/2,gLkw4L-CM-618-CBD-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvDGM-S-965-19-1,ocds-lcuori-orvDGM-S-965-19-1/4,orvDGM-S-965-19-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-2LmqDL-LPrNO-42-AMDC-92-2019-2,ocds-lcuori-2LmqDL-LPrNO-42-AMDC-92-2019-2/2,2LmqDL-LPrNO-42-AMDC-92-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEvMR-C-HMM 34-2019-1,ocds-lcuori-mGEvMR-C-HMM 34-2019-1/2,mGEvMR-C-HMM 34-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDA5r-1142-1,ocds-lcuori-jRDA5r-1142-1/2,jRDA5r-1142-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-yRl6pL-ST-017-SSIS-BID-3371-2019-2,ocds-lcuori-yRl6pL-ST-017-SSIS-BID-3371-2019-2/3,yRl6pL-ST-017-SSIS-BID-3371-2019-2,3-FMLQALQ,FMLQALQ,BID,Prestamo
ocds-lcuori-yRlZYL-SEP-GA-145-2019-1,ocds-lcuori-yRlZYL-SEP-GA-145-2019-1/2,yRlZYL-SEP-GA-145-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gLn82R-CONCURSO PRIVADO No 5 2017 SPE 0000400172 INFO II-2,ocds-lcuori-gLn82R-CONCURSO PRIVADO No 5 2017 SPE 0000400172 INFO II-2/2,gLn82R-CONCURSO PRIVADO No 5 2017 SPE 0000400172 INFO II-2,2.0-F7G3yrQ,F7G3yrQ,España,Donación
ocds-lcuori-NrdVGA-CM-777-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-777-SEDUC-2019-1/3,NrdVGA-CM-777-SEDUC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rwyzG-MSPS-GT-03-2019-2,ocds-lcuori-0rwyzG-MSPS-GT-03-2019-2/2,0rwyzG-MSPS-GT-03-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-10006325-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006325-IHSS-SPS-1/2,vGZWNR-10006325-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PLewkR-HBCBCH-484-2019-1,ocds-lcuori-PLewkR-HBCBCH-484-2019-1/2,PLewkR-HBCBCH-484-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjPmR-CM-089-DECAD-2019-1,ocds-lcuori-oLjPmR-CM-089-DECAD-2019-1/2,oLjPmR-CM-089-DECAD-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8dYR-295-2019-1,ocds-lcuori-PR8dYR-295-2019-1/2,PR8dYR-295-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjPmR-CM-090-DECAD-2019-1,ocds-lcuori-oLjPmR-CM-090-DECAD-2019-1/2,oLjPmR-CM-090-DECAD-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvDGM-S-969-19-1,ocds-lcuori-orvDGM-S-969-19-1/4,orvDGM-S-969-19-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrY1dr-LPN-SEDS-017-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-017-2019-2/2,mrY1dr-LPN-SEDS-017-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESSL-NC-0729-P-0566-2019-1,ocds-lcuori-Zr5B9L-CM-SESSL-NC-0729-P-0566-2019-1/2,Zr5B9L-CM-SESSL-NC-0729-P-0566-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-vGZWNR-10006332-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006332-IHSS-SPS-1/2,vGZWNR-10006332-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
