ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/type,tender/participationFees/0/value/amount
ocds-lcuori-KLg9wR-LPN-001-2019-DA-2,ocds-lcuori-KLg9wR-LPN-001-2019-DA-2/2,KLg9wR-LPN-001-2019-DA-2,KLg9wR-LPN-001-2019-DA-2,document,300.0
ocds-lcuori-kR05rP-LPR-033-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-033-UDEIP-INSEP-2019-2/4,kR05rP-LPR-033-UDEIP-INSEP-2019-2,kR05rP-LPR-033-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-040-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-040-UDEIP-INSEP-2019-2/4,kR05rP-LPR-040-UDEIP-INSEP-2019-2,kR05rP-LPR-040-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-mrY1dr-LPN-SEDS-025-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-025-2019-2/2,mrY1dr-LPN-SEDS-025-2019-2,mrY1dr-LPN-SEDS-025-2019-2,document,300.0
ocds-lcuori-orvkNL-LPN No.34-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.34-2019-SEAF-UNAH-2/3,orvkNL-LPN No.34-2019-SEAF-UNAH-2,orvkNL-LPN No.34-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-mrY1dr-LPN-SEDS-33-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-33-2019-2/2,mrY1dr-LPN-SEDS-33-2019-2,mrY1dr-LPN-SEDS-33-2019-2,document,300.0
ocds-lcuori-2LmqDL-CPrNO-17-AMDC-112-2019-2,ocds-lcuori-2LmqDL-CPrNO-17-AMDC-112-2019-2/5,2LmqDL-CPrNO-17-AMDC-112-2019-2,2LmqDL-CPrNO-17-AMDC-112-2019-2,document,200.0
ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-12-2019-2,ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-12-2019-2/3,mGE4eL-LPR-SEDECOAS-FHIS-12-2019-2,mGE4eL-LPR-SEDECOAS-FHIS-12-2019-2,document,200.0
ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2,ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2/3,mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2,mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2,document,200.0
ocds-lcuori-Zr5mWr-LPN No. 02-2019-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 02-2019-SEAPI-UNAH-2/4,Zr5mWr-LPN No. 02-2019-SEAPI-UNAH-2,Zr5mWr-LPN No. 02-2019-SEAPI-UNAH-2,document,1000.0
ocds-lcuori-Zr5mWr-LPN No. 03-2019-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 03-2019-SEAPI-UNAH-2/6,Zr5mWr-LPN No. 03-2019-SEAPI-UNAH-2,Zr5mWr-LPN No. 03-2019-SEAPI-UNAH-2,document,1000.0
ocds-lcuori-2LmqDL-LPuNBS-08-AMDC-84-2019-2,ocds-lcuori-2LmqDL-LPuNBS-08-AMDC-84-2019-2/3,2LmqDL-LPuNBS-08-AMDC-84-2019-2,2LmqDL-LPuNBS-08-AMDC-84-2019-2,document,500.0
ocds-lcuori-jRDkQG-LPN-007-2019FUNDAHMCR-2,ocds-lcuori-jRDkQG-LPN-007-2019FUNDAHMCR-2/6,jRDkQG-LPN-007-2019FUNDAHMCR-2,jRDkQG-LPN-007-2019FUNDAHMCR-2,document,1000.0
ocds-lcuori-7rBxpG-LPública No.22-2019-2,ocds-lcuori-7rBxpG-LPública No.22-2019-2/5,7rBxpG-LPública No.22-2019-2,7rBxpG-LPública No.22-2019-2,document,200.0
ocds-lcuori-WRzj0R-LPN-005-2019-2,ocds-lcuori-WRzj0R-LPN-005-2019-2/3,WRzj0R-LPN-005-2019-2,WRzj0R-LPN-005-2019-2,document,250.0
ocds-lcuori-orvDGM-LPN-SANAA-SGFA-01-2020-2,ocds-lcuori-orvDGM-LPN-SANAA-SGFA-01-2020-2/4,orvDGM-LPN-SANAA-SGFA-01-2020-2,orvDGM-LPN-SANAA-SGFA-01-2020-2,document,800.0
ocds-lcuori-vGZWNR-LPN-018-2019-2,ocds-lcuori-vGZWNR-LPN-018-2019-2/5,vGZWNR-LPN-018-2019-2,vGZWNR-LPN-018-2019-2,document,300.0
ocds-lcuori-kG1ger-LPN-ENP-07-2019-2,ocds-lcuori-kG1ger-LPN-ENP-07-2019-2/5,kG1ger-LPN-ENP-07-2019-2,kG1ger-LPN-ENP-07-2019-2,document,500.0
ocds-lcuori-0rwyzG-MSPS-GT-02-2019-2,ocds-lcuori-0rwyzG-MSPS-GT-02-2019-2/3,0rwyzG-MSPS-GT-02-2019-2,0rwyzG-MSPS-GT-02-2019-2,document,2500.0
ocds-lcuori-kG1ger-LPN-ENP-06-2019-2,ocds-lcuori-kG1ger-LPN-ENP-06-2019-2/5,kG1ger-LPN-ENP-06-2019-2,kG1ger-LPN-ENP-06-2019-2,document,500.0
ocds-lcuori-1RaEMR-LP-013-HJMG-2019-2,ocds-lcuori-1RaEMR-LP-013-HJMG-2019-2/5,1RaEMR-LP-013-HJMG-2019-2,1RaEMR-LP-013-HJMG-2019-2,document,150.0
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-17-2019-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-17-2019-2/6,mGE4eL-LPN-IDECOAS-FHIS-17-2019-2,mGE4eL-LPN-IDECOAS-FHIS-17-2019-2,document,200.0
ocds-lcuori-2LmqDL-CPrNO-08-AMDC-67-2019-2,ocds-lcuori-2LmqDL-CPrNO-08-AMDC-67-2019-2/5,2LmqDL-CPrNO-08-AMDC-67-2019-2,2LmqDL-CPrNO-08-AMDC-67-2019-2,document,200.0
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-COT-01-2019-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-COT-01-2019-2/3,PR8wNG-IDECOAS PRONADERS-COT-01-2019-2,PR8wNG-IDECOAS PRONADERS-COT-01-2019-2,document,300.0
ocds-lcuori-7rBxpG-Contratación de los servicios de mantenimiento pre-2,ocds-lcuori-7rBxpG-Contratación de los servicios de mantenimiento pre-2/1,7rBxpG-Contratación de los servicios de mantenimiento pre-2,7rBxpG-Contratación de los servicios de mantenimiento pre-2,document,200.0
ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-05-2019-2,ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-05-2019-2/5,mGE4eL-COT-IDECOAS-FHIS-05-2019-2,mGE4eL-COT-IDECOAS-FHIS-05-2019-2,document,200.0
ocds-lcuori-oLj7mG-“CONSTRUCCION DE SISTEMA DE AGUA POTABLE ALDEA PAL-2,ocds-lcuori-oLj7mG-“CONSTRUCCION DE SISTEMA DE AGUA POTABLE ALDEA PAL-2/3,oLj7mG-“CONSTRUCCION DE SISTEMA DE AGUA POTABLE ALDEA PAL-2,oLj7mG-“CONSTRUCCION DE SISTEMA DE AGUA POTABLE ALDEA PAL-2,document,500.0
ocds-lcuori-orvDGM-LPN-SANAA-DM-01-2019-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-01-2019-2/3,orvDGM-LPN-SANAA-DM-01-2019-2,orvDGM-LPN-SANAA-DM-01-2019-2,document,800.0
ocds-lcuori-kR05rP-LPR-029-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-029-UDEIP-INSEP-2019-2/4,kR05rP-LPR-029-UDEIP-INSEP-2019-2,kR05rP-LPR-029-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-031-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-031-UDEIP-INSEP-2019-2/4,kR05rP-LPR-031-UDEIP-INSEP-2019-2,kR05rP-LPR-031-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-20-AMDC-39-2019-2,ocds-lcuori-2LmqDL-LPrNO-20-AMDC-39-2019-2/5,2LmqDL-LPrNO-20-AMDC-39-2019-2,2LmqDL-LPrNO-20-AMDC-39-2019-2,document,200.0
ocds-lcuori-kR05rP-CPS-005-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-005-UDEIP-INSEP-2019-2/4,kR05rP-CPS-005-UDEIP-INSEP-2019-2,kR05rP-CPS-005-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-orvkNL-LPN No.34-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.34-2018-SEAF-UNAH-2/4,orvkNL-LPN No.34-2018-SEAF-UNAH-2,orvkNL-LPN No.34-2018-SEAF-UNAH-2,document,500.0
ocds-lcuori-kR05rP-CPS-006-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-006-UDEIP-INSEP-2019-2/4,kR05rP-CPS-006-UDEIP-INSEP-2019-2,kR05rP-CPS-006-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-7GX4eG-LPN-INE-FN-001-2018-2,ocds-lcuori-7GX4eG-LPN-INE-FN-001-2018-2/3,7GX4eG-LPN-INE-FN-001-2018-2,7GX4eG-LPN-INE-FN-001-2018-2,document,400.0
ocds-lcuori-WRz0xL-LPN-SAR-012-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-012-2019-2/7,WRz0xL-LPN-SAR-012-2019-2,WRz0xL-LPN-SAR-012-2019-2,document,500.0
ocds-lcuori-kR05rP-CPS-007-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-007-UDEIP-INSEP-2019-2/4,kR05rP-CPS-007-UDEIP-INSEP-2019-2,kR05rP-CPS-007-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPuNBS-01-AMDC-02-2019-2,ocds-lcuori-2LmqDL-LPuNBS-01-AMDC-02-2019-2/3,2LmqDL-LPuNBS-01-AMDC-02-2019-2,2LmqDL-LPuNBS-01-AMDC-02-2019-2,document,500.0
ocds-lcuori-jRDkQG-LPN-001-2019FUNDAHMCR-2,ocds-lcuori-jRDkQG-LPN-001-2019FUNDAHMCR-2/4,jRDkQG-LPN-001-2019FUNDAHMCR-2,jRDkQG-LPN-001-2019FUNDAHMCR-2,document,1000.0
ocds-lcuori-ERpWgG-LPN-SRECI-001-2019-2,ocds-lcuori-ERpWgG-LPN-SRECI-001-2019-2/3,ERpWgG-LPN-SRECI-001-2019-2,ERpWgG-LPN-SRECI-001-2019-2,document,200.0
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-02-2019 2° Proceso-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-02-2019 2° Proceso-2/6,mGE4eL-LPN-IDECOAS-FHIS-02-2019 2° Proceso-2,mGE4eL-LPN-IDECOAS-FHIS-02-2019 2° Proceso-2,document,200.0
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-15-2019-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-15-2019-2/5,mGE4eL-LPN-IDECOAS-FHIS-15-2019-2,mGE4eL-LPN-IDECOAS-FHIS-15-2019-2,document,200.0
ocds-lcuori-mGEMGM-LPN-SEFIN-005-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-005-2019-2/6,mGEMGM-LPN-SEFIN-005-2019-2,mGEMGM-LPN-SEFIN-005-2019-2,document,200.0
ocds-lcuori-vGZWNR-LPN-013-2019-2,ocds-lcuori-vGZWNR-LPN-013-2019-2/9,vGZWNR-LPN-013-2019-2,vGZWNR-LPN-013-2019-2,document,200.0
ocds-lcuori-vGZWNR-LPN-014-2019-2,ocds-lcuori-vGZWNR-LPN-014-2019-2/5,vGZWNR-LPN-014-2019-2,vGZWNR-LPN-014-2019-2,document,300.0
ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-11-2019-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-11-2019-HO-OBRAS-2/4,PR8wNG-IDECOAS-PRONADERS-LPRI-11-2019-HO-OBRAS-2,PR8wNG-IDECOAS-PRONADERS-LPRI-11-2019-HO-OBRAS-2,document,300.0
ocds-lcuori-1RaEMR-LP-HJMG-009-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-009-2019-2/5,1RaEMR-LP-HJMG-009-2019-2,1RaEMR-LP-HJMG-009-2019-2,document,500.0
ocds-lcuori-WRz0xL-LPN-SAR-014-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-014-2019-2/8,WRz0xL-LPN-SAR-014-2019-2,WRz0xL-LPN-SAR-014-2019-2,document,500.0
ocds-lcuori-PGJALo-LPN-100-011-2019-2,ocds-lcuori-PGJALo-LPN-100-011-2019-2/6,PGJALo-LPN-100-011-2019-2,PGJALo-LPN-100-011-2019-2,document,500.0
ocds-lcuori-orvkNL-LPN No.13-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.13-2019-SEAF-UNAH-2/4,orvkNL-LPN No.13-2019-SEAF-UNAH-2,orvkNL-LPN No.13-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-kR05rP-LPR-004-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-004-UDEIP-INSEP-2019-2/4,kR05rP-LPR-004-UDEIP-INSEP-2019-2,kR05rP-LPR-004-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-005-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-005-UDEIP-INSEP-2019-2/4,kR05rP-LPR-005-UDEIP-INSEP-2019-2,kR05rP-LPR-005-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-007-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-007-UDEIP-INSEP-2019-2/4,kR05rP-LPR-007-UDEIP-INSEP-2019-2,kR05rP-LPR-007-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-CPS-001-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-001-UDEIP-INSEP-2019-2/5,kR05rP-CPS-001-UDEIP-INSEP-2019-2,kR05rP-CPS-001-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-001-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-001-UDEIP-INSEP-2019-2/4,kR05rP-LPR-001-UDEIP-INSEP-2019-2,kR05rP-LPR-001-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-vGZ5wL-LPN001-PPBH2020-ICE-2019-2,ocds-lcuori-vGZ5wL-LPN001-PPBH2020-ICE-2019-2/3,vGZ5wL-LPN001-PPBH2020-ICE-2019-2,vGZ5wL-LPN001-PPBH2020-ICE-2019-2,document,500.0
ocds-lcuori-orvkNL-LPN No.03-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.03-2019-SEAF-UNAH-2/4,orvkNL-LPN No.03-2019-SEAF-UNAH-2,orvkNL-LPN No.03-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-7GX4eG-LPN-INE-FN-005-2019-2,ocds-lcuori-7GX4eG-LPN-INE-FN-005-2019-2/4,7GX4eG-LPN-INE-FN-005-2019-2,7GX4eG-LPN-INE-FN-005-2019-2,document,400.0
ocds-lcuori-grxe2L-LPN-MANCOSOL-SALUD-001-2019-2,ocds-lcuori-grxe2L-LPN-MANCOSOL-SALUD-001-2019-2/3,grxe2L-LPN-MANCOSOL-SALUD-001-2019-2,grxe2L-LPN-MANCOSOL-SALUD-001-2019-2,document,500.0
ocds-lcuori-vGZWNR-LPN-003-2019-2,ocds-lcuori-vGZWNR-LPN-003-2019-2/6,vGZWNR-LPN-003-2019-2,vGZWNR-LPN-003-2019-2,document,300.0
ocds-lcuori-PGJALo-LPI 100-031-2018-2,ocds-lcuori-PGJALo-LPI 100-031-2018-2/3,PGJALo-LPI 100-031-2018-2,PGJALo-LPI 100-031-2018-2,document,1000.0
ocds-lcuori-vGZWNR-LPN-008-2019-2,ocds-lcuori-vGZWNR-LPN-008-2019-2/5,vGZWNR-LPN-008-2019-2,vGZWNR-LPN-008-2019-2,document,300.0
ocds-lcuori-2LmqDL-LPrNO-12-AMDC-29-2019-2,ocds-lcuori-2LmqDL-LPrNO-12-AMDC-29-2019-2/5,2LmqDL-LPrNO-12-AMDC-29-2019-2,2LmqDL-LPrNO-12-AMDC-29-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-13-AMDC-30-2019-2,ocds-lcuori-2LmqDL-LPrNO-13-AMDC-30-2019-2/3,2LmqDL-LPrNO-13-AMDC-30-2019-2,2LmqDL-LPrNO-13-AMDC-30-2019-2,document,200.0
ocds-lcuori-2LmKVR-LPN-04-2019-INAM-2,ocds-lcuori-2LmKVR-LPN-04-2019-INAM-2/3,2LmKVR-LPN-04-2019-INAM-2,2LmKVR-LPN-04-2019-INAM-2,document,200.0
ocds-lcuori-vGZWNR-LPN-011-2019-2,ocds-lcuori-vGZWNR-LPN-011-2019-2/6,vGZWNR-LPN-011-2019-2,vGZWNR-LPN-011-2019-2,document,300.0
ocds-lcuori-0rwyzG-MSPS-GI-01--2019-2,ocds-lcuori-0rwyzG-MSPS-GI-01--2019-2/6,0rwyzG-MSPS-GI-01--2019-2,0rwyzG-MSPS-GI-01--2019-2,document,2500.0
ocds-lcuori-WRz0xL-LPN-SAR-004-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-004-2019-2/3,WRz0xL-LPN-SAR-004-2019-2,WRz0xL-LPN-SAR-004-2019-2,document,500.0
ocds-lcuori-WRz0xL-LPN-SAR-010-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-010-2019-2/6,WRz0xL-LPN-SAR-010-2019-2,WRz0xL-LPN-SAR-010-2019-2,document,500.0
ocds-lcuori-gLnq2r-LPN-UFTF-001-2019-2,ocds-lcuori-gLnq2r-LPN-UFTF-001-2019-2/3,gLnq2r-LPN-UFTF-001-2019-2,gLnq2r-LPN-UFTF-001-2019-2,document,1.0
ocds-lcuori-1RaEMR-LP-001-2019-2,ocds-lcuori-1RaEMR-LP-001-2019-2/3,1RaEMR-LP-001-2019-2,1RaEMR-LP-001-2019-2,document,500.0
ocds-lcuori-1RaEMR-LP-002-2019-2,ocds-lcuori-1RaEMR-LP-002-2019-2/3,1RaEMR-LP-002-2019-2,1RaEMR-LP-002-2019-2,document,500.0
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-02-2019-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-02-2019-2/3,mGE4eL-LPN-IDECOAS-FHIS-02-2019-2,mGE4eL-LPN-IDECOAS-FHIS-02-2019-2,document,300.0
ocds-lcuori-orvkNL-LPN No.06-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.06-2019-SEAF-UNAH-2/5,orvkNL-LPN No.06-2019-SEAF-UNAH-2,orvkNL-LPN No.06-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-orvDGM-LPN-SANAA-DM-08-2019-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-08-2019-2/3,orvDGM-LPN-SANAA-DM-08-2019-2,orvDGM-LPN-SANAA-DM-08-2019-2,document,500.0
ocds-lcuori-7rBxpG-CPrivado No.02-2019-2,ocds-lcuori-7rBxpG-CPrivado No.02-2019-2/6,7rBxpG-CPrivado No.02-2019-2,7rBxpG-CPrivado No.02-2019-2,document,200.0
ocds-lcuori-kG1ger-LPN-ENP-03-2019-2,ocds-lcuori-kG1ger-LPN-ENP-03-2019-2/3,kG1ger-LPN-ENP-03-2019-2,kG1ger-LPN-ENP-03-2019-2,document,500.0
ocds-lcuori-2LmqDL-LPrNO-21-AMDC-40-2019-2,ocds-lcuori-2LmqDL-LPrNO-21-AMDC-40-2019-2/3,2LmqDL-LPrNO-21-AMDC-40-2019-2,2LmqDL-LPrNO-21-AMDC-40-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-22-AMDC-41-2019-2,ocds-lcuori-2LmqDL-LPrNO-22-AMDC-41-2019-2/5,2LmqDL-LPrNO-22-AMDC-41-2019-2,2LmqDL-LPrNO-22-AMDC-41-2019-2,document,200.0
ocds-lcuori-2LmqDL-COT-03-AMDC-15-2019-2,ocds-lcuori-2LmqDL-COT-03-AMDC-15-2019-2/3,2LmqDL-COT-03-AMDC-15-2019-2,2LmqDL-COT-03-AMDC-15-2019-2,document,200.0
ocds-lcuori-2LmqDL-COT-04-AMDC-16-2019-2,ocds-lcuori-2LmqDL-COT-04-AMDC-16-2019-2/4,2LmqDL-COT-04-AMDC-16-2019-2,2LmqDL-COT-04-AMDC-16-2019-2,document,200.0
ocds-lcuori-1RaEMR-LP-HJMG-005-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-005-2019-2/4,1RaEMR-LP-HJMG-005-2019-2,1RaEMR-LP-HJMG-005-2019-2,document,500.0
ocds-lcuori-1RaEMR-LP-HJMG-006-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-006-2019-2/4,1RaEMR-LP-HJMG-006-2019-2,1RaEMR-LP-HJMG-006-2019-2,document,500.0
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-02-2019-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-02-2019-2/3,mGE4eL-LPR-IDECOAS-FHIS-02-2019-2,mGE4eL-LPR-IDECOAS-FHIS-02-2019-2,document,200.0
ocds-lcuori-7rBxpG-LPública No.08-2019-2,ocds-lcuori-7rBxpG-LPública No.08-2019-2/4,7rBxpG-LPública No.08-2019-2,7rBxpG-LPública No.08-2019-2,document,200.0
ocds-lcuori-PR847R-ICF-GA-LP-005-2019-2,ocds-lcuori-PR847R-ICF-GA-LP-005-2019-2/7,PR847R-ICF-GA-LP-005-2019-2,PR847R-ICF-GA-LP-005-2019-2,document,500.0
ocds-lcuori-2LmqDL-LPrNO-15-AMDC-32-2019-2,ocds-lcuori-2LmqDL-LPrNO-15-AMDC-32-2019-2/5,2LmqDL-LPrNO-15-AMDC-32-2019-2,2LmqDL-LPrNO-15-AMDC-32-2019-2,document,200.0
ocds-lcuori-ZGqEaG-LPN-AMR-004-2019-2,ocds-lcuori-ZGqEaG-LPN-AMR-004-2019-2/9,ZGqEaG-LPN-AMR-004-2019-2,ZGqEaG-LPN-AMR-004-2019-2,document,500.0
ocds-lcuori-2LmqDL-LPrNO-05-AMDC-21-2019-2,ocds-lcuori-2LmqDL-LPrNO-05-AMDC-21-2019-2/3,2LmqDL-LPrNO-05-AMDC-21-2019-2,2LmqDL-LPrNO-05-AMDC-21-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-002-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-002-UDEIP-INSEP-2019-2/4,kR05rP-LPR-002-UDEIP-INSEP-2019-2,kR05rP-LPR-002-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-04-AMDC-20-2019-2,ocds-lcuori-2LmqDL-LPrNO-04-AMDC-20-2019-2/4,2LmqDL-LPrNO-04-AMDC-20-2019-2,2LmqDL-LPrNO-04-AMDC-20-2019-2,document,200.0
ocds-lcuori-orvDGM-LPN-SANAA-SGFA-09-2019-2,ocds-lcuori-orvDGM-LPN-SANAA-SGFA-09-2019-2/5,orvDGM-LPN-SANAA-SGFA-09-2019-2,orvDGM-LPN-SANAA-SGFA-09-2019-2,document,500.0
ocds-lcuori-ERpngL-LP-008-2019-2,ocds-lcuori-ERpngL-LP-008-2019-2/3,ERpngL-LP-008-2019-2,ERpngL-LP-008-2019-2,document,277307.0
ocds-lcuori-kR05rP-LPR-003-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-003-UDEIP-INSEP-2019-2/4,kR05rP-LPR-003-UDEIP-INSEP-2019-2,kR05rP-LPR-003-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-006-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-006-UDEIP-INSEP-2019-2/4,kR05rP-LPR-006-UDEIP-INSEP-2019-2,kR05rP-LPR-006-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-008-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-008-UDEIP-INSEP-2019-2/4,kR05rP-LPR-008-UDEIP-INSEP-2019-2,kR05rP-LPR-008-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-009-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-009-UDEIP-INSEP-2019-2/4,kR05rP-LPR-009-UDEIP-INSEP-2019-2,kR05rP-LPR-009-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-010-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-010-UDEIP-INSEP-2019-2/4,kR05rP-LPR-010-UDEIP-INSEP-2019-2,kR05rP-LPR-010-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-011-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-011-UDEIP-INSEP-2019-2/4,kR05rP-LPR-011-UDEIP-INSEP-2019-2,kR05rP-LPR-011-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-012-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-012-UDEIP-INSEP-2019-2/4,kR05rP-LPR-012-UDEIP-INSEP-2019-2,kR05rP-LPR-012-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-013-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-013-UDEIP-INSEP-2019-2/4,kR05rP-LPR-013-UDEIP-INSEP-2019-2,kR05rP-LPR-013-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-014-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-014-UDEIP-INSEP-2019-2/4,kR05rP-LPR-014-UDEIP-INSEP-2019-2,kR05rP-LPR-014-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-015-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-015-UDEIP-INSEP-2019-2/4,kR05rP-LPR-015-UDEIP-INSEP-2019-2,kR05rP-LPR-015-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-016-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-016-UDEIP-INSEP-2019-2/4,kR05rP-LPR-016-UDEIP-INSEP-2019-2,kR05rP-LPR-016-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-017-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-017-UDEIP-INSEP-2019-2/4,kR05rP-LPR-017-UDEIP-INSEP-2019-2,kR05rP-LPR-017-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-018-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-018-UDEIP-INSEP-2019-2/4,kR05rP-LPR-018-UDEIP-INSEP-2019-2,kR05rP-LPR-018-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-CPS-002-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-002-UDEIP-INSEP-2019-2/4,kR05rP-CPS-002-UDEIP-INSEP-2019-2,kR05rP-CPS-002-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-CPS-003-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-003-UDEIP-INSEP-2019-2/4,kR05rP-CPS-003-UDEIP-INSEP-2019-2,kR05rP-CPS-003-UDEIP-INSEP-2019-2,document,200.0
