ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/documentType,awards/0/documents/0/datePublished,awards/0/documents/0/description,awards/0/documents/0/format,awards/0/documents/0/title,awards/0/documents/0/url
ocds-lcuori-WRzbRe-LPR No.073-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.073-DGC-UATSV-2019-2/4,WRzbRe-LPR No.073-DGC-UATSV-2019-2,144183,awardNotice,2020-01-08T11:22:41.670000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.073-DGC-UATSV-2019804-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-grxXEr-L.P 073-2019-2,ocds-lcuori-grxXEr-L.P 073-2019-2/2,grxXEr-L.P 073-2019-2,141882,awardNotice,2019-10-31T14:10:55.287000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic97L.P%20073-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-WRzbRe-LPR No.089-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.089-DGC-UATSV-2019-2/3,WRzbRe-LPR No.089-DGC-UATSV-2019-2,144229,awardNotice,2020-01-08T14:46:31.267000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.089-DGC-UATSV-2019803-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-WRzbRe-LPR No.094-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.094-DGC-UATSV-2019-2/4,WRzbRe-LPR No.094-DGC-UATSV-2019-2,144250,awardNotice,2020-01-08T15:54:59.350000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.094-DGC-UATSV-2019803-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-WRzbRe-LPR No.097-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.097-DGC-UATSV-2019-2/4,WRzbRe-LPR No.097-DGC-UATSV-2019-2,144257,awardNotice,2020-01-08T16:39:43.810000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.097-DGC-UATSV-2019803-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-0rw5YG-34-2019-2,ocds-lcuori-0rw5YG-34-2019-2/2,0rw5YG-34-2019-2,143098,awardNotice,2019-11-22T15:36:46.530000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic7834-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1Ra0dG-PCOM-CONV-FN-02-2019-2,ocds-lcuori-1Ra0dG-PCOM-CONV-FN-02-2019-2/2,1Ra0dG-PCOM-CONV-FN-02-2019-2,143358,awardNotice,2019-11-29T13:42:03.517000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic803PCOM-CONV-FN-02-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-KLgX6G-COT-010-DPR-2019-2,ocds-lcuori-KLgX6G-COT-010-DPR-2019-2/2,KLgX6G-COT-010-DPR-2019-2,143086,awardNotice,2019-11-22T14:18:48.850000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic975COT-010-DPR-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-kR05rP-LPR-033-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-033-UDEIP-INSEP-2019-2/4,kR05rP-LPR-033-UDEIP-INSEP-2019-2,143829,awardNotice,2019-12-17T15:50:33.350000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic12LPR-033-UDEIP-INSEP-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-kR05rP-LPR-040-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-040-UDEIP-INSEP-2019-2/4,kR05rP-LPR-040-UDEIP-INSEP-2019-2,143837,awardNotice,2019-12-17T15:58:21.927000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic12LPR-040-UDEIP-INSEP-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1RaMPR-SCC 21 COMRURAL 2019 -2,ocds-lcuori-1RaMPR-SCC 21 COMRURAL 2019 -2/3,1RaMPR-SCC 21 COMRURAL 2019 -2,146695,awardNotice,2020-04-05T15:15:43.517000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic703SCC%2021%20COMRURAL%202019%20803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1RaMPR-SCC 22 COMRURAL 2019 -2,ocds-lcuori-1RaMPR-SCC 22 COMRURAL 2019 -2/4,1RaMPR-SCC 22 COMRURAL 2019 -2,145054,awardNotice,2020-02-06T15:37:14.210000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic703SCC%2022%20COMRURAL%202019%20803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-yRlm9r-LPN.UNACIFOR-008-2019-2,ocds-lcuori-yRlm9r-LPN.UNACIFOR-008-2019-2/4,yRlm9r-LPN.UNACIFOR-008-2019-2,144913,awardNotice,2020-01-30T16:01:51.070000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic176LPN.UNACIFOR-008-2019806-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-gGyD4L-LPR No.20-2019-HEU-AUG-2,ocds-lcuori-gGyD4L-LPR No.20-2019-HEU-AUG-2/7,gGyD4L-LPR No.20-2019-HEU-AUG-2,140361,awardNotice,2019-10-07T13:36:53.810000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic82LPR%20No.20-2019-HEU-AUG806-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-2LmqDL-CPrNO-17-AMDC-112-2019-2,ocds-lcuori-2LmqDL-CPrNO-17-AMDC-112-2019-2/5,2LmqDL-CPrNO-17-AMDC-112-2019-2,146358,awardNotice,2020-03-13T11:11:21.117000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic221CPrNO-17-AMDC-112-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-WRzbRe-LPR No.095-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.095-DGC-UATSV-2019-2/4,WRzbRe-LPR No.095-DGC-UATSV-2019-2,144252,awardNotice,2020-01-08T16:10:31.660000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.095-DGC-UATSV-2019804-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-yRl6pL-CI-023-SSIS-BID-3371-2019-2,ocds-lcuori-yRl6pL-CI-023-SSIS-BID-3371-2019-2/5,yRl6pL-CI-023-SSIS-BID-3371-2019-2,140340,awardNotice,2019-10-07T11:19:20.093000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic232CI-023-SSIS-BID-3371-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1RaMPR-CP-DCPV-32-2019-2,ocds-lcuori-1RaMPR-CP-DCPV-32-2019-2/3,1RaMPR-CP-DCPV-32-2019-2,144651,awardNotice,2020-01-22T14:10:43.563000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic703CP-DCPV-32-2019805-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1RaMPR-CP-DCPV-36-2019-2,ocds-lcuori-1RaMPR-CP-DCPV-36-2019-2/3,1RaMPR-CP-DCPV-36-2019-2,144652,awardNotice,2020-01-22T14:39:35.043000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic703CP-DCPV-36-2019806-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-12-2019-2,ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-12-2019-2/3,mGE4eL-LPR-SEDECOAS-FHIS-12-2019-2,145199,awardNotice,2020-02-12T14:37:16.570000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic742LPR-SEDECOAS-FHIS-12-2019807-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2,ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2/3,mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2,145196,awardNotice,2020-02-12T14:28:14.350000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic742LPR-SEDECOAS-FHIS-13-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2,ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2/3,mGE4eL-LPR-SEDECOAS-FHIS-13-2019-2,145197,awardNotice,2020-02-12T14:29:12.860000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic742LPR-SEDECOAS-FHIS-13-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1RaMPR-CP-DCPV-44-2019-2,ocds-lcuori-1RaMPR-CP-DCPV-44-2019-2/3,1RaMPR-CP-DCPV-44-2019-2,144670,awardNotice,2020-01-23T11:58:09.170000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic703CP-DCPV-44-2019807-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDVyL-Licitación Pública 008-2019-2,ocds-lcuori-jRDVyL-Licitación Pública 008-2019-2/3,jRDVyL-Licitación Pública 008-2019-2,144773,awardNotice,2020-01-24T14:33:31.403000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic204Licitaci%C3%B3n%20P%C3%BAblica%20008-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-WRzbRe-LPR No.138-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.138-DGC-UATSV-2019-2/4,WRzbRe-LPR No.138-DGC-UATSV-2019-2,144437,awardNotice,2020-01-14T11:15:18.967000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.138-DGC-UATSV-2019803-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-4LOxWG-105-2019-2,ocds-lcuori-4LOxWG-105-2019-2/4,4LOxWG-105-2019-2,135594,awardNotice,2019-06-27T14:13:51.917000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83105-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-105-2019-2,ocds-lcuori-4LOxWG-105-2019-2/4,4LOxWG-105-2019-2,135595,awardNotice,2019-06-27T14:14:30.777000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83105-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-yRl6pL-ST-009-SSIS-BID-3371-2019-2,ocds-lcuori-yRl6pL-ST-009-SSIS-BID-3371-2019-2/5,yRl6pL-ST-009-SSIS-BID-3371-2019-2,137365,awardNotice,2019-07-31T10:18:36.350000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic232ST-009-SSIS-BID-3371-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-Zr5mWr-LPN No. 03-2019-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 03-2019-SEAPI-UNAH-2/6,Zr5mWr-LPN No. 03-2019-SEAPI-UNAH-2,143001,awardNotice,2019-11-20T15:10:59.690000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic872LPN%20No.%2003-2019-SEAPI-UNAH806-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-orvPDG-LP-051-HGA-2019-2,ocds-lcuori-orvPDG-LP-051-HGA-2019-2/5,orvPDG-LP-051-HGA-2019-2,141179,awardNotice,2019-10-21T09:52:15.533000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic95LP-051-HGA-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-wrVn3r-15-028-2019-2,ocds-lcuori-wrVn3r-15-028-2019-2/4,wrVn3r-15-028-2019-2,137516,awardNotice,2019-08-01T13:45:06.307000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic9915-028-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-2LmqDL-LPuNBS-08-AMDC-84-2019-2,ocds-lcuori-2LmqDL-LPuNBS-08-AMDC-84-2019-2/3,2LmqDL-LPuNBS-08-AMDC-84-2019-2,144890,awardNotice,2020-01-30T08:52:49.380000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic221LPuNBS-08-AMDC-84-2019805-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDkQG-LPN-007-2019FUNDAHMCR-2,ocds-lcuori-jRDkQG-LPN-007-2019FUNDAHMCR-2/6,jRDkQG-LPN-007-2019FUNDAHMCR-2,140057,awardNotice,2019-09-26T09:36:24.877000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic104LPN-007-2019FUNDAHMCR803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-gRNDyL-021-03-2019-2,ocds-lcuori-gRNDyL-021-03-2019-2/5,gRNDyL-021-03-2019-2,138905,awardNotice,2019-09-02T15:04:02.227000-06:00,Resolucion de la Adjudicacion,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic74021-03-2019803-ResoluciondelaAdjudicacion.xlsx
ocds-lcuori-7rBxpG-LPública No.22-2019-2,ocds-lcuori-7rBxpG-LPública No.22-2019-2/5,7rBxpG-LPública No.22-2019-2,139795,awardNotice,2019-09-20T09:55:30.803000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.22-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDkQG-CM-258-2019-HMCR-2,ocds-lcuori-jRDkQG-CM-258-2019-HMCR-2/4,jRDkQG-CM-258-2019-HMCR-2,137390,awardNotice,2019-07-31T12:23:36.363000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic104CM-258-2019-HMCR803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-WRzj0R-LPN-005-2019-2,ocds-lcuori-WRzj0R-LPN-005-2019-2/3,WRzj0R-LPN-005-2019-2,143702,awardNotice,2019-12-12T13:58:06.360000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic154LPN-005-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-orvDGM-LPN-SANAA-SGFA-01-2020-2,ocds-lcuori-orvDGM-LPN-SANAA-SGFA-01-2020-2/4,orvDGM-LPN-SANAA-SGFA-01-2020-2,145019,awardNotice,2020-02-05T13:51:25.803000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic7LPN-SANAA-SGFA-01-2020806-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-WRzbRe-LPR No.108-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.108-DGC-UATSV-2019-2/3,WRzbRe-LPR No.108-DGC-UATSV-2019-2,145011,awardNotice,2020-02-05T11:31:03.857000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.108-DGC-UATSV-2019803-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-4LOxWG-117-2019-2,ocds-lcuori-4LOxWG-117-2019-2/4,4LOxWG-117-2019-2,143443,awardNotice,2019-12-03T13:21:37.133000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83117-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-118-2019-2,ocds-lcuori-4LOxWG-118-2019-2/4,4LOxWG-118-2019-2,138289,awardNotice,2019-08-19T09:55:45.063000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83118-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-119-2019-2,ocds-lcuori-4LOxWG-119-2019-2/4,4LOxWG-119-2019-2,138287,awardNotice,2019-08-19T09:48:00.470000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83119-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-120-2019-2,ocds-lcuori-4LOxWG-120-2019-2/4,4LOxWG-120-2019-2,138295,awardNotice,2019-08-19T10:45:46.143000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83120-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1Ra0dG-LPN-CONV-001-2019-2,ocds-lcuori-1Ra0dG-LPN-CONV-001-2019-2/3,1Ra0dG-LPN-CONV-001-2019-2,145069,awardNotice,2020-02-07T10:13:48.453000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic803LPN-CONV-001-2019804-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-4LOxWG-121-2019-2,ocds-lcuori-4LOxWG-121-2019-2/4,4LOxWG-121-2019-2,138293,awardNotice,2019-08-19T10:35:03.313000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83121-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-122-2019-2,ocds-lcuori-4LOxWG-122-2019-2/4,4LOxWG-122-2019-2,138291,awardNotice,2019-08-19T10:04:12.213000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83122-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-vGZWNR-LPN-018-2019-2,ocds-lcuori-vGZWNR-LPN-018-2019-2/5,vGZWNR-LPN-018-2019-2,144175,awardNotice,2020-01-08T10:54:09.153000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic117LPN-018-2019803-ResoluciondelaAdjudicacion.PDF
ocds-lcuori-vGZWNR-LPN-018-2019-2,ocds-lcuori-vGZWNR-LPN-018-2019-2/5,vGZWNR-LPN-018-2019-2,144176,awardNotice,2020-01-08T10:54:13.620000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic117LPN-018-2019803-ResoluciondelaAdjudicacion.PDF
ocds-lcuori-4LOxWG-123-2019-2,ocds-lcuori-4LOxWG-123-2019-2/4,4LOxWG-123-2019-2,140572,awardNotice,2019-10-10T14:02:14.280000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83123-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-124-2019-2,ocds-lcuori-4LOxWG-124-2019-2/4,4LOxWG-124-2019-2,141705,awardNotice,2019-10-30T10:16:54.100000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83124-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-kG1ger-LPN-ENP-07-2019-2,ocds-lcuori-kG1ger-LPN-ENP-07-2019-2/5,kG1ger-LPN-ENP-07-2019-2,143400,awardNotice,2019-12-03T07:38:57.637000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic170LPN-ENP-07-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-125-2019-2,ocds-lcuori-4LOxWG-125-2019-2/4,4LOxWG-125-2019-2,138301,awardNotice,2019-08-19T11:10:46.020000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83125-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-126-2019-2,ocds-lcuori-4LOxWG-126-2019-2/4,4LOxWG-126-2019-2,138310,awardNotice,2019-08-19T11:27:42.170000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83126-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-0rwyzG-MSPS-GT-02-2019-2,ocds-lcuori-0rwyzG-MSPS-GT-02-2019-2/3,0rwyzG-MSPS-GT-02-2019-2,145488,awardNotice,2020-02-21T12:15:24.763000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic578MSPS-GT-02-2019806-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-kG1ger-LPN-ENP-06-2019-2,ocds-lcuori-kG1ger-LPN-ENP-06-2019-2/5,kG1ger-LPN-ENP-06-2019-2,144644,awardNotice,2020-01-22T10:07:19.860000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic170LPN-ENP-06-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-JLKQxR-43-017-2019-2,ocds-lcuori-JLKQxR-43-017-2019-2/5,JLKQxR-43-017-2019-2,138108,awardNotice,2019-08-14T10:12:55.310000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic7943-017-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1RaEMR-LP-013-HJMG-2019-2,ocds-lcuori-1RaEMR-LP-013-HJMG-2019-2/5,1RaEMR-LP-013-HJMG-2019-2,138851,awardNotice,2019-08-30T15:31:05.260000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic103LP-013-HJMG-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-17-2019-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-17-2019-2/6,mGE4eL-LPN-IDECOAS-FHIS-17-2019-2,142487,awardNotice,2019-11-11T09:49:48.423000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic742LPN-IDECOAS-FHIS-17-2019807-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-2LmqDL-CPrNO-08-AMDC-67-2019-2,ocds-lcuori-2LmqDL-CPrNO-08-AMDC-67-2019-2/5,2LmqDL-CPrNO-08-AMDC-67-2019-2,140548,awardNotice,2019-10-10T08:49:03.413000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic221CPrNO-08-AMDC-67-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ZGqynG-LP-DNPPCM-02-2019-2,ocds-lcuori-ZGqynG-LP-DNPPCM-02-2019-2/4,ZGqynG-LP-DNPPCM-02-2019-2,140491,awardNotice,2019-10-09T11:20:49.770000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic1018LP-DNPPCM-02-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-MLQnAG-LPriv-032-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-032-2019-HGS-2/5,MLQnAG-LPriv-032-2019-HGS-2,139459,awardNotice,2019-09-12T15:22:03.603000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-032-2019-HGS803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-MLQnAG-LPriv-032-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-032-2019-HGS-2/5,MLQnAG-LPriv-032-2019-HGS-2,139460,awardNotice,2019-09-12T15:22:07.400000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-032-2019-HGS803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ERpaPr-26-2019-2,ocds-lcuori-ERpaPr-26-2019-2/4,ERpaPr-26-2019-2,137007,awardNotice,2019-07-23T17:57:56.207000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic8826-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDkVG-LP-017-2019-2,ocds-lcuori-jRDkVG-LP-017-2019-2/6,jRDkVG-LP-017-2019-2,137160,awardNotice,2019-07-26T09:58:47.990000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic92LP-017-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-orvPDG-LP-049-HGA-2019-2,ocds-lcuori-orvPDG-LP-049-HGA-2019-2/4,orvPDG-LP-049-HGA-2019-2,137781,awardNotice,2019-08-07T17:04:41.553000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic95LP-049-HGA-2019803-ResoluciondelaAdjudicacion.jpg
